spdep,spscheme,unit,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,DK,53889.54,52875.72,51680.11,57284.78,54033.30,55776.53,55761.85,54902.94,53860.16,51474.42,51789.29,49819.88,46385.54,45447.18 b,69228.04,65498.05,60707.10,56589.32,50973.21,47352.14,43465.85,42603.34,39260.88,35780.68,34781.89,33545.15,31023.26,28072.00,25787.00,24634.80,22968.50
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,EE,,523.49,475.00,436.06,405.94,375.01,349.31,334.45,313.49,295.90,279.24,260.96,236.07,179.32,151.99,129.85,113.38,100.45,86.60,73.26,55.56,66.79,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,EL,,1962.90 p,1801.97 p,1861.52 p,1903.91,1912.44,2839.76,2845.88,3229.05,3471.69,3485.80,3402.12,3154.30,2882.14,2494.15,2307.88,2168.59,2008.73,1862.59,1703.31,1665.40 b,1137.30,1019.23,889.84,805.49,733.03,677.50,647.37,578.36,550.41,510.68
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,ES,,15423.28 p,14968.21 p,14645.37 p,14433.31 p,14220.01,14341.94,14332.06,14179.82,14070.55,13837.61,13618.19,13097.13,12332.53,11457.51,10682.16,10032.62,9251.08,8703.66,8200.38,7890.63,7520.42,7330.62,6576.17,6384.48,5941.59,5534.47,5188.03,4827.90,4504.07,3952.43
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,FI,,6781.20,6613.74,6483.85,6672.31,6761.16,6971.28,6926.72,6761.29,6558.53,6426.98,6244.42,5947.55,5416.73,5230.12,5133.96,5057.52,4862.13,4697.92,4527.90,4377.31,4370.09,3806.64,3776.66,3760.71,3945.19,3859.75,3756.46,3585.26,3271.93,2887.28
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,FR,38763.78 p,38216.25,37585.71,36983.04,36242.67,35672.35,35410.14,34533.94,33637.37,32645.03,31372.35,30469.14,29409.75,28756.85,27960.14,26759.64,25550.40,24009.10,23153.20,21389.00,20576.00,19858.50,19451.40,18979.70,18854.40,18024.10,17485.80,17101.60,16598.80,15862.80,15414.00
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,HR,7283.80,7429.72,7474.61,7362.23,7323.12,7813.44,7772.76,8150.58,8246.88,8383.42,8676.98,8470.76,8047.02,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,HU,447680.00 p,449232.00,445348.00,443519.00,446543.00,470843.00 b,467698.75,448103.76,453064.41,471486.16,492603.34,535174.12,554991.92,531911.18,508218.53,462899.11,427704.71,394934.35,343165.54,291246.22,241947.94,219963.76,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,IE,908.94,872.71,835.16,809.97,777.28,781.62,782.23,838.87,731.78,737.43,770.84,821.57,822.41,757.33,714.00,645.84,578.84,525.25,482.09,419.26,367.65 b,372.48,343.45,327.57,330.51,310.10,261.12,244.14,228.71,215.39,197.58
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,IS,84963.77,76703.39,68867.04,62105.82,39258.42,40218.05,37744.26,33583.13,29326.42,25960.59,24779.39,34426.15,30024.61,25073.24,27407.09,23308.66,21319.80,18474.19,16735.33,14436.14,12213.87,14089.59,12700.95,11601.51,10383.27,9765.42,8938.30,8200.55,7167.71,6193.89,5218.78
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,IT,21520.00 p,21708.00 p,21425.00 p,21230.00,21306.00,21292.00,21146.00,20875.00,20337.00,18406.00,18465.00,18045.00,17123.00,16412.00,15541.00,14736.00,14690.00,13888.00,12418.00,10497.00,9857.00,9966.00,9282.00,9375.00,8858.00,8328.00,11075.00,10429.00,9908.00,9204.00,8768.00
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,LT,671.58 p,677.16 p,629.03,566.08,523.73,514.36,502.85,481.37,500.93,483.96,511.22,549.25,520.08,410.63,322.63,277.33,240.12,206.84,186.72,177.56,170.03,152.04,137.64,115.38,114.57,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,LU,1651.24,1538.35,1475.35,1446.40,1356.80,1363.22,1353.04,1312.27,1250.55,1214.32,1135.40,1064.60,989.41,943.15,895.59,842.41,809.87,746.38,702.88,661.51,538.00,542.00,397.62,388.36,359.34,339.41,309.96,286.12,261.02,256.79,216.83
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,LV,424.11,401.44,380.87 p,354.92,338.49,332.02,308.05,275.08,263.32,254.54,244.71,240.42,208.41,154.57,137.06,113.42,101.19,88.08,85.90,81.07,79.33,80.47,74.92,66.95,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,ME,,66.08 p,64.10,62.84,59.47,,,,,,,,,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,MK,,,,8383.62,8118.31,8017.07,,,,,,,,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,MT,83.10,77.40,75.87,65.37,44.30,44.59,43.97,41.64,39.70,40.27,43.03,43.91,47.32,53.17,48.87,48.85,47.52,43.11,36.65,33.53,32.16,28.90,26.02,24.01,22.84,17.97,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,NL,,13996.00,13487.00,13180.00,12717.00,12605.00,12430.00,12350.00,12076.00,12180.00,12092.00,12071.00,12104.00,11737.00,12255.00,12740.00,13398.00,13591.00,13073.00,12540.00,11902.00,11354.00,10991.00,11018.00,10727.00,10958.00 b,11552.50,12952.29,12804.37,12350.86,11690.47
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,NO,,158515.82,153537.27,149527.72,145242.37,140949.01,126526.29,123232.35,119358.83,115263.95,108965.35,102284.38,96129.39,93504.84,88745.16,85322.46,81422.25,75034.04,67337.35,63267.05,57966.86,55398.70,49033.00,44774.21,42119.05,39832.67,38244.80,37680.91,35781.36,33685.25,29529.41
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,PL,,26255.50,27031.50,27752.50,28161.70,26096.40,26334.87,25596.21,25392.89,25150.00,23874.32 p,21906.61 p,21455.02 p,20861.04 p,21323.79 p,21432.15 p,22043.14 p,20926.72 p,21114.40 p,21493.10 p,19620.20 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,PT,3027.97,3068.88,2899.01,2895.23,2873.16,2903.32,2907.29,3077.56,2796.21,3221.76,3278.78,3297.15,3358.33,3514.85,3370.67,3099.98,3103.22,3233.14,3126.61,2941.51,2798.87,2403.02,2304.35,2129.01,1928.94,1781.36,1964.81,1711.59,1473.03,1255.58,1066.96
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,RO,,8684.20,8124.15,7335.49,7278.00,7284.02,7055.47,7134.39,7307.53,8052.54,8255.42,8089.08,7128.17,5251.79,3725.69,3123.19,2595.14,2431.45,1639.92,1279.56,842.91,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,RS,,51218.40,50967.03,53250.59,53431.20,54581.47,62286.43,60578.50,61368.99,60320.76,60443.51,58195.79,55673.33,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,SE,131933.00 p,132772.00,133079.00,129482.00,126905.00,128533.00,125325.00,125081.00,122419.00,130241.00,131890.00,136515.00,135289.00,133311.00,129470.00,126726.00,121566.00,113909.00,101240.00,93336.00,87557.00,78307.33,70313.63,67993.95,67565.70,68639.07,64103.66,58478.30,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,SI,,483.54 p,423.75,423.47,457.20,487.00,507.32,519.85,533.64,577.19,589.70,586.41,584.12,560.87,559.32,530.72,487.34,464.43,455.35,416.45,380.49,338.41,287.65,259.21,223.28,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,SK,1236.98,1210.62,1174.22,1156.42,1119.49,1077.18,1074.14,1039.42,1000.49,949.63,906.15,856.75,853.23,704.37,634.40,571.35,529.32,472.74,438.80,402.96,379.04,317.98,291.63,270.27,232.28,216.74,0.00,0.00,0.00,0.00,0.00
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,TR,4560.23,4031.51,3768.95,3263.23,3133.96,2350.28,2048.05,1835.83,1701.64 b,1489.21,2179.71,1580.59,1061.53 b,1424.65,1259.46,1113.29,949.10,753.17,650.71,431.81,301.13,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_NAC,UK,,,22876.05 p,21995.39,20632.52,19751.88,18856.58,17139.41,18116.63,18453.90,18135.72,17788.98,17033.28,16526.67,20391.55,18783.33,18345.39,17867.14,17515.24,17057.86,16569.00,16173.59,17391.65,17216.06,17074.87,16941.89,15917.16,14616.50,12585.30,10932.57,8958.70
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,AT,4153.78,4197.60,4240.01,4273.03,4375.50,4462.79,4509.18,4548.46,4540.42,4437.40,4291.91,4164.20,4123.73,4088.84,4121.13,4139.36,4097.70,4042.60,3953.88,3858.30,3833.89,3609.46,3456.98,3290.18,3590.82,3327.62,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,BA,,688.90,687.29,734.67,756.70,726.64,693.38,689.48,,,,,,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,BE,9250.88,8800.61,8190.15,7737.84,7657.65,7342.35,6803.39,6463.63,5841.90,5445.65,5104.81,4734.61,4463.12,4105.07,4117.80,4069.72,3791.37,3762.27,3584.87,3096.90,2973.98,4065.90,3707.78,3629.90,3587.85,3412.10,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,BG,,1661.49,1410.86,1367.64,1335.30,1324.75,1322.91,1251.73,1137.77,1089.64,1036.51,1021.19,852.56,808.65,812.33,745.67,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,CH,,6464.73,6425.64,6341.76,6415.97,6424.42,6220.47,6186.13,6101.91,6134.87,6011.14,6347.95,6212.44,6510.71,6113.54,6063.91,5848.32,5555.27,5182.79,4781.44,4344.00,4161.16,3967.80,3746.72,3514.80,3219.38,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,CY,,131.20,125.54,144.92,145.24,132.07,129.12,131.03,137.59,135.49,133.28,135.92,127.00,116.43,110.13,98.87,102.20,85.19,75.08,65.33,54.90,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,CZ,3878.77,3667.57,3466.30,3403.75,3297.43,3296.83,3249.39,3236.65,3201.67,3328.74,3360.74,3307.87,3162.58,3057.63,2889.34,2553.55,2452.00,2447.02,2219.14,2179.27,1957.64,1896.41,1789.98,1732.95,1632.22,1414.26,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,DE,62255.87 p,59506.71,57145.12,54028.78,48019.27,45525.56,43377.43,41973.98,40098.23,38775.09,37973.87,36606.56,36563.19,34939.86,34623.00,35037.50,35582.39,35383.09,34413.93,33582.62,32718.87,32231.55,30962.56,30556.08,30542.06,27375.37,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,DK,5078.50,4974.85,4870.93,5368.72,4967.03,5209.40,5181.46,5133.08,5005.41,4846.61,4871.63,4659.07,4381.57,4290.26 b,6341.19,5896.16,5476.26,5063.33,4610.21,4263.65,3999.73,3922.74,3663.66,3327.94,3261.43,3105.83,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EA12,,170838.50 p,164906.87 p,160190.65 p,152734.84 p,149170.05,146898.43,144483.62,139425.86,135383.54,132811.68,129196.51,126970.83,121752.48,119118.00,116601.70,114733.45,112109.76,108672.12,102443.07,98648.07,96233.64,92048.85,89977.33,89686.32,85154.41,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EA18,,174497.60 p,168405.38 p,163655.77 p,156152.95 p,152654.85,150325.41,147845.56,142694.58,138573.52,135962.85,132143.84,129870.22,124357.33,121580.27,118942.10,116960.52,114217.63,110726.09,104333.72,100414.16,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EA19,,175628.83 p,169475.50 p,164670.42 p,157106.07 p,153598.47,151246.64,148724.62,143558.68,139398.57,136792.86,132989.73,130717.93,125103.84,122229.76,119551.58,117527.62,114741.06,111173.82,104738.65,100795.21,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EE,,637.68,596.74,566.32,543.60,511.59,479.60,464.84,449.32,431.81,414.65,381.31,334.68,263.31,236.79,216.63,194.80,176.88,154.44,130.72,104.49,126.82,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EL,,2330.14 p,2141.60 p,2204.68 p,2223.72,2219.21,3253.31,3147.80,3402.39,3589.58,3581.82,3585.40,3400.27,3108.89,2779.42,2589.17,2467.69,2319.80,2241.46,2038.51,1971.16 b,1345.76,1258.88,1144.95,1088.31,1032.74,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,ES,,15950.08 p,15460.94 p,15330.68 p,14990.98 p,14850.26,14853.65,14639.83,14329.25,14013.65,13751.12,13784.46,13485.01,12799.88,12242.39,11428.99,10768.04,10106.15,9714.93,9093.15,8750.38,8307.68,8246.76,7444.65,7295.97,6823.71,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EU15,,,200449.94 p,196269.79 p,186275.85 p,181567.22,180001.57,177424.56,173707.24,171520.86,168639.55,164638.69,162110.75,155402.08,160908.14,155660.63,153073.37,148389.01,142339.24,134927.90,129723.86,125203.81,121640.23,119541.83,119462.71,114078.73,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EU27_2007,,,229943.37 p,225300.90 p,214589.72 p,209148.05,207202.96,204117.83,200205.37,197822.40,194382.19,188855.58,185922.07,177354.65,182002.03,175797.45,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EU27_2020,,219710.53 p,213056.80 p,208731.66 p,200203.86 p,196776.08,194035.33,191529.21,185908.70,181850.32,178546.52,172806.06,170715.04,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,EU28,,,231342.09 p,226685.31 p,215938.45 p,210529.37,208577.18,205540.46,201625.49,199253.97,195845.18,190289.31,187320.08,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,FI,,5285.05,5219.25,5132.31,5219.14,5312.87,5443.84,5424.04,5375.92,5292.68,5236.51,5092.12,4932.49,4477.82,4181.72,4033.63,3971.23,3735.99,3615.56,3496.72,3471.85,3458.78,2995.99,2996.07,3000.67,3109.61,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,FR,35476.20 p,34845.31,33881.45,33431.90,32863.04,32259.61,32048.57,31352.88,29977.96,29211.51,27998.28,27045.22,26239.02,25868.85,25147.86,24235.29,22676.39,21602.77,21525.85,19853.90,18732.36,17683.59,17096.37,16631.64,16502.61,15524.77,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,HR,1452.61,1491.97,1519.82,1519.29,1510.26,1590.50,1564.50,1618.40,1619.94,1623.49,1666.02,1622.69,1565.94,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,HU,2085.24 p,2175.27,2241.11,2306.49,2450.85,2678.42 b,2721.39,2696.95,2761.95,2938.32,3056.55,3239.47,3357.36,3244.55,3227.46,3008.73,2826.90,2740.54,2495.71,2214.06,1960.03,1900.40,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,IE,640.07,634.24,615.66,605.12,590.10,601.18,601.07,661.31,587.93,590.38,616.25,624.11,613.83,576.38,555.88,507.19,454.11,413.77,384.73,349.09,315.99 b,332.34,323.51,315.99,334.68,314.32,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,IS,357.78,326.06,301.18,282.86,180.13,195.06,189.51,173.17,158.30,144.02,139.53,207.26,202.43,188.80,212.84,189.80,173.97,151.91,139.45,126.92,114.26,143.79,130.97,125.93,112.94,108.46,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,IT,20902.74 p,21054.27 p,20525.57 p,20272.92,20224.40,19951.09,19785.92,19825.63,19485.86,17791.31,18032.58,17194.72,16485.03,15478.64,14508.84,13641.03,13577.71,13006.18,11644.90,10042.57,9585.07,9765.13,9149.06,9245.84,8880.95,8513.03,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,LT,1008.96 p,1051.17 p,991.19,920.31,863.81,865.44,848.21,808.70,836.59,813.98,866.77,899.19,850.10,723.41,599.41,547.08,494.18,436.65,373.54,345.13,326.15,285.81,253.09,224.65,247.48,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,LU,1101.19,1065.23,1043.01,1014.32,955.92,969.92,956.72,943.25,891.54,875.97,815.48,808.34,778.68,742.01,723.34,673.38,642.34,609.55,576.24,538.45,445.20,448.21,325.35,316.06,293.96,272.80,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,LV,569.87,543.25,528.08 p,505.47,486.73,486.31,447.76,405.76,390.28,379.56,381.85,346.81,288.92,231.90,229.82,212.55,205.44,191.03,196.77,191.22,184.52,188.81,178.38,165.78,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,ME,,128.05 p,123.02,121.64,117.20,,,,,,,,,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,MK,,,,309.77,303.31,298.91,,,,,,,,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,MT,90.87,88.45,87.17,75.53,52.12,52.54,52.39,50.04,49.32,50.68,55.08,57.20,62.46,72.34,65.51,67.87,66.06,59.66,49.25,45.39,44.15,39.73,35.80,33.52,32.21,24.92,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,NL,,11770.35,11459.28,11194.25,10709.32,10815.66,10662.57,10720.67,10510.56,10605.32,10558.95,10980.82,11321.25,11000.31,11417.95,11809.64,12255.99,12250.55,12227.58,11763.27,11380.87,10656.03,10248.11,10324.12,10230.22,10272.42 b,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,NO,,10357.80,10371.90,10188.87,9679.60,9730.62,9245.28,9182.60,8965.45,8778.40,8407.50,8121.80,7930.75,7893.10,7390.07,7072.43,6736.74,6167.37,5612.90,5265.72,4943.11,4789.42,4319.78,4054.83,3932.91,3644.78,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,PL,,10661.44,11236.11,11726.00,12172.40,11464.44,11495.68,11293.67,11287.53,11148.94,10623.80 p,9405.53 p,9516.49 p,9425.44 p,9353.44 p,9427.48 p,9979.69 p,9660.30 p,9654.73 p,9768.92 p,9052.49 p,0.00,0.00,0.00,0.00,0.00,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,PT,3442.93,3534.23,3374.57,3346.82,3373.07,3466.76,3471.52,3685.84,3274.72,3707.74,3784.37,3819.44,3944.13,4130.25,4036.96,3690.06,3623.95,3802.40,3642.32,3503.72,3384.62,2919.28,2799.41,2682.30,2511.75,2337.52,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,RO,,3615.25,3460.09,3237.17,3321.85,3263.24,3201.20,3279.64,3479.08,3910.05,4094.16,3835.16,3514.10,2761.93,2073.99,1809.11,1699.61,1736.25,1411.38,1325.84,1129.79,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,RS,,861.51,865.51,917.15,945.25,985.09,1121.15,1099.52,1181.39,1208.60,1277.22,1266.60,1303.30,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,SE,9547.91 p,9521.66,9689.32,9594.53,9535.71,10027.46,9893.58,9996.32,10144.77,10742.41,10882.64,11586.35,11860.69,11655.91,11121.90,10693.18,10215.03,9468.67,8506.20,7932.01,7638.83,6727.15,5901.02,5751.28,5843.42,5844.76,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,SI,,558.69 p,491.58,495.77,533.51,573.61,597.64,615.02,631.38,676.59,685.88,678.29,710.18,698.24,715.51,688.30,639.00,622.39,635.78,609.52,594.94,556.23,496.95,475.08,444.20,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,SK,1500.45,1514.18,1495.85,1528.48,1548.43,1626.02,1628.10,1591.67,1528.30,1468.61,1420.98,1270.17,1265.60,1040.75,936.37,873.37,812.25,768.24,758.76,706.94,663.69,586.46,579.65,562.45,501.55,479.75,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,TR,1481.87,1542.94,1664.20,1656.31,1763.25,1446.78,1309.74,1219.03,1217.24 b,1141.64,1749.14,1300.81,907.34 b,1240.08,1141.83,1069.09,970.88,844.54,927.65,866.96,857.53,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,MIO_PPS,UK,,,21149.02 p,20646.94,19412.08,18987.81,18165.56,16745.72,18236.53,18743.56,18614.45,18319.74,18263.53,18034.91,22707.11,20969.62,21091.38,20165.91,19755.72,19444.03,18513.32,17533.70,18848.71,19175.68,19312.58,18858.06,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,AT,1.3,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.7,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.2,2.2,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,BA,,2.0,2.1,2.3,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,BE,2.4,2.2,2.1,2.0,2.1,2.0,1.9,1.9,1.7,1.7,1.6,1.6,1.4,1.4,1.4,1.5,1.4,1.5,1.4,1.3,1.3,1.9,1.8,1.8,1.9,1.8,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,BG,,1.3,1.2,1.2,1.2,1.3,1.4,1.4,1.3,1.2,1.3,1.3,1.1,1.1,1.2,1.2,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,CH,,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9,2.0,2.1,2.0,2.2,2.3,2.5,2.5,2.5,2.4,2.2,2.1,2.1,2.1,2.0,1.9,1.8,1.7,1.6,1.5,1.3,1.2
SNONTARGETNOREROUTE,TOTAL,PC_GDP,CY,,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.5,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,CZ,1.3,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.3,1.3,1.2,1.2,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,DE,2.0 p,1.8,1.8,1.8,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.6,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.6,1.5,1.4,1.4,1.4,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,DK,2.3,2.3,2.3,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.6,2.6 b,4.1,4.1,4.0,3.9,3.6,3.5,3.3,3.4,3.3,3.1,3.2,3.2,3.1,3.0,2.8,2.8,2.7
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EA12,,1.6 p,1.6 p,1.6 p,1.5 p,1.5,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EA18,,1.6 p,1.5 p,1.6 p,1.5 p,1.5,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EA19,,1.6 p,1.5 p,1.6 p,1.5 p,1.5,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EE,,1.9,1.8,1.8,1.9,1.8,1.7,1.8,1.7,1.8,1.9,1.8,1.4,1.1,1.1,1.1,1.2,1.1,1.1,1.0,0.9,1.2,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EEA,,,1.6 p,1.6 p,1.6 p,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EL,,1.1 p,1.0 p,1.1 p,1.1,1.1,1.6,1.6,1.7,1.7,1.6,1.4,1.3,1.2,1.1,1.2,1.1,1.1,1.1,1.1,1.2 b,0.9,0.8,0.8,0.8,0.8,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,ES,,1.2 p,1.2 p,1.3 p,1.3 p,1.3,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EU15,,,1.5 p,1.5 p,1.5 p,1.5,1.6,1.6,1.5,1.5,1.5,1.6,1.5,1.4,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EU27_2007,,,1.5 p,1.5 p,1.5 p,1.5,1.5,1.6,1.5,1.5,1.5,1.6,1.5,1.4,1.6,1.6,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EU27_2020,,1.6 p,1.6 p,1.6 p,1.6 p,1.6,1.6,1.7,1.6,1.6,1.6,1.6,1.5,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,EU28,,,1.5 p,1.5 p,1.5 p,1.5,1.5,1.6,1.5,1.5,1.6,1.6,1.5,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,FI,,2.8,2.8,2.9,3.1,3.2,3.4,3.4,3.4,3.3,3.4,3.4,3.1,2.9,3.0,3.1,3.2,3.2,3.2,3.1,3.2,3.4,3.2,3.4,3.7,4.0,4.3,4.4,4.2,3.8,3.2
SNONTARGETNOREROUTE,TOTAL,PC_GDP,FR,1.7 p,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
SNONTARGETNOREROUTE,TOTAL,PC_GDP,HR,1.9,1.8,1.9,2.0,2.1,2.3,2.3,2.4,2.5,2.5,2.6,2.5,2.3,,,,,,,,,,,,,,,,,,
SNONTARGETNOREROUTE,TOTAL,PC_GDP,HU,0.9 p,0.9,1.0,1.1,1.2,1.3 b,1.4,1.5,1.6,1.7,1.8,2.0,2.0,2.1,2.1,2.0,2.0,2.1,2.0,1.9,1.8,1.9,,,,,,,,,
