unit,lev_limit,age,sex,geo,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,SEV,Y16-29,M,AT,1.2,,3.9 u,,,,,3.2 u,20.4 u,12.7 u,9.4 u,13.8 u
PC,SEV,Y16-29,M,BE,2.0 u,6.6 u,12.4 bu,4.3 u,5.9 u,25.6 u,21.4 u,14.0 u,16.0 u,,6.3 u,6.2 u
PC,SEV,Y16-29,M,BG,,,,,,,,,,,,
PC,SEV,Y16-29,M,CH,,,,,0 u,,,,,12.3 u,10.0 u,0 u
PC,SEV,Y16-29,M,CY,,,35.3 u,33.6 u,,,37.1 u,36.4 u,36.3 u,40.1 u,33.9 u,42.3 u
PC,SEV,Y16-29,M,CZ,,,,,,,,,,,,
PC,SEV,Y16-29,M,DE,25.9 u,18.0 bu,7.8 u,11.5 u,11.3 u,14.7 u,7.6 u,15.7 u,12.8 u,3.3 u,10.4 u,14.0 u
PC,SEV,Y16-29,M,DK,16.3 u,,,,,,,,,,,
PC,SEV,Y16-29,M,EA,,,,,,,,,,,,
PC,SEV,Y16-29,M,EA18,,,,,,,,,,,,
PC,SEV,Y16-29,M,EA19,,,,,,,,,,,,
PC,SEV,Y16-29,M,EE,8.2 u,7.9,14.7,19.6 u,9.4 u,1.8 u,8.6 u,5.1 u,26.8 u,12.8 u,25.9 u,12.1 u
PC,SEV,Y16-29,M,EL,,26.4 u,39.2 u,37.9 u,39.7,23.4 u,38.4 u,,,,,
PC,SEV,Y16-29,M,ES,14.5,2.5 u,13.4 u,,31.7 u,28.8 u,14.6 u,24.9 u,4.2 u,9.5 u,21.6 u,6.7 u
PC,SEV,Y16-29,M,EU,,,,,,,,,,,,
PC,SEV,Y16-29,M,EU27_2007,,,,,,,,,,,,
PC,SEV,Y16-29,M,EU27_2020,,,,,,,,,,,,
PC,SEV,Y16-29,M,EU28,,,,,,,,,,,,
PC,SEV,Y16-29,M,FI,,,6.9 u,,11.6 u,11.3 u,,10.2 u,20.6 u,,,4.5 u
PC,SEV,Y16-29,M,FR,,3.8 bu,7.1 u,3.7 u,13.4 u,21.7 u,0 u,12.0,10.0 u,13.3,9.2,18.1 u
PC,SEV,Y16-29,M,HR,40.2 u,30.2 u,6.9 u,8.4 u,0.7 u,16.2 u,,,,,,
PC,SEV,Y16-29,M,HU,,,30.3 u,49.0 u,18.0 u,13.2 u,51.2 u,45.0 u,41.2 u,42.4 u,47.7 u,40.2 u
PC,SEV,Y16-29,M,IE,14.6 u,5.2 bu,,,,17.7 u,,27.7 u,,,,
PC,SEV,Y16-29,M,IS,,,,,,,,,,10.7 u,12.6 u,
PC,SEV,Y16-29,M,IT,1.5 pu,,,14.4 u,0 u,27.1 u,11.4 u,29.0,12.6,31.4,32.5 u,4.9 u
PC,SEV,Y16-29,M,LT,,,,,,,,,18.9 u,,,
PC,SEV,Y16-29,M,LU,,,,,0.7 u,15.5 u,0 u,0 u,12.6 u,12.6 u,10.3 u,
PC,SEV,Y16-29,M,LV,,,,,,,53.4 u,,45.4 u,,67.0 u,
PC,SEV,Y16-29,M,ME,,15.6 u,18.4 u,13.9 u,,,26.3 u,31.7 u,21.7 u,,,
PC,SEV,Y16-29,M,MK,,,,,,,,,,,,
PC,SEV,Y16-29,M,MT,,,,,,,,,,,,
PC,SEV,Y16-29,M,NL,,,,,,,,,,,,
PC,SEV,Y16-29,M,NO,,18.5 u,,,,,,,,,,
PC,SEV,Y16-29,M,PL,,7.0,2.5,14.4 u,1.9,26.7 u,11.6 u,24.1,17.0,23.2,19.2 u,36.3
PC,SEV,Y16-29,M,PT,,5.5 u,3.1 u,15.6,23.1 u,21.5 u,20.3 u,33.6 u,,,8.9 u,26.3 u
PC,SEV,Y16-29,M,RO,,,,,,,,47.1 u,50.0 u,47.2 u,52.9 u,
PC,SEV,Y16-29,M,RS,,,,,,,49.2 u,46.5 u,,,,
PC,SEV,Y16-29,M,SE,,,,,,,,,,11.2 u,,
PC,SEV,Y16-29,M,SI,,,,,3.6 u,4.5 u,4.2 u,12.0 u,,2.7 u,10.2 u,11.5 u
PC,SEV,Y16-29,M,SK,,,17.0 u,22.9 u,14.3 u,21.3 u,2.6 u,18.2 u,19.2 u,26.9 u,19.4 u,9.2 u
PC,SEV,Y16-29,M,TR,,54.3,46.0,50.1,56.6,56.1,48.1,48.8,54.6,75.9,81.5,81.7
PC,SEV,Y16-29,M,UK,,,,18.5,12.7 b,23.2,23.4,38.0,31.4,23.6,13.8 u,16.9 u
PC,SEV,Y16-29,M,XK,,,,64.8 u,,,,,,,,
PC,SEV,Y16-29,T,AL,,48.6,56.7,60.1,74.5,,,,,,,
PC,SEV,Y16-29,T,AT,5.6,5.8 u,6.2 u,9.9 u,22.6 u,12.6 u,11.3 u,11.1 u,13.9 u,12.1,12.0 u,8.7 u
PC,SEV,Y16-29,T,BE,7.3,6.2,13.7 b,6.7,15.9,22.3,22.6 u,21.9,11.1,38.0 u,15.9 u,3.0
PC,SEV,Y16-29,T,BG,,,,29.5 u,49.0 u,51.1 u,61.5 u,,,,68.7 u,
PC,SEV,Y16-29,T,CH,,13.9 u,4.6 u,21.0 u,5.0,0.0 u,0 u,5.6 u,0 u,8.4,6.7,0.0
PC,SEV,Y16-29,T,CY,,6.7 u,32.0 u,31.6 u,31.9 u,30.5 u,38.0 u,30.2 u,33.5,38.5 u,33.5 u,33.9 u
PC,SEV,Y16-29,T,CZ,4.0 u,,,,12.6 u,,,,,5.4 u,7.9 u,32.8 u
PC,SEV,Y16-29,T,DE,23.2,20.3 b,7.4 u,12.9 u,9.8,11.8 u,6.5 u,13.2,16.0,7.1,17.0,17.9
PC,SEV,Y16-29,T,DK,17.7 u,10.9 u,,,8.3 u,14.9 u,22.2 u,10.5 u,8.1 u,,13.7 u,33.0 u
PC,SEV,Y16-29,T,EA,,12.6 u,,,12.7 u,17.0 u,12.6 u,16.5 u,13.1 u,14.9 u,16.6 u,14.8 u
PC,SEV,Y16-29,T,EA18,,12.6 u,,,12.7 u,16.9 u,12.6 u,16.5 u,13.3 u,15.0 u,16.9 u,14.9 u
PC,SEV,Y16-29,T,EA19,,12.6 u,,,12.7 u,17.0 u,12.6 u,16.6 u,13.5 u,15.5 u,17.5 u,15.0 u
PC,SEV,Y16-29,T,EE,8.9,10.1,13.5,12.2,12.7,1.1,8.1,5.9,18.3,8.9,19.1,13.9 u
PC,SEV,Y16-29,T,EL,,38.4,34.1,25.4,32.3,25.4,40.3,39.6 u,,,30.8 u,8.0 u
PC,SEV,Y16-29,T,ES,18.9,6.3 u,13.5 u,4.9 u,19.5 u,21.6 u,9.3 u,26.7 u,8.8 u,8.3 u,13.0 u,3.8
PC,SEV,Y16-29,T,EU,,,,,13.1 u,19.8 u,17.9 u,23.1 u,18.5 u,19.5 u,20.9 u,20.5 u
PC,SEV,Y16-29,T,EU27_2007,,,,,13.1 u,19.8 u,17.9 u,23.1 u,18.6 u,19.5 u,20.9 u,20.4 u
PC,SEV,Y16-29,T,EU27_2020,,12.6 u,,,12.4 u,,,19.1 u,16.1 u,17.8 u,20.3 u,19.3 u
PC,SEV,Y16-29,T,EU28,,,,,13.1 u,19.8 u,17.9 u,23.1 u,18.5 u,19.5 u,20.9 u,20.5 u
PC,SEV,Y16-29,T,FI,8.7 u,25.8 u,16.8 u,26.2 u,10.8 u,11.8 u,14.5 u,9.0 u,14.0 u,17.1 u,20.3 u,8.2 u
PC,SEV,Y16-29,T,FR,,14.6 b,4.7,6.0,11.1,16.5,7.1,10.5,9.9,10.1,15.7,17.7
PC,SEV,Y16-29,T,HR,35.3 u,21.0,16.4,9.0,6.2,11.8 u,15.1 u,,9.9 u,,,
PC,SEV,Y16-29,T,HU,,21.1 u,21.2 u,31.6 u,17.2,16.4 u,47.1 u,51.7,56.0,55.5,45.5,33.4
PC,SEV,Y16-29,T,IE,18.6 u,11.1 bu,19.3 u,10.6 u,27.6 u,24.2 u,33.2 u,27.6 u,29.1 u,29.7 u,4.7 u,29.4 u
PC,SEV,Y16-29,T,IS,,,,2.1 u,3.0 u,11.5 u,8.0 u,1.5 u,5.5 u,5.9 u,16.4 u,10.5 u
PC,SEV,Y16-29,T,IT,5.5 p,5.1 u,2.6 u,16.5 u,5.9 u,25.7,23.1,28.8,10.2,30.5,25.0,13.2 u
PC,SEV,Y16-29,T,LT,,,9.0 u,,19.2 u,24.2 u,11.7 u,29.9 u,28.2 u,48.6 u,56.9 u,
PC,SEV,Y16-29,T,LU,,10.9 bu,0 u,5.6,1.4,10.5,0.0,2.9 u,9.0 u,7.6 u,6.7 u,0.2 u
PC,SEV,Y16-29,T,LV,6.2 u,10.9 u,,15.0 u,12.8 u,20.0 u,47.5 u,44.6 u,46.7 u,30.9 u,68.7 u,39.1 u
PC,SEV,Y16-29,T,ME,,23.0 u,13.1,9.0 u,39.0 u,27.7 u,23.4 u,24.4 u,22.3 u,,,
PC,SEV,Y16-29,T,MK,,61.9 u,74.5 u,69.7 u,,,,,,70.8 u,55.8 u,
PC,SEV,Y16-29,T,MT,,,,,,,,,,,,
PC,SEV,Y16-29,T,NL,,9.6 u,8.1 u,13.4 u,11.1 u,12.9 u,4.0 u,,,,,
PC,SEV,Y16-29,T,NO,,18.8 u,13.1 u,,13.2 u,13.8 u,7.5 u,3.8 u,,12.3 u,,
PC,SEV,Y16-29,T,PL,,6.4,6.3,13.1,8.1,22.7,18.4,24.0,21.7,18.7,20.9,36.7
PC,SEV,Y16-29,T,PT,,3.4,8.3,17.0,17.5,15.5,17.6,23.5 u,41.7 u,7.5 u,11.8 u,30.3 u
PC,SEV,Y16-29,T,RO,,28.4 u,,,,,38.7 u,51.6 u,52.3 u,50.2 u,55.5 u,36.3 u
PC,SEV,Y16-29,T,RS,,47.0 u,,,36.3 u,,43.9 u,46.5 u,,,,
PC,SEV,Y16-29,T,SE,9.0 u,,,,,,,,10.0 u,9.9 u,14.2 u,10.6 u
PC,SEV,Y16-29,T,SI,,5.0 u,7.7 u,8.6 u,12.0 u,11.6 u,9.5 u,10.3 u,13.1 u,9.1,10.8,9.1
PC,SEV,Y16-29,T,SK,,22.9 u,17.2,15.9,9.9,19.5,9.4,14.3,13.5,20.2,18.0,11.5
PC,SEV,Y16-29,T,TR,,51.1,43.5,50.6,51.1,52.3,46.9,49.1,56.4,74.4,80.6,79.0
PC,SEV,Y16-29,T,UK,,,,19.4,14.4 b,21.9,24.6,37.3,26.3,24.3,23.4,26.2
PC,SEV,Y16-29,T,XK,,,,73.0 u,,,,,,,,
PC,SEV,Y16-64,F,AL,,55.9,64.4,62.7,63.0,,,,,,,
PC,SEV,Y16-64,F,AT,5.9,12.8,11.1,15.2,17.7,10.6,13.9,17.7,16.0,17.0,17.5,16.1
PC,SEV,Y16-64,F,BE,11.1,12.7,13.2 b,13.4,17.3,19.8,17.4,20.4,13.0,13.1,19.1,16.6
PC,SEV,Y16-64,F,BG,32.1,37.9,55.5,40.2,53.3,54.7,55.3,57.3,65.9,57.4,62.0,56.7
PC,SEV,Y16-64,F,CH,,6.8,6.5,16.9,5.6,9.3,7.7,3.1,4.3,4.4,3.7,4.8
PC,SEV,Y16-64,F,CY,,22.3,20.9,28.2,27.3,23.0,26.1,30.0,30.9,34.7,26.6,16.4
PC,SEV,Y16-64,F,CZ,12.9,11.4,10.3,13.0,13.8,16.2,23.5,22.6,24.5,16.3,16.5,16.2
PC,SEV,Y16-64,F,DE,13.9,13.7 b,13.3,14.4,16.7,18.3,16.7,16.5,17.5,16.0,19.6,14.1
PC,SEV,Y16-64,F,DK,14.7,14.9,11.5,22.4,10.0,16.3,13.3,12.4,17.4,4.8,6.9,13.0
PC,SEV,Y16-64,F,EA,,16.8,14.9,15.2 e,16.5 e,18.3 e,18.1 e,17.8 e,18.0 e,17.6 e,18.4 e,15.3 e
PC,SEV,Y16-64,F,EA18,,16.8,14.9,15.1,16.4 e,18.2,17.9 e,17.8,18.2,17.7,18.6,15.5
PC,SEV,Y16-64,F,EA19,,16.8,14.9,15.2,16.5 e,18.3,18.1 e,17.9,18.3,18.0,18.7,15.6
PC,SEV,Y16-64,F,EE,8.6,10.3,12.2,11.3,11.3,15.4,16.9,18.1,22.5,23.5,19.0,16.8
PC,SEV,Y16-64,F,EL,,33.1,31.6,28.9,36.2,36.1,35.9,34.4,31.6,30.8,25.3,24.8
PC,SEV,Y16-64,F,ES,20.1,18.2,17.1,18.8,16.3,23.2,18.1,18.9,17.0,14.2,11.9,10.2
PC,SEV,Y16-64,F,EU,,,15.6 e,16.5,17.6 e,19.5,19.7 e,21.2,21.4,21.0,19.3,17.9
PC,SEV,Y16-64,F,EU27_2007,,,15.6 e,16.4,17.6 e,19.4,19.7 e,21.2,21.4,20.9,19.3,17.9
PC,SEV,Y16-64,F,EU27_2020,,16.4,15.0 e,16.1 e,17.7 e,19.7 e,19.6 e,19.9 e,20.5 e,20.2 e,20.3 e,18.2 e
PC,SEV,Y16-64,F,EU28,,,15.6 e,16.5,17.6 e,19.5,19.7 e,21.2,21.4,21.0,19.3,17.9
PC,SEV,Y16-64,F,FI,8.5,20.9,17.2,17.8,14.2,16.6,12.0,8.8,8.6,10.4,9.8,10.8
PC,SEV,Y16-64,F,FR,,18.5 b,13.8,14.4,13.2,11.7,13.1,12.1,17.4,16.3,16.3,19.1
PC,SEV,Y16-64,F,HR,23.6,23.1,18.1,21.8,24.8,28.0,26.2,22.6,22.7,29.9,28.6,26.5
PC,SEV,Y16-64,F,HU,,23.7,23.1,27.0,34.8,40.9,41.6,46.0,48.8,45.8,41.8,38.7
PC,SEV,Y16-64,F,IE,22.2,25.8 b,23.3,17.3,19.6,23.3,33.7,23.5,20.8,17.6,23.6,24.1
PC,SEV,Y16-64,F,IS,,,,4.2,5.5,10.4,11.9,9.5,11.4,8.5,9.7,8.4
PC,SEV,Y16-64,F,IT,11.8 p,16.2,19.3,13.9,18.7,26.1,23.2,26.6,21.2,26.0,24.2,11.5
PC,SEV,Y16-64,F,LT,,19.2,20.0,43.8,29.7,27.6,34.5,26.4,43.4,55.3,39.4,35.8
PC,SEV,Y16-64,F,LU,,5.1 b,3.6,5.7,4.7,8.4,5.0,6.9,4.5,5.0,1.3,1.9
PC,SEV,Y16-64,F,LV,17.3,18.3,18.2,25.1,30.3,32.2,40.7,39.9,44.4,45.4,53.4,50.7
PC,SEV,Y16-64,F,ME,,25.1,13.9,14.5,23.1,20.9,19.7,19.9,25.4,,,
PC,SEV,Y16-64,F,MK,,58.2,63.0,58.8,53.9,50.5,52.5,50.2,52.2,54.8,62.1,51.6
PC,SEV,Y16-64,F,MT,,17.4,10.2,12.4,10.6 u,12.9,31.9 u,13.8,26.1,16.2,16.4,16.7
PC,SEV,Y16-64,F,NL,,11.4,14.4,11.7,12.6,15.0,15.4,10.2,9.4,8.1,10.9,7.3
PC,SEV,Y16-64,F,NO,,11.1,11.5,11.4,4.9,9.6,9.7,4.1,15.2,14.1,15.4,4.1
PC,SEV,Y16-64,F,PL,,9.0,10.5,13.6,18.3,18.1,19.5,27.3,27.2,24.5,21.9,25.7
PC,SEV,Y16-64,F,PT,,12.0,13.1,14.2,15.2,17.4,20.9,25.7,27.1,15.7,16.4,22.5
PC,SEV,Y16-64,F,RO,11.5,21.7,21.3,30.0,32.3,43.1,37.2,36.6,38.0,43.8,40.5,43.1
PC,SEV,Y16-64,F,RS,,45.3,36.0,49.2,39.6,36.8,46.7,47.3,52.2,,,
PC,SEV,Y16-64,F,SE,11.9,6.9,7.6,13.1,8.6,7.1,8.7,11.1,10.8,9.9,8.3,10.2
PC,SEV,Y16-64,F,SI,,14.5,8.0,15.7,15.2,15.5,17.9,17.4,15.4,18.9,15.0,15.0
PC,SEV,Y16-64,F,SK,,21.5,16.9,16.7,13.4,16.1,19.4,15.7,18.6,20.7,25.6,23.3
PC,SEV,Y16-64,F,TR,,46.6,41.0,40.4,42.4,46.6,43.2,43.1,57.7,69.6,71.2,70.3
PC,SEV,Y16-64,F,UK,,,,17.6,17.6 b,18.5,20.3,28.1,25.8,24.7,14.1,16.4
PC,SEV,Y16-64,F,XK,,,,77.4,,,,,,,,
PC,SEV,Y16-64,M,AL,,49.2,53.1,61.0,73.7,,,,,,,
PC,SEV,Y16-64,M,AT,4.0,12.1,9.8,14.0,15.0,16.9,12.2,8.5,13.5,11.3,10.5,10.9
PC,SEV,Y16-64,M,BE,15.0,12.2,11.9 b,11.8,8.3,14.5,17.2,13.2,13.8,22.7,15.2,14.3
PC,SEV,Y16-64,M,BG,35.2,39.6,29.2,28.9,55.9,49.9,53.4,56.6,64.6,72.3,68.8,67.0
PC,SEV,Y16-64,M,CH,,5.9,9.1,17.0,3.7,8.2,7.6,13.0,0.0,3.1,2.9,3.7
PC,SEV,Y16-64,M,CY,,21.7,17.8,30.7,30.8,26.7,32.6,34.1,32.9,28.4,20.3,27.9
PC,SEV,Y16-64,M,CZ,5.1,7.5,10.6,11.8,15.1,20.6,20.0,18.5,20.1,14.6,13.6,13.7
PC,SEV,Y16-64,M,DE,15.6,15.3 b,14.0,15.2,13.6,13.1,15.4,19.3,18.8,18.0,16.4,14.8
PC,SEV,Y16-64,M,DK,13.7,15.6,16.6,20.4,14.8,17.3,18.7,19.3,8.3,5.7,10.2,12.9
PC,SEV,Y16-64,M,EA,,14.5,14.0,14.3 e,14.1 e,15.3 e,17.4 e,18.3 e,17.3 e,18.1 e,16.0 e,14.9 e
PC,SEV,Y16-64,M,EA18,,14.4,13.9,14.3,14.0,15.2,17.3,18.3,17.5,18.2,16.1,15.0
PC,SEV,Y16-64,M,EA19,,14.5,14.0,14.3,14.1,15.3,17.4,18.3,17.6,18.4,16.3,15.2
PC,SEV,Y16-64,M,EE,9.5,9.6,8.8,10.7,6.6,19.5,16.4,19.9,17.7,22.9,22.1,15.8
PC,SEV,Y16-64,M,EL,,28.1,29.9,31.0,38.1,37.8,36.2,35.9,34.0,39.7,29.3,20.3
PC,SEV,Y16-64,M,ES,17.3,16.8,14.2,12.6,20.8,13.7,12.5,14.5,10.5,11.9,14.0,8.5
PC,SEV,Y16-64,M,EU,,,15.2 e,16.0 e,15.9 e,18.6 e,19.8 e,21.6 e,20.9,21.0,18.5,17.6
PC,SEV,Y16-64,M,EU27_2007,,,15.1 e,16.0 e,15.8 e,18.5 e,19.7 e,21.6 e,20.8,20.9,18.5,17.5
PC,SEV,Y16-64,M,EU27_2020,,14.5,14.8 e,15.9 e,15.6 e,17.6 e,19.5 e,21.0 e,20.0 e,20.7 e,18.9 e,17.9 e
PC,SEV,Y16-64,M,EU28,,,15.2 e,16.0 e,15.9 e,18.6 e,19.8 e,21.6 e,20.9,21.0,18.5,17.6
PC,SEV,Y16-64,M,FI,6.9,9.5,9.0,13.9,5.1,10.0,6.8,8.5,7.8,13.5,13.1,12.8
PC,SEV,Y16-64,M,FR,,10.9 b,12.4,8.9,6.5,11.4,11.4,11.8,10.5,10.4,11.1,16.3
PC,SEV,Y16-64,M,HR,19.4,25.1,19.7,19.3,25.3,29.7,29.9,25.4,29.7,25.3,30.1,30.7
PC,SEV,Y16-64,M,HU,,20.3,26.4,28.0,31.5,33.2,41.9,49.1,48.1,44.7,41.9,33.7
PC,SEV,Y16-64,M,IE,15.5,15.5 b,13.7,19.6,17.4,23.5,27.7,21.9,27.8,21.0,8.5,9.7
PC,SEV,Y16-64,M,IS,,,,1.6,3.8,7.3,6.5,8.2,1.9,8.4,11.2,8.0
PC,SEV,Y16-64,M,IT,15.4 p,16.5,14.5,18.5,22.6,21.0,26.0,27.0,26.2,27.7,24.6,18.9
PC,SEV,Y16-64,M,LT,,21.1,24.1,24.9,29.7,40.1,25.4,30.6,32.8,32.1,38.1,35.1
PC,SEV,Y16-64,M,LU,,7.7 b,2.1,2.9,5.3,8.7,6.0,7.4,5.1,7.3,4.7,1.2
PC,SEV,Y16-64,M,LV,12.0,22.2,24.8,27.0,31.8,37.8,42.3,41.4,51.7,44.5,60.4,43.1
PC,SEV,Y16-64,M,ME,,24.8,18.1,17.2,24.1,23.6,26.2,23.8,22.7,,,
PC,SEV,Y16-64,M,MK,,54.4,63.1,67.2,57.7,59.2,51.8,61.8,59.1,65.9,55.9,47.5
PC,SEV,Y16-64,M,MT,,7.9,29.4,10.5,2.9,17.9,15.2,25.9,23.6,20.1,12.5,13.0
PC,SEV,Y16-64,M,NL,,15.4,13.0,11.9,11.2,10.3,17.4,10.4,10.2,9.9,7.8,7.6
PC,SEV,Y16-64,M,NO,,13.6,11.2,14.2,17.9,14.2,6.6,9.3,5.5,13.5,14.4,19.3
PC,SEV,Y16-64,M,PL,,7.7,13.8,18.9,11.2,18.7,20.9,27.3,24.5,27.1,25.8,24.5
PC,SEV,Y16-64,M,PT,,11.2,12.8,16.8,18.0,20.3,20.2,25.3,24.6,24.1,19.8,21.2
PC,SEV,Y16-64,M,RO,32.4,27.0,30.4,37.3,42.7,52.6,38.0,45.5,43.5,45.1,40.8,44.2
PC,SEV,Y16-64,M,RS,,39.0,47.3,32.4,33.5,38.4,50.0,50.6,58.0,,,
PC,SEV,Y16-64,M,SE,15.2,9.6,9.2 u,8.0 u,6.4 u,9.5 u,9.3 u,7.3 u,7.2,13.3,11.6,9.5
PC,SEV,Y16-64,M,SI,,13.7,8.6,17.3,15.6,13.1,13.2,18.9,14.3,15.1,11.5,15.8
PC,SEV,Y16-64,M,SK,,20.2,23.6,21.0,16.7,20.8,19.0,17.9,16.7,21.7,20.8,23.2
PC,SEV,Y16-64,M,TR,,46.9,42.8,45.5,46.6,47.9,44.4,50.0,61.7,74.5,74.1,76.1
PC,SEV,Y16-64,M,UK,,,,16.4,16.8 b,22.7,21.4,24.4,25.7,22.2,16.1,16.0
PC,SEV,Y16-64,M,XK,,,,72.8,,,,,,,,
PC,SEV,Y16-64,T,AL,,52.7,58.7,61.9,68.0,,,,,,,
PC,SEV,Y16-64,T,AT,5.0,12.5,10.5,14.6,16.4,13.6,13.0,13.3,14.7,14.1,14.1,13.6
PC,SEV,Y16-64,T,BE,12.9,12.4,12.6 b,12.7,13.3,17.4,17.3,17.2,13.4,17.7,17.0,15.6
PC,SEV,Y16-64,T,BG,33.6,38.7,40.4,33.7,54.7,52.1,54.2,56.9,65.1,65.4,65.6,62.4
PC,SEV,Y16-64,T,CH,,6.5,7.6,17.0,4.7,8.7,7.6,7.5,2.3,3.8,3.3,4.3
PC,SEV,Y16-64,T,CY,,22.0,19.3,29.7,29.2,24.9,29.5,31.9,31.9,31.2,23.3,21.9
PC,SEV,Y16-64,T,CZ,9.2,9.8,10.5,12.6,14.3,18.2,21.9,20.8,22.4,15.6,15.2,15.0
PC,SEV,Y16-64,T,DE,14.7,14.5 b,13.6,14.8,15.2,15.7,16.1,17.8,18.1,17.0,18.0,14.4
PC,SEV,Y16-64,T,DK,14.2,15.2,13.7,21.5,12.5,16.8,15.6,16.0,13.6,5.3,8.4,12.9
PC,SEV,Y16-64,T,EA,,15.6,14.5,14.8 e,15.3 e,16.8 e,17.7 e,18.0 e,17.7 e,17.9 e,17.2 e,15.1 e
PC,SEV,Y16-64,T,EA18,,15.6,14.4,14.7,15.3,16.7,17.6,18.0,17.8,18.0,17.4,15.3
PC,SEV,Y16-64,T,EA19,,15.6,14.5,14.8,15.3,16.8,17.7,18.1,18.0,18.2,17.5,15.4
PC,SEV,Y16-64,T,EE,9.1,9.9,10.5,11.0,9.1,17.5,16.6,19.1,20.3,23.2,20.6,16.2
PC,SEV,Y16-64,T,EL,,30.5,30.8,29.9,37.1,36.9,36.1,35.1,32.8,35.0,27.4,22.3
PC,SEV,Y16-64,T,ES,18.7,17.5,15.8,15.6,18.7,18.2,15.2,16.8,13.7,12.9,13.0,9.3
PC,SEV,Y16-64,T,EU,,,15.4 e,16.2,16.8,19.1,19.8,21.4,21.2,21.0,18.9,17.8
PC,SEV,Y16-64,T,EU27_2007,,,15.4 e,16.2,16.7,19.0,19.7,21.4,21.1,20.9,18.9,17.7
PC,SEV,Y16-64,T,EU27_2020,,15.5,14.9 e,16.0 e,16.7 e,18.7 e,19.5 e,20.4 e,20.3 e,20.4 e,19.6 e,18.0 e
PC,SEV,Y16-64,T,EU28,,,15.4 e,16.2,16.8,19.1,19.8,21.4,21.2,21.0,18.9,17.8
PC,SEV,Y16-64,T,FI,7.7,15.1,12.7,15.9,9.6,12.7,9.2,8.6,8.2,12.0,11.6,11.8
PC,SEV,Y16-64,T,FR,,14.9 b,13.2,11.9,10.1,11.6,12.3,11.9,14.0,13.5,13.7,17.8
PC,SEV,Y16-64,T,HR,21.3,24.2,19.0,20.4,25.1,28.9,28.3,24.3,27.1,27.5,29.4,28.5
PC,SEV,Y16-64,T,HU,,21.8,24.8,27.4,33.2,37.2,41.8,47.6,48.4,45.3,41.8,36.2
PC,SEV,Y16-64,T,IE,18.7,20.6 b,18.4,18.4,18.5,23.4,30.8,22.7,24.3,19.5,15.4,15.2
PC,SEV,Y16-64,T,IS,,,,3.3,4.8,9.3,9.9,9.0,7.7,8.5,10.4,8.2
PC,SEV,Y16-64,T,IT,13.9 p,16.4,16.7,16.4,20.7,23.6,24.7,26.8,23.8,26.9,24.4,15.0
PC,SEV,Y16-64,T,LT,,20.1,22.3,32.9,29.7,33.5,30.6,28.5,37.8,43.2,38.7,35.4
PC,SEV,Y16-64,T,LU,,6.1 b,3.0,4.5,4.9,8.5,5.4,7.1,4.8,6.3,3.2,1.6
PC,SEV,Y16-64,T,LV,14.6,20.3,21.7,26.1,31.1,34.8,41.5,40.6,48.1,44.9,56.8,47.1
PC,SEV,Y16-64,T,ME,,25.0,15.9,15.7,23.6,22.1,22.8,21.9,24.2,,,
PC,SEV,Y16-64,T,MK,,56.3,63.1,62.6,55.9,54.5,52.2,56.1,55.9,60.2,59.1,49.7
PC,SEV,Y16-64,T,MT,,12.7,19.8,11.4,6.3,16.2,20.9,20.7,24.8,18.1,14.2,15.0
PC,SEV,Y16-64,T,NL,,13.3,13.9,11.8,12.0,12.7,16.3,10.3,9.7,8.9,9.6,7.5
PC,SEV,Y16-64,T,NO,,12.2,11.4,12.5,11.1,11.2,8.4,6.4,10.4,13.8,15.0,11.2
PC,SEV,Y16-64,T,PL,,8.3,12.3,16.6,14.2,18.4,20.2,27.3,25.8,25.9,24.0,25.1
PC,SEV,Y16-64,T,PT,,11.6,13.0,15.3,16.4,18.8,20.6,25.5,26.0,19.4,18.0,21.8
PC,SEV,Y16-64,T,RO,21.9,24.4,25.2,33.5,37.2,47.3,37.6,41.0,40.5,44.4,40.7,43.6
PC,SEV,Y16-64,T,RS,,42.3,40.7,40.2,36.5,37.7,48.5,49.0,55.0,,,
PC,SEV,Y16-64,T,SE,13.5,8.2,8.3,10.9,7.7,8.1,9.0,9.6,9.4,11.5,9.7,9.9
PC,SEV,Y16-64,T,SI,,14.1,8.3,16.6,15.4,14.4,15.6,18.2,14.8,17.0,13.1,15.4
PC,SEV,Y16-64,T,SK,,20.9,20.0,18.8,15.1,18.5,19.2,16.8,17.7,21.2,23.3,23.3
PC,SEV,Y16-64,T,TR,,46.8,41.8,42.7,44.3,47.2,43.7,46.3,59.5,71.8,72.4,72.7
PC,SEV,Y16-64,T,UK,,,,17.0,17.2 b,20.5,20.8,26.2,25.8,23.5,15.0,16.2
PC,SEV,Y16-64,T,XK,,,,75.4,,,,,,,,
PC,SEV,Y25-34,F,AL,,46.9 u,56.7 u,50.0,68.2 u,,,,,,,
PC,SEV,Y25-34,F,AT,3.1,,9.8 u,,11.1 u,9.8 u,14.9 u,6.0 u,,,,
PC,SEV,Y25-34,F,BE,18.4 u,15.2 u,28.8 bu,13.6 u,31.2 u,28.0 u,23.5 u,13.8 u,13.8 u,17.8 u,,2.0 u
PC,SEV,Y25-34,F,BG,,,,,,,,,,,,
