unit,lev_limit,age,sex,geo,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,SM_SEV,Y45-54,T,HR,10.9,14.7,13.2,14.6,18.0,19.8,21.9,20.9,21.2,26.3,26.4,23.3
PC,SM_SEV,Y45-54,T,HU,,19.0,22.6,24.9,29.1,34.6,38.1,39.4,48.8,42.8,39.9,34.1
PC,SM_SEV,Y45-54,T,IE,10.4,16.9 b,15.7,9.4,13.5,18.8,25.6,22.8,16.7,21.7,18.5,10.6
PC,SM_SEV,Y45-54,T,IS,,,,2.9,3.2,7.1,11.7,7.2,3.2,11.5,9.5,7.8
PC,SM_SEV,Y45-54,T,IT,11.8 p,13.2,16.6,15.0,14.7,15.3,18.5,21.0,20.4,20.0,17.9,11.9
PC,SM_SEV,Y45-54,T,LT,,11.1,16.0,20.6,23.4,24.8,30.0,21.7,26.0,37.0,36.3,24.0
PC,SM_SEV,Y45-54,T,LU,,4.7 b,3.4,3.2,2.8,6.8,4.2,5.6,5.5,5.5,2.2,1.2
PC,SM_SEV,Y45-54,T,LV,9.9,11.3,14.0,16.2,18.1,24.0,26.6,28.3,36.4,40.5,45.2,36.6
PC,SM_SEV,Y45-54,T,ME,,21.9,14.9,23.2,23.9,23.2,26.8,19.7,18.0,,,
PC,SM_SEV,Y45-54,T,MK,,51.9,53.5,55.0,46.4,41.4,41.4,53.4,55.7,61.0,61.7,34.9
PC,SM_SEV,Y45-54,T,MT,,12.3,14.0,10.0,7.7,12.6,22.3,23.9,15.7,20.5,16.8,11.0
PC,SM_SEV,Y45-54,T,NL,,9.9,8.5,5.5,8.1,9.7,11.1,14.7,8.0,4.9,6.6,7.7
PC,SM_SEV,Y45-54,T,NO,,8.7,5.3,8.5,6.9,6.0,4.1,6.3,5.0,7.7,8.3,9.3
PC,SM_SEV,Y45-54,T,PL,,6.4,10.9,10.7,11.4,15.7,15.8,19.5,20.1,24.0,21.4,21.4
PC,SM_SEV,Y45-54,T,PT,,9.7,11.0,11.4,13.2,15.8,14.3,17.5,17.8,19.2,15.3,11.0
PC,SM_SEV,Y45-54,T,RO,19.9,19.4,20.7,19.9,24.1,27.6,31.1,29.7,37.2,38.2,36.7,38.8
PC,SM_SEV,Y45-54,T,RS,,45.0,33.7,41.8,34.2,41.1,46.1,46.2,49.4,,,
PC,SM_SEV,Y45-54,T,SE,5.2,5.5,3.5,2.3,7.1,6.7,4.6,11.0,7.5,8.0,6.5,8.4
PC,SM_SEV,Y45-54,T,SI,,7.7,4.1,9.2,7.7,9.0,13.3,16.3,15.0,17.6,12.9,12.1
PC,SM_SEV,Y45-54,T,SK,,11.6,12.8,11.5,11.9,12.0,14.0,13.3,13.7,16.5,17.2,16.8
PC,SM_SEV,Y45-54,T,TR,,34.0,33.1,32.1,36.8,41.2,35.1,34.4,50.7,62.0,64.1,64.6
PC,SM_SEV,Y45-54,T,UK,,,,12.0,11.6 b,13.0,17.2,20.5,19.4,20.6,11.6,11.6
PC,SM_SEV,Y45-54,T,XK,,,,69.7,,,,,,,,
PC,SM_SEV,Y55-64,F,AL,,39.7,43.8,47.0,50.8,,,,,,,
PC,SM_SEV,Y55-64,F,AT,3.9,5.9,4.4,6.3,7.4,4.1,6.7,6.9,9.0,6.7,8.4,7.8
PC,SM_SEV,Y55-64,F,BE,6.9,9.8,9.2 b,9.0,9.7,12.8,9.5,9.7,6.2,8.7,11.4,11.2
PC,SM_SEV,Y55-64,F,BG,25.4,27.7,28.2,34.4,40.6,43.7,39.2,43.7,59.5,54.5,56.9,59.5
PC,SM_SEV,Y55-64,F,CH,,2.2,2.7,2.0,0.4,0.6,1.6,1.2,1.3,1.3,1.4,3.1
PC,SM_SEV,Y55-64,F,CY,,18.1,15.1,19.9,15.1,22.0,20.1,21.8,18.9,23.0,17.3,14.9
PC,SM_SEV,Y55-64,F,CZ,7.1,8.4,6.9,8.0,7.6,8.4,12.5,12.6,13.5,10.7,8.7,10.9
PC,SM_SEV,Y55-64,F,DE,8.3,8.8 b,8.4,8.3,10.1,10.2,9.8,8.2,8.7,6.7,9.5,5.5
PC,SM_SEV,Y55-64,F,DK,3.8,0.7,1.5,2.6,3.7,3.4,7.0,4.2,6.5,3.5,3.6,3.6
PC,SM_SEV,Y55-64,F,EA,,10.4,10.1,10.1 e,10.8 e,11.6 e,11.8 e,10.8 e,10.5 e,9.9 e,10.3 e,8.4 e
PC,SM_SEV,Y55-64,F,EA18,,10.4,10.0,10.0,10.8,11.5,11.7,10.8,10.7,10.0,10.6,8.7
PC,SM_SEV,Y55-64,F,EA19,,10.4,10.1,10.1,10.8,11.6,11.8,10.9,10.8,10.3,10.7,8.9
PC,SM_SEV,Y55-64,F,EE,5.5,5.3,8.5,9.0,10.0,14.7,9.2,13.7,14.9,16.4,12.6,13.0
PC,SM_SEV,Y55-64,F,EL,,23.9,24.7,25.5,29.1,28.6,24.7,21.3,23.4,20.0,18.1,18.5
PC,SM_SEV,Y55-64,F,ES,11.9,9.0,10.3,10.4,10.6,10.9,9.1,11.6,7.5,8.8,7.5,7.1
PC,SM_SEV,Y55-64,F,EU,,,10.2 e,11.1,12.3,12.7,13.0,13.5,14.3,13.3,13.1,12.2
PC,SM_SEV,Y55-64,F,EU27_2007,,,10.1 e,11.1,12.2,12.6,12.9,13.4,14.3,13.3,13.0,12.1
PC,SM_SEV,Y55-64,F,EU27_2020,,10.3,10.4 e,11.5 e,12.7 e,13.2 e,13.5 e,13.6 e,14.1 e,13.7 e,13.7 e,12.6 e
PC,SM_SEV,Y55-64,F,EU28,,,10.2 e,11.1,12.3,12.7,13.0,13.5,14.3,13.3,13.1,12.2
PC,SM_SEV,Y55-64,F,FI,5.8,6.1,5.5,7.0,4.1,5.5,3.4,5.4,5.6,5.9,4.7,4.6
PC,SM_SEV,Y55-64,F,FR,,13.4 b,10.8,9.8,7.3,7.8,11.7,10.3,10.4,9.6,8.4,10.9
PC,SM_SEV,Y55-64,F,HR,13.4,15.9,15.5,14.8,17.0,20.2,21.7,17.4,16.3,18.8,21.8,19.4
PC,SM_SEV,Y55-64,F,HU,,15.8,16.1,21.2,27.9,26.0,27.4,34.5,37.9,37.3,32.2,28.4
PC,SM_SEV,Y55-64,F,IE,8.7,8.4 b,13.1,11.2,12.2,10.2,13.3,14.0,10.4,12.8,18.5,12.5
PC,SM_SEV,Y55-64,F,IS,,,,3.4,3.8,4.6,5.0,5.5,5.0,3.8,3.1,3.1
PC,SM_SEV,Y55-64,F,IT,11.2 p,11.4,13.0,13.2,15.0,16.8,15.7,14.5,16.2,16.6,15.7,10.4
PC,SM_SEV,Y55-64,F,LT,,14.0,18.2,20.1,16.0,22.5,21.9,22.0,28.3,35.4,26.8,26.4
PC,SM_SEV,Y55-64,F,LU,,2.0 b,0.4,2.9,1.9,5.4,2.5,3.5,5.5,0.9,1.7,3.6
PC,SM_SEV,Y55-64,F,LV,9.7,12.5,14.7,15.9,20.1,23.2,27.0,29.6,30.0,34.3,41.1,39.3
PC,SM_SEV,Y55-64,F,ME,,19.7,17.5,14.2,19.2,18.6,18.9,14.4,21.3,,,
PC,SM_SEV,Y55-64,F,MK,,43.7,44.7,48.1,49.6,40.4,46.1,42.9,44.6,41.2,47.2,35.4
PC,SM_SEV,Y55-64,F,MT,,9.9,15.5,5.6,5.6,10.8,20.5,18.9,20.0,17.9,12.3,10.3
PC,SM_SEV,Y55-64,F,NL,,4.4,6.0,5.8,8.0,9.9,8.0,7.2,4.4,4.7,4.7,3.6
PC,SM_SEV,Y55-64,F,NO,,4.6,5.6,0.0,4.4,2.8,3.8,1.9,0.8,1.8,2.6,5.1
PC,SM_SEV,Y55-64,F,PL,,5.1,6.8,11.8,14.7,12.5,12.6,17.1,20.5,19.3,18.5,19.3
PC,SM_SEV,Y55-64,F,PT,,9.8,9.7,10.9,11.8,14.2,13.6,14.7,15.9,9.3,10.0,12.9
PC,SM_SEV,Y55-64,F,RO,13.8,15.2,16.0,21.8,22.1,24.2,24.1,28.7,29.9,31.4,29.6,31.7
PC,SM_SEV,Y55-64,F,RS,,26.8,28.3,35.5,30.7,36.2,45.1,39.3,39.4,,,
PC,SM_SEV,Y55-64,F,SE,4.7,1.7,7.3,10.4,5.9,4.2,4.6,0.0,5.0,2.4,2.5,1.1
PC,SM_SEV,Y55-64,F,SI,,7.0,6.8,11.0,13.1,13.7,14.7,14.8,10.8,11.4,8.5,12.9
PC,SM_SEV,Y55-64,F,SK,,9.9,13.0,9.3,8.9,13.6,11.7,11.4,12.6,13.9,16.0,12.9
PC,SM_SEV,Y55-64,F,TR,,27.4,27.2,26.0,29.0,36.7,33.0,29.8,46.3,55.9,57.2,56.9
PC,SM_SEV,Y55-64,F,UK,,,,8.7,9.3 b,8.4,8.7,12.3,16.1,9.8,7.5,8.3
PC,SM_SEV,Y55-64,F,XK,,,,59.6,,,,,,,,
PC,SM_SEV,Y55-64,M,AL,,40.1,41.4,44.7,51.8,,,,,,,
PC,SM_SEV,Y55-64,M,AT,4.4,3.4,3.5,4.8,4.0,4.9,8.0,4.0,7.4,4.4,6.3,6.3
PC,SM_SEV,Y55-64,M,BE,8.3,7.4,9.1 b,6.2,8.9,6.8,4.6,5.9,8.7,7.7,6.9,10.8
PC,SM_SEV,Y55-64,M,BG,25.1,22.7,30.1,25.0,37.0,39.6,38.7,40.2,50.8,50.8,54.1,56.1
PC,SM_SEV,Y55-64,M,CH,,1.9,3.6,2.7,1.8,3.6,4.6,0.6,1.1,0.9,0.6,0.8
PC,SM_SEV,Y55-64,M,CY,,16.0,12.4,16.6,21.3,15.5,19.7,21.6,19.2,19.7,13.6,15.4
PC,SM_SEV,Y55-64,M,CZ,3.0,4.5,7.8,7.2,8.2,9.0,10.0,12.9,10.4,12.4,7.8,6.6
PC,SM_SEV,Y55-64,M,DE,8.3,9.9 b,7.2,8.5,8.3,8.6,10.1,11.3,10.9,8.0,8.1,5.9
PC,SM_SEV,Y55-64,M,DK,4.2,5.3,6.0,6.4,6.0,8.7,5.1,5.6,3.9,0.0,1.6,6.0
PC,SM_SEV,Y55-64,M,EA,,9.8,8.8,9.2 e,9.4 e,9.5 e,11.9 e,11.5 e,10.6 e,10.0 e,8.5 e,7.1 e
PC,SM_SEV,Y55-64,M,EA18,,9.8,8.7,9.1,9.4,9.4,11.8,11.5,10.8,10.1,8.7,7.3
PC,SM_SEV,Y55-64,M,EA19,,9.8,8.8,9.2,9.4,9.5,11.9,11.7,10.9,10.3,8.8,7.4
PC,SM_SEV,Y55-64,M,EE,5.0,6.1,5.8,8.1,11.5,11.6,12.7,14.3,17.2,17.5,11.1,12.1
PC,SM_SEV,Y55-64,M,EL,,20.9,26.4,26.2,28.8,27.4,28.4,26.3,24.3,27.0,16.1,17.5
PC,SM_SEV,Y55-64,M,ES,11.3,13.2,10.3,11.4,12.2,9.5,7.0,10.6,6.6,8.2,6.2,5.4
PC,SM_SEV,Y55-64,M,EU,,,9.8 e,10.4 e,11.2 e,11.8 e,13.5,13.9,13.5,13.7,11.7,10.6
PC,SM_SEV,Y55-64,M,EU27_2007,,,9.7 e,10.3 e,11.1 e,11.7 e,13.4,13.8,13.4,13.7,11.6,10.5
PC,SM_SEV,Y55-64,M,EU27_2020,,10.1,9.9 e,10.6 e,11.3 e,11.7 e,13.8 e,14.1 e,13.6 e,13.7 e,12.2 e,11.0 e
PC,SM_SEV,Y55-64,M,EU28,,,9.8 e,10.4 e,11.2 e,11.8 e,13.5,13.9,13.5,13.7,11.7,10.6
PC,SM_SEV,Y55-64,M,FI,3.0,2.7,4.0,5.3,3.3,2.9,2.6,5.1,4.6,5.7,7.1,6.5
PC,SM_SEV,Y55-64,M,FR,,9.7 b,7.3,6.1,4.4,5.5,9.4,7.6,6.4,6.4,4.4,5.8
PC,SM_SEV,Y55-64,M,HR,11.8,15.2,15.0,15.2,18.0,19.7,20.3,21.3,20.1,23.6,24.7,22.8
PC,SM_SEV,Y55-64,M,HU,,13.8,16.4,23.1,26.0,24.2,28.1,35.2,36.4,35.1,30.6,26.6
PC,SM_SEV,Y55-64,M,IE,8.2,8.7 b,8.8,8.5,8.4,14.9,11.5,15.9,15.7,15.8,14.6,3.9
PC,SM_SEV,Y55-64,M,IS,,,,3.1,0.0,4.9 u,0 u,7.3 u,2.6 u,6.8 u,8.6 u,3.4 u
PC,SM_SEV,Y55-64,M,IT,14.7 p,12.2,10.9,12.9,15.4,13.4,20.1,17.1,17.3,17.9,14.3,11.4
PC,SM_SEV,Y55-64,M,LT,,9.5,12.6,17.6,15.1,19.3,22.4,32.6,27.8,34.0,23.8,23.9
PC,SM_SEV,Y55-64,M,LU,,1.1 b,1.3,1.3,1.5,4.4,3.5,2.2,1.8,6.1,3.1,1.6
PC,SM_SEV,Y55-64,M,LV,13.0,13.5,16.4,20.5,23.7,20.7,24.0,24.1,34.1,37.0,37.5,33.6
PC,SM_SEV,Y55-64,M,ME,,24.0,13.7,15.3,22.1,14.9,19.9,12.8,18.7,,,
PC,SM_SEV,Y55-64,M,MK,,41.6,45.0,46.9,47.6,47.9,47.2,47.3,48.8,46.1,50.1,34.9
PC,SM_SEV,Y55-64,M,MT,,3.3,11.1,4.5,3.3,5.9,14.1,17.9,18.1,18.0,13.9,10.0
PC,SM_SEV,Y55-64,M,NL,,1.9,8.0,6.0,5.9,6.3,8.1,3.9,4.2,3.5,2.1,1.9
PC,SM_SEV,Y55-64,M,NO,,4.2,6.5,0.9,10.2,3.7,2.7,1.8,2.0,4.0,4.0,8.0
PC,SM_SEV,Y55-64,M,PL,,7.2,10.9,12.8,12.0,15.3,16.1,16.5,17.6,19.1,18.5,19.5
PC,SM_SEV,Y55-64,M,PT,,8.6,11.6,10.9,10.6,16.9,17.1,16.9,15.2,9.0,12.5,12.0
PC,SM_SEV,Y55-64,M,RO,16.2,18.8,19.3,19.2,24.8,26.0,26.1,30.1,30.3,36.1,29.8,29.2
PC,SM_SEV,Y55-64,M,RS,,33.7,33.8,43.2,38.3,42.6,42.7,43.5,46.5,,,
PC,SM_SEV,Y55-64,M,SE,7.1,8.8,5.0 u,4.8 u,1.9 u,0 u,0.0,4.4,3.8,5.4,2.2,0.8
PC,SM_SEV,Y55-64,M,SI,,10.3,6.5,7.0,12.4,9.7,12.2,14.7,13.4,11.8,7.5,8.2
PC,SM_SEV,Y55-64,M,SK,,9.1,10.6,9.5,8.8,10.2,13.6,12.3,12.6,12.5,13.4,12.4
PC,SM_SEV,Y55-64,M,TR,,30.9,29.8,27.8,29.6,35.0,32.3,31.9,46.8,58.2,58.2,60.8
PC,SM_SEV,Y55-64,M,UK,,,,8.9,10.5 b,12.2,10.6,12.2,12.1,14.3,6.7,6.4
PC,SM_SEV,Y55-64,M,XK,,,,68.9,,,,,,,,
PC,SM_SEV,Y55-64,T,AL,,39.8,42.8,46.0,51.2,,,,,,,
PC,SM_SEV,Y55-64,T,AT,4.2,4.6,4.0,5.6,5.7,4.5,7.3,5.4,8.2,5.5,7.4,7.0
PC,SM_SEV,Y55-64,T,BE,7.5,8.7,9.1 b,7.7,9.4,10.0,7.1,8.0,7.3,8.2,9.2,11.0
PC,SM_SEV,Y55-64,T,BG,25.2,25.4,29.1,29.8,39.0,41.9,39.0,42.0,55.5,52.8,55.6,57.9
PC,SM_SEV,Y55-64,T,CH,,2.0,3.1,2.3,1.1,1.9,3.0,0.9,1.2,1.1,1.1,2.1
PC,SM_SEV,Y55-64,T,CY,,17.1,13.8,18.2,18.3,18.6,19.9,21.7,19.0,21.4,15.5,15.1
PC,SM_SEV,Y55-64,T,CZ,5.1,6.8,7.2,7.7,7.9,8.6,11.4,12.7,12.2,11.5,8.4,9.0
PC,SM_SEV,Y55-64,T,DE,8.3,9.4 b,7.8,8.4,9.2,9.4,10.0,9.7,9.7,7.3,8.8,5.7
PC,SM_SEV,Y55-64,T,DK,4.0,3.0,3.6,4.3,4.8,5.8,6.1,4.9,5.2,1.8,2.8,4.7
PC,SM_SEV,Y55-64,T,EA,,10.1,9.5,9.7 e,10.2 e,10.6 e,11.8 e,11.2 e,10.5 e,9.9 e,9.5 e,7.8 e
PC,SM_SEV,Y55-64,T,EA18,,10.1,9.4,9.6,10.1,10.5,11.7,11.2,10.7,10.1,9.7,8.0
PC,SM_SEV,Y55-64,T,EA19,,10.1,9.5,9.7,10.2,10.6,11.8,11.3,10.8,10.3,9.8,8.2
PC,SM_SEV,Y55-64,T,EE,5.3,5.6,7.3,8.6,10.7,13.2,10.8,14.0,15.9,16.9,11.9,12.6
PC,SM_SEV,Y55-64,T,EL,,22.4,25.4,25.8,29.0,28.1,26.3,23.6,23.8,23.3,17.2,18.0
PC,SM_SEV,Y55-64,T,ES,11.6,10.9,10.3,10.9,11.3,10.2,8.1,11.1,7.1,8.5,6.9,6.4
PC,SM_SEV,Y55-64,T,EU,,,10.0 e,10.8,11.8,12.3,13.2,13.7,13.9,13.5,12.5,11.5
PC,SM_SEV,Y55-64,T,EU27_2007,,,9.9 e,10.7,11.7,12.2,13.1,13.6,13.9,13.5,12.4,11.4
PC,SM_SEV,Y55-64,T,EU27_2020,,10.2,10.2 e,11.1 e,12.0 e,12.5 e,13.6 e,13.8 e,13.9 e,13.7 e,13.0 e,11.9 e
PC,SM_SEV,Y55-64,T,EU28,,,10.0 e,10.8,11.8,12.3,13.2,13.7,13.9,13.5,12.5,11.5
PC,SM_SEV,Y55-64,T,FI,4.4,4.4,4.8,6.1,3.7,4.3,3.0,5.2,5.2,5.8,5.9,5.5
PC,SM_SEV,Y55-64,T,FR,,11.7 b,9.1,8.1,6.0,6.8,10.6,9.0,8.5,8.2,6.6,8.5
PC,SM_SEV,Y55-64,T,HR,12.6,15.6,15.3,15.0,17.5,19.9,21.1,19.2,18.1,21.0,23.1,21.0
PC,SM_SEV,Y55-64,T,HU,,14.9,16.3,22.1,27.0,25.2,27.7,34.8,37.2,36.3,31.5,27.6
PC,SM_SEV,Y55-64,T,IE,8.4,8.5 b,11.0,9.9,10.2,12.6,12.4,15.0,13.1,14.4,16.4,7.7
PC,SM_SEV,Y55-64,T,IS,,,,3.3,2.0,4.7,3.4,6.3,4.3,4.9,5.1,3.2
PC,SM_SEV,Y55-64,T,IT,12.9 p,11.8,12.0,13.1,15.1,15.3,17.7,15.7,16.7,17.2,15.1,10.8
PC,SM_SEV,Y55-64,T,LT,,12.0,15.9,19.0,15.6,21.1,22.1,26.6,28.1,34.8,25.5,25.3
PC,SM_SEV,Y55-64,T,LU,,1.6 b,0.8,2.2,1.7,4.9,3.0,2.9,3.7,3.4,2.4,2.7
PC,SM_SEV,Y55-64,T,LV,11.1,12.9,15.4,17.9,21.7,22.2,25.8,27.2,31.6,35.4,39.7,37.0
PC,SM_SEV,Y55-64,T,ME,,21.6,15.7,14.7,20.6,17.0,19.3,13.6,20.1,,,
PC,SM_SEV,Y55-64,T,MK,,42.9,44.8,47.6,48.6,43.7,46.6,44.7,46.3,43.4,48.6,35.1
PC,SM_SEV,Y55-64,T,MT,,6.7,13.3,5.0,4.5,8.2,17.2,18.3,19.0,17.9,13.1,10.2
PC,SM_SEV,Y55-64,T,NL,,3.3,6.9,5.9,7.1,8.3,8.0,5.9,4.3,4.2,3.6,2.8
PC,SM_SEV,Y55-64,T,NO,,4.4,6.0,0.4,6.8,3.2,3.4,1.9,1.4,2.8,3.1,6.3
PC,SM_SEV,Y55-64,T,PL,,6.2,8.7,12.2,13.4,13.8,14.3,16.8,19.1,19.3,18.5,19.4
PC,SM_SEV,Y55-64,T,PT,,9.3,10.4,10.9,11.3,15.3,15.0,15.6,15.6,9.2,11.0,12.5
PC,SM_SEV,Y55-64,T,RO,14.8,16.6,17.4,20.6,23.3,25.0,25.0,29.2,30.1,33.3,29.7,30.6
PC,SM_SEV,Y55-64,T,RS,,29.8,30.7,39.1,34.2,39.2,43.9,41.3,42.5,,,
PC,SM_SEV,Y55-64,T,SE,5.8,4.6,6.5,8.1,4.6,2.7,2.6,1.7,4.4,3.6,2.4,0.9
PC,SM_SEV,Y55-64,T,SI,,8.7,6.7,9.0,12.8,11.8,13.5,14.7,12.2,11.6,8.0,10.7
PC,SM_SEV,Y55-64,T,SK,,9.5,11.9,9.4,8.9,12.0,12.6,11.9,12.6,13.3,14.9,12.7
PC,SM_SEV,Y55-64,T,TR,,28.8,28.2,26.7,29.2,36.1,32.7,30.6,46.5,56.8,57.6,58.4
PC,SM_SEV,Y55-64,T,UK,,,,8.8,9.9 b,10.2,9.5,12.2,14.2,12.0,7.1,7.4
PC,SM_SEV,Y55-64,T,XK,,,,62.9,,,,,,,,
PC,SM_SEV,Y_GE16,F,AL,,41.4,43.8,47.9,50.5,,,,,,,
PC,SM_SEV,Y_GE16,F,AT,4.4,4.0,4.9,5.2,6.0,4.5,5.4,6.9,6.4,7.2,7.2,7.4
PC,SM_SEV,Y_GE16,F,BE,5.4,7.8,7.6 b,9.0,9.2,10.0,9.8,10.0,7.7,9.8,8.9,8.0
PC,SM_SEV,Y_GE16,F,BG,25.7,35.5,35.9,38.2,46.8,48.0,47.5,48.9,59.8,55.8,59.6,64.3
PC,SM_SEV,Y_GE16,F,CH,,2.5,3.3,3.6,1.6,2.6,1.9,1.8,1.4,1.6,1.9,2.1
PC,SM_SEV,Y_GE16,F,CY,,12.2,10.0,13.0,15.4,13.5,15.0,17.6,20.1,19.2,14.7,14.6
PC,SM_SEV,Y_GE16,F,CZ,4.3,4.8,5.2,6.0,7.1,7.4,10.1,11.3,11.8,11.9,10.2,9.5
PC,SM_SEV,Y_GE16,F,DE,6.8,8.1 b,6.0,7.1,8.2,9.4,8.9,8.1,8.1,7.8,8.3,5.8
PC,SM_SEV,Y_GE16,F,DK,4.7,4.7,5.2,5.8,5.4,4.7,5.6,6.2,6.9,3.8,5.4,5.4
PC,SM_SEV,Y_GE16,F,EA,,8.3,8.5,8.8 e,9.4 e,10.2 e,9.9 e,10.4 e,9.8 e,10.0 e,9.6 e,8.0 e
PC,SM_SEV,Y_GE16,F,EA18,,8.2,8.5,8.7,9.3,10.1,9.8,10.4,10.0,10.2,9.9,8.2
PC,SM_SEV,Y_GE16,F,EA19,,8.3,8.5,8.8,9.4,10.2,9.9,10.5,10.1,10.4,10.1,8.4
PC,SM_SEV,Y_GE16,F,EE,4.4,6.3,7.4,7.0,9.2,9.6,8.9,10.9,12.3,13.8,12.6,11.5
PC,SM_SEV,Y_GE16,F,EL,,19.3,20.8,20.5,25.3,25.0,23.8,23.3,21.5,23.0,18.6,19.1
PC,SM_SEV,Y_GE16,F,ES,10.7,8.9,7.3,8.4,7.6,8.2,7.7,9.4,7.4,6.8,5.7,5.6
PC,SM_SEV,Y_GE16,F,EU,,,9.1 e,9.7,10.6,11.4,11.5,12.6,12.8,13.2,12.4,11.7
PC,SM_SEV,Y_GE16,F,EU27_2007,,,9.0 e,9.6,10.5,11.3,11.4,12.5,12.8,13.1,12.4,11.6
PC,SM_SEV,Y_GE16,F,EU27_2020,,8.8,9.2 e,9.9 e,11.1 e,11.8 e,11.8 e,12.7 e,12.9 e,13.4 e,12.9 e,12.1 e
PC,SM_SEV,Y_GE16,F,EU28,,,9.1 e,9.7,10.6,11.4,11.5,12.6,12.8,13.2,12.4,11.7
PC,SM_SEV,Y_GE16,F,FI,3.8,4.6,4.8,5.3,3.8,4.3,3.8,4.8,4.4,4.9,5.5,4.8
PC,SM_SEV,Y_GE16,F,FR,,8.1 b,8.3,7.9,6.6,7.0,7.0,8.2,7.7,7.8,7.7,9.4
PC,SM_SEV,Y_GE16,F,HR,11.0,12.9,13.3,14.5,16.7,17.9,18.7,18.4,19.5,22.6,23.4,22.5
PC,SM_SEV,Y_GE16,F,HU,,12.9,12.0,14.8,20.3,21.0,25.6,29.0,33.2,33.2,30.0,26.7
PC,SM_SEV,Y_GE16,F,IE,9.0,8.8 b,12.6,7.6,11.3,11.2,16.8,15.7,14.6,14.0,14.1,8.7
PC,SM_SEV,Y_GE16,F,IS,,,,2.1,3.2,5.5,7.1,5.2,5.4,4.3,4.5,4.3
PC,SM_SEV,Y_GE16,F,IT,8.3 p,8.5,12.0,11.2,13.5,14.8,13.1,14.5,15.3,16.4,15.4,9.9
PC,SM_SEV,Y_GE16,F,LT,,13.8,16.0,20.3,21.6,22.5,23.4,21.5,25.5,30.9,30.7,27.3
PC,SM_SEV,Y_GE16,F,LU,,2.7 b,2.2,2.8,2.2,3.4,2.5,2.8,3.7,2.8,1.3,2.1
PC,SM_SEV,Y_GE16,F,LV,8.5,11.6,13.2,14.7,16.8,20.8,24.1,28.3,32.0,34.6,38.4,36.5
PC,SM_SEV,Y_GE16,F,ME,,20.5,15.6,15.9,16.9,16.9,19.1,15.2,22.4,,,
PC,SM_SEV,Y_GE16,F,MK,,39.2,42.3,43.9,42.8,37.5,41.3,44.7,47.8,51.8,52.4,34.1
PC,SM_SEV,Y_GE16,F,MT,,8.6,7.8,8.4,6.9,8.2,12.6,14.6,15.0,14.6,10.1,9.7
PC,SM_SEV,Y_GE16,F,NL,,3.6,5.0,4.8,4.9,6.7,4.5,7.0,4.7,4.0,4.5,4.1
PC,SM_SEV,Y_GE16,F,NO,,3.6,5.9,4.8,3.7,5.1,5.6,2.4,5.3,6.2,6.0,4.2
PC,SM_SEV,Y_GE16,F,PL,,5.0,7.1,9.1,10.9,10.9,13.2,16.3,17.9,19.9,19.3,21.2
PC,SM_SEV,Y_GE16,F,PT,,7.9,8.8,9.5,10.9,11.9,13.0,14.6,14.7,11.6,10.6,12.9
PC,SM_SEV,Y_GE16,F,RO,15.2,18.0,18.8,21.8,24.9,26.7,25.9,30.5,33.7,35.4,36.0,36.2
PC,SM_SEV,Y_GE16,F,RS,,26.1,26.3,32.8,32.0,32.9,40.1,38.8,41.0,,,
PC,SM_SEV,Y_GE16,F,SE,3.2,2.4,3.2,4.5,4.1,3.0,2.4,2.5,4.2,3.5,2.9,4.9
PC,SM_SEV,Y_GE16,F,SI,,6.9,6.7,8.1,8.3,10.0,11.1,13.1,11.6,11.9,10.5,9.9
PC,SM_SEV,Y_GE16,F,SK,,9.7,11.3,9.9,9.4,11.2,12.6,11.4,12.7,14.3,14.4,14.3
PC,SM_SEV,Y_GE16,F,TR,,32.1,32.0,30.6,34.3,40.2,36.9,34.6,50.5,60.1,63.8,63.8
PC,SM_SEV,Y_GE16,F,UK,,,,8.2,7.0 b,8.5,8.9,11.9,12.1,11.2,8.5,7.9
PC,SM_SEV,Y_GE16,F,XK,,,,54.0,,,,,,,,
PC,SM_SEV,Y_GE16,M,AL,,40.3,42.7,46.9,53.2,,,,,,,
PC,SM_SEV,Y_GE16,M,AT,3.0,3.8,4.2,4.7,4.8,4.9,5.4,4.7,6.6,6.0,6.0,5.2
PC,SM_SEV,Y_GE16,M,BE,7.6,6.6,7.6 b,7.3,6.6,7.6,8.6,8.8,8.7,11.2,9.3,9.9
PC,SM_SEV,Y_GE16,M,BG,24.2,29.7,33.3,32.6,41.9,41.3,42.1,41.6,53.3,54.4,57.2,61.0
PC,SM_SEV,Y_GE16,M,CH,,1.4,4.0,3.6,1.7,2.6,2.4,2.6,0.6,1.7,2.0,2.5
PC,SM_SEV,Y_GE16,M,CY,,11.5,11.1,14.9,15.3,14.9,18.0,21.2,20.0,18.6,14.9,15.8
PC,SM_SEV,Y_GE16,M,CZ,2.9,3.4,4.5,4.9,6.7,7.2,8.0,9.1,9.4,8.8,8.0,7.0
PC,SM_SEV,Y_GE16,M,DE,7.3,8.2 b,5.3,6.1,6.6,7.3,7.8,7.6,8.4,7.8,7.4,5.9
PC,SM_SEV,Y_GE16,M,DK,5.5,5.7,6.3,5.7,6.0,7.2,7.0,7.5,6.2,4.8,3.6,6.8
