unit,lev_limit,lev_satis,age,sex,geo\time,2012,2007
PC_POP,NONE,LOW,Y45-54,F,HR,5.8,:
PC_POP,NONE,LOW,Y45-54,F,HU,12.9,25.6
PC_POP,NONE,LOW,Y45-54,F,IE,4.1,6.9
PC_POP,NONE,LOW,Y45-54,F,IS,1.2,1.9
PC_POP,NONE,LOW,Y45-54,F,IT,6.3,11.3
PC_POP,NONE,LOW,Y45-54,F,LT,12.7,31.7
PC_POP,NONE,LOW,Y45-54,F,LU,3.1,5.0
PC_POP,NONE,LOW,Y45-54,F,LV,11.0,19.6
PC_POP,NONE,LOW,Y45-54,F,MT,7.9,7.2
PC_POP,NONE,LOW,Y45-54,F,NL,2.1,1.2
PC_POP,NONE,LOW,Y45-54,F,NO,1.7,1.0
PC_POP,NONE,LOW,Y45-54,F,PL,12.8,14.4
PC_POP,NONE,LOW,Y45-54,F,PT,7.3,10.5
PC_POP,NONE,LOW,Y45-54,F,RO,6.2,68.3
PC_POP,NONE,LOW,Y45-54,F,SE,3.5,3.1
PC_POP,NONE,LOW,Y45-54,F,SI,2.8,8.2
PC_POP,NONE,LOW,Y45-54,F,SK,5.5,18.6
PC_POP,NONE,LOW,Y45-54,F,TR,:,25.2
PC_POP,NONE,LOW,Y45-54,F,UK,2.6,4.4
PC_POP,NONE,LOW,Y45-54,M,AT,5.0,3.9
PC_POP,NONE,LOW,Y45-54,M,BE,3.8,5.1
PC_POP,NONE,LOW,Y45-54,M,BG,17.3,19.5
PC_POP,NONE,LOW,Y45-54,M,CH,3.5,2.5
PC_POP,NONE,LOW,Y45-54,M,CY,6.1,9.8
PC_POP,NONE,LOW,Y45-54,M,CZ,6.4 u,9.7
PC_POP,NONE,LOW,Y45-54,M,DE,1.6,6.6
PC_POP,NONE,LOW,Y45-54,M,DK,8.6,2.0
PC_POP,NONE,LOW,Y45-54,M,EE,16.8,26.3
PC_POP,NONE,LOW,Y45-54,M,EL,9.1,9.2
PC_POP,NONE,LOW,Y45-54,M,ES,7.3,8.6
PC_POP,NONE,LOW,Y45-54,M,EU27_2007,5.4,11.5
PC_POP,NONE,LOW,Y45-54,M,EU28,5.4,:
PC_POP,NONE,LOW,Y45-54,M,FI,3.9,4.5
PC_POP,NONE,LOW,Y45-54,M,FR,4.4,4.7
PC_POP,NONE,LOW,Y45-54,M,HR,7.0,:
PC_POP,NONE,LOW,Y45-54,M,HU,13.2,24.5
PC_POP,NONE,LOW,Y45-54,M,IE,3.8,6.2
PC_POP,NONE,LOW,Y45-54,M,IS,2.3,1.1
PC_POP,NONE,LOW,Y45-54,M,IT,6.3,10.7
PC_POP,NONE,LOW,Y45-54,M,LT,14.1,28.1
PC_POP,NONE,LOW,Y45-54,M,LU,2.3,2.6
PC_POP,NONE,LOW,Y45-54,M,LV,10.3,15.4
PC_POP,NONE,LOW,Y45-54,M,MT,6.5,6.9
PC_POP,NONE,LOW,Y45-54,M,NL,1.6,1.7
PC_POP,NONE,LOW,Y45-54,M,NO,1.7,1.6
PC_POP,NONE,LOW,Y45-54,M,PL,12.2,15.5
PC_POP,NONE,LOW,Y45-54,M,PT,7.2,11.7
PC_POP,NONE,LOW,Y45-54,M,RO,6.7,71.9
PC_POP,NONE,LOW,Y45-54,M,SE,3.1,3.6
PC_POP,NONE,LOW,Y45-54,M,SI,3.8,7.2
PC_POP,NONE,LOW,Y45-54,M,SK,5.2,17.8
PC_POP,NONE,LOW,Y45-54,M,TR,:,24.5
PC_POP,NONE,LOW,Y45-54,M,UK,2.1,4.0
PC_POP,NONE,LOW,Y45-54,T,AT,4.6,3.8
PC_POP,NONE,LOW,Y45-54,T,BE,2.9,5.1
PC_POP,NONE,LOW,Y45-54,T,BG,17.4,20.2
PC_POP,NONE,LOW,Y45-54,T,CH,4.0,2.8
PC_POP,NONE,LOW,Y45-54,T,CY,6.3,10.4
PC_POP,NONE,LOW,Y45-54,T,CZ,6.9 u,9.8
PC_POP,NONE,LOW,Y45-54,T,DE,1.8,5.9
PC_POP,NONE,LOW,Y45-54,T,DK,6.9,2.8
PC_POP,NONE,LOW,Y45-54,T,EE,16.0,25.8
PC_POP,NONE,LOW,Y45-54,T,EL,10.5,9.2
PC_POP,NONE,LOW,Y45-54,T,ES,6.8,8.0
PC_POP,NONE,LOW,Y45-54,T,EU27_2007,5.5,11.3
PC_POP,NONE,LOW,Y45-54,T,EU28,5.5,:
PC_POP,NONE,LOW,Y45-54,T,FI,5.3,3.2
PC_POP,NONE,LOW,Y45-54,T,FR,4.2,4.8
PC_POP,NONE,LOW,Y45-54,T,HR,6.4,:
PC_POP,NONE,LOW,Y45-54,T,HU,13.0,25.1
PC_POP,NONE,LOW,Y45-54,T,IE,3.9,6.5
PC_POP,NONE,LOW,Y45-54,T,IS,1.7,1.5
PC_POP,NONE,LOW,Y45-54,T,IT,6.3,11.0
PC_POP,NONE,LOW,Y45-54,T,LT,13.3,30.0
PC_POP,NONE,LOW,Y45-54,T,LU,2.7,3.8
PC_POP,NONE,LOW,Y45-54,T,LV,10.7,17.6
PC_POP,NONE,LOW,Y45-54,T,MT,7.2,7.0
PC_POP,NONE,LOW,Y45-54,T,NL,1.8,1.5
PC_POP,NONE,LOW,Y45-54,T,NO,1.7,1.3
PC_POP,NONE,LOW,Y45-54,T,PL,12.5,14.9
PC_POP,NONE,LOW,Y45-54,T,PT,7.2,11.1
PC_POP,NONE,LOW,Y45-54,T,RO,6.5,70.1
PC_POP,NONE,LOW,Y45-54,T,SE,3.3,3.4
PC_POP,NONE,LOW,Y45-54,T,SI,3.3,7.7
PC_POP,NONE,LOW,Y45-54,T,SK,5.4,18.2
PC_POP,NONE,LOW,Y45-54,T,TR,:,24.8
PC_POP,NONE,LOW,Y45-54,T,UK,2.3,4.2
PC_POP,NONE,LOW,Y55-64,F,AT,4.8,3.8
PC_POP,NONE,LOW,Y55-64,F,BE,1.7,3.6
PC_POP,NONE,LOW,Y55-64,F,BG,11.1,14.9
PC_POP,NONE,LOW,Y55-64,F,CH,2.0,1.6
PC_POP,NONE,LOW,Y55-64,F,CY,4.6,8.5
PC_POP,NONE,LOW,Y55-64,F,CZ,5.0 u,7.1
PC_POP,NONE,LOW,Y55-64,F,DE,1.0,3.1
PC_POP,NONE,LOW,Y55-64,F,DK,2.7,1.3
PC_POP,NONE,LOW,Y55-64,F,EE,9.6,17.6
PC_POP,NONE,LOW,Y55-64,F,EL,12.0,8.2
PC_POP,NONE,LOW,Y55-64,F,ES,5.5,5.9
PC_POP,NONE,LOW,Y55-64,F,EU27_2007,4.4,9.0
PC_POP,NONE,LOW,Y55-64,F,EU28,4.5,:
PC_POP,NONE,LOW,Y55-64,F,FI,2.1,2.9
PC_POP,NONE,LOW,Y55-64,F,FR,3.8,5.3
PC_POP,NONE,LOW,Y55-64,F,HR,7.7,:
PC_POP,NONE,LOW,Y55-64,F,HU,7.9,22.6
PC_POP,NONE,LOW,Y55-64,F,IE,0.5,6.1
PC_POP,NONE,LOW,Y55-64,F,IS,2.0,0.0
PC_POP,NONE,LOW,Y55-64,F,IT,5.6,8.4
PC_POP,NONE,LOW,Y55-64,F,LT,10.7,22.2
PC_POP,NONE,LOW,Y55-64,F,LU,2.6,1.3
PC_POP,NONE,LOW,Y55-64,F,LV,8.4,14.7
PC_POP,NONE,LOW,Y55-64,F,MT,6.1,6.5
PC_POP,NONE,LOW,Y55-64,F,NL,1.1,1.9
PC_POP,NONE,LOW,Y55-64,F,NO,1.1,0.6
PC_POP,NONE,LOW,Y55-64,F,PL,10.2,13.8
PC_POP,NONE,LOW,Y55-64,F,PT,6.1,7.7
PC_POP,NONE,LOW,Y55-64,F,RO,6.1,73.8
PC_POP,NONE,LOW,Y55-64,F,SE,1.8,2.6
PC_POP,NONE,LOW,Y55-64,F,SI,0.9,6.7
PC_POP,NONE,LOW,Y55-64,F,SK,2.8,14.5
PC_POP,NONE,LOW,Y55-64,F,TR,:,20.8
PC_POP,NONE,LOW,Y55-64,F,UK,0.9,2.2
PC_POP,NONE,LOW,Y55-64,M,AT,3.2,3.5
PC_POP,NONE,LOW,Y55-64,M,BE,1.1,3.4
PC_POP,NONE,LOW,Y55-64,M,BG,11.5,17.9
PC_POP,NONE,LOW,Y55-64,M,CH,3.9,1.6
PC_POP,NONE,LOW,Y55-64,M,CY,4.9,10.7
PC_POP,NONE,LOW,Y55-64,M,CZ,6.2 u,6.7
PC_POP,NONE,LOW,Y55-64,M,DE,2.1,4.4
PC_POP,NONE,LOW,Y55-64,M,DK,3.4,1.4
PC_POP,NONE,LOW,Y55-64,M,EE,10.8,26.2
PC_POP,NONE,LOW,Y55-64,M,EL,11.0,10.1
PC_POP,NONE,LOW,Y55-64,M,ES,5.4,5.6
PC_POP,NONE,LOW,Y55-64,M,EU27_2007,4.5,9.0
PC_POP,NONE,LOW,Y55-64,M,EU28,4.6,:
PC_POP,NONE,LOW,Y55-64,M,FI,1.9,2.6
PC_POP,NONE,LOW,Y55-64,M,FR,2.2,5.5
PC_POP,NONE,LOW,Y55-64,M,HR,7.7,:
PC_POP,NONE,LOW,Y55-64,M,HU,8.9,22.1
PC_POP,NONE,LOW,Y55-64,M,IE,1.7,6.7
PC_POP,NONE,LOW,Y55-64,M,IS,0.5,0.0
PC_POP,NONE,LOW,Y55-64,M,IT,6.1,9.2
PC_POP,NONE,LOW,Y55-64,M,LT,9.3,21.7
PC_POP,NONE,LOW,Y55-64,M,LU,3.8,2.7
PC_POP,NONE,LOW,Y55-64,M,LV,8.4,15.6
PC_POP,NONE,LOW,Y55-64,M,MT,6.2,6.1
PC_POP,NONE,LOW,Y55-64,M,NL,0.5,0.9
PC_POP,NONE,LOW,Y55-64,M,NO,0.5,1.5
PC_POP,NONE,LOW,Y55-64,M,PL,11.8,12.5
PC_POP,NONE,LOW,Y55-64,M,PT,7.5,7.0
PC_POP,NONE,LOW,Y55-64,M,RO,6.4,72.2
PC_POP,NONE,LOW,Y55-64,M,SE,0.9,1.8
PC_POP,NONE,LOW,Y55-64,M,SI,2.6,3.2
PC_POP,NONE,LOW,Y55-64,M,SK,4.1,17.4
PC_POP,NONE,LOW,Y55-64,M,TR,:,22.3
PC_POP,NONE,LOW,Y55-64,M,UK,1.8,2.6
PC_POP,NONE,LOW,Y55-64,T,AT,4.0,3.6
PC_POP,NONE,LOW,Y55-64,T,BE,1.4,3.5
PC_POP,NONE,LOW,Y55-64,T,BG,11.3,16.2
PC_POP,NONE,LOW,Y55-64,T,CH,3.0,1.6
PC_POP,NONE,LOW,Y55-64,T,CY,4.8,9.6
PC_POP,NONE,LOW,Y55-64,T,CZ,5.5 u,6.9
PC_POP,NONE,LOW,Y55-64,T,DE,1.5,3.7
PC_POP,NONE,LOW,Y55-64,T,DK,3.1,1.3
PC_POP,NONE,LOW,Y55-64,T,EE,10.1,21.3
PC_POP,NONE,LOW,Y55-64,T,EL,11.6,9.2
PC_POP,NONE,LOW,Y55-64,T,ES,5.5,5.8
PC_POP,NONE,LOW,Y55-64,T,EU27_2007,4.5,9.0
PC_POP,NONE,LOW,Y55-64,T,EU28,4.5,:
PC_POP,NONE,LOW,Y55-64,T,FI,2.0,2.8
PC_POP,NONE,LOW,Y55-64,T,FR,3.0,5.4
PC_POP,NONE,LOW,Y55-64,T,HR,7.7,:
PC_POP,NONE,LOW,Y55-64,T,HU,8.4,22.3
PC_POP,NONE,LOW,Y55-64,T,IE,1.1,6.4
PC_POP,NONE,LOW,Y55-64,T,IS,1.1,0.0
PC_POP,NONE,LOW,Y55-64,T,IT,5.8,8.8
PC_POP,NONE,LOW,Y55-64,T,LT,10.1,22.0
PC_POP,NONE,LOW,Y55-64,T,LU,3.2,2.0
PC_POP,NONE,LOW,Y55-64,T,LV,8.4,15.1
PC_POP,NONE,LOW,Y55-64,T,MT,6.1,6.3
PC_POP,NONE,LOW,Y55-64,T,NL,0.8,1.4
PC_POP,NONE,LOW,Y55-64,T,NO,0.8,1.1
PC_POP,NONE,LOW,Y55-64,T,PL,11.0,13.2
PC_POP,NONE,LOW,Y55-64,T,PT,6.8,7.3
PC_POP,NONE,LOW,Y55-64,T,RO,6.2,73.0
PC_POP,NONE,LOW,Y55-64,T,SE,1.3,2.2
PC_POP,NONE,LOW,Y55-64,T,SI,1.7,5.0
PC_POP,NONE,LOW,Y55-64,T,SK,3.4,15.7
PC_POP,NONE,LOW,Y55-64,T,TR,:,21.6
PC_POP,NONE,LOW,Y55-64,T,UK,1.4,2.4
PC_POP,NONE,LOW,Y_GE16,F,AT,5.9,6.0
PC_POP,NONE,LOW,Y_GE16,F,BE,3.7,4.6
PC_POP,NONE,LOW,Y_GE16,F,BG,15.5,19.1
PC_POP,NONE,LOW,Y_GE16,F,CH,4.6,2.4
PC_POP,NONE,LOW,Y_GE16,F,CY,6.2,10.3
PC_POP,NONE,LOW,Y_GE16,F,CZ,7.2 u,10.7
PC_POP,NONE,LOW,Y_GE16,F,DE,3.0,6.0
PC_POP,NONE,LOW,Y_GE16,F,DK,6.1,3.2
PC_POP,NONE,LOW,Y_GE16,F,EE,14.8,25.4
PC_POP,NONE,LOW,Y_GE16,F,EL,11.5,9.5
PC_POP,NONE,LOW,Y_GE16,F,ES,7.6,8.4
PC_POP,NONE,LOW,Y_GE16,F,EU27_2007,6.3,11.8
PC_POP,NONE,LOW,Y_GE16,F,EU28,6.3,:
PC_POP,NONE,LOW,Y_GE16,F,FI,5.3,4.6
PC_POP,NONE,LOW,Y_GE16,F,FR,4.6,7.2
PC_POP,NONE,LOW,Y_GE16,F,HR,8.0,:
PC_POP,NONE,LOW,Y_GE16,F,HU,12.9,25.4
PC_POP,NONE,LOW,Y_GE16,F,IE,4.1,8.7
PC_POP,NONE,LOW,Y_GE16,F,IS,2.7,1.6
PC_POP,NONE,LOW,Y_GE16,F,IT,7.1,11.5
PC_POP,NONE,LOW,Y_GE16,F,LT,13.0,29.3
PC_POP,NONE,LOW,Y_GE16,F,LU,4.3,4.1
PC_POP,NONE,LOW,Y_GE16,F,LV,10.9,19.2
PC_POP,NONE,LOW,Y_GE16,F,MT,7.1,7.7
PC_POP,NONE,LOW,Y_GE16,F,NL,1.8,2.2
PC_POP,NONE,LOW,Y_GE16,F,NO,1.8,1.4
PC_POP,NONE,LOW,Y_GE16,F,PL,12.6,15.5
PC_POP,NONE,LOW,Y_GE16,F,PT,6.8,11.0
PC_POP,NONE,LOW,Y_GE16,F,RO,8.9,71.5
PC_POP,NONE,LOW,Y_GE16,F,SE,3.6,3.5
PC_POP,NONE,LOW,Y_GE16,F,SI,2.7,7.6
PC_POP,NONE,LOW,Y_GE16,F,SK,6.6,20.0
PC_POP,NONE,LOW,Y_GE16,F,TR,:,27.2
PC_POP,NONE,LOW,Y_GE16,F,UK,3.6,4.5
PC_POP,NONE,LOW,Y_GE16,M,AT,6.1,5.7
PC_POP,NONE,LOW,Y_GE16,M,BE,3.5,4.7
PC_POP,NONE,LOW,Y_GE16,M,BG,15.7,19.5
PC_POP,NONE,LOW,Y_GE16,M,CH,4.5,2.5
PC_POP,NONE,LOW,Y_GE16,M,CY,5.9,10.9
PC_POP,NONE,LOW,Y_GE16,M,CZ,7.0 u,11.0
PC_POP,NONE,LOW,Y_GE16,M,DE,3.2,6.3
PC_POP,NONE,LOW,Y_GE16,M,DK,7.3,3.7
PC_POP,NONE,LOW,Y_GE16,M,EE,15.0,25.8
PC_POP,NONE,LOW,Y_GE16,M,EL,11.5,10.4
PC_POP,NONE,LOW,Y_GE16,M,ES,7.8,8.7
PC_POP,NONE,LOW,Y_GE16,M,EU27_2007,6.3,12.0
PC_POP,NONE,LOW,Y_GE16,M,EU28,6.3,:
PC_POP,NONE,LOW,Y_GE16,M,FI,3.8,3.9
PC_POP,NONE,LOW,Y_GE16,M,FR,4.5,7.1
PC_POP,NONE,LOW,Y_GE16,M,HR,7.0,:
PC_POP,NONE,LOW,Y_GE16,M,HU,13.4,25.4
PC_POP,NONE,LOW,Y_GE16,M,IE,4.9,7.8
PC_POP,NONE,LOW,Y_GE16,M,IS,1.8,1.6
PC_POP,NONE,LOW,Y_GE16,M,IT,7.2,12.2
PC_POP,NONE,LOW,Y_GE16,M,LT,13.2,28.4
PC_POP,NONE,LOW,Y_GE16,M,LU,3.5,3.6
PC_POP,NONE,LOW,Y_GE16,M,LV,9.7,20.0
PC_POP,NONE,LOW,Y_GE16,M,MT,7.2,7.2
PC_POP,NONE,LOW,Y_GE16,M,NL,1.8,2.0
PC_POP,NONE,LOW,Y_GE16,M,NO,1.4,1.8
PC_POP,NONE,LOW,Y_GE16,M,PL,12.5,15.9
PC_POP,NONE,LOW,Y_GE16,M,PT,7.2,11.6
PC_POP,NONE,LOW,Y_GE16,M,RO,9.0,71.6
PC_POP,NONE,LOW,Y_GE16,M,SE,2.7,3.6
PC_POP,NONE,LOW,Y_GE16,M,SI,2.9,7.1
PC_POP,NONE,LOW,Y_GE16,M,SK,6.0,19.5
PC_POP,NONE,LOW,Y_GE16,M,TR,:,27.4
PC_POP,NONE,LOW,Y_GE16,M,UK,3.5,4.4
PC_POP,NONE,LOW,Y_GE16,T,AT,6.0,5.8
PC_POP,NONE,LOW,Y_GE16,T,BE,3.6,4.7
PC_POP,NONE,LOW,Y_GE16,T,BG,15.6,19.3
PC_POP,NONE,LOW,Y_GE16,T,CH,4.6,2.4
PC_POP,NONE,LOW,Y_GE16,T,CY,6.0,10.6
PC_POP,NONE,LOW,Y_GE16,T,CZ,7.1 u,10.9
PC_POP,NONE,LOW,Y_GE16,T,DE,3.1,6.2
PC_POP,NONE,LOW,Y_GE16,T,DK,6.7,3.5
PC_POP,NONE,LOW,Y_GE16,T,EE,14.9,25.6
PC_POP,NONE,LOW,Y_GE16,T,EL,11.5,9.9
PC_POP,NONE,LOW,Y_GE16,T,ES,7.7,8.5
PC_POP,NONE,LOW,Y_GE16,T,EU27_2007,6.3,11.9
PC_POP,NONE,LOW,Y_GE16,T,EU28,6.3,:
PC_POP,NONE,LOW,Y_GE16,T,FI,4.5,4.3
PC_POP,NONE,LOW,Y_GE16,T,FR,4.6,7.1
PC_POP,NONE,LOW,Y_GE16,T,HR,7.5,:
PC_POP,NONE,LOW,Y_GE16,T,HU,13.1,25.4
PC_POP,NONE,LOW,Y_GE16,T,IE,4.5,8.2
PC_POP,NONE,LOW,Y_GE16,T,IS,2.2,1.6
PC_POP,NONE,LOW,Y_GE16,T,IT,7.2,11.9
PC_POP,NONE,LOW,Y_GE16,T,LT,13.1,28.8
PC_POP,NONE,LOW,Y_GE16,T,LU,3.9,3.9
PC_POP,NONE,LOW,Y_GE16,T,LV,10.3,19.6
PC_POP,NONE,LOW,Y_GE16,T,MT,7.1,7.4
PC_POP,NONE,LOW,Y_GE16,T,NL,1.8,2.1
PC_POP,NONE,LOW,Y_GE16,T,NO,1.6,1.6
PC_POP,NONE,LOW,Y_GE16,T,PL,12.5,15.7
PC_POP,NONE,LOW,Y_GE16,T,PT,7.0,11.3
PC_POP,NONE,LOW,Y_GE16,T,RO,8.9,71.6
PC_POP,NONE,LOW,Y_GE16,T,SE,3.1,3.6
PC_POP,NONE,LOW,Y_GE16,T,SI,2.8,7.4
PC_POP,NONE,LOW,Y_GE16,T,SK,6.3,19.7
PC_POP,NONE,LOW,Y_GE16,T,TR,:,27.3
PC_POP,NONE,LOW,Y_GE16,T,UK,3.5,4.5
PC_POP,NONE,LOW,Y_GE65,F,AT,2.0,2.6
PC_POP,NONE,LOW,Y_GE65,F,BE,1.9,2.9
PC_POP,NONE,LOW,Y_GE65,F,BG,7.3,14.0
PC_POP,NONE,LOW,Y_GE65,F,CH,2.0,0.6
PC_POP,NONE,LOW,Y_GE65,F,CY,3.5,8.7
PC_POP,NONE,LOW,Y_GE65,F,CZ,4.4 u,5.5
PC_POP,NONE,LOW,Y_GE65,F,DE,0.9,2.6
PC_POP,NONE,LOW,Y_GE65,F,DK,1.2,0.9
PC_POP,NONE,LOW,Y_GE65,F,EE,8.9,14.4
PC_POP,NONE,LOW,Y_GE65,F,EL,9.6,9.6
PC_POP,NONE,LOW,Y_GE65,F,ES,4.3,5.2
PC_POP,NONE,LOW,Y_GE65,F,EU27_2007,3.4,8.1
PC_POP,NONE,LOW,Y_GE65,F,EU28,3.4,:
PC_POP,NONE,LOW,Y_GE65,F,FI,1.5,4.7
PC_POP,NONE,LOW,Y_GE65,F,FR,2.3,4.8
PC_POP,NONE,LOW,Y_GE65,F,HR,8.0,:
PC_POP,NONE,LOW,Y_GE65,F,HU,8.2,23.2
PC_POP,NONE,LOW,Y_GE65,F,IE,3.1,3.3
PC_POP,NONE,LOW,Y_GE65,F,IS,1.8,0.0
PC_POP,NONE,LOW,Y_GE65,F,IT,5.0,7.7
PC_POP,NONE,LOW,Y_GE65,F,LT,5.4,17.7
PC_POP,NONE,LOW,Y_GE65,F,LU,2.3,3.7
PC_POP,NONE,LOW,Y_GE65,F,LV,8.1,15.5
PC_POP,NONE,LOW,Y_GE65,F,MT,7.1,7.5
PC_POP,NONE,LOW,Y_GE65,F,NL,0.7,1.0
PC_POP,NONE,LOW,Y_GE65,F,NO,1.0,0.6
PC_POP,NONE,LOW,Y_GE65,F,PL,10.6,14.3
PC_POP,NONE,LOW,Y_GE65,F,PT,5.2,9.3
PC_POP,NONE,LOW,Y_GE65,F,RO,3.3,73.7
PC_POP,NONE,LOW,Y_GE65,F,SE,1.6,1.3
PC_POP,NONE,LOW,Y_GE65,F,SI,2.4,4.4
PC_POP,NONE,LOW,Y_GE65,F,SK,3.2,13.6
PC_POP,NONE,LOW,Y_GE65,F,TR,:,21.7
PC_POP,NONE,LOW,Y_GE65,F,UK,1.1,2.1
PC_POP,NONE,LOW,Y_GE65,M,AT,2.4,2.0
PC_POP,NONE,LOW,Y_GE65,M,BE,1.3,3.4
PC_POP,NONE,LOW,Y_GE65,M,BG,7.6,10.4
PC_POP,NONE,LOW,Y_GE65,M,CH,1.4,0.3
PC_POP,NONE,LOW,Y_GE65,M,CY,4.0,11.5
PC_POP,NONE,LOW,Y_GE65,M,CZ,3.5 u,6.4
PC_POP,NONE,LOW,Y_GE65,M,DE,1.7,3.7
PC_POP,NONE,LOW,Y_GE65,M,DK,1.5,1.6
PC_POP,NONE,LOW,Y_GE65,M,EE,9.4,13.5
PC_POP,NONE,LOW,Y_GE65,M,EL,8.4,8.8
PC_POP,NONE,LOW,Y_GE65,M,ES,4.1,4.8
PC_POP,NONE,LOW,Y_GE65,M,EU27_2007,3.1,8.1
PC_POP,NONE,LOW,Y_GE65,M,EU28,3.2,:
PC_POP,NONE,LOW,Y_GE65,M,FI,2.3,1.4
PC_POP,NONE,LOW,Y_GE65,M,FR,1.4,5.1
PC_POP,NONE,LOW,Y_GE65,M,HR,5.3,:
PC_POP,NONE,LOW,Y_GE65,M,HU,6.7,19.2
PC_POP,NONE,LOW,Y_GE65,M,IE,1.8,3.1
PC_POP,NONE,LOW,Y_GE65,M,IS,1.1,1.9
PC_POP,NONE,LOW,Y_GE65,M,IT,5.0,8.2
PC_POP,NONE,LOW,Y_GE65,M,LT,5.1,21.8
PC_POP,NONE,LOW,Y_GE65,M,LU,1.3,3.9
PC_POP,NONE,LOW,Y_GE65,M,LV,6.4,17.4
PC_POP,NONE,LOW,Y_GE65,M,MT,6.9,6.5
PC_POP,NONE,LOW,Y_GE65,M,NL,1.1,1.8
PC_POP,NONE,LOW,Y_GE65,M,NO,0.3,0.0
PC_POP,NONE,LOW,Y_GE65,M,PL,11.0,14.1
PC_POP,NONE,LOW,Y_GE65,M,PT,5.4,7.7
PC_POP,NONE,LOW,Y_GE65,M,RO,2.9,74.8
PC_POP,NONE,LOW,Y_GE65,M,SE,0.8,1.1
PC_POP,NONE,LOW,Y_GE65,M,SI,1.3,5.2
PC_POP,NONE,LOW,Y_GE65,M,SK,2.9,9.1
PC_POP,NONE,LOW,Y_GE65,M,TR,:,19.9
PC_POP,NONE,LOW,Y_GE65,M,UK,0.9,2.0
PC_POP,NONE,LOW,Y_GE65,T,AT,2.2,2.3
PC_POP,NONE,LOW,Y_GE65,T,BE,1.6,3.1
PC_POP,NONE,LOW,Y_GE65,T,BG,7.5,12.5
PC_POP,NONE,LOW,Y_GE65,T,CH,1.7,0.4
PC_POP,NONE,LOW,Y_GE65,T,CY,3.7,10.2
PC_POP,NONE,LOW,Y_GE65,T,CZ,4.0 u,5.9
PC_POP,NONE,LOW,Y_GE65,T,DE,1.3,3.1
PC_POP,NONE,LOW,Y_GE65,T,DK,1.4,1.2
PC_POP,NONE,LOW,Y_GE65,T,EE,9.1,14.1
PC_POP,NONE,LOW,Y_GE65,T,EL,9.0,9.3
PC_POP,NONE,LOW,Y_GE65,T,ES,4.2,5.0
PC_POP,NONE,LOW,Y_GE65,T,EU27_2007,3.3,8.1
PC_POP,NONE,LOW,Y_GE65,T,EU28,3.3,:
PC_POP,NONE,LOW,Y_GE65,T,FI,1.9,3.3
PC_POP,NONE,LOW,Y_GE65,T,FR,1.9,4.9
PC_POP,NONE,LOW,Y_GE65,T,HR,6.8,:
PC_POP,NONE,LOW,Y_GE65,T,HU,7.6,21.6
PC_POP,NONE,LOW,Y_GE65,T,IE,2.5,3.2
PC_POP,NONE,LOW,Y_GE65,T,IS,1.5,0.9
PC_POP,NONE,LOW,Y_GE65,T,IT,5.0,7.9
PC_POP,NONE,LOW,Y_GE65,T,LT,5.3,19.4
PC_POP,NONE,LOW,Y_GE65,T,LU,1.8,3.8
PC_POP,NONE,LOW,Y_GE65,T,LV,7.5,16.2
PC_POP,NONE,LOW,Y_GE65,T,MT,7.0,7.0
PC_POP,NONE,LOW,Y_GE65,T,NL,0.9,1.3
PC_POP,NONE,LOW,Y_GE65,T,NO,0.7,0.3
PC_POP,NONE,LOW,Y_GE65,T,PL,10.8,14.2
PC_POP,NONE,LOW,Y_GE65,T,PT,5.3,8.5
PC_POP,NONE,LOW,Y_GE65,T,RO,3.1,74.2
PC_POP,NONE,LOW,Y_GE65,T,SE,1.2,1.2
PC_POP,NONE,LOW,Y_GE65,T,SI,1.9,4.7
PC_POP,NONE,LOW,Y_GE65,T,SK,3.1,11.7
PC_POP,NONE,LOW,Y_GE65,T,TR,:,20.8
PC_POP,NONE,LOW,Y_GE65,T,UK,1.0,2.0
PC_POP,NONE,VHIGH,Y16-24,F,AT,53.3,44.3
PC_POP,NONE,VHIGH,Y16-24,F,BE,39.5,41.1
PC_POP,NONE,VHIGH,Y16-24,F,BG,4.8,8.6
PC_POP,NONE,VHIGH,Y16-24,F,CH,52.9,56.8
PC_POP,NONE,VHIGH,Y16-24,F,CY,27.0,23.7
PC_POP,NONE,VHIGH,Y16-24,F,CZ,19.7 u,11.1
PC_POP,NONE,VHIGH,Y16-24,F,DE,32.5,45.5
PC_POP,NONE,VHIGH,Y16-24,F,DK,37.9,60.9
PC_POP,NONE,VHIGH,Y16-24,F,EE,16.7,10.7
PC_POP,NONE,VHIGH,Y16-24,F,EL,15.7,17.6
PC_POP,NONE,VHIGH,Y16-24,F,ES,25.3,21.2
PC_POP,NONE,VHIGH,Y16-24,F,EU27_2007,31.7,28.8
PC_POP,NONE,VHIGH,Y16-24,F,EU28,31.6,:
PC_POP,NONE,VHIGH,Y16-24,F,FI,39.5,41.4
PC_POP,NONE,VHIGH,Y16-24,F,FR,51.3,34.0
PC_POP,NONE,VHIGH,Y16-24,F,HR,12.7,:
PC_POP,NONE,VHIGH,Y16-24,F,HU,11.8,11.4
PC_POP,NONE,VHIGH,Y16-24,F,IE,42.0,38.4
PC_POP,NONE,VHIGH,Y16-24,F,IS,57.2,59.5
PC_POP,NONE,VHIGH,Y16-24,F,IT,18.2,15.4
PC_POP,NONE,VHIGH,Y16-24,F,LT,12.6,6.4
PC_POP,NONE,VHIGH,Y16-24,F,LU,52.5,49.3
