unit,lev_limit,lev_satis,age,sex,geo\time,2012,2007
PC_POP,NONE,GOOD,Y16-24,M,SK,76.0,61.9
PC_POP,NONE,GOOD,Y16-24,M,TR,:,51.9
PC_POP,NONE,GOOD,Y16-24,M,UK,49.6,41.4
PC_POP,NONE,GOOD,Y16-24,T,AT,40.2,46.8
PC_POP,NONE,GOOD,Y16-24,T,BE,49.3,50.7
PC_POP,NONE,GOOD,Y16-24,T,BG,70.6,54.0
PC_POP,NONE,GOOD,Y16-24,T,CH,41.1,36.0
PC_POP,NONE,GOOD,Y16-24,T,CY,64.5,63.5
PC_POP,NONE,GOOD,Y16-24,T,CZ,69.1 u,70.9
PC_POP,NONE,GOOD,Y16-24,T,DE,54.9,37.0
PC_POP,NONE,GOOD,Y16-24,T,DK,36.8,32.8
PC_POP,NONE,GOOD,Y16-24,T,EE,64.1,55.8
PC_POP,NONE,GOOD,Y16-24,T,EL,67.9,67.9
PC_POP,NONE,GOOD,Y16-24,T,ES,62.5,66.7
PC_POP,NONE,GOOD,Y16-24,T,EU27_2007,56.9,51.8
PC_POP,NONE,GOOD,Y16-24,T,EU28,57.0,:
PC_POP,NONE,GOOD,Y16-24,T,FI,54.1,54.9
PC_POP,NONE,GOOD,Y16-24,T,FR,41.7,57.9
PC_POP,NONE,GOOD,Y16-24,T,HR,72.3,:
PC_POP,NONE,GOOD,Y16-24,T,HU,65.6,48.6
PC_POP,NONE,GOOD,Y16-24,T,IE,46.6,42.4
PC_POP,NONE,GOOD,Y16-24,T,IS,41.1,31.3
PC_POP,NONE,GOOD,Y16-24,T,IT,71.9,65.5
PC_POP,NONE,GOOD,Y16-24,T,LT,69.1,54.1
PC_POP,NONE,GOOD,Y16-24,T,LU,39.4,41.4
PC_POP,NONE,GOOD,Y16-24,T,LV,67.6,63.7
PC_POP,NONE,GOOD,Y16-24,T,MT,59.8,68.5
PC_POP,NONE,GOOD,Y16-24,T,NL,36.4,30.2
PC_POP,NONE,GOOD,Y16-24,T,NO,48.4,50.0
PC_POP,NONE,GOOD,Y16-24,T,PL,63.9,70.5
PC_POP,NONE,GOOD,Y16-24,T,PT,70.9,57.7
PC_POP,NONE,GOOD,Y16-24,T,RO,80.6,17.4
PC_POP,NONE,GOOD,Y16-24,T,SE,36.6,46.9
PC_POP,NONE,GOOD,Y16-24,T,SI,59.3,55.2
PC_POP,NONE,GOOD,Y16-24,T,SK,74.4,60.8
PC_POP,NONE,GOOD,Y16-24,T,TR,:,50.1
PC_POP,NONE,GOOD,Y16-24,T,UK,47.8,42.3
PC_POP,NONE,GOOD,Y16-29,F,AT,39.8,46.5
PC_POP,NONE,GOOD,Y16-29,F,BE,52.7,48.5
PC_POP,NONE,GOOD,Y16-29,F,BG,69.1,54.9
PC_POP,NONE,GOOD,Y16-29,F,CH,42.5,38.1
PC_POP,NONE,GOOD,Y16-29,F,CY,63.0,61.5
PC_POP,NONE,GOOD,Y16-29,F,CZ,65.0 u,71.5
PC_POP,NONE,GOOD,Y16-29,F,DE,56.5,40.1
PC_POP,NONE,GOOD,Y16-29,F,DK,41.8,34.8
PC_POP,NONE,GOOD,Y16-29,F,EE,63.2,53.6
PC_POP,NONE,GOOD,Y16-29,F,EL,66.2,67.8
PC_POP,NONE,GOOD,Y16-29,F,ES,63.1,64.7
PC_POP,NONE,GOOD,Y16-29,F,EU27_2007,56.8,52.9
PC_POP,NONE,GOOD,Y16-29,F,EU28,56.9,:
PC_POP,NONE,GOOD,Y16-29,F,FI,52.9,51.3
PC_POP,NONE,GOOD,Y16-29,F,FR,40.9,56.7
PC_POP,NONE,GOOD,Y16-29,F,HR,72.4,:
PC_POP,NONE,GOOD,Y16-29,F,HU,67.7,48.9
PC_POP,NONE,GOOD,Y16-29,F,IE,48.0,43.3
PC_POP,NONE,GOOD,Y16-29,F,IS,41.3,34.3
PC_POP,NONE,GOOD,Y16-29,F,IT,70.6,66.6
PC_POP,NONE,GOOD,Y16-29,F,LT,70.8,52.7
PC_POP,NONE,GOOD,Y16-29,F,LU,37.9,45.9
PC_POP,NONE,GOOD,Y16-29,F,LV,68.2,64.5
PC_POP,NONE,GOOD,Y16-29,F,MT,56.1,66.0
PC_POP,NONE,GOOD,Y16-29,F,NL,39.9,35.0
PC_POP,NONE,GOOD,Y16-29,F,NO,49.9,50.3
PC_POP,NONE,GOOD,Y16-29,F,PL,63.0,70.1
PC_POP,NONE,GOOD,Y16-29,F,PT,69.0,60.8
PC_POP,NONE,GOOD,Y16-29,F,RO,79.7,17.6
PC_POP,NONE,GOOD,Y16-29,F,SE,35.5,43.5
PC_POP,NONE,GOOD,Y16-29,F,SI,59.0,56.3
PC_POP,NONE,GOOD,Y16-29,F,SK,73.2,60.2
PC_POP,NONE,GOOD,Y16-29,F,TR,:,49.0
PC_POP,NONE,GOOD,Y16-29,F,UK,45.3,44.4
PC_POP,NONE,GOOD,Y16-29,M,AT,42.0,49.3
PC_POP,NONE,GOOD,Y16-29,M,BE,50.7,51.8
PC_POP,NONE,GOOD,Y16-29,M,BG,71.3,52.9
PC_POP,NONE,GOOD,Y16-29,M,CH,44.8,35.9
PC_POP,NONE,GOOD,Y16-29,M,CY,67.1,62.9
PC_POP,NONE,GOOD,Y16-29,M,CZ,69.1 u,69.6
PC_POP,NONE,GOOD,Y16-29,M,DE,53.0,38.4
PC_POP,NONE,GOOD,Y16-29,M,DK,33.3,33.2
PC_POP,NONE,GOOD,Y16-29,M,EE,64.4,56.1
PC_POP,NONE,GOOD,Y16-29,M,EL,67.7,69.1
PC_POP,NONE,GOOD,Y16-29,M,ES,60.9,67.2
PC_POP,NONE,GOOD,Y16-29,M,EU27_2007,57.0,52.5
PC_POP,NONE,GOOD,Y16-29,M,EU28,57.2,:
PC_POP,NONE,GOOD,Y16-29,M,FI,57.6,59.6
PC_POP,NONE,GOOD,Y16-29,M,FR,43.3,59.2
PC_POP,NONE,GOOD,Y16-29,M,HR,75.2,:
PC_POP,NONE,GOOD,Y16-29,M,HU,67.2,47.9
PC_POP,NONE,GOOD,Y16-29,M,IE,46.0,44.6
PC_POP,NONE,GOOD,Y16-29,M,IS,44.2,25.6
PC_POP,NONE,GOOD,Y16-29,M,IT,71.4,64.8
PC_POP,NONE,GOOD,Y16-29,M,LT,73.0,51.9
PC_POP,NONE,GOOD,Y16-29,M,LU,41.3,40.3
PC_POP,NONE,GOOD,Y16-29,M,LV,70.8,62.3
PC_POP,NONE,GOOD,Y16-29,M,MT,60.5,69.1
PC_POP,NONE,GOOD,Y16-29,M,NL,34.5,35.5
PC_POP,NONE,GOOD,Y16-29,M,NO,50.2,52.9
PC_POP,NONE,GOOD,Y16-29,M,PL,64.5,70.1
PC_POP,NONE,GOOD,Y16-29,M,PT,70.2,59.8
PC_POP,NONE,GOOD,Y16-29,M,RO,82.3,17.4
PC_POP,NONE,GOOD,Y16-29,M,SE,41.5,47.1
PC_POP,NONE,GOOD,Y16-29,M,SI,59.4,59.0
PC_POP,NONE,GOOD,Y16-29,M,SK,77.3,61.8
PC_POP,NONE,GOOD,Y16-29,M,TR,:,51.5
PC_POP,NONE,GOOD,Y16-29,M,UK,48.4,41.6
PC_POP,NONE,GOOD,Y16-29,T,AT,40.9,47.9
PC_POP,NONE,GOOD,Y16-29,T,BE,51.7,50.1
PC_POP,NONE,GOOD,Y16-29,T,BG,70.3,53.9
PC_POP,NONE,GOOD,Y16-29,T,CH,43.7,36.9
PC_POP,NONE,GOOD,Y16-29,T,CY,65.0,62.2
PC_POP,NONE,GOOD,Y16-29,T,CZ,67.0 u,70.5
PC_POP,NONE,GOOD,Y16-29,T,DE,54.6,39.2
PC_POP,NONE,GOOD,Y16-29,T,DK,37.4,34.0
PC_POP,NONE,GOOD,Y16-29,T,EE,63.8,54.9
PC_POP,NONE,GOOD,Y16-29,T,EL,67.0,68.5
PC_POP,NONE,GOOD,Y16-29,T,ES,61.9,66.0
PC_POP,NONE,GOOD,Y16-29,T,EU27_2007,56.9,52.7
PC_POP,NONE,GOOD,Y16-29,T,EU28,57.1,:
PC_POP,NONE,GOOD,Y16-29,T,FI,55.3,55.3
PC_POP,NONE,GOOD,Y16-29,T,FR,42.1,58.0
PC_POP,NONE,GOOD,Y16-29,T,HR,73.8,:
PC_POP,NONE,GOOD,Y16-29,T,HU,67.5,48.4
PC_POP,NONE,GOOD,Y16-29,T,IE,46.9,43.9
PC_POP,NONE,GOOD,Y16-29,T,IS,42.8,29.6
PC_POP,NONE,GOOD,Y16-29,T,IT,71.0,65.7
PC_POP,NONE,GOOD,Y16-29,T,LT,71.9,52.3
PC_POP,NONE,GOOD,Y16-29,T,LU,39.6,43.1
PC_POP,NONE,GOOD,Y16-29,T,LV,69.5,63.4
PC_POP,NONE,GOOD,Y16-29,T,MT,58.3,67.6
PC_POP,NONE,GOOD,Y16-29,T,NL,37.1,35.3
PC_POP,NONE,GOOD,Y16-29,T,NO,50.1,51.6
PC_POP,NONE,GOOD,Y16-29,T,PL,63.7,70.1
PC_POP,NONE,GOOD,Y16-29,T,PT,69.6,60.3
PC_POP,NONE,GOOD,Y16-29,T,RO,80.9,17.5
PC_POP,NONE,GOOD,Y16-29,T,SE,38.6,45.4
PC_POP,NONE,GOOD,Y16-29,T,SI,59.2,57.7
PC_POP,NONE,GOOD,Y16-29,T,SK,75.5,61.0
PC_POP,NONE,GOOD,Y16-29,T,TR,:,50.3
PC_POP,NONE,GOOD,Y16-29,T,UK,46.9,43.0
PC_POP,NONE,GOOD,Y16-64,F,AT,38.5,44.7
PC_POP,NONE,GOOD,Y16-64,F,BE,49.3,48.4
PC_POP,NONE,GOOD,Y16-64,F,BG,73.1,59.6
PC_POP,NONE,GOOD,Y16-64,F,CH,37.7,33.6
PC_POP,NONE,GOOD,Y16-64,F,CY,62.7,60.3
PC_POP,NONE,GOOD,Y16-64,F,CZ,67.3 u,71.4
PC_POP,NONE,GOOD,Y16-64,F,DE,54.3,37.5
PC_POP,NONE,GOOD,Y16-64,F,DK,34.6,26.3
PC_POP,NONE,GOOD,Y16-64,F,EE,64.3,57.4
PC_POP,NONE,GOOD,Y16-64,F,EL,67.2,68.8
PC_POP,NONE,GOOD,Y16-64,F,ES,60.2,66.2
PC_POP,NONE,GOOD,Y16-64,F,EU27_2007,55.6,51.5
PC_POP,NONE,GOOD,Y16-64,F,EU28,55.7,:
PC_POP,NONE,GOOD,Y16-64,F,FI,55.7,48.5
PC_POP,NONE,GOOD,Y16-64,F,FR,39.5,54.5
PC_POP,NONE,GOOD,Y16-64,F,HR,72.5,:
PC_POP,NONE,GOOD,Y16-64,F,HU,68.8,49.8
PC_POP,NONE,GOOD,Y16-64,F,IE,45.6,38.2
PC_POP,NONE,GOOD,Y16-64,F,IS,41.1,28.7
PC_POP,NONE,GOOD,Y16-64,F,IT,70.4,68.3
PC_POP,NONE,GOOD,Y16-64,F,LT,72.2,53.3
PC_POP,NONE,GOOD,Y16-64,F,LU,40.3,42.3
PC_POP,NONE,GOOD,Y16-64,F,LV,68.7,65.1
PC_POP,NONE,GOOD,Y16-64,F,MT,59.3,68.4
PC_POP,NONE,GOOD,Y16-64,F,NL,30.5,30.4
PC_POP,NONE,GOOD,Y16-64,F,NO,45.4,47.5
PC_POP,NONE,GOOD,Y16-64,F,PL,64.3,70.5
PC_POP,NONE,GOOD,Y16-64,F,PT,68.3,62.7
PC_POP,NONE,GOOD,Y16-64,F,RO,82.9,19.4
PC_POP,NONE,GOOD,Y16-64,F,SE,30.3,37.4
PC_POP,NONE,GOOD,Y16-64,F,SI,57.5,56.6
PC_POP,NONE,GOOD,Y16-64,F,SK,74.9,63.9
PC_POP,NONE,GOOD,Y16-64,F,TR,:,52.2
PC_POP,NONE,GOOD,Y16-64,F,UK,41.6,37.9
PC_POP,NONE,GOOD,Y16-64,M,AT,40.4,47.6
PC_POP,NONE,GOOD,Y16-64,M,BE,48.4,49.6
PC_POP,NONE,GOOD,Y16-64,M,BG,73.3,57.9
PC_POP,NONE,GOOD,Y16-64,M,CH,40.3,35.4
PC_POP,NONE,GOOD,Y16-64,M,CY,64.4,61.0
PC_POP,NONE,GOOD,Y16-64,M,CZ,67.8 u,71.5
PC_POP,NONE,GOOD,Y16-64,M,DE,53.8,37.1
PC_POP,NONE,GOOD,Y16-64,M,DK,32.1,28.6
PC_POP,NONE,GOOD,Y16-64,M,EE,66.0,56.8
PC_POP,NONE,GOOD,Y16-64,M,EL,67.9,68.0
PC_POP,NONE,GOOD,Y16-64,M,ES,59.5,66.7
PC_POP,NONE,GOOD,Y16-64,M,EU27_2007,56.1,51.5
PC_POP,NONE,GOOD,Y16-64,M,EU28,56.2,:
PC_POP,NONE,GOOD,Y16-64,M,FI,60.4,55.0
PC_POP,NONE,GOOD,Y16-64,M,FR,40.8,55.5
PC_POP,NONE,GOOD,Y16-64,M,HR,74.0,:
PC_POP,NONE,GOOD,Y16-64,M,HU,68.6,48.8
PC_POP,NONE,GOOD,Y16-64,M,IE,44.3,39.4
PC_POP,NONE,GOOD,Y16-64,M,IS,45.8,24.6
PC_POP,NONE,GOOD,Y16-64,M,IT,70.9,67.2
PC_POP,NONE,GOOD,Y16-64,M,LT,73.3,53.7
PC_POP,NONE,GOOD,Y16-64,M,LU,43.0,41.6
PC_POP,NONE,GOOD,Y16-64,M,LV,70.8,64.5
PC_POP,NONE,GOOD,Y16-64,M,MT,60.1,68.8
PC_POP,NONE,GOOD,Y16-64,M,NL,32.6,31.1
PC_POP,NONE,GOOD,Y16-64,M,NO,48.9,49.8
PC_POP,NONE,GOOD,Y16-64,M,PL,65.1,70.4
PC_POP,NONE,GOOD,Y16-64,M,PT,68.2,61.5
PC_POP,NONE,GOOD,Y16-64,M,RO,83.3,19.0
PC_POP,NONE,GOOD,Y16-64,M,SE,38.8,42.7
PC_POP,NONE,GOOD,Y16-64,M,SI,60.5,60.1
PC_POP,NONE,GOOD,Y16-64,M,SK,76.1,64.0
PC_POP,NONE,GOOD,Y16-64,M,TR,:,52.9
PC_POP,NONE,GOOD,Y16-64,M,UK,43.3,37.8
PC_POP,NONE,GOOD,Y16-64,T,AT,39.5,46.1
PC_POP,NONE,GOOD,Y16-64,T,BE,48.9,49.0
PC_POP,NONE,GOOD,Y16-64,T,BG,73.2,58.8
PC_POP,NONE,GOOD,Y16-64,T,CH,39.0,34.5
PC_POP,NONE,GOOD,Y16-64,T,CY,63.5,60.6
PC_POP,NONE,GOOD,Y16-64,T,CZ,67.6 u,71.4
PC_POP,NONE,GOOD,Y16-64,T,DE,54.0,37.3
PC_POP,NONE,GOOD,Y16-64,T,DK,33.3,27.5
PC_POP,NONE,GOOD,Y16-64,T,EE,65.1,57.1
PC_POP,NONE,GOOD,Y16-64,T,EL,67.6,68.4
PC_POP,NONE,GOOD,Y16-64,T,ES,59.8,66.5
PC_POP,NONE,GOOD,Y16-64,T,EU27_2007,55.8,51.5
PC_POP,NONE,GOOD,Y16-64,T,EU28,56.0,:
PC_POP,NONE,GOOD,Y16-64,T,FI,58.1,51.7
PC_POP,NONE,GOOD,Y16-64,T,FR,40.2,55.0
PC_POP,NONE,GOOD,Y16-64,T,HR,73.2,:
PC_POP,NONE,GOOD,Y16-64,T,HU,68.7,49.3
PC_POP,NONE,GOOD,Y16-64,T,IE,45.0,38.8
PC_POP,NONE,GOOD,Y16-64,T,IS,43.5,26.5
PC_POP,NONE,GOOD,Y16-64,T,IT,70.7,67.7
PC_POP,NONE,GOOD,Y16-64,T,LT,72.7,53.5
PC_POP,NONE,GOOD,Y16-64,T,LU,41.7,41.9
PC_POP,NONE,GOOD,Y16-64,T,LV,69.7,64.8
PC_POP,NONE,GOOD,Y16-64,T,MT,59.7,68.6
PC_POP,NONE,GOOD,Y16-64,T,NL,31.6,30.8
PC_POP,NONE,GOOD,Y16-64,T,NO,47.3,48.7
PC_POP,NONE,GOOD,Y16-64,T,PL,64.7,70.4
PC_POP,NONE,GOOD,Y16-64,T,PT,68.2,62.1
PC_POP,NONE,GOOD,Y16-64,T,RO,83.1,19.2
PC_POP,NONE,GOOD,Y16-64,T,SE,34.7,40.1
PC_POP,NONE,GOOD,Y16-64,T,SI,59.1,58.3
PC_POP,NONE,GOOD,Y16-64,T,SK,75.5,64.0
PC_POP,NONE,GOOD,Y16-64,T,TR,:,52.6
PC_POP,NONE,GOOD,Y16-64,T,UK,42.5,37.8
PC_POP,NONE,GOOD,Y25-34,F,AT,41.8,45.4
PC_POP,NONE,GOOD,Y25-34,F,BE,53.3,49.2
PC_POP,NONE,GOOD,Y25-34,F,BG,67.4,54.1
PC_POP,NONE,GOOD,Y25-34,F,CH,42.5,38.8
PC_POP,NONE,GOOD,Y25-34,F,CY,61.2,57.8
PC_POP,NONE,GOOD,Y25-34,F,CZ,62.6 u,68.9
PC_POP,NONE,GOOD,Y25-34,F,DE,56.3,41.4
PC_POP,NONE,GOOD,Y25-34,F,DK,42.5,30.1
PC_POP,NONE,GOOD,Y25-34,F,EE,62.8,53.4
PC_POP,NONE,GOOD,Y25-34,F,EL,67.8,69.1
PC_POP,NONE,GOOD,Y25-34,F,ES,62.6,65.2
PC_POP,NONE,GOOD,Y25-34,F,EU27_2007,57.5,53.1
PC_POP,NONE,GOOD,Y25-34,F,EU28,57.6,:
PC_POP,NONE,GOOD,Y25-34,F,FI,55.8,50.6
PC_POP,NONE,GOOD,Y25-34,F,FR,42.8,55.1
PC_POP,NONE,GOOD,Y25-34,F,HR,71.9,:
PC_POP,NONE,GOOD,Y25-34,F,HU,67.9,47.1
PC_POP,NONE,GOOD,Y25-34,F,IE,52.4,42.3
PC_POP,NONE,GOOD,Y25-34,F,IS,40.9,32.9
PC_POP,NONE,GOOD,Y25-34,F,IT,69.7,67.3
PC_POP,NONE,GOOD,Y25-34,F,LT,76.5,47.1
PC_POP,NONE,GOOD,Y25-34,F,LU,40.8,50.6
PC_POP,NONE,GOOD,Y25-34,F,LV,71.2,65.7
PC_POP,NONE,GOOD,Y25-34,F,MT,55.2,66.7
PC_POP,NONE,GOOD,Y25-34,F,NL,39.6,35.8
PC_POP,NONE,GOOD,Y25-34,F,NO,45.5,54.0
PC_POP,NONE,GOOD,Y25-34,F,PL,62.7,68.4
PC_POP,NONE,GOOD,Y25-34,F,PT,66.6,65.4
PC_POP,NONE,GOOD,Y25-34,F,RO,82.9,17.3
PC_POP,NONE,GOOD,Y25-34,F,SE,34.6,38.0
PC_POP,NONE,GOOD,Y25-34,F,SI,60.0,55.3
PC_POP,NONE,GOOD,Y25-34,F,SK,73.8,62.3
PC_POP,NONE,GOOD,Y25-34,F,TR,:,51.1
PC_POP,NONE,GOOD,Y25-34,F,UK,45.6,44.2
PC_POP,NONE,GOOD,Y25-34,M,AT,42.6,50.4
PC_POP,NONE,GOOD,Y25-34,M,BE,52.8,51.3
PC_POP,NONE,GOOD,Y25-34,M,BG,69.3,56.8
PC_POP,NONE,GOOD,Y25-34,M,CH,44.5,41.8
PC_POP,NONE,GOOD,Y25-34,M,CY,65.0,59.2
PC_POP,NONE,GOOD,Y25-34,M,CZ,66.3 u,70.7
PC_POP,NONE,GOOD,Y25-34,M,DE,55.4,40.0
PC_POP,NONE,GOOD,Y25-34,M,DK,35.3,31.8
PC_POP,NONE,GOOD,Y25-34,M,EE,63.3,53.7
PC_POP,NONE,GOOD,Y25-34,M,EL,64.9,67.6
PC_POP,NONE,GOOD,Y25-34,M,ES,59.0,65.9
PC_POP,NONE,GOOD,Y25-34,M,EU27_2007,58.0,53.4
PC_POP,NONE,GOOD,Y25-34,M,EU28,58.1,:
PC_POP,NONE,GOOD,Y25-34,M,FI,62.5,58.9
PC_POP,NONE,GOOD,Y25-34,M,FR,44.2,56.8
PC_POP,NONE,GOOD,Y25-34,M,HR,74.8,:
PC_POP,NONE,GOOD,Y25-34,M,HU,70.6,45.6
PC_POP,NONE,GOOD,Y25-34,M,IE,50.6,44.7
PC_POP,NONE,GOOD,Y25-34,M,IS,49.5,23.1
PC_POP,NONE,GOOD,Y25-34,M,IT,70.2,66.0
PC_POP,NONE,GOOD,Y25-34,M,LT,74.0,51.5
PC_POP,NONE,GOOD,Y25-34,M,LU,45.1,45.8
PC_POP,NONE,GOOD,Y25-34,M,LV,73.2,63.7
PC_POP,NONE,GOOD,Y25-34,M,MT,59.1,67.9
PC_POP,NONE,GOOD,Y25-34,M,NL,41.7,39.3
PC_POP,NONE,GOOD,Y25-34,M,NO,56.5,54.5
PC_POP,NONE,GOOD,Y25-34,M,PL,64.7,69.6
PC_POP,NONE,GOOD,Y25-34,M,PT,67.8,62.1
PC_POP,NONE,GOOD,Y25-34,M,RO,83.3,17.4
PC_POP,NONE,GOOD,Y25-34,M,SE,45.4,45.5
PC_POP,NONE,GOOD,Y25-34,M,SI,57.9,61.5
PC_POP,NONE,GOOD,Y25-34,M,SK,76.4,60.8
PC_POP,NONE,GOOD,Y25-34,M,TR,:,50.6
PC_POP,NONE,GOOD,Y25-34,M,UK,45.6,42.6
PC_POP,NONE,GOOD,Y25-34,T,AT,42.2,47.9
PC_POP,NONE,GOOD,Y25-34,T,BE,53.1,50.3
PC_POP,NONE,GOOD,Y25-34,T,BG,68.4,55.4
PC_POP,NONE,GOOD,Y25-34,T,CH,43.6,40.3
PC_POP,NONE,GOOD,Y25-34,T,CY,63.0,58.5
PC_POP,NONE,GOOD,Y25-34,T,CZ,64.3 u,69.7
PC_POP,NONE,GOOD,Y25-34,T,DE,55.9,40.7
PC_POP,NONE,GOOD,Y25-34,T,DK,38.7,30.9
PC_POP,NONE,GOOD,Y25-34,T,EE,63.1,53.5
PC_POP,NONE,GOOD,Y25-34,T,EL,66.3,68.4
PC_POP,NONE,GOOD,Y25-34,T,ES,60.8,65.6
PC_POP,NONE,GOOD,Y25-34,T,EU27_2007,57.7,53.3
PC_POP,NONE,GOOD,Y25-34,T,EU28,57.9,:
PC_POP,NONE,GOOD,Y25-34,T,FI,59.4,54.6
PC_POP,NONE,GOOD,Y25-34,T,FR,43.5,56.0
PC_POP,NONE,GOOD,Y25-34,T,HR,73.4,:
PC_POP,NONE,GOOD,Y25-34,T,HU,69.3,46.4
PC_POP,NONE,GOOD,Y25-34,T,IE,51.6,43.5
PC_POP,NONE,GOOD,Y25-34,T,IS,45.1,27.6
PC_POP,NONE,GOOD,Y25-34,T,IT,69.9,66.6
PC_POP,NONE,GOOD,Y25-34,T,LT,75.2,49.3
PC_POP,NONE,GOOD,Y25-34,T,LU,42.9,48.3
PC_POP,NONE,GOOD,Y25-34,T,LV,72.2,64.7
PC_POP,NONE,GOOD,Y25-34,T,MT,57.2,67.3
PC_POP,NONE,GOOD,Y25-34,T,NL,40.7,37.7
PC_POP,NONE,GOOD,Y25-34,T,NO,51.3,54.3
PC_POP,NONE,GOOD,Y25-34,T,PL,63.7,69.0
PC_POP,NONE,GOOD,Y25-34,T,PT,67.2,63.7
PC_POP,NONE,GOOD,Y25-34,T,RO,83.1,17.3
PC_POP,NONE,GOOD,Y25-34,T,SE,40.1,41.9
PC_POP,NONE,GOOD,Y25-34,T,SI,58.9,58.4
PC_POP,NONE,GOOD,Y25-34,T,SK,75.2,61.5
PC_POP,NONE,GOOD,Y25-34,T,TR,:,50.8
PC_POP,NONE,GOOD,Y25-34,T,UK,45.6,43.4
PC_POP,NONE,GOOD,Y35-44,F,AT,37.3,42.5
