unit,lev_limit,age,sex,geo,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,NONE,Y16-24,F,EU28,:,:,28.8 e,30.7,32.5,36.4,38.0,40.6,45.1,45.0,43.0,43.5
PC,NONE,Y16-24,F,FI,15.0,11.9,10.6,13.1,15.1,16.5,12.4,15.4,24.3,17.6,18.0,19.5
PC,NONE,Y16-24,F,FR,:,24.1 b,23.4,24.8,25.1,25.2,26.9,26.6,32.1,30.7,32.5,31.0
PC,NONE,Y16-24,F,HR,41.2,47.5,47.3,49.9,56.4,61.5,68.1,74.9,77.9,75.9,72.8,65.8
PC,NONE,Y16-24,F,HU,:,37.9,46.1,42.7,47.0,53.3,53.7,58.4,67.0,68.6,68.5,68.2
PC,NONE,Y16-24,F,IE,26.3,33.0 b,38.8,34.5,43.1,45.7,51.0,55.6,62.5,58.8,53.3,46.1
PC,NONE,Y16-24,F,IS,:,:,:,3.3,7.7,9.6,1.8,3.4,3.4,4.6,8.8,3.5
PC,NONE,Y16-24,F,IT,38.7 p,37.3,40.8,46.2,45.0,47.8,50.7,53.2,56.4,55.5,49.2,46.6
PC,NONE,Y16-24,F,LT,:,34.1,32.9,36.4,40.6,46.1,49.6,38.6,43.6,44.7,45.2,60.4
PC,NONE,Y16-24,F,LU,:,12.7 b,13.5,14.4,16.4,17.2,17.2,13.0,17.9,19.5,17.6,18.9
PC,NONE,Y16-24,F,LV,27.9,24.7,23.1,32.0,38.9,31.4,41.7,42.7,50.5,58.8,63.4,59.8
PC,NONE,Y16-24,F,ME,:,72.5,72.7,73.5,62.4,67.9,75.6,59.1,74.6,:,:,:
PC,NONE,Y16-24,F,MK,:,55.7,58.2,59.7,65.4,70.3,66.1,69.1,71.9,74.3,69.7,: u
PC,NONE,Y16-24,F,MT,:,31.7,32.9,27.5,32.4,29.6,46.7,61.1,68.8,61.7,58.8,65.7
PC,NONE,Y16-24,F,NL,:,16.7,17.7,19.6,17.1,16.5,16.7,18.4,17.6,22.2,19.7,21.2
PC,NONE,Y16-24,F,NO,:,4.9,4.9,7.3,9.9,6.8,6.7,8.5,9.9,8.5,8.2,7.0
PC,NONE,Y16-24,F,PL,:,28.2,33.3,34.3,40.6,42.1,45.4,57.4,68.1,66.8,65.4,64.4
PC,NONE,Y16-24,F,PT,:,37.5,42.3,44.3,50.0,51.9,56.1,61.9,64.0,60.1,59.7,64.1
PC,NONE,Y16-24,F,RO,61.0,57.8,54.0,60.0,66.9,67.9,72.7,68.8,72.9,74.9,74.8,76.5
PC,NONE,Y16-24,F,RS,:,46.4,48.7,50.2,54.2,66.1,70.2,69.8,68.5,:,:,:
PC,NONE,Y16-24,F,SE,6.2,8.7,6.0,4.9,6.3,5.6,9.6,12.9,10.5,11.7,14.4,13.9
PC,NONE,Y16-24,F,SI,:,15.1,14.0,17.0,21.1,25.2,23.4,29.9,27.0,26.3,27.3,26.4
PC,NONE,Y16-24,F,SK,:,34.7,41.6,45.2,49.7,50.3,49.1,49.8,50.9,51.4,52.1,59.5
PC,NONE,Y16-24,F,TR,:,64.8,65.1,63.7,66.7,70.9,75.0,72.3,81.5,89.6,89.2,90.8
PC,NONE,Y16-24,F,UK,:,:,:,30.7,30.4 b,38.9,43.1,46.2,50.1,50.9,40.8,41.1
PC,NONE,Y16-24,F,XK,:,:,:,75.2,:,:,:,:,:,:,:,:
PC,NONE,Y16-24,M,AL,:,54.3,63.4,63.1,64.1,:,:,:,:,:,:,:
PC,NONE,Y16-24,M,AT,14.9,8.9,8.6,14.5,10.8,14.7,19.1,19.3,19.7,21.2,21.8,22.1
PC,NONE,Y16-24,M,BE,24.3,24.2,22.7 b,24.4,27.5,30.7,27.9,31.3,31.3,31.8,27.9,31.3
PC,NONE,Y16-24,M,BG,39.7,38.5,30.5,24.5,57.2,59.1,62.6,44.5,65.4,71.7,74.6,61.8
PC,NONE,Y16-24,M,CH,:,6.3,11.9,12.3,8.2,7.6,6.4,9.2,10.2,8.3,12.3,9.8
PC,NONE,Y16-24,M,CY,:,53.7,56.0,66.8,61.9,61.5,62.6,74.1,68.2,66.7,59.1,59.2
PC,NONE,Y16-24,M,CZ,17.8,20.0,18.6,18.2,24.8,31.6,31.5,42.0,44.3,51.8,47.4,48.2
PC,NONE,Y16-24,M,DE,21.0,20.8 b,13.2,14.0,16.9,20.9,22.7,22.3,24.0,23.3,23.9,26.7
PC,NONE,Y16-24,M,DK,8.2,6.3,9.3,13.1,15.8,10.9,19.7,20.7,23.8,12.0,13.2,13.4
PC,NONE,Y16-24,M,EA,:,28.8,27.3,29.1 e,29.9 e,33.0 e,34.6 e,37.8 e,39.6 e,38.4 e,36.9 e,37.0 e
PC,NONE,Y16-24,M,EA18,:,28.8,27.2,28.9,29.8,32.9,34.6,37.8,39.7,38.6,37.1,37.3
PC,NONE,Y16-24,M,EA19,:,28.8,27.3,29.1,29.9,33.0,34.6,37.8,39.8,38.8,37.3,37.7
PC,NONE,Y16-24,M,EE,17.0,18.4,24.5,27.8,24.9,26.4,32.1,32.0,51.4,52.8,54.9,57.6
PC,NONE,Y16-24,M,EL,:,55.4,55.3,56.1,54.5,60.3,60.6,56.7,58.0,59.3,60.2,50.4
PC,NONE,Y16-24,M,ES,35.6,39.5,35.7,36.9,39.1,49.2,50.2,54.6,57.0,55.0,46.6,50.9
PC,NONE,Y16-24,M,EU,:,:,28.9 e,30.5,32.7,36.8,38.8,42.6,45.6,44.8,42.0,42.1
PC,NONE,Y16-24,M,EU27_2007,:,:,28.7 e,30.4,32.5,36.5,38.5,42.2,45.4,44.5,42.0,42.0
PC,NONE,Y16-24,M,EU27_2020,:,30.0,28.8 e,30.6 e,32.8 e,36.1 e,38.2 e,41.6 e,44.8 e,44.3 e,42.9 e,43.0 e
PC,NONE,Y16-24,M,EU28,:,:,28.9 e,30.5,32.7,36.8,38.8,42.6,45.6,44.8,42.0,42.1
PC,NONE,Y16-24,M,FI,10.5,13.5,16.2,13.5,13.7,14.0,11.7,14.0,16.2,17.6,15.1,16.2
PC,NONE,Y16-24,M,FR,:,24.0 b,25.7,27.2,27.9,26.9,26.6,31.8,31.8,33.5,31.4,30.9
PC,NONE,Y16-24,M,HR,40.4,49.6,48.0,50.3,61.8,66.4,69.0,74.4,73.4,73.3,67.1,61.3
PC,NONE,Y16-24,M,HU,:,37.0,40.7,44.1,50.0,53.5,59.7,61.4,73.1,70.5,71.2,68.6
PC,NONE,Y16-24,M,IE,26.3,30.5 b,38.1,32.6,43.9,45.2,48.2,53.3,59.2,62.0,57.5,47.4
PC,NONE,Y16-24,M,IS,:,:,:,4.9,4.9,6.1,1.1,0.9,5.2,4.5,5.9,3.3
PC,NONE,Y16-24,M,IT,36.3 p,34.7,42.0,47.6,44.8,48.1,52.8,56.4,58.3,54.5,51.6,46.1
PC,NONE,Y16-24,M,LT,:,30.4,38.7,43.3,43.6,45.8,39.3,37.4,46.1,54.4,52.1,69.7
PC,NONE,Y16-24,M,LU,:,16.8 b,17.2,16.9,17.7,17.7,20.6,16.1,22.2,19.7,17.4,15.4
PC,NONE,Y16-24,M,LV,29.9,31.4,26.5,31.7,40.2,35.5,44.4,41.7,52.8,67.9,67.7,65.0
PC,NONE,Y16-24,M,ME,:,72.4,71.8,74.3,62.2,66.7,74.0,62.5,74.2,:,:,:
PC,NONE,Y16-24,M,MK,:,57.9,59.0,59.7,65.9,67.4,65.0,69.4,76.2,77.3,71.6,: u
PC,NONE,Y16-24,M,MT,:,33.2,33.0,36.8,39.3,44.0,48.3,56.7,61.6,55.6,60.2,68.6
PC,NONE,Y16-24,M,NL,:,8.4,10.9,12.2,14.6,11.7,12.6,13.6,14.9,12.7,17.8,14.4
PC,NONE,Y16-24,M,NO,:,7.9,11.0,8.1,9.4,7.3,7.8,7.0,7.8,8.0,6.6,7.7
PC,NONE,Y16-24,M,PL,:,27.7,31.7,34.5,41.5,47.1,51.5,62.1,68.5,68.7,67.2,65.0
PC,NONE,Y16-24,M,PT,:,44.3,43.5,44.7,48.6,52.5,54.9,62.1,70.0,60.2,63.2,65.8
PC,NONE,Y16-24,M,RO,62.6,59.0,55.9,62.1,67.3,70.9,73.3,71.7,74.6,78.4,79.4,79.0
PC,NONE,Y16-24,M,RS,:,45.0,52.8,53.3,58.2,70.2,71.4,73.7,71.8,:,:,:
PC,NONE,Y16-24,M,SE,7.4,8.5,11.2,8.7,5.6,5.1,6.5,6.3,11.3,9.6,13.0,11.1
PC,NONE,Y16-24,M,SI,:,10.5,15.6,17.9,21.8,26.4,23.1,28.0,32.5,32.1,35.2,31.2
PC,NONE,Y16-24,M,SK,:,34.6,40.9,39.0,41.1,44.8,47.8,52.9,54.2,50.5,51.3,58.7
PC,NONE,Y16-24,M,TR,:,63.4,64.5,63.3,65.4,70.3,75.6,70.0,80.7,89.4,88.5,89.3
PC,NONE,Y16-24,M,UK,:,:,:,29.8,32.2 b,43.4,43.8,50.9,52.8,48.9,35.6,35.7
PC,NONE,Y16-24,M,XK,:,:,:,70.2,:,:,:,:,:,:,:,:
PC,NONE,Y16-24,T,AL,:,56.5,63.4,63.4,63.6,:,:,:,:,:,:,:
PC,NONE,Y16-24,T,AT,14.7,10.4,11.5,13.2,11.7,15.3,18.1,19.6,20.6,19.6,21.5,22.5
PC,NONE,Y16-24,T,BE,22.2,23.7,21.8 b,24.4,27.3,29.7,27.5,29.1,28.8,30.3,27.6,29.5
PC,NONE,Y16-24,T,BG,41.2,37.2,28.8,20.9,54.9,58.9,60.6,44.3,64.3,72.9,74.8,61.7
PC,NONE,Y16-24,T,CH,:,7.0,10.8,10.5,8.1,8.7,8.0,10.8,9.9,8.2,11.2,9.3
PC,NONE,Y16-24,T,CY,:,53.8,56.9,64.1,61.9,59.7,60.3,72.1,67.5,65.0,57.7,57.9
PC,NONE,Y16-24,T,CZ,17.0,20.9,24.2,21.4,25.9,34.6,34.2,39.3,41.9,51.1,46.8,46.0
PC,NONE,Y16-24,T,DE,18.7,19.5 b,13.2,13.3,16.4,21.2,21.2,21.1,23.5,22.6,24.9,28.1
PC,NONE,Y16-24,T,DK,9.7,8.3,9.7,14.5,15.7,13.0,20.2,20.4,22.2,15.9,12.8,13.0
PC,NONE,Y16-24,T,EA,:,29.1,27.1,29.2 e,30.0 e,33.3 e,34.4 e,36.9 e,39.5 e,38.3 e,37.0 e,37.5 e
PC,NONE,Y16-24,T,EA18,:,29.0,27.0,29.1,29.9,33.2,34.3,36.9,39.6,38.5,37.3,37.8
PC,NONE,Y16-24,T,EA19,:,29.1,27.1,29.2,30.0,33.3,34.4,36.9,39.6,38.6,37.4,38.1
PC,NONE,Y16-24,T,EE,17.3,18.3,23.9,25.8,24.6,26.8,30.1,30.6,47.3,48.3,53.2,56.9
PC,NONE,Y16-24,T,EL,:,56.7,52.8,55.4,54.2,61.5,61.0,58.5,58.7,60.7,58.6,52.4
PC,NONE,Y16-24,T,ES,36.3,38.6,35.5,39.0,39.5,48.5,49.2,53.6,56.1,54.0,46.3,50.4
PC,NONE,Y16-24,T,EU,:,:,28.8 e,30.6,32.6,36.6,38.4,41.6,45.4,44.9,42.5,42.7
PC,NONE,Y16-24,T,EU27_2007,:,:,28.7 e,30.4,32.4,36.3,38.1,41.3,45.1,44.6,42.4,42.7
PC,NONE,Y16-24,T,EU27_2020,:,30.2,28.6 e,30.7 e,32.8 e,36.1 e,37.8 e,40.7 e,44.6 e,44.3 e,43.1 e,43.4 e
PC,NONE,Y16-24,T,EU28,:,:,28.8 e,30.6,32.6,36.6,38.4,41.6,45.4,44.9,42.5,42.7
PC,NONE,Y16-24,T,FI,12.6,12.8,13.5,13.3,14.4,15.2,12.1,14.6,20.1,17.6,16.5,17.9
PC,NONE,Y16-24,T,FR,:,24.1 b,24.5,26.0,26.6,26.0,26.8,29.3,32.0,32.2,32.0,31.0
PC,NONE,Y16-24,T,HR,40.8,48.6,47.7,50.1,59.1,64.0,68.5,74.7,75.6,74.6,70.5,63.9
PC,NONE,Y16-24,T,HU,:,37.4,43.5,43.5,48.5,53.4,56.9,60.0,70.1,69.6,69.8,68.4
PC,NONE,Y16-24,T,IE,26.3,31.7 b,38.4,33.5,43.5,45.4,49.5,54.4,60.8,60.5,55.6,46.8
PC,NONE,Y16-24,T,IS,:,:,:,4.1,6.3,7.7,1.4,2.1,4.4,4.5,7.3,3.4
PC,NONE,Y16-24,T,IT,37.5 p,36.0,41.4,46.9,44.9,47.9,51.8,54.9,57.4,55.0,50.4,46.3
PC,NONE,Y16-24,T,LT,:,32.2,35.8,40.0,42.2,46.0,44.6,38.0,44.9,49.6,48.6,64.5
PC,NONE,Y16-24,T,LU,:,14.9 b,15.6,15.6,17.1,17.5,19.1,14.6,20.2,19.6,17.5,17.0
PC,NONE,Y16-24,T,LV,29.0,28.5,24.8,31.8,39.6,33.5,43.1,42.2,51.7,63.4,65.6,62.5
PC,NONE,Y16-24,T,ME,:,72.5,72.2,73.9,62.3,67.3,74.7,60.8,74.4,:,:,:
PC,NONE,Y16-24,T,MK,:,56.8,58.6,59.7,65.7,68.8,65.5,69.2,74.1,75.8,70.7,: u
PC,NONE,Y16-24,T,MT,:,32.5,33.0,32.4,36.0,37.2,47.6,58.9,65.2,58.6,59.5,67.2
PC,NONE,Y16-24,T,NL,:,12.3,14.3,15.7,15.8,14.0,14.7,16.0,16.2,17.4,18.7,17.8
PC,NONE,Y16-24,T,NO,:,6.5,8.1,7.7,9.6,7.0,7.3,7.7,8.9,8.2,7.4,7.3
PC,NONE,Y16-24,T,PL,:,27.9,32.5,34.4,41.1,44.6,48.5,59.8,68.3,67.8,66.3,64.7
PC,NONE,Y16-24,T,PT,:,41.0,42.9,44.5,49.3,52.2,55.5,62.0,67.1,60.2,61.5,65.0
PC,NONE,Y16-24,T,RO,61.8,58.4,55.0,61.1,67.1,69.5,73.0,70.3,73.8,76.7,77.0,77.8
PC,NONE,Y16-24,T,RS,:,45.7,50.8,51.8,56.3,68.2,70.8,71.8,70.1,:,:,:
PC,NONE,Y16-24,T,SE,6.9,8.6,8.7,6.9,5.9,5.4,8.0,9.5,10.9,10.6,13.6,12.4
PC,NONE,Y16-24,T,SI,:,12.5,14.8,17.5,21.5,25.8,23.2,28.9,29.9,29.5,31.4,28.9
PC,NONE,Y16-24,T,SK,:,34.7,41.2,42.1,45.2,47.4,48.4,51.4,52.7,51.0,51.7,59.1
PC,NONE,Y16-24,T,TR,:,64.1,64.8,63.5,66.1,70.6,75.3,71.1,81.1,89.5,88.8,90.1
PC,NONE,Y16-24,T,UK,:,:,:,30.3,31.3 b,41.1,43.4,48.5,51.4,49.9,38.1,38.3
PC,NONE,Y16-24,T,XK,:,:,:,72.7,:,:,:,:,:,:,:,:
PC,NONE,Y16-29,F,AL,:,56.1,63.6,62.7,62.8,:,:,:,:,:,:,:
PC,NONE,Y16-29,F,AT,11.0,10.7,12.9,10.3,12.0,15.2,15.5,18.5,22.0,18.3,19.4,22.7
PC,NONE,Y16-29,F,BE,17.6,21.4,19.5 b,23.8,23.8,26.4,25.2,25.5,27.1,26.5,26.6,26.8
PC,NONE,Y16-29,F,BG,40.5,35.1,26.7,19.4,49.5,53.4,54.9,41.3,60.1,72.0,72.0,56.6
PC,NONE,Y16-29,F,CH,:,6.9,8.9,8.1,8.5,7.8,8.4,10.5,9.2,8.2,8.4,8.4
PC,NONE,Y16-29,F,CY,:,49.6,52.7,57.0,59.1,56.3,60.4,64.8,61.5,57.8,50.1,53.2
PC,NONE,Y16-29,F,CZ,15.3,21.0,25.2,22.5,24.2,31.9,34.0,35.7,37.3,42.1,40.6,38.5
PC,NONE,Y16-29,F,DE,17.2,19.6 b,12.4,12.1,15.2,19.9,21.3,19.7,21.8,21.3,24.4,27.7
PC,NONE,Y16-29,F,DK,9.8,10.6,8.0,15.0,15.8,15.1,18.9,18.0,21.1,18.7,11.1,13.7
PC,NONE,Y16-29,F,EA,:,28.5,25.9,28.2 e,28.4 e,31.8 e,33.2 e,34.9 e,37.4 e,37.0 e,35.6 e,35.9 e
PC,NONE,Y16-29,F,EA18,:,28.5,25.9,28.2,28.4,31.7,33.1,34.9,37.5,37.1,35.7,36.1
PC,NONE,Y16-29,F,EA19,:,28.5,25.9,28.2,28.4,31.8,33.2,34.9,37.5,37.1,35.8,36.4
PC,NONE,Y16-29,F,EE,13.9,15.9,19.1,18.6,19.8,23.2,23.6,27.3,38.4,41.7,45.6,49.4
PC,NONE,Y16-29,F,EL,:,56.5,49.1,52.3,53.4,58.5,59.0,56.4,57.0,59.2,54.5,48.6
PC,NONE,Y16-29,F,ES,36.9,36.7,34.7,40.0,38.2,44.1,45.3,51.5,51.9,51.9,44.4,46.6
PC,NONE,Y16-29,F,EU,:,:,27.1 e,29.0,30.7,34.5,36.1,38.7,42.5,42.6,40.8,40.7
PC,NONE,Y16-29,F,EU27_2007,:,:,27.0 e,28.8,30.5,34.2,35.9,38.4,42.2,42.4,40.7,40.6
PC,NONE,Y16-29,F,EU27_2020,:,29.3,27.2 e,29.3 e,31.0 e,34.2 e,36.0 e,38.5 e,42.3 e,42.5 e,41.2 e,41.1 e
PC,NONE,Y16-29,F,EU28,:,:,27.1 e,29.0,30.7,34.5,36.1,38.7,42.5,42.6,40.8,40.7
PC,NONE,Y16-29,F,FI,12.1,10.6,9.8,14.0,16.1,15.3,11.4,13.2,18.6,16.0,16.5,15.6
PC,NONE,Y16-29,F,FR,:,23.1 b,21.8,24.1,23.1,25.1,25.6,25.4,30.0,29.1,30.3,28.9
PC,NONE,Y16-29,F,HR,38.6,45.8,44.8,48.6,57.2,59.4,65.0,72.2,72.4,73.3,65.3,60.7
PC,NONE,Y16-29,F,HU,:,38.0,44.6,41.0,46.2,52.2,52.5,56.2,65.7,67.3,65.3,65.5
PC,NONE,Y16-29,F,IE,26.8,28.9 b,36.5,31.5,39.0,42.4,49.2,53.4,58.9,56.6,54.4,46.2
PC,NONE,Y16-29,F,IS,:,:,:,4.3,9.7,11.0,2.5,3.5,5.8,5.3,9.7,4.0
PC,NONE,Y16-29,F,IT,39.9 p,37.9,41.7,47.1,44.9,47.7,50.4,52.1,54.8,54.5,48.2,45.2
PC,NONE,Y16-29,F,LT,:,31.4,31.1,32.5,34.4,39.5,44.2,38.1,39.2,40.4,39.6,56.4
PC,NONE,Y16-29,F,LU,:,9.3 b,10.6,11.0,13.2,15.4,14.0,14.3,16.9,17.6,13.9,14.1
PC,NONE,Y16-29,F,LV,25.9,20.9,20.7,24.9,30.5,28.8,36.0,38.2,44.1,54.6,57.3,56.9
PC,NONE,Y16-29,F,ME,:,72.4,70.8,71.7,59.1,63.7,73.8,60.1,73.7,:,:,:
PC,NONE,Y16-29,F,MK,:,52.1,56.6,58.2,61.4,67.0,63.9,67.0,69.7,72.4,69.8,: u
PC,NONE,Y16-29,F,MT,:,31.4,30.1,25.7,30.3,31.8,44.0,56.8,63.2,56.9,54.7,62.3
PC,NONE,Y16-29,F,NL,:,13.4,15.4,15.1,13.7,15.1,14.9,16.8,16.0,18.2,16.3,17.3
PC,NONE,Y16-29,F,NO,:,5.2,5.7,6.1,8.5,6.8,5.3,6.5,9.7,9.7,9.0,7.4
PC,NONE,Y16-29,F,PL,:,26.0,30.2,30.9,37.2,39.2,42.4,53.5,63.0,62.3,61.6,60.6
PC,NONE,Y16-29,F,PT,:,34.8,39.8,41.0,46.5,50.5,54.1,58.2,59.3,57.5,55.9,62.0
PC,NONE,Y16-29,F,RO,56.9,56.1,51.5,57.5,63.5,64.7,68.8,66.7,70.8,74.2,71.9,72.7
PC,NONE,Y16-29,F,RS,:,45.9,48.2,48.2,52.5,62.6,67.9,66.4,64.3,:,:,:
PC,NONE,Y16-29,F,SE,7.8,8.5,6.6,5.6,5.9,5.3,6.8,11.8,11.0,11.0,14.6,12.0
PC,NONE,Y16-29,F,SI,:,14.7,15.2,15.0,17.3,24.8,24.2,30.2,28.2,27.5,28.1,26.4
PC,NONE,Y16-29,F,SK,:,33.5,39.1,41.9,45.8,47.2,46.5,46.0,49.3,50.0,49.9,55.4
PC,NONE,Y16-29,F,TR,:,61.3,60.1,59.3,61.6,67.1,72.3,69.5,78.7,86.7,86.8,88.0
PC,NONE,Y16-29,F,UK,:,:,:,26.5,28.6 b,36.2,37.5,40.4,43.8,43.5,38.0,37.4
PC,NONE,Y16-29,F,XK,:,:,:,72.6,:,:,:,:,:,:,:,:
PC,NONE,Y16-29,M,AL,:,52.2,63.6,62.6,63.5,:,:,:,:,:,:,:
PC,NONE,Y16-29,M,AT,13.0,10.2,8.9,14.2,11.9,14.4,18.9,19.5,19.4,19.8,19.9,21.2
PC,NONE,Y16-29,M,BE,19.8,23.0,20.0 b,22.1,23.9,27.0,24.9,27.9,27.2,29.5,27.4,29.8
PC,NONE,Y16-29,M,BG,38.4,35.7,29.0,21.3,51.5,54.2,56.1,41.0,63.2,72.3,74.1,58.1
PC,NONE,Y16-29,M,CH,:,4.3,8.2,9.2,7.6,6.1,5.5,8.4,8.6,7.0,11.2,8.6
PC,NONE,Y16-29,M,CY,:,47.9,52.0,61.1,60.5,59.0,62.4,70.4,64.6,61.7,54.8,54.6
PC,NONE,Y16-29,M,CZ,16.2,17.0,16.6,16.7,22.8,26.6,30.4,37.2,39.8,45.9,40.8,41.8
PC,NONE,Y16-29,M,DE,19.2,19.7 b,12.2,14.4,16.8,20.5,22.4,21.8,22.7,20.9,22.1,24.3
PC,NONE,Y16-29,M,DK,10.3,7.8,7.0,11.4,13.3,11.6,19.4,19.5,21.9,10.5,10.9,12.1
PC,NONE,Y16-29,M,EA,:,28.1,25.9,28.4 e,29.2 e,31.7 e,33.3 e,35.9 e,37.6 e,36.3 e,35.1 e,34.8 e
PC,NONE,Y16-29,M,EA18,:,28.1,25.8,28.3,29.1,31.7,33.2,35.9,37.6,36.5,35.3,35.1
PC,NONE,Y16-29,M,EA19,:,28.1,25.9,28.4,29.2,31.7,33.3,35.9,37.7,36.6,35.4,35.4
PC,NONE,Y16-29,M,EE,15.8,15.7,18.9,20.7,20.7,24.5,28.0,29.4,42.9,44.7,47.1,51.5
PC,NONE,Y16-29,M,EL,:,53.4,53.5,54.8,54.1,56.8,58.4,53.1,55.5,56.1,54.4,47.5
PC,NONE,Y16-29,M,ES,36.3,38.2,34.5,37.0,40.3,47.0,47.2,51.0,52.4,50.3,45.0,46.3
PC,NONE,Y16-29,M,EU,:,:,27.1 e,29.3,31.3,34.9,36.8,40.1,43.1,42.3,40.1,39.4
PC,NONE,Y16-29,M,EU27_2007,:,:,26.9 e,29.1,31.0,34.6,36.5,39.8,42.8,42.0,40.1,39.4
PC,NONE,Y16-29,M,EU27_2020,:,29.0,27.1 e,29.7 e,31.8 e,34.6 e,36.5 e,39.5 e,42.7 e,42.1 e,40.9 e,40.4 e
PC,NONE,Y16-29,M,EU28,:,:,27.1 e,29.3,31.3,34.9,36.8,40.1,43.1,42.3,40.1,39.4
PC,NONE,Y16-29,M,FI,8.7,11.0,13.5,11.9,12.1,11.9,11.0,14.5,13.0,13.5,13.6,12.9
PC,NONE,Y16-29,M,FR,:,22.6 b,21.5,25.0,25.7,24.7,24.8,28.2,29.5,30.0,28.0,28.0
PC,NONE,Y16-29,M,HR,39.1,49.4,49.7,52.5,58.9,64.7,66.3,72.6,72.3,72.6,69.2,59.0
PC,NONE,Y16-29,M,HU,:,36.4,38.0,42.6,46.8,51.1,56.2,58.6,70.2,69.2,67.2,66.5
PC,NONE,Y16-29,M,IE,24.7,30.0 b,34.4,31.5,40.9,43.9,45.9,51.2,56.2,56.4,51.5,43.4
PC,NONE,Y16-29,M,IS,:,:,:,4.6,6.1,7.9,1.1,1.3,4.2,4.2,5.3,3.6
PC,NONE,Y16-29,M,IT,39.2 p,36.2,43.2,47.0,45.2,48.0,51.5,55.2,57.0,53.9,50.6,45.6
PC,NONE,Y16-29,M,LT,:,31.3,38.8,39.2,39.1,41.1,35.5,34.7,42.1,51.4,47.8,62.3
PC,NONE,Y16-29,M,LU,:,15.7 b,14.4,13.7,14.0,13.9,15.9,15.1,18.9,17.2,15.6,16.0
PC,NONE,Y16-29,M,LV,27.1,28.0,23.0,27.7,34.2,29.8,35.9,38.6,45.5,60.6,63.7,62.7
PC,NONE,Y16-29,M,ME,:,72.6,72.4,72.1,62.3,64.3,73.3,62.2,74.2,:,:,:
PC,NONE,Y16-29,M,MK,:,55.0,55.7,57.7,62.0,65.0,63.2,67.8,75.2,76.7,72.8,: u
PC,NONE,Y16-29,M,MT,:,32.4,30.9,33.0,36.9,40.6,45.4,52.0,56.8,52.7,55.5,65.0
PC,NONE,Y16-29,M,NL,:,9.2,10.1,11.6,13.4,11.3,11.2,11.5,14.2,13.3,18.0,13.1
PC,NONE,Y16-29,M,NO,:,7.7,8.2,8.5,8.8,5.7,7.2,6.3,7.9,7.0,7.1,6.7
PC,NONE,Y16-29,M,PL,:,26.0,29.1,32.9,37.1,43.8,46.5,55.7,64.0,63.6,63.6,61.4
PC,NONE,Y16-29,M,PT,:,42.4,43.9,44.5,46.9,50.4,52.1,60.0,65.7,59.3,58.9,62.8
PC,NONE,Y16-29,M,RO,60.7,55.4,52.5,59.8,66.2,68.8,70.1,70.3,73.2,76.2,76.3,74.9
