unit,lev_limit,age,sex,geo,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,SEV,Y35-44,T,EL,:,67.4,69.9,53.7,64.6,61.9,69.2,60.1,65.9,68.1,71.5,52.2
PC,SEV,Y35-44,T,ES,50.6,53.0,56.2,54.8,59.1,68.2,57.1,57.2,69.5,62.3,63.2,67.1
PC,SEV,Y35-44,T,EU,:,:,47.6 e,50.8 e,57.0 e,57.2 e,60.1 e,60.2 e,59.7 e,61.4 e,61.6 e,59.7 e
PC,SEV,Y35-44,T,EU27_2007,:,:,47.4 e,50.6 e,56.8 e,57.0 e,59.8 e,60.1 e,59.7 e,61.3 e,61.6 e,59.6 e
PC,SEV,Y35-44,T,EU27_2020,:,52.5 u,44.0 e,48.2 e,54.0 e,54.5 e,59.8 e,59.1 e,58.0 e,59.7 e,60.0 e,58.3 e
PC,SEV,Y35-44,T,EU28,:,:,47.6 e,50.8 e,57.0 e,57.2 e,60.1 e,60.2 e,59.7 e,61.4 e,61.6 e,59.7 e
PC,SEV,Y35-44,T,FI,16.1 u,30.4,25.2,50.8,30.7 u,33.1,29.0,33.3,24.8,45.9,38.3 u,38.0
PC,SEV,Y35-44,T,FR,:,47.9 b,37.0,42.8,45.0,35.7,52.3,40.3,49.9,58.0,49.8,49.0
PC,SEV,Y35-44,T,HR,60.6,59.9,72.5,79.3,77.3,76.2,87.0,71.9 u,70.7 u,84.0 u,77.4 u,81.3 u
PC,SEV,Y35-44,T,HU,:,68.2,79.0,57.7,73.7,76.3,77.9,75.0,84.9,81.6,82.1,82.9
PC,SEV,Y35-44,T,IE,66.4 u,60.8 bu,55.4 u,58.8,74.6,70.8,80.7,74.7,87.7 u,70.1 u,77.1 u,59.1 u
PC,SEV,Y35-44,T,IS,:,:,:,26.7 u,32.2,23.2 u,20.9 u,31.0 u,21.1 u,18.8 u,20.2 u,24.3 u
PC,SEV,Y35-44,T,IT,63.9 p,55.8 u,49.5,66.8,57.2,64.3,59.5,72.4,57.8,61.0,65.3,60.6
PC,SEV,Y35-44,T,LT,:,43.4 u,83.6 u,88.7 u,70.1 u,58.2 u,63.0 u,77.7 u,71.0 u,57.3 u,65.0 u,81.4 u
PC,SEV,Y35-44,T,LU,:,32.5 bu,31.7,6.6,33.3,16.8,27.3,46.6,26.3,34.3,24.6,36.0
PC,SEV,Y35-44,T,LV,51.5 u,49.0,35.3 u,55.0,60.6 u,73.0 u,54.7 u,61.2,82.4,79.8,82.4 u,76.6 u
PC,SEV,Y35-44,T,ME,:,77.9,84.8,82.5,82.4,78.8,84.2,63.1,88.3,:,:,:
PC,SEV,Y35-44,T,MK,:,87.0 u,86.1 u,79.3 u,82.8 u,80.5 u,88.8 u,84.7 u,95.5 u,95.6 u,93.6,96.8
PC,SEV,Y35-44,T,MT,:,: u,36.4 u,: u,: u,69.3 u,: u,: u,: u,: u,73.0 u,: u
PC,SEV,Y35-44,T,NL,:,48.5 u,66.9 u,49.9,45.0,50.0,26.7,49.4 u,63.9 u,46.9,58.6,45.8 u
PC,SEV,Y35-44,T,NO,:,27.1 u,26.9 u,30.2 u,33.5 u,32.9 u,30.4 u,31.9 u,31.7 u,26.8 u,29.2 u,30.2 u
PC,SEV,Y35-44,T,PL,:,52.8,48.3,48.6,53.0,54.6,65.2,71.1,74.5,83.7,79.9,68.9
PC,SEV,Y35-44,T,PT,:,49.4,48.9,47.6,55.2,67.0,64.9,64.7,71.6,68.5,74.2,89.6
PC,SEV,Y35-44,T,RO,89.5 u,78.5 u,76.1 u,70.4 u,94.7 u,96.0 u,96.9 u,92.5,88.9,100.0,90.8,94.6
PC,SEV,Y35-44,T,RS,:,86.5 u,84.7 u,70.2 u,59.3,72.9 u,87.4 u,83.3 u,80.3 u,:,:,:
PC,SEV,Y35-44,T,SE,40.8 u,: u,: u,: u,: u,: u,: u,: u,33.1 u,46.7,44.1,35.3
PC,SEV,Y35-44,T,SI,:,45.7 u,23.1,35.2,36.5,33.3 u,38.0,50.4,46.0,48.5,58.3,48.3
PC,SEV,Y35-44,T,SK,:,71.4,55.5,57.9,51.7,64.3,60.7,63.6,61.6,67.0,68.4,79.2
PC,SEV,Y35-44,T,TR,:,79.8,76.1,77.3,77.0,82.1,83.8,85.5,88.4,91.5,93.0,96.1
PC,SEV,Y35-44,T,UK,:,:,:,59.1,66.2 b,66.9,61.1,65.8,70.5,70.4,68.6,66.7
PC,SEV,Y35-44,T,XK,:,:,:,93.8,:,:,:,:,:,:,:,:
PC,SEV,Y45-54,F,AL,:,78.2,76.6,79.6,79.4,:,:,:,:,:,:,:
PC,SEV,Y45-54,F,AT,27.2,34.1,39.5,29.7,42.0,35.4,44.7,44.9,50.5,52.0,54.5,52.9
PC,SEV,Y45-54,F,BE,45.4,44.1,46.5 b,48.4,52.0,55.3,52.5,58.3,66.5,52.5,59.9,67.9
PC,SEV,Y45-54,F,BG,76.2 u,76.5 u,53.9 u,49.0 u,68.8 u,75.1 u,: u,: u,: u,: u,: u,79.6 u
PC,SEV,Y45-54,F,CH,:,30.7,30.9,37.0,40.2,35.6,35.8,33.3,31.0,24.5,12.3,26.8
PC,SEV,Y45-54,F,CY,:,69.4 u,79.6 u,65.2,78.9 u,76.8 u,79.4,83.4 u,69.7,66.5,63.1,77.9 u
PC,SEV,Y45-54,F,CZ,37.6,46.9,50.2 u,59.2,60.4,60.5 u,76.1,70.6,66.8 u,69.2 u,53.9 u,56.6
PC,SEV,Y45-54,F,DE,46.6,45.7 b,49.7,47.2,50.2,58.3,55.5,53.9,54.0,57.4,50.4,48.8
PC,SEV,Y45-54,F,DK,49.5 u,47.9 u,35.2 u,46.6 u,34.0 u,54.3 u,45.1,47.9 u,39.9 u,49.4 u,52.6 u,40.4 u
PC,SEV,Y45-54,F,EA,:,52.0,54.8 e,50.0 e,54.4 e,56.5 e,57.4 e,57.0 e,61.6 e,60.4 e,57.9 e,54.9 e
PC,SEV,Y45-54,F,EA18,:,52.0,54.9 e,49.9 e,54.4 e,56.5 e,57.3 e,57.0 e,61.6 e,60.4 e,58.0 e,55.0 e
PC,SEV,Y45-54,F,EA19,:,52.0,54.8 e,50.0 e,54.4 e,56.5 e,57.4 e,57.0 e,61.6 e,60.5 e,58.2 e,55.2 e
PC,SEV,Y45-54,F,EE,51.8,45.3,39.8,45.5,54.6,58.4,46.1,59.2,58.3,78.5,72.7,57.5
PC,SEV,Y45-54,F,EL,:,70.7,64.1,75.0,64.2,64.6,74.1,64.5,62.0,73.8,64.1,80.8
PC,SEV,Y45-54,F,ES,56.4,56.0,70.2,71.7,58.8,72.0,68.9,63.0,72.6,79.0,66.0,65.5
PC,SEV,Y45-54,F,EU,:,:,56.4 e,53.6 e,56.4 e,59.5 e,58.6 e,61.3 e,64.2 e,63.6 e,61.5 e,58.6 e
PC,SEV,Y45-54,F,EU27_2007,:,:,56.3 e,53.4 e,56.3 e,59.4 e,58.5 e,61.3 e,64.1 e,63.5 e,61.4 e,58.4 e
PC,SEV,Y45-54,F,EU27_2020,:,52.2,55.4 e,51.7 e,55.5 e,58.8 e,58.9 e,59.3 e,63.0 e,62.8 e,61.6 e,58.7 e
PC,SEV,Y45-54,F,EU28,:,:,56.4 e,53.6 e,56.4 e,59.5 e,58.6 e,61.3 e,64.2 e,63.6 e,61.5 e,58.6 e
PC,SEV,Y45-54,F,FI,17.0 u,46.4 u,44.7 u,37.9 u,52.9 u,54.0 u,33.0 u,28.5,26.1,44.3 u,49.9 u,29.1
PC,SEV,Y45-54,F,FR,:,48.8 b,54.8,44.9,54.7,50.4,45.5,48.6,62.7,62.2,52.8,50.2
PC,SEV,Y45-54,F,HR,58.1,62.6,63.2,78.2,80.6,74.1,82.2,82.4 u,79.8,88.9,84.1 u,89.9 u
PC,SEV,Y45-54,F,HU,:,71.1 u,81.4,69.1,74.4,85.9,85.6,93.2,85.3,91.4,87.8,87.8
PC,SEV,Y45-54,F,IE,66.3 u,75.5 bu,61.7 u,43.5 u,70.6,81.4 u,82.1,69.0,83.3 u,65.6 u,82.4 u,62.2 u
PC,SEV,Y45-54,F,IS,:,:,:,22.7 u,19.3 u,33.2 u,12.5 u,21.2 u,15.9 u,34.5 u,37.4 u,37.2 u
PC,SEV,Y45-54,F,IT,68.4 p,63.1,64.3,50.1,61.2,54.6,65.9,73.7,70.2,61.9,65.9,61.4
PC,SEV,Y45-54,F,LT,:,66.6 u,44.1 u,96.7 u,79.0 u,55.7 u,72.5 u,60.0 u,61.8 u,81.4 u,85.4,93.4 u
PC,SEV,Y45-54,F,LU,:,40.4 b,29.8,28.3,45.1,31.3,35.3,32.6,29.5,29.3,41.1,46.6
PC,SEV,Y45-54,F,LV,53.4 u,62.3,39.2 u,61.8 u,56.7,65.7 u,65.5 u,61.4 u,76.8,74.7 u,72.4,76.1
PC,SEV,Y45-54,F,ME,:,87.0,78.6,82.2,68.2,82.1,82.4,68.5,83.1,:,:,:
PC,SEV,Y45-54,F,MK,:,75.5 u,85.7 u,69.4 u,78.7 u,75.9 u,80.7 u,88.1 u,80.0 u,87.5 u,83.3,89.9
PC,SEV,Y45-54,F,MT,:,: u,: u,: u,: u,: u,: u,: u,: u,48.4 u,: u,77.1 u
PC,SEV,Y45-54,F,NL,:,52.0,60.0,57.5,53.3,52.4,70.5,64.9,70.4,55.2,68.7,60.3
PC,SEV,Y45-54,F,NO,:,27.9 u,31.5 u,23.9 u,21.8 u,32.7 u,44.2 u,28.6 u,28.1 u,37.6 u,38.8 u,34.8 u
PC,SEV,Y45-54,F,PL,:,45.7,61.9,50.6,57.6,79.3,67.3,74.6,84.1,73.6,76.5,77.3
PC,SEV,Y45-54,F,PT,:,66.1,69.6,69.9,70.1,73.8,70.5,75.1,75.8,73.1,79.0,70.9
PC,SEV,Y45-54,F,RO,64.2 u,71.2 u,69.4 u,84.2 u,88.7 u,80.0 u,79.9,78.5,81.1,85.0,93.8,92.1
PC,SEV,Y45-54,F,RS,:,92.2 u,71.8 u,77.4 u,83.3 u,84.1 u,90.0,87.1 u,86.4 u,:,:,:
PC,SEV,Y45-54,F,SE,25.9 u,: u,35.4 u,46.7 u,36.9 u,: u,30.4 u,46.9 u,33.2,43.1,52.5,42.2
PC,SEV,Y45-54,F,SI,:,49.4,32.3,50.5,58.2,49.1,59.5,70.0,66.2,53.8,53.1,58.6
PC,SEV,Y45-54,F,SK,:,58.3,63.0,57.4,69.0,65.0,59.9,54.9,73.9,65.6,61.4,71.5
PC,SEV,Y45-54,F,TR,:,74.9,70.2,72.2,74.9,82.9,82.9,85.0,87.5,93.5,91.9,92.2
PC,SEV,Y45-54,F,UK,:,:,:,59.6,59.6 b,62.9,57.2,72.6,70.4,67.8,61.2,58.3
PC,SEV,Y45-54,F,XK,:,:,:,91.7,:,:,:,:,:,:,:,:
PC,SEV,Y45-54,M,AL,:,72.9,71.5,76.3,89.2,:,:,:,:,:,:,:
PC,SEV,Y45-54,M,AT,21.0,36.1,45.4,38.7,46.1,44.9,60.4,32.7,48.5,54.6,47.0,42.6
PC,SEV,Y45-54,M,BE,55.0,60.9,59.5 b,53.9,48.6,45.6,54.2,62.8,61.3,65.9,64.2,58.7
PC,SEV,Y45-54,M,BG,37.1 u,67.0 u,69.7 u,45.9 u,85.3 u,88.2 u,82.7 u,77.1 u,74.7 u,: u,89.0 u,75.9 u
PC,SEV,Y45-54,M,CH,:,13.9 u,24.5 u,25.7 u,31.2,22.7,26.6,44.5 u,20.9,16.1,28.1,29.4
PC,SEV,Y45-54,M,CY,:,82.4 u,81.9 u,78.9 u,80.2 u,46.6 u,79.7 u,78.9 u,75.9 u,62.7,53.1,58.6 u
PC,SEV,Y45-54,M,CZ,33.6,42.6 u,37.0 u,46.1 u,40.7 u,61.1 u,64.1 u,52.5 u,76.0 u,82.2 u,73.2 u,73.7
PC,SEV,Y45-54,M,DE,52.3,42.6 b,43.5,46.8,42.1,50.9,60.3,48.0,60.3,59.4,58.0,57.6
PC,SEV,Y45-54,M,DK,50.9 u,38.9 u,45.7 u,33.4 u,23.7 u,33.6 u,37.9 u,27.8 u,35.1 u,39.2 u,34.8 u,21.9 u
PC,SEV,Y45-54,M,EA,:,49.3,51.2 e,51.7 e,48.4 e,53.2 e,59.9 e,57.6 e,59.3 e,60.1 e,60.0 e,56.7 e
PC,SEV,Y45-54,M,EA18,:,49.2,51.2 e,51.5 e,48.4 e,53.2 e,59.9 e,57.6 e,59.4 e,60.2 e,60.1 e,56.9 e
PC,SEV,Y45-54,M,EA19,:,49.3,51.2 e,51.7 e,48.4 e,53.2 e,59.9 e,57.6 e,59.5 e,60.2 e,60.2 e,57.0 e
PC,SEV,Y45-54,M,EE,53.1,53.0,36.9,49.8,45.4,52.8,48.8,54.2,67.5,69.6,69.9,82.7 u
PC,SEV,Y45-54,M,EL,:,60.6,57.9,72.7,68.2,68.9,75.8,72.5,61.4,75.2,63.4,59.4 u
PC,SEV,Y45-54,M,ES,48.7,64.7,78.0,55.1,58.4,72.4,66.7,63.3,74.3,70.8,75.3,56.5
PC,SEV,Y45-54,M,EU,:,:,53.3 e,53.8 e,53.1 e,58.5 e,62.3 e,60.3 e,62.7 e,65.1 e,62.6 e,59.9 e
PC,SEV,Y45-54,M,EU27_2007,:,:,53.1 e,53.6 e,52.7 e,58.3 e,62.0 e,60.1 e,62.5 e,65.0 e,62.5 e,59.7 e
PC,SEV,Y45-54,M,EU27_2020,:,51.5,52.6 e,53.3 e,51.5 e,56.6 e,62.5 e,60.2 e,62.4 e,63.3 e,63.4 e,60.4 e
PC,SEV,Y45-54,M,EU28,:,:,53.3 e,53.8 e,53.1 e,58.5 e,62.3 e,60.3 e,62.7 e,65.1 e,62.6 e,59.9 e
PC,SEV,Y45-54,M,FI,30.9 u,35.0 u,34.6 u,33.3 u,26.3 u,35.6,25.7,27.5,29.3,29.0,20.1,42.9
PC,SEV,Y45-54,M,FR,:,38.8 b,45.0,37.9,40.1,45.1,45.2,58.4,47.0,53.0,54.6,52.7
PC,SEV,Y45-54,M,HR,74.2,72.6,71.0,72.9,80.9,86.8,82.6,84.4,82.0,86.6 u,79.2 u,91.4 u
PC,SEV,Y45-54,M,HU,:,72.0 u,82.8 u,81.5 u,76.6,87.1 u,87.5,85.5,94.0,88.9,86.1,84.8
PC,SEV,Y45-54,M,IE,67.0 u,64.7 bu,67.2 u,64.7 u,63.4 u,81.7 u,82.8 u,79.0 u,66.6 u,61.5 u,73.8 u,59.2 u
PC,SEV,Y45-54,M,IS,:,:,:,17.5 u,14.5 u,19.6 u,14.1 u,9.4 u,: u,19.1 u,19.9 u,8.4 u
PC,SEV,Y45-54,M,IT,62.3 p,51.8,64.1,73.9,68.0,52.9,73.5,67.0,66.5,61.5,71.1,56.9
PC,SEV,Y45-54,M,LT,:,70.8 u,58.9 u,77.8 u,49.5 u,67.5 u,67.0 u,62.9 u,67.4,70.5 u,74.1 u,85.1
PC,SEV,Y45-54,M,LU,:,49.3 bu,38.3,26.2,25.1,31.5,37.1,42.0,49.8,37.1,36.5,27.4
PC,SEV,Y45-54,M,LV,65.9 u,58.0,47.3 u,62.2 u,43.7,59.7 u,63.3,66.4,78.3,70.6 u,80.5 u,72.7
PC,SEV,Y45-54,M,ME,:,77.9,85.8,83.7 u,75.9,81.1,93.8,67.3,88.2,:,:,:
PC,SEV,Y45-54,M,MK,:,80.1 u,69.0 u,85.2 u,88.1 u,98.1 u,81.7 u,80.2 u,93.5 u,88.2 u,92.6,89.8
PC,SEV,Y45-54,M,MT,:,: u,: u,: u,: u,75.5 u,: u,: u,79.2 u,: u,63.3 u,72.1 u
PC,SEV,Y45-54,M,NL,:,56.5 u,49.0 u,63.4,39.8,54.2,55.5,83.1 u,49.4 u,44.7 u,43.6 u,48.5 u
PC,SEV,Y45-54,M,NO,:,44.7 u,20.1 u,41.4 u,18.6 u,25.7 u,19.1 u,22.2 u,27.9 u,: u,24.9 u,30.5 u
PC,SEV,Y45-54,M,PL,:,64.6,60.4,61.9,63.1,72.3,73.6,80.0,87.1,82.8,82.6,81.3
PC,SEV,Y45-54,M,PT,:,58.8,64.0,69.2,77.6,70.1,66.9,81.0,79.5,84.9,80.0 u,87.2 u
PC,SEV,Y45-54,M,RO,83.5 u,78.4 u,81.7 u,79.5 u,88.3 u,95.1 u,90.8 u,89.9 u,84.9,91.7,90.4,89.0
PC,SEV,Y45-54,M,RS,:,95.6 u,83.8 u,75.6 u,79.2 u,74.2 u,99.0 u,84.7 u,93.3 u,:,:,:
PC,SEV,Y45-54,M,SE,28.2 u,: u,: u,: u,: u,: u,: u,: u,42.1 u,37.1 u,47.9 u,27.4 u
PC,SEV,Y45-54,M,SI,:,59.0 u,26.3 u,47.8,54.6,57.5,62.8,57.8,51.9,67.2,59.1,58.7
PC,SEV,Y45-54,M,SK,:,63.2,70.8,80.0,74.6,71.4,61.0,66.5,73.1,74.1,65.5,76.3
PC,SEV,Y45-54,M,TR,:,76.3,78.1,75.2,78.8,81.6,86.3,91.8,91.6,95.4,91.6,95.8
PC,SEV,Y45-54,M,UK,:,:,:,55.7,62.1 b,68.3,60.9,60.7,64.2,76.2,57.5,57.1
PC,SEV,Y45-54,M,XK,:,:,:,95.3,:,:,:,:,:,:,:,:
PC,SEV,Y45-54,T,AL,:,76.1,74.4,78.1,83.0,:,:,:,:,:,:,:
PC,SEV,Y45-54,T,AT,24.3,35.1,42.1,33.6,43.8,39.6,52.1,39.6,49.5,53.3,51.4,48.6
PC,SEV,Y45-54,T,BE,50.0,52.1,52.3 b,50.7,50.5,50.7,53.2,60.4,63.8,59.8,62.4,63.6
PC,SEV,Y45-54,T,BG,53.4,71.9 u,62.5 u,47.3 u,80.0,83.2,81.9 u,73.8 u,72.7 u,100.0 u,86.9 u,77.9 u
PC,SEV,Y45-54,T,CH,:,23.1,28.1,33.2,35.4,29.3,31.7,38.1,26.5,20.5,20.3,27.9
PC,SEV,Y45-54,T,CY,:,76.9,80.9,71.7,79.6,60.7,79.5,81.3,72.5,64.7,58.1,68.9
PC,SEV,Y45-54,T,CZ,36.0,45.4,45.1,54.3,52.7,60.8,71.9,65.0,70.0,75.2,62.8,65.7
PC,SEV,Y45-54,T,DE,49.1,44.3 b,46.9,47.0,46.7,54.9,57.6,51.2,57.0,58.4,54.4,53.3
PC,SEV,Y45-54,T,DK,50.1,43.4,40.0,41.0,29.0,43.8,42.5,38.5,38.1,45.3,42.5,31.5
PC,SEV,Y45-54,T,EA,:,50.7,53.2 e,50.8 e,51.6 e,55.0 e,58.6 e,57.3 e,60.5 e,60.2 e,59.0 e,55.7 e
PC,SEV,Y45-54,T,EA18,:,50.6,53.2 e,50.6 e,51.6 e,55.0 e,58.5 e,57.3 e,60.6 e,60.3 e,59.0 e,55.9
PC,SEV,Y45-54,T,EA19,:,50.7,53.2 e,50.8 e,51.6 e,55.0 e,58.6 e,57.3 e,60.6 e,60.4 e,59.2 e,56.1
PC,SEV,Y45-54,T,EE,52.4,49.6,38.2,47.5,49.6,55.4,47.7,56.3,63.1,74.0,71.1,69.5
PC,SEV,Y45-54,T,EL,:,65.3,60.8,73.8,66.0,66.6,74.8,67.9,61.7,74.6,63.7,69.4
PC,SEV,Y45-54,T,ES,52.9,60.0,73.2,62.7,58.6,72.2,67.7,63.1,73.5,74.0,71.0,61.6
PC,SEV,Y45-54,T,EU,:,:,55.0 e,53.7 e,54.9 e,59.1 e,60.3 e,60.8 e,63.5 e,64.4 e,62.0 e,59.2 e
PC,SEV,Y45-54,T,EU27_2007,:,:,54.9 e,53.5 e,54.7 e,58.9 e,60.1 e,60.7 e,63.3 e,64.2 e,61.9 e,59.0 e
PC,SEV,Y45-54,T,EU27_2020,:,51.9,54.2 e,52.5 e,53.6 e,57.7 e,60.6 e,59.7 e,62.7 e,63.1 e,62.5 e,59.5 e
PC,SEV,Y45-54,T,EU28,:,:,55.0 e,53.7 e,54.9 e,59.1 e,60.3 e,60.8 e,63.5 e,64.4 e,62.0 e,59.2 e
PC,SEV,Y45-54,T,FI,24.9 u,40.8,40.1,35.6,41.2,42.2,29.1,28.0,28.1,36.2,33.7,35.7
PC,SEV,Y45-54,T,FR,:,44.3 b,50.6,41.7,47.7,48.2,45.4,53.3,55.1,57.7,53.7,51.2
PC,SEV,Y45-54,T,HR,67.6,69.0,67.8,75.1,80.8,80.9,82.5,83.8,81.3,87.7,81.6,90.6
PC,SEV,Y45-54,T,HU,:,71.6,82.0,74.7,75.4,86.4,86.6,89.2,89.5,90.2,87.1,86.4
PC,SEV,Y45-54,T,IE,66.7,70.1 b,64.5,53.2,67.6,81.5,82.3,73.4,75.6,63.4,78.5,60.8
PC,SEV,Y45-54,T,IS,:,:,:,20.6,17.1,27.6,13.1,16.6,14.1 u,27.3,27.9,23.6
PC,SEV,Y45-54,T,IT,64.7 p,57.0,64.2,63.0,64.8,53.8,69.7,69.9,68.3,61.7,68.5,59.4
PC,SEV,Y45-54,T,LT,:,68.8,52.9 u,84.2,64.3,60.1,69.8,61.5,64.5,76.1,80.2,89.6
PC,SEV,Y45-54,T,LU,:,44.8 b,34.2,27.3,35.3,31.4,36.0,37.1,39.1,33.3,38.7,37.2
PC,SEV,Y45-54,T,LV,59.3,60.1,43.7,62.0,49.8,62.1,64.2,64.3,77.6,72.6,76.6,74.5
PC,SEV,Y45-54,T,ME,:,82.8,81.5,82.9,72.4,81.7,87.6,67.9,85.3,:,:,:
PC,SEV,Y45-54,T,MK,:,77.6,78.3,77.6,83.2,84.1,81.2,83.6,86.7,87.9,87.3,89.8
PC,SEV,Y45-54,T,MT,:,64.4 u,56.0 u,53.6 u,67.6 u,72.5 u,90.2 u,79.4 u,70.4 u,58.3 u,66.9 u,74.6
PC,SEV,Y45-54,T,NL,:,54.6,55.7,60.5,47.0,53.3,63.3,72.7,64.1,51.0,58.9,55.0
PC,SEV,Y45-54,T,NO,:,33.4,26.9,30.2,20.5,30.0,33.0 u,25.5,28.0,30.6 u,33.2,32.7
PC,SEV,Y45-54,T,PL,:,55.5,61.2,57.0,61.0,75.6,70.4,77.2,85.5,78.9,80.0,79.4
PC,SEV,Y45-54,T,PT,:,63.0,67.3,69.6,73.6,71.9,69.1,77.6,77.4,78.7,79.4,77.7
PC,SEV,Y45-54,T,RO,72.6,74.8,74.3,81.9,88.5,87.3,85.0,83.3,82.6,87.6,92.3,90.7
PC,SEV,Y45-54,T,RS,:,93.8 u,76.9,76.4,81.1,79.6,93.7,86.0,89.8,:,:,:
PC,SEV,Y45-54,T,SE,27.0 u,30.0 u,30.0 u,43.0 u,44.7 u,42.5 u,37.8 u,51.8 u,36.2,40.5,50.9,36.6
PC,SEV,Y45-54,T,SI,:,53.4,29.8,49.0,56.4,52.8,61.1,63.7,58.3,59.9,55.9,58.6
PC,SEV,Y45-54,T,SK,:,61.0,65.9,68.1,71.8,68.1,60.4,60.4,73.6,69.0,63.4,73.8
PC,SEV,Y45-54,T,TR,:,75.5,73.6,73.4,76.6,82.3,84.3,88.1,89.2,94.3,91.8,93.7
PC,SEV,Y45-54,T,UK,:,:,:,58.0,60.5 b,65.3,58.8,67.2,67.5,71.5,59.4,57.7
PC,SEV,Y45-54,T,XK,:,:,:,93.4,:,:,:,:,:,:,:,:
PC,SEV,Y55-64,F,AL,:,66.9,82.6,77.7,78.8,:,:,:,:,:,:,:
PC,SEV,Y55-64,F,AT,23.3,45.2,41.0,24.5,34.7,35.0,31.6,49.1,53.9,34.8,45.5,33.5
PC,SEV,Y55-64,F,BE,47.2,47.3,44.6 b,50.0,50.0,51.9,52.7,53.5,49.1,47.7,53.5,52.0
PC,SEV,Y55-64,F,BG,63.0,81.0 u,60.1 u,47.4 u,76.5,84.3,91.2 u,67.7 u,90.6 u,86.6,87.0,75.1
PC,SEV,Y55-64,F,CH,:,33.6,29.5,17.2,23.2,16.8,24.1,20.2,22.1,13.3,18.9,22.1
PC,SEV,Y55-64,F,CY,:,60.7,69.6,69.4,65.5 u,74.9 u,65.4,71.6,70.3,66.1,73.6,60.8
PC,SEV,Y55-64,F,CZ,47.8,54.6,55.5,53.0,45.2,51.1,60.6,65.7,67.5,68.3,59.0,61.4
PC,SEV,Y55-64,F,DE,41.5,47.8 b,41.2,46.5,45.3,49.4,48.6,46.2,46.1,37.9,42.4,43.1
PC,SEV,Y55-64,F,DK,32.8,31.9,33.6,22.6 u,25.0,30.0,40.8,37.3 u,41.8,31.1 u,18.2 u,37.8 u
PC,SEV,Y55-64,F,EA,:,51.4,49.2 e,48.5 e,49.3 e,53.3 e,52.3 e,52.7 e,53.5 e,50.5 e,51.7 e,52.6 e
PC,SEV,Y55-64,F,EA18,:,51.3,49.1 e,48.4 e,49.3 e,53.3 e,52.3 e,52.7 e,53.6 e,50.6 e,51.8 e,52.8 e
PC,SEV,Y55-64,F,EA19,:,51.4,49.2 e,48.5 e,49.3 e,53.3 e,52.3 e,52.8 e,53.8 e,50.8 e,52.1 e,53.1 e
PC,SEV,Y55-64,F,EE,47.8,41.8,41.1,53.8,49.7,52.3,58.5,58.6,66.7,77.1,77.9,77.2
PC,SEV,Y55-64,F,EL,:,61.1,58.7,58.7,65.3,66.6,63.9,58.1,54.1,58.9,65.5,74.7
PC,SEV,Y55-64,F,ES,52.8,48.2,61.3,45.7,55.5,61.5,65.5,66.6,57.1,63.3,59.8,69.6
PC,SEV,Y55-64,F,EU,:,:,50.1 e,50.2 e,52.0 e,53.9 e,54.3 e,56.1 e,57.5 e,55.5 e,55.2 e,57.0 e
PC,SEV,Y55-64,F,EU27_2007,:,:,49.9 e,49.9 e,51.8 e,53.7 e,54.0 e,56.0 e,57.4 e,55.3 e,55.1 e,56.9 e
PC,SEV,Y55-64,F,EU27_2020,:,52.9,50.5 e,50.6 e,52.6 e,55.7 e,55.6 e,56.9 e,58.7 e,56.5 e,56.4 e,57.7 e
PC,SEV,Y55-64,F,EU28,:,:,50.1 e,50.2 e,52.0 e,53.9 e,54.3 e,56.1 e,57.5 e,55.5 e,55.2 e,57.0 e
PC,SEV,Y55-64,F,FI,50.8,32.9,28.7,26.2,24.7,37.3,35.8,19.0,23.7,23.3,30.5,24.4
PC,SEV,Y55-64,F,FR,:,52.9 b,50.5,43.2,41.0,45.4,41.0,45.9,53.0,50.9,46.8,55.3
PC,SEV,Y55-64,F,HR,74.9,78.8,68.2,72.2,73.9,74.4,81.9,82.0,89.1,84.9,83.4,78.2
PC,SEV,Y55-64,F,HU,:,76.7,75.1,71.5,71.4,82.4,78.9,81.3,88.1,85.2,82.8,86.9
PC,SEV,Y55-64,F,IE,64.8,71.5 b,80.4,66.2 u,71.2,59.2,74.0,59.9,68.3,69.8 u,69.6 u,80.8 u
PC,SEV,Y55-64,F,IS,:,:,:,30.6,32.8,40.3 u,19.1 u,18.5 u,21.1 u,16.0,17.2 u,17.9 u
PC,SEV,Y55-64,F,IT,54.2 p,46.9,57.8,65.2,64.7,64.9,60.8,71.2,66.4,67.9,68.9,49.0
PC,SEV,Y55-64,F,LT,:,64.2,66.8,63.1 u,54.6,52.1 u,55.7,70.8,86.1,82.5,80.8,87.9
PC,SEV,Y55-64,F,LU,:,20.2 b,18.3,33.0,24.9,26.8,23.8,34.2,29.3,33.0,36.6,17.5
PC,SEV,Y55-64,F,LV,61.4,57.3,51.5,48.6,69.6,69.6,70.2,72.7,78.0,73.9,80.6,78.0
PC,SEV,Y55-64,F,ME,:,77.2,76.1,81.0,68.6,80.7,86.0,68.9,90.2,:,:,:
PC,SEV,Y55-64,F,MK,:,73.4,81.3,82.5,83.0,85.8,76.1,77.9,87.5,91.4,90.9,91.5
PC,SEV,Y55-64,F,MT,:,70.8 u,57.7 u,50.9 u,: u,54.8 u,66.4 u,65.5 u,77.5 u,95.4 u,67.8 u,76.9 u
