unit,lev_limit,age,sex,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,SOME,Y_GE65,F,EU,,2.0 e,2.0,2.3,2.4,2.4,2.5,2.7,3.0,2.8,3.3
PC,SOME,Y_GE65,F,EU27_2007,,2.0 e,2.0,2.2,2.4,2.4,2.5,2.7,2.9,2.8,3.2
PC,SOME,Y_GE65,F,EU27_2020,2.5 e,2.2 e,2.2 e,2.4 e,2.6 e,2.6 e,2.7 e,2.9 e,3.2 e,3.0 e,3.5 e
PC,SOME,Y_GE65,F,EU28,,2.0 e,2.0,2.3,2.4,2.4,2.5,2.7,3.0,2.8,3.3
PC,SOME,Y_GE65,F,FI,0.4,0.0,0.0,0.3,0.0,0.6,0.7,0.4,0.3,0.0,0.9
PC,SOME,Y_GE65,F,FR,0.7 b,0.2,0.2,0.8,0.3,0.8,0.4,0.0 n,0.2,0.2,0.3
PC,SOME,Y_GE65,F,HR,3.2,3.1,3.8,4.2,4.5,4.3,4.6,7.2,6.4,6.8,6.9
PC,SOME,Y_GE65,F,HU,3.0,3.3,2.4,8.6,8.1,7.1,7.7,8.8,10.7,10.4,12.5
PC,SOME,Y_GE65,F,IE,0.0 b,0.6,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.6
PC,SOME,Y_GE65,F,IS,,,0.0,0.0,0 u,0 u,0 u,0 u,0 u,0 u,3.0 u
PC,SOME,Y_GE65,F,IT,2.8,2.3,2.2,1.8,2.8,2.6,4.3,3.5,3.5,3.8,3.6
PC,SOME,Y_GE65,F,LT,2.9,1.9,3.5,2.3,3.0,2.6,3.8,2.3,3.9,3.5,7.9
PC,SOME,Y_GE65,F,LU,0.0 b,0.4,0.6,1.9,0.1,0.0,0.0,0.3,2.9,0.0,0.3
PC,SOME,Y_GE65,F,LV,6.7,10.1,8.8,8.9,9.2,10.7,11.8,8.9,9.5,12.1,17.8
PC,SOME,Y_GE65,F,ME,12.5,14.9,17.9,12.6,16.1,13.4,17.1,12.5,,,
PC,SOME,Y_GE65,F,MK,7.7,6.8,5.2,7.1,8.8,6.4,10.7,6.0,8.5,8.5,9.9
PC,SOME,Y_GE65,F,MT,0.0,0.2,0.3,1.6,0.0,0.5,0.3,0.0,0.6,0.1,0.4
PC,SOME,Y_GE65,F,NL,0.4,0.6,0.1,0.0 n,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC,SOME,Y_GE65,F,NO,0.0,0.0,0.0,0.8,0.8,0.7,0.0,0.0,0.0,0.0,0.0
PC,SOME,Y_GE65,F,PL,,5.8,7.8,7.4,8.1,7.0,7.0,8.7,10.1,10.3,12.0
PC,SOME,Y_GE65,F,PT,1.9,1.6,1.6,1.7,2.6,2.9,2.3,1.7,2.6,3.3,2.0
PC,SOME,Y_GE65,F,RO,6.1,7.0,8.5,8.5,8.3,11.2,11.9,14.7,15.1,13.4,13.1
PC,SOME,Y_GE65,F,RS,7.7,13.5,9.0,16.0,14.8,14.6,14.1,15.0,,,
PC,SOME,Y_GE65,F,SE,0.0,1.2,1.9,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.0
PC,SOME,Y_GE65,F,SI,1.2,1.5,1.9,1.4,1.1,1.9,2.6,2.2,2.3,3.2,8.3
PC,SOME,Y_GE65,F,SK,1.6,1.7,2.0,3.5,2.8,1.9,1.4,2.0,1.8,1.4,1.5
PC,SOME,Y_GE65,F,TR,11.2,12.4,14.3,16.0,16.2,17.7,18.9,17.7,21.0,20.4,21.7
PC,SOME,Y_GE65,F,UK,,,0.0,0.4 b,0.6,0.3,0.0,0.7,0.3,0.6,0.0
PC,SOME,Y_GE65,F,XK,,,11.6,,,,,,,,
PC,SOME,Y_GE65,M,AL,9.4,12.0,14.1,14.8,,,,,,,
PC,SOME,Y_GE65,M,AT,0.5,1.4,0.9,1.1,0.9,0.6,1.2,1.3,1.6,2.3,1.5
PC,SOME,Y_GE65,M,BE,0.4,0.4 b,0.3,0.6,0.0 b,0.2,0.4,0.0,0.0,0.0,0.1
PC,SOME,Y_GE65,M,BG,4.3,4.7,5.7,5.4,3.8,4.0,4.3,7.6,7.2,6.5,9.4
PC,SOME,Y_GE65,M,CH,0.3,0.0 n,0.9,0.0,0.6,0.0,0.0,0.1,0.0 n,0.0,0.3
PC,SOME,Y_GE65,M,CY,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.3,0.7
PC,SOME,Y_GE65,M,CZ,0.6,0.0,0.0,0.3,0.8,1.1,1.3,2.0,1.9,1.6,0.5
PC,SOME,Y_GE65,M,DE,0.6 b,0.3,0.5,0.1,0.6,0.2,1.0,0.2,1.1,0.5,0.3
PC,SOME,Y_GE65,M,DK,0.0,1.3,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PC,SOME,Y_GE65,M,EA,1.5,1.4 e,1.4 e,1.0 e,1.1 e,1.3 e,1.5 e,1.0 e,1.4 e,1.2 e,1.3 e
PC,SOME,Y_GE65,M,EA18,1.5,1.4 e,1.4,1.0,1.1,1.2,1.5,1.0,1.5,1.3,1.4
PC,SOME,Y_GE65,M,EA19,1.5,1.4 e,1.4,1.0,1.1,1.3,1.5,1.0,1.5,1.3,1.5
PC,SOME,Y_GE65,M,EE,1.7,0.8,1.2,1.0,2.3,1.8,2.2,2.7,1.1,1.2,3.5
PC,SOME,Y_GE65,M,EL,2.3,3.2,2.7,1.9,2.5,2.2,2.1,5.0,5.7,3.0,5.0
PC,SOME,Y_GE65,M,ES,0.8,0.5,0.5,0.4,0.2,0.6,0.7,0.3,0.4,0.6,0.5
PC,SOME,Y_GE65,M,EU,,1.7 e,1.7,1.5,1.7,1.8,1.8,1.7,2.0,2.1,2.3
PC,SOME,Y_GE65,M,EU27_2007,,1.7 e,1.7,1.4,1.6,1.8,1.8,1.7,2.0,2.1,2.3
PC,SOME,Y_GE65,M,EU27_2020,2.1 e,1.9 e,1.9 e,1.6 e,1.9 e,2.0 e,1.9 e,1.8 e,2.2 e,2.3 e,2.5 e
PC,SOME,Y_GE65,M,EU28,,1.7 e,1.7,1.5,1.7,1.8,1.8,1.7,2.0,2.1,2.3
PC,SOME,Y_GE65,M,FI,0.0,0.7,0.5,0.0,0.8,1.4,0.9,0.7,0.7,0.5,1.1
PC,SOME,Y_GE65,M,FR,1.0 b,1.0,1.0,0.8,1.0,0.8,0.0,0.4,0.9,0.7,1.8
PC,SOME,Y_GE65,M,HR,2.3,2.5,4.3,4.0,4.8,3.5,4.3,3.4,5.1,3.9,4.7
PC,SOME,Y_GE65,M,HU,3.3,1.2,0.9,4.9,5.4,7.3,5.9,4.7,7.3,4.7,6.2
PC,SOME,Y_GE65,M,IE,0.0 b,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0
PC,SOME,Y_GE65,M,IS,,,0 u,0 u,0 u,,,,0 u,,0 u
PC,SOME,Y_GE65,M,IT,3.7,2.6,3.1,1.8,2.5,3.1,3.9,2.9,2.9,3.1,2.7
PC,SOME,Y_GE65,M,LT,3.9,2.4,1.6,3.1,2.5,3.5,2.6,1.3,1.3,3.0,5.0
PC,SOME,Y_GE65,M,LU,1.3 b,1.1,0.0,0.1,0.2,0.0,0.0,2.0,0.0,1.2,0.0
PC,SOME,Y_GE65,M,LV,6.8,4.7,5.7,7.1,5.3,6.3,8.7,5.3,8.5,11.2,15.3
PC,SOME,Y_GE65,M,ME,11.0,11.7,11.8,7.2,11.1,12.4,9.1,13.4,,,
PC,SOME,Y_GE65,M,MK,7.6,9.9,7.4,6.7,6.6,7.2,16.8,5.6,4.9,10.4,10.6
PC,SOME,Y_GE65,M,MT,1.3,2.2,1.0,0.3,0.0,0.0,0.5,2.0,1.7,0.0,0.8
PC,SOME,Y_GE65,M,NL,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC,SOME,Y_GE65,M,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0 u
PC,SOME,Y_GE65,M,PL,,4.0,5.3,4.3,6.6,6.6,4.4,5.0,5.4,8.1,7.2
PC,SOME,Y_GE65,M,PT,0.4,0.8,1.6,1.5,1.5,0.6,1.0,0.8,1.3,2.0,4.0
PC,SOME,Y_GE65,M,RO,6.1,5.4,6.2,6.0,5.1,5.9,5.1,9.1,9.3,8.1,11.5
PC,SOME,Y_GE65,M,RS,6.9,11.3,10.0,11.6,14.5,14.6,12.4,12.2,,,
PC,SOME,Y_GE65,M,SE,0.0,0.0,0.0,2.1,0.7,1.0,0.9,0.0,0.7,0.0,2.2
PC,SOME,Y_GE65,M,SI,0.5,1.0,1.5,2.2,1.5,0.8,0.4,1.3,1.3,2.9,6.0
PC,SOME,Y_GE65,M,SK,2.1,1.9,1.6,2.5,1.4,2.8,2.1,1.4,0.6,0.2,0.6
PC,SOME,Y_GE65,M,TR,10.8,11.8,13.5,14.7,15.0,15.6,15.7,15.6,16.6,17.3,17.4
PC,SOME,Y_GE65,M,UK,,,0.0,0.0 b,0.0,0.0,0.5,0.2,0.0,0.0,0.2
PC,SOME,Y_GE65,M,XK,,,15.0,,,,,,,,
PC,SOME,Y_GE65,T,AL,10.6,12.6,14.9,14.8,,,,,,,
PC,SOME,Y_GE65,T,AT,1.1,1.4,1.3,1.2,1.4,0.4,0.8,1.2,1.2,1.8,1.8
PC,SOME,Y_GE65,T,BE,0.4,0.7 b,0.2,0.5,0.1 b,0.3,0.2,0.2,0.0,0.3,0.2
PC,SOME,Y_GE65,T,BG,4.4,4.8,5.3,5.7,4.9,5.7,6.3,8.0,7.5,7.8,9.1
PC,SOME,Y_GE65,T,CH,0.1,0.1,0.4,0.0,0.3,0.0,0.0,0.1,0.1,0.4,0.6
PC,SOME,Y_GE65,T,CY,0.1,0.3,0.0,0.0,0.6,0.6,0.2,0.5,0.6,0.9,1.0
PC,SOME,Y_GE65,T,CZ,0.8,0.2,0.3,0.5,1.2,1.2,1.3,1.5,1.7,1.7,1.7
PC,SOME,Y_GE65,T,DE,0.8 b,0.2,0.4,0.0 n,0.3,0.1,0.6,0.3,0.8,0.3,0.5
PC,SOME,Y_GE65,T,DK,0.2,0.6,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
PC,SOME,Y_GE65,T,EA,1.6,1.3 e,1.3 e,1.1 e,1.2 e,1.3 e,1.5 e,1.2 e,1.4 e,1.4 e,1.4 e
PC,SOME,Y_GE65,T,EA18,1.6,1.3 e,1.3,1.0,1.2,1.3,1.5,1.2,1.4,1.5,1.6
PC,SOME,Y_GE65,T,EA19,1.6,1.3 e,1.3,1.1,1.2,1.3,1.5,1.2,1.5,1.5,1.6
PC,SOME,Y_GE65,T,EE,1.1,1.3,0.9,1.4,2.5,1.7,1.7,2.7,2.3,2.2,6.8
PC,SOME,Y_GE65,T,EL,3.2,3.5,2.8,3.0,3.1,3.5,3.4,5.4,5.9,5.1,4.9
PC,SOME,Y_GE65,T,ES,1.2,0.6,0.8,0.4,0.3,0.6,0.6,0.3,0.3,0.7,0.8
PC,SOME,Y_GE65,T,EU,,1.9 e,1.9,1.9,2.1,2.2,2.2,2.3,2.6,2.5,2.9
PC,SOME,Y_GE65,T,EU27_2007,,1.9 e,1.9,1.9,2.1,2.2,2.2,2.3,2.5,2.5,2.9
PC,SOME,Y_GE65,T,EU27_2020,2.4 e,2.1 e,2.1 e,2.1 e,2.3 e,2.4 e,2.4 e,2.5 e,2.8 e,2.7 e,3.1 e
PC,SOME,Y_GE65,T,EU28,,1.9 e,1.9,1.9,2.1,2.2,2.2,2.3,2.6,2.5,2.9
PC,SOME,Y_GE65,T,FI,0.2,0.3,0.2,0.2,0.3,0.9,0.8,0.5,0.4,0.2,1.0
PC,SOME,Y_GE65,T,FR,0.9 b,0.5,0.5,0.8,0.6,0.8,0.2,0.2,0.5,0.4,0.9
PC,SOME,Y_GE65,T,HR,2.8,2.9,4.0,4.1,4.6,4.0,4.5,5.7,6.0,5.8,6.1
PC,SOME,Y_GE65,T,HU,3.1,2.5,1.8,7.3,7.2,7.2,7.1,7.4,9.6,8.4,10.2
PC,SOME,Y_GE65,T,IE,0.0 b,0.3,0.0,0.1,0.0,0.6,0.0,0.1,0.0,0.0,0.3
PC,SOME,Y_GE65,T,IS,,,0.0,0.0,0.0,0 u,0.0,0.0,0.0,0 u,1.7
PC,SOME,Y_GE65,T,IT,3.2,2.4,2.6,1.8,2.7,2.8,4.1,3.3,3.3,3.5,3.3
PC,SOME,Y_GE65,T,LT,3.2,2.1,2.9,2.6,2.9,2.9,3.5,2.0,3.0,3.3,7.0
PC,SOME,Y_GE65,T,LU,0.7 b,0.8,0.3,1.0,0.2,0.0,0.0,1.1,1.7,0.5,0.2
PC,SOME,Y_GE65,T,LV,6.8,8.4,7.8,8.4,8.0,9.4,10.8,7.8,9.2,11.8,17.0
PC,SOME,Y_GE65,T,ME,11.8,13.5,15.4,10.2,14.0,13.0,14.0,12.9,,,
PC,SOME,Y_GE65,T,MK,7.6,8.0,6.1,7.0,7.9,6.7,13.1,5.8,7.2,9.2,10.2
PC,SOME,Y_GE65,T,MT,0.5,1.0,0.6,1.1,0.0,0.3,0.4,0.8,1.0,0.1,0.6
PC,SOME,Y_GE65,T,NL,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC,SOME,Y_GE65,T,NO,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0
PC,SOME,Y_GE65,T,PL,,5.1,6.9,6.4,7.6,6.8,6.1,7.5,8.5,9.5,10.4
PC,SOME,Y_GE65,T,PT,1.3,1.3,1.6,1.7,2.2,2.1,1.8,1.4,2.1,2.8,2.7
PC,SOME,Y_GE65,T,RO,6.1,6.4,7.6,7.6,7.1,9.2,9.2,12.5,12.9,10.2,12.5
PC,SOME,Y_GE65,T,RS,7.4,12.7,9.4,14.3,14.7,14.6,13.5,14.0,,,
PC,SOME,Y_GE65,T,SE,0.0,0.7,1.2,0.8,0.3,0.4,0.6,0.0,0.3,0.5,1.0
PC,SOME,Y_GE65,T,SI,0.9,1.3,1.7,1.7,1.2,1.5,1.7,1.8,2.0,3.1,7.5
PC,SOME,Y_GE65,T,SK,1.8,1.8,1.9,3.1,2.2,2.2,1.7,1.8,1.4,0.9,1.1
PC,SOME,Y_GE65,T,TR,11.1,12.1,14.0,15.5,15.7,16.9,17.6,16.9,19.2,19.2,20.0
PC,SOME,Y_GE65,T,UK,,,0.0,0.2 b,0.3,0.2,0.2,0.5,0.2,0.3,0.1
PC,SOME,Y_GE65,T,XK,,,13.1,,,,,,,,
PC,TOTAL,Y16-24,F,AL,18.0,25.1,28.6,23.8,,,,,,,
PC,TOTAL,Y16-24,F,AT,5.2,5.9,5.4,8.0,6.9,7.2,4.7,6.7,5.1,6.0,6.9
PC,TOTAL,Y16-24,F,BE,4.1,3.6 b,3.5,4.5,3.4 b,0.6,1.5,0.9,0.5,1.4,2.4
PC,TOTAL,Y16-24,F,BG,15.5,16.7,17.0,18.2,18.5,19.6,17.6,16.5,18.3,20.8,20.7
PC,TOTAL,Y16-24,F,CH,2.0,1.7,7.6,3.6,4.1,2.6,1.8,2.4,4.5,4.2,2.5
PC,TOTAL,Y16-24,F,CY,3.6,2.1,2.3,2.3,3.6,0.5,2.0,3.2,2.6,3.2,2.8
PC,TOTAL,Y16-24,F,CZ,5.2,3.9,3.2,3.6,5.6,4.1,5.1,5.2,6.2,6.9,6.6
PC,TOTAL,Y16-24,F,DE,3.9 b,3.1,4.3,3.5,3.2,2.9,3.4,3.4,4.3,4.3,4.8
PC,TOTAL,Y16-24,F,DK,6.0,8.8,4.5,4.3,5.2,8.1,5.0,4.7,4.6,6.0,4.0
PC,TOTAL,Y16-24,F,EA,7.5,5.2 e,5.2 e,4.7 e,6.2 e,5.8 e,5.7 e,5.9 e,5.3 e,5.9 e,6.2 e
PC,TOTAL,Y16-24,F,EA18,7.5,5.1 e,5.1,4.6,6.1,5.7,5.7,6.0,5.5,6.0,6.4
PC,TOTAL,Y16-24,F,EA19,7.5,5.2 e,5.2,4.7,6.2,5.8,5.8,6.1,5.5,6.1,6.6
PC,TOTAL,Y16-24,F,EE,2.8,6.5,4.4,4.0,4.2,4.3,5.6,7.0,7.0,7.1,14.7
PC,TOTAL,Y16-24,F,EL,9.5,11.1,10.9,11.0,12.4,11.9,11.2,11.0,10.2,11.5,13.2
PC,TOTAL,Y16-24,F,ES,6.6,2.8,2.9,1.3,3.0,2.7,2.4,3.8,2.0,3.0,3.2
PC,TOTAL,Y16-24,F,EU,,6.3 e,6.3,6.0,7.6,7.5,7.6,7.9,8.0,8.6,9.3
PC,TOTAL,Y16-24,F,EU27_2007,,6.3 e,6.3,6.0,7.5,7.5,7.6,7.9,8.0,8.6,9.3
PC,TOTAL,Y16-24,F,EU27_2020,8.5 e,6.6 e,6.6 e,6.8 e,8.3 e,8.2 e,8.0 e,8.6 e,8.4 e,9.1 e,9.6 e
PC,TOTAL,Y16-24,F,EU28,,6.3 e,6.3,6.0,7.6,7.5,7.6,7.9,8.0,8.6,9.3
PC,TOTAL,Y16-24,F,FI,4.0,0.9,2.8,1.4,2.3,1.6,0.9,1.6,0.7,1.2,1.5
PC,TOTAL,Y16-24,F,FR,8.8 b,3.9,6.3,3.9,5.5,3.6,4.5,4.8,3.6,4.7,6.0
PC,TOTAL,Y16-24,F,HR,7.0,7.8,10.0,10.7,8.6,9.1,8.6,13.3,14.9,15.4,14.9
PC,TOTAL,Y16-24,F,HU,12.4,13.3,11.8,24.0,23.1,23.5,26.5,25.1,22.5,21.1,24.6
PC,TOTAL,Y16-24,F,IE,2.7 b,3.0,1.6,1.6,3.3,2.6,2.9,3.8,1.5,1.5,1.3
PC,TOTAL,Y16-24,F,IS,,,1.2,1.8,2.4,5.0,1.7,2.8,3.8,2.0,2.0
PC,TOTAL,Y16-24,F,IT,12.2,7.8,6.3,7.8,12.6,13.8,13.8,13.0,13.3,13.3,11.1
PC,TOTAL,Y16-24,F,LT,12.8,12.0,11.3,11.9,12.2,14.2,15.2,15.4,9.4,9.7,20.5
PC,TOTAL,Y16-24,F,LU,2.0 b,2.0,3.6,3.7,3.1,3.3,2.8,3.3,2.0,1.5,2.3
PC,TOTAL,Y16-24,F,LV,16.8,20.1,19.7,21.5,21.5,22.6,24.6,23.2,24.0,23.8,24.2
PC,TOTAL,Y16-24,F,ME,19.5,21.6,23.5,20.2,21.1,30.4,26.2,30.1,,,
PC,TOTAL,Y16-24,F,MK,11.8,12.4,11.3,13.7,13.0,9.8,13.7,11.5,13.5,15.5,18.5
PC,TOTAL,Y16-24,F,MT,2.3,2.5,1.7,2.9,1.9,1.5,2.9,2.4,2.1,3.8,3.3
PC,TOTAL,Y16-24,F,NL,4.6,3.0,1.9,2.2,4.8,6.3,1.8,1.4,2.4,2.7,1.8
PC,TOTAL,Y16-24,F,NO,3.2,4.2,2.1,3.0,3.7,1.6,3.1,4.5,2.4,6.0,6.0
PC,TOTAL,Y16-24,F,PL,,9.9,10.2,12.3,12.4,12.8,10.3,12.1,13.7,13.8,16.3
PC,TOTAL,Y16-24,F,PT,6.6,6.9,8.9,8.1,8.7,8.2,9.3,10.4,6.2,6.9,10.4
PC,TOTAL,Y16-24,F,RO,21.5,22.1,22.6,23.7,30.9,31.5,29.4,32.0,32.1,35.2,33.6
PC,TOTAL,Y16-24,F,RS,9.0,19.9,14.3,19.7,17.7,19.8,20.6,22.5,,,
PC,TOTAL,Y16-24,F,SE,2.9,5.9,3.2,2.7,4.1,4.9,3.2,4.1,4.5,5.5,4.1
PC,TOTAL,Y16-24,F,SI,6.3,8.3,5.6,8.1,9.4,9.5,11.9,12.1,13.7,14.7,22.4
PC,TOTAL,Y16-24,F,SK,4.2,6.9,5.9,9.6,8.8,6.1,4.8,6.3,6.0,6.1,4.9
PC,TOTAL,Y16-24,F,TR,31.1,33.3,32.7,33.8,36.6,34.1,34.0,35.6,37.3,35.9,36.2
PC,TOTAL,Y16-24,F,UK,,,4.1,1.6 b,3.2,3.5,5.2,3.6,5.8,5.2,7.5
PC,TOTAL,Y16-24,F,XK,,,24.4,,,,,,,,
PC,TOTAL,Y16-24,M,AL,19.5,26.7,31.6,30.7,,,,,,,
PC,TOTAL,Y16-24,M,AT,4.6,6.6,5.7,6.6,5.4,6.7,5.8,4.7,4.1,6.4,5.6
PC,TOTAL,Y16-24,M,BE,4.5,2.9 b,3.4,4.4,3.4 b,1.0,1.5,2.9,0.7,1.9,3.3
PC,TOTAL,Y16-24,M,BG,15.2,15.9,17.1,18.7,19.0,20.5,20.5,19.0,18.2,19.5,20.1
PC,TOTAL,Y16-24,M,CH,2.1,3.6,5.7,2.6,2.0,3.3,3.1,3.2,2.3,3.5,1.3
PC,TOTAL,Y16-24,M,CY,3.0,3.4,1.9,3.3,4.1,0.8,3.8,3.7,2.7,4.4,5.8
PC,TOTAL,Y16-24,M,CZ,6.0,2.2,4.7,4.6,3.1,4.1,1.9,6.3,7.6,10.0,7.1
PC,TOTAL,Y16-24,M,DE,3.5 b,3.5,3.4,1.9,2.4,2.8,3.7,1.7,3.1,3.4,3.2
PC,TOTAL,Y16-24,M,DK,8.0,6.8,11.9,5.0,3.4,5.6,4.9,10.0,7.3,6.0,2.4
PC,TOTAL,Y16-24,M,EA,6.5,5.5 e,5.5 e,4.4 e,5.7 e,5.9 e,6.2 e,5.4 e,5.8 e,5.8 e,5.9 e
PC,TOTAL,Y16-24,M,EA18,6.5,5.4 e,5.4,4.3,5.6,5.8,6.2,5.5,5.9,6.0,6.1
PC,TOTAL,Y16-24,M,EA19,6.5,5.5 e,5.5,4.4,5.7,5.9,6.3,5.6,6.0,6.0,6.3
PC,TOTAL,Y16-24,M,EE,2.3,3.7,3.8,7.3,6.5,5.2,4.8,9.1,6.7,7.4,16.8
PC,TOTAL,Y16-24,M,EL,10.4,11.9,10.1,9.9,9.8,10.4,9.5,12.6,13.4,11.1,10.2
PC,TOTAL,Y16-24,M,ES,5.4,3.6,3.3,1.4,2.8,2.4,2.7,3.0,2.3,3.7,3.1
PC,TOTAL,Y16-24,M,EU,,6.6 e,6.6,6.0,7.3,7.7,8.1,8.0,8.0,8.1,9.0
PC,TOTAL,Y16-24,M,EU27_2007,,6.6 e,6.6,6.0,7.3,7.7,8.1,7.9,7.9,8.1,9.0
PC,TOTAL,Y16-24,M,EU27_2020,8.1 e,7.1 e,7.1 e,6.7 e,8.0 e,8.3 e,8.6 e,8.4 e,8.6 e,8.7 e,9.3 e
PC,TOTAL,Y16-24,M,EU28,,6.6 e,6.6,6.0,7.3,7.7,8.1,8.0,8.0,8.1,9.0
PC,TOTAL,Y16-24,M,FI,1.8,1.0,1.7,1.0,1.9,2.5,1.6,1.8,1.0,1.1,0.4
PC,TOTAL,Y16-24,M,FR,6.2 b,4.2,6.6,2.8,6.0,3.5,4.3,4.0,6.3,4.8,6.7
PC,TOTAL,Y16-24,M,HR,6.7,7.9,8.1,8.9,9.4,11.2,10.7,13.5,14.9,11.5,9.9
PC,TOTAL,Y16-24,M,HU,11.6,8.5,10.7,23.6,23.4,21.6,24.8,24.7,23.7,21.0,22.8
PC,TOTAL,Y16-24,M,IE,1.4 b,2.2,1.8,1.2,0.7,0.7,3.0,4.2,1.3,2.5,0.6
PC,TOTAL,Y16-24,M,IS,,,1.2,1.4,1.4,1.5,1.3,2.6,0.8,2.4,2.1
PC,TOTAL,Y16-24,M,IT,12.1,8.2,8.8,10.9,12.3,17.0,16.8,14.1,13.5,14.2,12.3
PC,TOTAL,Y16-24,M,LT,8.6,9.6,13.8,13.7,16.3,17.5,12.8,13.3,15.4,13.2,19.5
PC,TOTAL,Y16-24,M,LU,0.2 b,1.5,2.5,2.7,3.1,1.6,1.4,1.4,5.2,4.1,4.0
PC,TOTAL,Y16-24,M,LV,15.2,17.2,21.0,24.8,24.2,24.2,24.4,27.1,23.4,24.9,29.0
PC,TOTAL,Y16-24,M,ME,19.4,23.3,23.1,20.7,22.6,24.4,22.8,25.2,,,
PC,TOTAL,Y16-24,M,MK,11.5,11.9,12.9,12.4,12.7,10.7,15.6,15.3,15.6,16.9,21.2
PC,TOTAL,Y16-24,M,MT,1.0,1.8,2.1,2.2,2.0,1.2,3.6,3.3,1.5,1.8,1.4
PC,TOTAL,Y16-24,M,NL,3.0,2.2,2.1,2.4,4.0,2.6,1.0,3.1,2.6,0.9,2.5
PC,TOTAL,Y16-24,M,NO,3.1,4.3,3.5,1.9,1.7,2.6,3.3,3.6,2.2,2.2,2.3
PC,TOTAL,Y16-24,M,PL,,9.1,12.1,12.7,13.0,13.4,11.6,13.3,11.9,12.9,14.9
PC,TOTAL,Y16-24,M,PT,7.5,9.2,8.9,8.0,10.0,7.9,9.7,9.8,7.3,7.3,9.1
PC,TOTAL,Y16-24,M,RO,24.4,24.6,22.8,27.9,30.9,33.5,33.7,30.8,32.5,34.8,36.5
PC,TOTAL,Y16-24,M,RS,10.5,19.3,14.9,18.2,21.7,19.9,25.2,21.4,,,
PC,TOTAL,Y16-24,M,SE,2.7,2.3,4.2,3.7,5.5,3.8,2.6,3.4,2.3,3.5,6.2
PC,TOTAL,Y16-24,M,SI,5.5,5.1,9.4,7.8,9.5,7.0,6.8,6.3,11.7,9.8,18.3
PC,TOTAL,Y16-24,M,SK,5.6,6.6,6.3,7.8,6.0,6.8,4.8,5.8,6.3,4.7,4.2
PC,TOTAL,Y16-24,M,TR,33.1,35.1,34.1,33.5,36.8,37.1,36.7,37.4,39.3,37.5,40.0
PC,TOTAL,Y16-24,M,UK,,,3.8,1.6 b,2.8,3.8,5.0,5.4,4.2,4.1,7.1
PC,TOTAL,Y16-24,M,XK,,,21.5,,,,,,,,
PC,TOTAL,Y16-24,T,AL,18.8,25.9,30.1,27.4,,,,,,,
PC,TOTAL,Y16-24,T,AT,4.9,6.3,5.6,7.3,6.1,6.9,5.3,5.7,4.6,6.2,6.2
PC,TOTAL,Y16-24,T,BE,4.3,3.3 b,3.4,4.5,3.4 b,0.8,1.5,1.9,0.6,1.6,2.9
PC,TOTAL,Y16-24,T,BG,15.3,16.3,17.1,18.5,18.7,20.1,19.1,17.8,18.2,20.1,20.4
PC,TOTAL,Y16-24,T,CH,2.1,2.7,6.7,3.1,3.1,3.0,2.5,2.8,3.4,3.8,1.8
PC,TOTAL,Y16-24,T,CY,3.3,2.7,2.1,2.8,3.9,0.7,2.9,3.5,2.6,3.8,4.3
PC,TOTAL,Y16-24,T,CZ,5.5,3.1,3.9,4.1,4.5,4.1,3.5,5.7,6.9,8.5,6.8
PC,TOTAL,Y16-24,T,DE,3.7 b,3.3,3.8,2.6,2.7,2.9,3.6,2.5,3.6,3.8,3.9
PC,TOTAL,Y16-24,T,DK,7.0,7.8,8.2,4.6,4.3,6.8,5.0,7.4,6.0,6.0,3.1
PC,TOTAL,Y16-24,T,EA,7.0,5.3 e,5.3 e,4.5 e,5.9 e,5.8 e,6.0 e,5.6 e,5.6 e,5.8 e,6.0 e
PC,TOTAL,Y16-24,T,EA18,7.0,5.3 e,5.3,4.5,5.9,5.7,6.0,5.8,5.7,6.0,6.2
PC,TOTAL,Y16-24,T,EA19,7.0,5.3 e,5.3,4.5,5.9,5.8,6.1,5.9,5.8,6.1,6.4
PC,TOTAL,Y16-24,T,EE,2.6,5.1,4.1,5.7,5.4,4.8,5.2,8.1,6.9,7.3,15.8
PC,TOTAL,Y16-24,T,EL,9.9,11.5,10.5,10.4,11.1,11.2,10.3,11.8,11.8,11.3,11.7
PC,TOTAL,Y16-24,T,ES,6.0,3.3,3.1,1.4,2.9,2.5,2.6,3.4,2.1,3.4,3.1
