unit,barrier,age,sex,time,geo,v,flag
THS,EDUC_TNG,Y45-64,F,2012,SK,64.0,
THS,EDUC_TNG,Y45-64,F,2012,FI,30.5,
THS,EDUC_TNG,Y45-64,F,2012,SE,74.2,
THS,EDUC_TNG,Y45-64,F,2012,EEA,4752.9,e
THS,EDUC_TNG,Y45-64,F,2012,IS,3.1,u
THS,EDUC_TNG,Y45-64,F,2012,NO,100.0,
THS,EDUC_TNG,Y45-64,F,2012,UK,988.7,
THS,EDUC_TNG,Y45-64,M,2012,EU27_2007,3590.3,e
THS,EDUC_TNG,Y45-64,M,2012,BE,55.8,
THS,EDUC_TNG,Y45-64,M,2012,BG,33.6,
THS,EDUC_TNG,Y45-64,M,2012,CZ,18.4,u
THS,EDUC_TNG,Y45-64,M,2012,DK,63.2,
THS,EDUC_TNG,Y45-64,M,2012,DE,936.6,
THS,EDUC_TNG,Y45-64,M,2012,EE,8.7,
THS,EDUC_TNG,Y45-64,M,2012,EL,19.5,u
THS,EDUC_TNG,Y45-64,M,2012,ES,309.3,
THS,EDUC_TNG,Y45-64,M,2012,FR,454.4,
THS,EDUC_TNG,Y45-64,M,2012,IT,70.8,u
THS,EDUC_TNG,Y45-64,M,2012,CY,3.0,u
THS,EDUC_TNG,Y45-64,M,2012,LV,10.9,
THS,EDUC_TNG,Y45-64,M,2012,LT,19.5,
THS,EDUC_TNG,Y45-64,M,2012,LU,3.9,
THS,EDUC_TNG,Y45-64,M,2012,HU,51.7,
THS,EDUC_TNG,Y45-64,M,2012,MT,1.5,u
THS,EDUC_TNG,Y45-64,M,2012,NL,106.0,
THS,EDUC_TNG,Y45-64,M,2012,AT,66.3,
THS,EDUC_TNG,Y45-64,M,2012,PL,312.4,
THS,EDUC_TNG,Y45-64,M,2012,PT,25.8,
THS,EDUC_TNG,Y45-64,M,2012,RO,113.6,
THS,EDUC_TNG,Y45-64,M,2012,SI,11.7,
THS,EDUC_TNG,Y45-64,M,2012,SK,29.3,
THS,EDUC_TNG,Y45-64,M,2012,FI,36.6,
THS,EDUC_TNG,Y45-64,M,2012,SE,30.0,
THS,EDUC_TNG,Y45-64,M,2012,EEA,3641.9,e
THS,EDUC_TNG,Y45-64,M,2012,IS,0.8,u
THS,EDUC_TNG,Y45-64,M,2012,NO,50.8,
THS,EDUC_TNG,Y45-64,M,2012,UK,797.9,
THS,EDUC_TNG,Y45-64,T,2012,EU27_2007,8240.2,e
THS,EDUC_TNG,Y45-64,T,2012,BE,186.5,
THS,EDUC_TNG,Y45-64,T,2012,BG,54.8,
THS,EDUC_TNG,Y45-64,T,2012,CZ,44.0,u
THS,EDUC_TNG,Y45-64,T,2012,DK,151.5,
THS,EDUC_TNG,Y45-64,T,2012,DE,2062.0,
THS,EDUC_TNG,Y45-64,T,2012,EE,18.3,
THS,EDUC_TNG,Y45-64,T,2012,EL,42.5,u
THS,EDUC_TNG,Y45-64,T,2012,ES,814.4,
THS,EDUC_TNG,Y45-64,T,2012,FR,1086.3,
THS,EDUC_TNG,Y45-64,T,2012,IT,163.4,u
THS,EDUC_TNG,Y45-64,T,2012,CY,6.9,u
THS,EDUC_TNG,Y45-64,T,2012,LV,23.6,
THS,EDUC_TNG,Y45-64,T,2012,LT,52.7,
THS,EDUC_TNG,Y45-64,T,2012,LU,9.0,
THS,EDUC_TNG,Y45-64,T,2012,HU,126.4,
THS,EDUC_TNG,Y45-64,T,2012,MT,2.7,u
THS,EDUC_TNG,Y45-64,T,2012,NL,312.8,
THS,EDUC_TNG,Y45-64,T,2012,AT,116.8,
THS,EDUC_TNG,Y45-64,T,2012,PL,614.5,
THS,EDUC_TNG,Y45-64,T,2012,PT,62.5,
THS,EDUC_TNG,Y45-64,T,2012,RO,213.2,
THS,EDUC_TNG,Y45-64,T,2012,SI,24.3,
THS,EDUC_TNG,Y45-64,T,2012,SK,93.3,
THS,EDUC_TNG,Y45-64,T,2012,FI,67.1,
THS,EDUC_TNG,Y45-64,T,2012,SE,104.3,
THS,EDUC_TNG,Y45-64,T,2012,EEA,8394.8,e
THS,EDUC_TNG,Y45-64,T,2012,IS,3.9,u
THS,EDUC_TNG,Y45-64,T,2012,NO,150.7,
THS,EDUC_TNG,Y45-64,T,2012,UK,1786.6,
THS,EDUC_TNG,Y_GE15,F,2012,EU27_2007,11055.4,e
THS,EDUC_TNG,Y_GE15,F,2012,BE,266.0,
THS,EDUC_TNG,Y_GE15,F,2012,BG,70.9,
THS,EDUC_TNG,Y_GE15,F,2012,CZ,108.9,
THS,EDUC_TNG,Y_GE15,F,2012,DK,178.0,
THS,EDUC_TNG,Y_GE15,F,2012,DE,2675.4,
THS,EDUC_TNG,Y_GE15,F,2012,EE,18.0,
THS,EDUC_TNG,Y_GE15,F,2012,EL,70.1,
THS,EDUC_TNG,Y_GE15,F,2012,ES,944.8,
THS,EDUC_TNG,Y_GE15,F,2012,FR,1393.1,
THS,EDUC_TNG,Y_GE15,F,2012,IT,601.9,
THS,EDUC_TNG,Y_GE15,F,2012,CY,12.2,
THS,EDUC_TNG,Y_GE15,F,2012,LV,36.9,
THS,EDUC_TNG,Y_GE15,F,2012,LT,71.0,
THS,EDUC_TNG,Y_GE15,F,2012,LU,10.5,
THS,EDUC_TNG,Y_GE15,F,2012,HU,209.2,
THS,EDUC_TNG,Y_GE15,F,2012,MT,3.6,
THS,EDUC_TNG,Y_GE15,F,2012,NL,406.3,
THS,EDUC_TNG,Y_GE15,F,2012,AT,121.4,
THS,EDUC_TNG,Y_GE15,F,2012,PL,1024.1,
THS,EDUC_TNG,Y_GE15,F,2012,PT,96.8,
THS,EDUC_TNG,Y_GE15,F,2012,RO,239.2,
THS,EDUC_TNG,Y_GE15,F,2012,SI,45.9,
THS,EDUC_TNG,Y_GE15,F,2012,SK,113.0,
THS,EDUC_TNG,Y_GE15,F,2012,FI,83.5,
THS,EDUC_TNG,Y_GE15,F,2012,SE,163.5,
THS,EDUC_TNG,Y_GE15,F,2012,EEA,11264.1,e
THS,EDUC_TNG,Y_GE15,F,2012,IS,5.9,
THS,EDUC_TNG,Y_GE15,F,2012,NO,202.9,
THS,EDUC_TNG,Y_GE15,F,2012,UK,2091.2,
THS,EDUC_TNG,Y_GE15,M,2012,EU27_2007,7629.8,e
THS,EDUC_TNG,Y_GE15,M,2012,BE,167.3,
THS,EDUC_TNG,Y_GE15,M,2012,BG,62.8,
THS,EDUC_TNG,Y_GE15,M,2012,CZ,67.5,
THS,EDUC_TNG,Y_GE15,M,2012,DK,130.7,
THS,EDUC_TNG,Y_GE15,M,2012,DE,2000.3,
THS,EDUC_TNG,Y_GE15,M,2012,EE,15.1,
THS,EDUC_TNG,Y_GE15,M,2012,EL,59.7,
THS,EDUC_TNG,Y_GE15,M,2012,ES,516.6,
THS,EDUC_TNG,Y_GE15,M,2012,FR,988.4,
THS,EDUC_TNG,Y_GE15,M,2012,IT,306.0,
THS,EDUC_TNG,Y_GE15,M,2012,CY,8.2,
THS,EDUC_TNG,Y_GE15,M,2012,LV,24.3,
THS,EDUC_TNG,Y_GE15,M,2012,LT,43.3,
THS,EDUC_TNG,Y_GE15,M,2012,LU,7.9,
THS,EDUC_TNG,Y_GE15,M,2012,HU,135.5,
THS,EDUC_TNG,Y_GE15,M,2012,MT,3.3,
THS,EDUC_TNG,Y_GE15,M,2012,NL,208.7,
THS,EDUC_TNG,Y_GE15,M,2012,AT,123.3,
THS,EDUC_TNG,Y_GE15,M,2012,PL,631.0,
THS,EDUC_TNG,Y_GE15,M,2012,PT,67.8,
THS,EDUC_TNG,Y_GE15,M,2012,RO,261.1,
THS,EDUC_TNG,Y_GE15,M,2012,SI,26.3,
THS,EDUC_TNG,Y_GE15,M,2012,SK,58.2,
THS,EDUC_TNG,Y_GE15,M,2012,FI,66.2,
THS,EDUC_TNG,Y_GE15,M,2012,SE,75.3,
THS,EDUC_TNG,Y_GE15,M,2012,EEA,7733.7,e
THS,EDUC_TNG,Y_GE15,M,2012,IS,2.2,
THS,EDUC_TNG,Y_GE15,M,2012,NO,101.6,
THS,EDUC_TNG,Y_GE15,M,2012,UK,1574.8,
THS,EDUC_TNG,Y_GE15,T,2012,EU27_2007,18685.2,e
THS,EDUC_TNG,Y_GE15,T,2012,BE,433.3,
THS,EDUC_TNG,Y_GE15,T,2012,BG,133.8,
THS,EDUC_TNG,Y_GE15,T,2012,CZ,176.4,
THS,EDUC_TNG,Y_GE15,T,2012,DK,308.8,
THS,EDUC_TNG,Y_GE15,T,2012,DE,4675.7,
THS,EDUC_TNG,Y_GE15,T,2012,EE,33.1,
THS,EDUC_TNG,Y_GE15,T,2012,EL,129.9,
THS,EDUC_TNG,Y_GE15,T,2012,ES,1461.4,
THS,EDUC_TNG,Y_GE15,T,2012,FR,2381.5,
THS,EDUC_TNG,Y_GE15,T,2012,IT,907.9,
THS,EDUC_TNG,Y_GE15,T,2012,CY,20.4,
THS,EDUC_TNG,Y_GE15,T,2012,LV,61.3,
THS,EDUC_TNG,Y_GE15,T,2012,LT,114.4,
THS,EDUC_TNG,Y_GE15,T,2012,LU,18.4,
THS,EDUC_TNG,Y_GE15,T,2012,HU,344.7,
THS,EDUC_TNG,Y_GE15,T,2012,MT,7.0,
THS,EDUC_TNG,Y_GE15,T,2012,NL,615.0,
THS,EDUC_TNG,Y_GE15,T,2012,AT,244.7,
THS,EDUC_TNG,Y_GE15,T,2012,PL,1655.1,
THS,EDUC_TNG,Y_GE15,T,2012,PT,164.6,
THS,EDUC_TNG,Y_GE15,T,2012,RO,500.3,
THS,EDUC_TNG,Y_GE15,T,2012,SI,72.1,
THS,EDUC_TNG,Y_GE15,T,2012,SK,171.2,
THS,EDUC_TNG,Y_GE15,T,2012,FI,149.7,
THS,EDUC_TNG,Y_GE15,T,2012,SE,238.8,
THS,EDUC_TNG,Y_GE15,T,2012,EEA,18997.8,e
THS,EDUC_TNG,Y_GE15,T,2012,IS,8.0,
THS,EDUC_TNG,Y_GE15,T,2012,NO,304.5,
THS,EDUC_TNG,Y_GE15,T,2012,UK,3666.0,
THS,EDUC_TNG,Y_GE65,F,2012,EU27_2007,3801.9,e
THS,EDUC_TNG,Y_GE65,F,2012,BE,68.4,
THS,EDUC_TNG,Y_GE65,F,2012,BG,33.2,
THS,EDUC_TNG,Y_GE65,F,2012,CZ,58.0,
THS,EDUC_TNG,Y_GE65,F,2012,DK,31.4,
THS,EDUC_TNG,Y_GE65,F,2012,DE,892.2,
THS,EDUC_TNG,Y_GE65,F,2012,EE,6.3,u
THS,EDUC_TNG,Y_GE65,F,2012,EL,38.6,
THS,EDUC_TNG,Y_GE65,F,2012,ES,187.1,
THS,EDUC_TNG,Y_GE65,F,2012,FR,454.3,
THS,EDUC_TNG,Y_GE65,F,2012,IT,392.3,
THS,EDUC_TNG,Y_GE65,F,2012,CY,5.2,
THS,EDUC_TNG,Y_GE65,F,2012,LV,19.0,
THS,EDUC_TNG,Y_GE65,F,2012,LT,26.3,
THS,EDUC_TNG,Y_GE65,F,2012,LU,3.1,u
THS,EDUC_TNG,Y_GE65,F,2012,HU,105.1,
THS,EDUC_TNG,Y_GE65,F,2012,MT,1.7,u
THS,EDUC_TNG,Y_GE65,F,2012,NL,62.9,
THS,EDUC_TNG,Y_GE65,F,2012,AT,49.8,
THS,EDUC_TNG,Y_GE65,F,2012,PL,587.7,
THS,EDUC_TNG,Y_GE65,F,2012,PT,43.1,
THS,EDUC_TNG,Y_GE65,F,2012,RO,119.7,
THS,EDUC_TNG,Y_GE65,F,2012,SI,27.5,
THS,EDUC_TNG,Y_GE65,F,2012,SK,36.8,
THS,EDUC_TNG,Y_GE65,F,2012,FI,26.5,u
THS,EDUC_TNG,Y_GE65,F,2012,SE,31.3,u
THS,EDUC_TNG,Y_GE65,F,2012,EEA,3837.3,e
THS,EDUC_TNG,Y_GE65,F,2012,NO,34.8,u
THS,EDUC_TNG,Y_GE65,F,2012,UK,494.4,
THS,EDUC_TNG,Y_GE65,M,2012,EU27_2007,2100.4,e
THS,EDUC_TNG,Y_GE65,M,2012,BE,45.3,
THS,EDUC_TNG,Y_GE65,M,2012,BG,15.9,
THS,EDUC_TNG,Y_GE65,M,2012,CZ,35.8,
THS,EDUC_TNG,Y_GE65,M,2012,DK,28.7,
THS,EDUC_TNG,Y_GE65,M,2012,DE,563.1,
THS,EDUC_TNG,Y_GE65,M,2012,EE,3.2,u
THS,EDUC_TNG,Y_GE65,M,2012,EL,26.5,
THS,EDUC_TNG,Y_GE65,M,2012,ES,78.6,
THS,EDUC_TNG,Y_GE65,M,2012,FR,306.6,
THS,EDUC_TNG,Y_GE65,M,2012,IT,189.0,
THS,EDUC_TNG,Y_GE65,M,2012,CY,3.5,
THS,EDUC_TNG,Y_GE65,M,2012,LV,7.4,
THS,EDUC_TNG,Y_GE65,M,2012,LT,13.1,
THS,EDUC_TNG,Y_GE65,M,2012,LU,2.0,u
THS,EDUC_TNG,Y_GE65,M,2012,HU,48.2,
THS,EDUC_TNG,Y_GE65,M,2012,MT,0.9,u
THS,EDUC_TNG,Y_GE65,M,2012,NL,33.5,
THS,EDUC_TNG,Y_GE65,M,2012,AT,37.7,
THS,EDUC_TNG,Y_GE65,M,2012,PL,166.7,
THS,EDUC_TNG,Y_GE65,M,2012,PT,33.6,
THS,EDUC_TNG,Y_GE65,M,2012,RO,102.2,
THS,EDUC_TNG,Y_GE65,M,2012,SI,8.9,
THS,EDUC_TNG,Y_GE65,M,2012,SK,7.8,
THS,EDUC_TNG,Y_GE65,M,2012,FI,13.3,u
THS,EDUC_TNG,Y_GE65,M,2012,SE,18.7,u
THS,EDUC_TNG,Y_GE65,M,2012,EEA,2108.5,e
THS,EDUC_TNG,Y_GE65,M,2012,NO,7.9,u
THS,EDUC_TNG,Y_GE65,M,2012,UK,310.1,
THS,EDUC_TNG,Y_GE65,T,2012,EU27_2007,5902.3,e
THS,EDUC_TNG,Y_GE65,T,2012,BE,113.7,
THS,EDUC_TNG,Y_GE65,T,2012,BG,49.2,
THS,EDUC_TNG,Y_GE65,T,2012,CZ,93.8,
THS,EDUC_TNG,Y_GE65,T,2012,DK,60.1,
THS,EDUC_TNG,Y_GE65,T,2012,DE,1455.3,
THS,EDUC_TNG,Y_GE65,T,2012,EE,9.6,u
THS,EDUC_TNG,Y_GE65,T,2012,EL,65.1,
THS,EDUC_TNG,Y_GE65,T,2012,ES,265.7,
THS,EDUC_TNG,Y_GE65,T,2012,FR,760.9,
THS,EDUC_TNG,Y_GE65,T,2012,IT,581.3,
THS,EDUC_TNG,Y_GE65,T,2012,CY,8.7,
THS,EDUC_TNG,Y_GE65,T,2012,LV,26.4,
THS,EDUC_TNG,Y_GE65,T,2012,LT,39.5,
THS,EDUC_TNG,Y_GE65,T,2012,LU,5.2,u
THS,EDUC_TNG,Y_GE65,T,2012,HU,153.3,
THS,EDUC_TNG,Y_GE65,T,2012,MT,2.5,u
THS,EDUC_TNG,Y_GE65,T,2012,NL,96.4,
THS,EDUC_TNG,Y_GE65,T,2012,AT,87.5,
THS,EDUC_TNG,Y_GE65,T,2012,PL,754.4,
THS,EDUC_TNG,Y_GE65,T,2012,PT,76.7,
THS,EDUC_TNG,Y_GE65,T,2012,RO,221.9,
THS,EDUC_TNG,Y_GE65,T,2012,SI,36.4,
THS,EDUC_TNG,Y_GE65,T,2012,SK,44.6,
THS,EDUC_TNG,Y_GE65,T,2012,FI,39.8,u
THS,EDUC_TNG,Y_GE65,T,2012,SE,50.0,u
THS,EDUC_TNG,Y_GE65,T,2012,EEA,5945.8,e
THS,EDUC_TNG,Y_GE65,T,2012,NO,42.7,u
THS,EDUC_TNG,Y_GE65,T,2012,UK,804.5,
THS,EMP,Y15-44,F,2012,EU27_2007,4104.5,e
THS,EMP,Y15-44,F,2012,BE,113.6,
THS,EMP,Y15-44,F,2012,BG,29.8,
THS,EMP,Y15-44,F,2012,CZ,56.0,
THS,EMP,Y15-44,F,2012,DK,94.6,
THS,EMP,Y15-44,F,2012,DE,882.6,
THS,EMP,Y15-44,F,2012,EE,6.4,u
THS,EMP,Y15-44,F,2012,EL,19.3,u
THS,EMP,Y15-44,F,2012,ES,360.3,
THS,EMP,Y15-44,F,2012,FR,416.1,
THS,EMP,Y15-44,F,2012,IT,160.6,
THS,EMP,Y15-44,F,2012,CY,3.8,u
THS,EMP,Y15-44,F,2012,LV,10.3,
THS,EMP,Y15-44,F,2012,LT,20.8,
THS,EMP,Y15-44,F,2012,LU,3.3,u
THS,EMP,Y15-44,F,2012,HU,67.7,
THS,EMP,Y15-44,F,2012,NL,259.4,
THS,EMP,Y15-44,F,2012,AT,40.0,
THS,EMP,Y15-44,F,2012,PL,243.6,
THS,EMP,Y15-44,F,2012,PT,37.6,
THS,EMP,Y15-44,F,2012,RO,49.8,
THS,EMP,Y15-44,F,2012,SI,10.7,
THS,EMP,Y15-44,F,2012,SK,17.8,
THS,EMP,Y15-44,F,2012,FI,52.3,
THS,EMP,Y15-44,F,2012,SE,110.1,
THS,EMP,Y15-44,F,2012,EEA,4252.6,e
THS,EMP,Y15-44,F,2012,IS,3.2,u
THS,EMP,Y15-44,F,2012,NO,144.9,
THS,EMP,Y15-44,F,2012,UK,1037.4,
THS,EMP,Y15-44,M,2012,EU27_2007,3418.3,e
THS,EMP,Y15-44,M,2012,BE,106.2,
THS,EMP,Y15-44,M,2012,BG,33.1,
THS,EMP,Y15-44,M,2012,CZ,30.5,
THS,EMP,Y15-44,M,2012,DK,62.3,
THS,EMP,Y15-44,M,2012,DE,636.6,
THS,EMP,Y15-44,M,2012,EE,5.1,u
THS,EMP,Y15-44,M,2012,EL,24.2,u
THS,EMP,Y15-44,M,2012,ES,309.9,
THS,EMP,Y15-44,M,2012,FR,383.1,
THS,EMP,Y15-44,M,2012,IT,191.1,
THS,EMP,Y15-44,M,2012,CY,3.6,u
THS,EMP,Y15-44,M,2012,LV,11.4,
THS,EMP,Y15-44,M,2012,LT,22.8,
THS,EMP,Y15-44,M,2012,LU,3.5,u
THS,EMP,Y15-44,M,2012,HU,92.2,
THS,EMP,Y15-44,M,2012,NL,143.0,
THS,EMP,Y15-44,M,2012,AT,38.3,
THS,EMP,Y15-44,M,2012,PL,255.9,
THS,EMP,Y15-44,M,2012,PT,25.6,
THS,EMP,Y15-44,M,2012,RO,55.6,
THS,EMP,Y15-44,M,2012,SI,17.0,
THS,EMP,Y15-44,M,2012,SK,34.0,
THS,EMP,Y15-44,M,2012,FI,30.0,
THS,EMP,Y15-44,M,2012,SE,58.5,
THS,EMP,Y15-44,M,2012,EEA,3506.8,e
THS,EMP,Y15-44,M,2012,IS,1.3,u
THS,EMP,Y15-44,M,2012,NO,87.2,
THS,EMP,Y15-44,M,2012,UK,844.1,
THS,EMP,Y15-44,T,2012,EU27_2007,7522.8,e
THS,EMP,Y15-44,T,2012,BE,219.8,
THS,EMP,Y15-44,T,2012,BG,62.9,
THS,EMP,Y15-44,T,2012,CZ,86.5,
THS,EMP,Y15-44,T,2012,DK,156.9,
THS,EMP,Y15-44,T,2012,DE,1519.2,
THS,EMP,Y15-44,T,2012,EE,11.6,u
THS,EMP,Y15-44,T,2012,EL,43.5,u
THS,EMP,Y15-44,T,2012,ES,670.1,
THS,EMP,Y15-44,T,2012,FR,799.2,
THS,EMP,Y15-44,T,2012,IT,351.7,
THS,EMP,Y15-44,T,2012,CY,7.4,u
THS,EMP,Y15-44,T,2012,LV,21.7,
THS,EMP,Y15-44,T,2012,LT,43.6,
THS,EMP,Y15-44,T,2012,LU,6.8,u
THS,EMP,Y15-44,T,2012,HU,159.9,
THS,EMP,Y15-44,T,2012,NL,402.3,
THS,EMP,Y15-44,T,2012,AT,78.4,
THS,EMP,Y15-44,T,2012,PL,499.5,
THS,EMP,Y15-44,T,2012,PT,63.2,
THS,EMP,Y15-44,T,2012,RO,105.4,
THS,EMP,Y15-44,T,2012,SI,27.8,
THS,EMP,Y15-44,T,2012,SK,51.7,
THS,EMP,Y15-44,T,2012,FI,82.3,
THS,EMP,Y15-44,T,2012,SE,168.7,
THS,EMP,Y15-44,T,2012,EEA,7759.4,e
THS,EMP,Y15-44,T,2012,IS,4.5,u
THS,EMP,Y15-44,T,2012,NO,232.0,
THS,EMP,Y15-44,T,2012,UK,1881.5,
THS,EMP,Y45-64,F,2012,EU27_2007,7696.3,e
THS,EMP,Y45-64,F,2012,BE,214.2,
THS,EMP,Y45-64,F,2012,BG,97.6,
THS,EMP,Y45-64,F,2012,CZ,116.7,
THS,EMP,Y45-64,F,2012,DK,129.2,
THS,EMP,Y45-64,F,2012,DE,1435.7,
THS,EMP,Y45-64,F,2012,EE,23.2,
THS,EMP,Y45-64,F,2012,EL,69.4,
THS,EMP,Y45-64,F,2012,ES,807.9,
THS,EMP,Y45-64,F,2012,FR,879.7,
THS,EMP,Y45-64,F,2012,IT,268.0,
THS,EMP,Y45-64,F,2012,CY,9.3,
THS,EMP,Y45-64,F,2012,LV,42.8,
THS,EMP,Y45-64,F,2012,LT,73.4,
THS,EMP,Y45-64,F,2012,LU,6.1,
THS,EMP,Y45-64,F,2012,HU,231.9,
THS,EMP,Y45-64,F,2012,NL,383.1,
THS,EMP,Y45-64,F,2012,AT,82.6,
THS,EMP,Y45-64,F,2012,PL,664.9,
THS,EMP,Y45-64,F,2012,PT,128.8,
THS,EMP,Y45-64,F,2012,RO,280.5,
THS,EMP,Y45-64,F,2012,SI,18.1,
THS,EMP,Y45-64,F,2012,SK,58.3,
THS,EMP,Y45-64,F,2012,FI,112.1,
THS,EMP,Y45-64,F,2012,SE,167.3,
THS,EMP,Y45-64,F,2012,EEA,7849.9,e
THS,EMP,Y45-64,F,2012,IS,7.3,
THS,EMP,Y45-64,F,2012,NO,146.3,
THS,EMP,Y45-64,F,2012,UK,1395.1,
THS,EMP,Y45-64,M,2012,EU27_2007,6413.6,e
THS,EMP,Y45-64,M,2012,BE,110.4,
THS,EMP,Y45-64,M,2012,BG,104.6,
THS,EMP,Y45-64,M,2012,CZ,91.2,
THS,EMP,Y45-64,M,2012,DK,103.0,
THS,EMP,Y45-64,M,2012,DE,1195.9,
THS,EMP,Y45-64,M,2012,EE,19.2,
THS,EMP,Y45-64,M,2012,EL,65.8,
THS,EMP,Y45-64,M,2012,ES,663.1,
THS,EMP,Y45-64,M,2012,FR,646.4,
THS,EMP,Y45-64,M,2012,IT,176.5,
THS,EMP,Y45-64,M,2012,CY,9.0,
THS,EMP,Y45-64,M,2012,LV,35.5,
THS,EMP,Y45-64,M,2012,LT,62.0,
THS,EMP,Y45-64,M,2012,LU,6.0,
THS,EMP,Y45-64,M,2012,HU,216.0,
THS,EMP,Y45-64,M,2012,NL,235.9,
THS,EMP,Y45-64,M,2012,AT,79.0,
THS,EMP,Y45-64,M,2012,PL,697.1,
THS,EMP,Y45-64,M,2012,PT,131.4,
THS,EMP,Y45-64,M,2012,RO,237.9,
THS,EMP,Y45-64,M,2012,SI,22.0,
THS,EMP,Y45-64,M,2012,SK,63.9,
THS,EMP,Y45-64,M,2012,FI,96.1,
THS,EMP,Y45-64,M,2012,SE,79.6,
THS,EMP,Y45-64,M,2012,EEA,6501.9,e
THS,EMP,Y45-64,M,2012,IS,3.0,
THS,EMP,Y45-64,M,2012,NO,85.3,
THS,EMP,Y45-64,M,2012,UK,1264.6,
THS,EMP,Y45-64,T,2012,EU27_2007,14109.9,e
THS,EMP,Y45-64,T,2012,BE,324.6,
THS,EMP,Y45-64,T,2012,BG,202.3,
THS,EMP,Y45-64,T,2012,CZ,208.0,
THS,EMP,Y45-64,T,2012,DK,232.2,
THS,EMP,Y45-64,T,2012,DE,2631.6,
THS,EMP,Y45-64,T,2012,EE,42.4,
THS,EMP,Y45-64,T,2012,EL,135.2,
THS,EMP,Y45-64,T,2012,ES,1471.0,
THS,EMP,Y45-64,T,2012,FR,1526.1,
THS,EMP,Y45-64,T,2012,IT,444.5,
THS,EMP,Y45-64,T,2012,CY,18.3,
THS,EMP,Y45-64,T,2012,LV,78.3,
THS,EMP,Y45-64,T,2012,LT,135.4,
THS,EMP,Y45-64,T,2012,LU,12.2,
THS,EMP,Y45-64,T,2012,HU,447.9,
THS,EMP,Y45-64,T,2012,NL,619.1,
THS,EMP,Y45-64,T,2012,AT,161.6,
THS,EMP,Y45-64,T,2012,PL,1362.0,
THS,EMP,Y45-64,T,2012,PT,260.2,
THS,EMP,Y45-64,T,2012,RO,518.5,
THS,EMP,Y45-64,T,2012,SI,40.1,
THS,EMP,Y45-64,T,2012,SK,122.1,
THS,EMP,Y45-64,T,2012,FI,208.3,
THS,EMP,Y45-64,T,2012,SE,246.9,
THS,EMP,Y45-64,T,2012,EEA,14351.8,e
THS,EMP,Y45-64,T,2012,IS,10.3,
THS,EMP,Y45-64,T,2012,NO,231.6,
THS,EMP,Y45-64,T,2012,UK,2659.7,
THS,EMP,Y_GE15,F,2012,EU27_2007,16006.8,e
THS,EMP,Y_GE15,F,2012,BE,425.6,
THS,EMP,Y_GE15,F,2012,BG,183.8,
THS,EMP,Y_GE15,F,2012,CZ,263.6,
THS,EMP,Y_GE15,F,2012,DK,272.9,
THS,EMP,Y_GE15,F,2012,DE,3278.5,
THS,EMP,Y_GE15,F,2012,EE,31.0,
THS,EMP,Y_GE15,F,2012,EL,167.2,
THS,EMP,Y_GE15,F,2012,ES,1483.5,
THS,EMP,Y_GE15,F,2012,FR,1358.9,
THS,EMP,Y_GE15,F,2012,IT,865.5,
THS,EMP,Y_GE15,F,2012,CY,18.1,
THS,EMP,Y_GE15,F,2012,LV,101.1,
THS,EMP,Y_GE15,F,2012,LT,142.3,
THS,EMP,Y_GE15,F,2012,LU,11.9,
THS,EMP,Y_GE15,F,2012,HU,472.0,
THS,EMP,Y_GE15,F,2012,MT,0.5,u
THS,EMP,Y_GE15,F,2012,NL,720.7,
THS,EMP,Y_GE15,F,2012,AT,230.2,
THS,EMP,Y_GE15,F,2012,PL,1407.3,
THS,EMP,Y_GE15,F,2012,PT,254.0,
THS,EMP,Y_GE15,F,2012,RO,550.8,
THS,EMP,Y_GE15,F,2012,SI,34.0,
THS,EMP,Y_GE15,F,2012,SK,76.9,
THS,EMP,Y_GE15,F,2012,FI,191.4,
THS,EMP,Y_GE15,F,2012,SE,355.9,
THS,EMP,Y_GE15,F,2012,EEA,16359.4,e
THS,EMP,Y_GE15,F,2012,IS,11.6,
THS,EMP,Y_GE15,F,2012,NO,340.9,
THS,EMP,Y_GE15,F,2012,UK,3109.2,
THS,EMP,Y_GE15,M,2012,EU27_2007,12166.3,e
THS,EMP,Y_GE15,M,2012,BE,262.6,
THS,EMP,Y_GE15,M,2012,BG,180.9,
THS,EMP,Y_GE15,M,2012,CZ,182.9,
THS,EMP,Y_GE15,M,2012,DK,200.1,
THS,EMP,Y_GE15,M,2012,DE,2322.9,
THS,EMP,Y_GE15,M,2012,EE,24.6,
THS,EMP,Y_GE15,M,2012,EL,143.3,
THS,EMP,Y_GE15,M,2012,ES,1189.6,
THS,EMP,Y_GE15,M,2012,FR,1040.2,
THS,EMP,Y_GE15,M,2012,IT,625.2,
THS,EMP,Y_GE15,M,2012,CY,16.6,
THS,EMP,Y_GE15,M,2012,LV,66.2,
THS,EMP,Y_GE15,M,2012,LT,105.3,
THS,EMP,Y_GE15,M,2012,LU,11.3,
THS,EMP,Y_GE15,M,2012,HU,406.8,
THS,EMP,Y_GE15,M,2012,MT,2.3,u
THS,EMP,Y_GE15,M,2012,NL,408.5,
THS,EMP,Y_GE15,M,2012,AT,191.2,
THS,EMP,Y_GE15,M,2012,PL,1116.5,
THS,EMP,Y_GE15,M,2012,PT,211.9,
THS,EMP,Y_GE15,M,2012,RO,484.4,
THS,EMP,Y_GE15,M,2012,SI,41.2,
THS,EMP,Y_GE15,M,2012,SK,97.8,
