unit,barrier,age,sex,time,geo,v,flag
THS,ACS_BLD,Y_GE15,M,2012,NL,224.1,
THS,ACS_BLD,Y_GE15,M,2012,AT,142.3,
THS,ACS_BLD,Y_GE15,M,2012,PL,740.5,
THS,ACS_BLD,Y_GE15,M,2012,PT,176.3,
THS,ACS_BLD,Y_GE15,M,2012,RO,722.0,
THS,ACS_BLD,Y_GE15,M,2012,SI,47.1,
THS,ACS_BLD,Y_GE15,M,2012,SK,92.8,
THS,ACS_BLD,Y_GE15,M,2012,FI,68.9,
THS,ACS_BLD,Y_GE15,M,2012,SE,85.0,
THS,ACS_BLD,Y_GE15,M,2012,EEA,10467.3,e
THS,ACS_BLD,Y_GE15,M,2012,IS,1.4,
THS,ACS_BLD,Y_GE15,M,2012,NO,87.0,
THS,ACS_BLD,Y_GE15,M,2012,UK,2077.9,
THS,ACS_BLD,Y_GE15,T,2012,EU27_2007,27002.7,e
THS,ACS_BLD,Y_GE15,T,2012,BE,485.0,
THS,ACS_BLD,Y_GE15,T,2012,BG,454.6,
THS,ACS_BLD,Y_GE15,T,2012,CZ,515.2,
THS,ACS_BLD,Y_GE15,T,2012,DK,309.6,
THS,ACS_BLD,Y_GE15,T,2012,DE,4931.9,
THS,ACS_BLD,Y_GE15,T,2012,EE,65.0,
THS,ACS_BLD,Y_GE15,T,2012,EL,689.2,
THS,ACS_BLD,Y_GE15,T,2012,ES,2283.2,
THS,ACS_BLD,Y_GE15,T,2012,FR,2146.2,
THS,ACS_BLD,Y_GE15,T,2012,IT,3159.3,
THS,ACS_BLD,Y_GE15,T,2012,CY,33.9,
THS,ACS_BLD,Y_GE15,T,2012,LV,99.9,
THS,ACS_BLD,Y_GE15,T,2012,LT,200.9,
THS,ACS_BLD,Y_GE15,T,2012,LU,18.0,
THS,ACS_BLD,Y_GE15,T,2012,HU,926.0,
THS,ACS_BLD,Y_GE15,T,2012,MT,14.5,
THS,ACS_BLD,Y_GE15,T,2012,NL,606.6,
THS,ACS_BLD,Y_GE15,T,2012,AT,321.7,
THS,ACS_BLD,Y_GE15,T,2012,PL,2235.5,
THS,ACS_BLD,Y_GE15,T,2012,PT,436.5,
THS,ACS_BLD,Y_GE15,T,2012,RO,1676.3,
THS,ACS_BLD,Y_GE15,T,2012,SI,131.3,
THS,ACS_BLD,Y_GE15,T,2012,SK,226.3,
THS,ACS_BLD,Y_GE15,T,2012,FI,194.1,
THS,ACS_BLD,Y_GE15,T,2012,SE,215.2,
THS,ACS_BLD,Y_GE15,T,2012,EEA,27230.8,e
THS,ACS_BLD,Y_GE15,T,2012,IS,5.9,
THS,ACS_BLD,Y_GE15,T,2012,NO,222.3,
THS,ACS_BLD,Y_GE15,T,2012,UK,4626.6,
THS,ACS_BLD,Y_GE65,F,2012,EU27_2007,10085.7,e
THS,ACS_BLD,Y_GE65,F,2012,BE,120.6,
THS,ACS_BLD,Y_GE65,F,2012,BG,210.9,
THS,ACS_BLD,Y_GE65,F,2012,CZ,247.9,
THS,ACS_BLD,Y_GE65,F,2012,DK,78.4,
THS,ACS_BLD,Y_GE65,F,2012,DE,1802.2,
THS,ACS_BLD,Y_GE65,F,2012,EE,31.8,
THS,ACS_BLD,Y_GE65,F,2012,EL,383.8,
THS,ACS_BLD,Y_GE65,F,2012,ES,1008.2,
THS,ACS_BLD,Y_GE65,F,2012,FR,667.9,
THS,ACS_BLD,Y_GE65,F,2012,IT,1787.1,
THS,ACS_BLD,Y_GE65,F,2012,CY,14.3,
THS,ACS_BLD,Y_GE65,F,2012,LV,59.4,
THS,ACS_BLD,Y_GE65,F,2012,LT,102.0,
THS,ACS_BLD,Y_GE65,F,2012,LU,5.2,
THS,ACS_BLD,Y_GE65,F,2012,HU,408.7,
THS,ACS_BLD,Y_GE65,F,2012,MT,4.7,
THS,ACS_BLD,Y_GE65,F,2012,NL,122.4,
THS,ACS_BLD,Y_GE65,F,2012,AT,116.8,
THS,ACS_BLD,Y_GE65,F,2012,PL,1026.7,
THS,ACS_BLD,Y_GE65,F,2012,PT,181.6,
THS,ACS_BLD,Y_GE65,F,2012,RO,666.5,
THS,ACS_BLD,Y_GE65,F,2012,SI,59.2,
THS,ACS_BLD,Y_GE65,F,2012,SK,65.3,
THS,ACS_BLD,Y_GE65,F,2012,FI,65.9,
THS,ACS_BLD,Y_GE65,F,2012,SE,39.0,
THS,ACS_BLD,Y_GE65,F,2012,EEA,10128.6,e
THS,ACS_BLD,Y_GE65,F,2012,IS,1.8,u
THS,ACS_BLD,Y_GE65,F,2012,NO,41.1,
THS,ACS_BLD,Y_GE65,F,2012,UK,809.1,
THS,ACS_BLD,Y_GE65,M,2012,EU27_2007,4766.7,e
THS,ACS_BLD,Y_GE65,M,2012,BE,50.0,
THS,ACS_BLD,Y_GE65,M,2012,BG,101.3,
THS,ACS_BLD,Y_GE65,M,2012,CZ,136.9,
THS,ACS_BLD,Y_GE65,M,2012,DK,41.8,
THS,ACS_BLD,Y_GE65,M,2012,DE,778.0,
THS,ACS_BLD,Y_GE65,M,2012,EE,5.9,
THS,ACS_BLD,Y_GE65,M,2012,EL,158.2,
THS,ACS_BLD,Y_GE65,M,2012,ES,439.5,
THS,ACS_BLD,Y_GE65,M,2012,FR,401.7,
THS,ACS_BLD,Y_GE65,M,2012,IT,830.6,
THS,ACS_BLD,Y_GE65,M,2012,CY,9.7,
THS,ACS_BLD,Y_GE65,M,2012,LV,18.3,
THS,ACS_BLD,Y_GE65,M,2012,LT,36.1,
THS,ACS_BLD,Y_GE65,M,2012,LU,2.7,
THS,ACS_BLD,Y_GE65,M,2012,HU,144.8,
THS,ACS_BLD,Y_GE65,M,2012,MT,3.1,
THS,ACS_BLD,Y_GE65,M,2012,NL,86.2,
THS,ACS_BLD,Y_GE65,M,2012,AT,63.3,
THS,ACS_BLD,Y_GE65,M,2012,PL,314.7,
THS,ACS_BLD,Y_GE65,M,2012,PT,118.4,
THS,ACS_BLD,Y_GE65,M,2012,RO,451.2,
THS,ACS_BLD,Y_GE65,M,2012,SI,20.5,
THS,ACS_BLD,Y_GE65,M,2012,SK,25.3,
THS,ACS_BLD,Y_GE65,M,2012,FI,30.5,
THS,ACS_BLD,Y_GE65,M,2012,SE,30.8,
THS,ACS_BLD,Y_GE65,M,2012,EEA,4788.1,e
THS,ACS_BLD,Y_GE65,M,2012,IS,0.6,u
THS,ACS_BLD,Y_GE65,M,2012,NO,20.8,
THS,ACS_BLD,Y_GE65,M,2012,UK,467.2,
THS,ACS_BLD,Y_GE65,T,2012,EU27_2007,14852.4,e
THS,ACS_BLD,Y_GE65,T,2012,BE,170.7,
THS,ACS_BLD,Y_GE65,T,2012,BG,312.2,
THS,ACS_BLD,Y_GE65,T,2012,CZ,384.8,
THS,ACS_BLD,Y_GE65,T,2012,DK,120.2,
THS,ACS_BLD,Y_GE65,T,2012,DE,2580.3,
THS,ACS_BLD,Y_GE65,T,2012,EE,37.8,
THS,ACS_BLD,Y_GE65,T,2012,EL,542.0,
THS,ACS_BLD,Y_GE65,T,2012,ES,1447.7,
THS,ACS_BLD,Y_GE65,T,2012,FR,1069.6,
THS,ACS_BLD,Y_GE65,T,2012,IT,2617.8,
THS,ACS_BLD,Y_GE65,T,2012,CY,24.1,
THS,ACS_BLD,Y_GE65,T,2012,LV,77.7,
THS,ACS_BLD,Y_GE65,T,2012,LT,138.1,
THS,ACS_BLD,Y_GE65,T,2012,LU,7.9,
THS,ACS_BLD,Y_GE65,T,2012,HU,553.4,
THS,ACS_BLD,Y_GE65,T,2012,MT,7.8,
THS,ACS_BLD,Y_GE65,T,2012,NL,208.6,
THS,ACS_BLD,Y_GE65,T,2012,AT,180.1,
THS,ACS_BLD,Y_GE65,T,2012,PL,1341.4,
THS,ACS_BLD,Y_GE65,T,2012,PT,300.0,
THS,ACS_BLD,Y_GE65,T,2012,RO,1117.7,
THS,ACS_BLD,Y_GE65,T,2012,SI,79.7,
THS,ACS_BLD,Y_GE65,T,2012,SK,90.6,
THS,ACS_BLD,Y_GE65,T,2012,FI,96.3,
THS,ACS_BLD,Y_GE65,T,2012,SE,69.7,
THS,ACS_BLD,Y_GE65,T,2012,EEA,14916.8,e
THS,ACS_BLD,Y_GE65,T,2012,IS,2.4,u
THS,ACS_BLD,Y_GE65,T,2012,NO,61.9,
THS,ACS_BLD,Y_GE65,T,2012,UK,1276.3,
THS,EDUC_TNG,Y15-44,F,2012,EU27_2007,2603.6,e
THS,EDUC_TNG,Y15-44,F,2012,BE,66.9,
THS,EDUC_TNG,Y15-44,F,2012,BG,16.4,u
THS,EDUC_TNG,Y15-44,F,2012,CZ,25.3,u
THS,EDUC_TNG,Y15-44,F,2012,DK,58.3,
THS,EDUC_TNG,Y15-44,F,2012,DE,657.9,
THS,EDUC_TNG,Y15-44,F,2012,ES,252.6,
THS,EDUC_TNG,Y15-44,F,2012,FR,306.9,
THS,EDUC_TNG,Y15-44,F,2012,IT,117.0,u
THS,EDUC_TNG,Y15-44,F,2012,LV,5.3,
THS,EDUC_TNG,Y15-44,F,2012,LT,11.5,
THS,EDUC_TNG,Y15-44,F,2012,LU,2.2,u
THS,EDUC_TNG,Y15-44,F,2012,HU,29.3,
THS,EDUC_TNG,Y15-44,F,2012,NL,136.5,
THS,EDUC_TNG,Y15-44,F,2012,AT,21.1,u
THS,EDUC_TNG,Y15-44,F,2012,PL,134.3,
THS,EDUC_TNG,Y15-44,F,2012,PT,17.1,u
THS,EDUC_TNG,Y15-44,F,2012,RO,19.9,u
THS,EDUC_TNG,Y15-44,F,2012,SI,5.8,u
THS,EDUC_TNG,Y15-44,F,2012,SK,12.3,u
THS,EDUC_TNG,Y15-44,F,2012,FI,26.4,u
THS,EDUC_TNG,Y15-44,F,2012,SE,58.0,
THS,EDUC_TNG,Y15-44,F,2012,EEA,2673.9,e
THS,EDUC_TNG,Y15-44,F,2012,IS,2.1,u
THS,EDUC_TNG,Y15-44,F,2012,NO,68.2,
THS,EDUC_TNG,Y15-44,F,2012,UK,608.1,
THS,EDUC_TNG,Y15-44,M,2012,EU27_2007,1939.1,e
THS,EDUC_TNG,Y15-44,M,2012,BE,66.2,
THS,EDUC_TNG,Y15-44,M,2012,BG,13.3,u
THS,EDUC_TNG,Y15-44,M,2012,CZ,13.3,u
THS,EDUC_TNG,Y15-44,M,2012,DK,38.9,
THS,EDUC_TNG,Y15-44,M,2012,DE,500.6,
THS,EDUC_TNG,Y15-44,M,2012,ES,128.6,
THS,EDUC_TNG,Y15-44,M,2012,FR,227.3,
THS,EDUC_TNG,Y15-44,M,2012,IT,46.2,u
THS,EDUC_TNG,Y15-44,M,2012,LV,6.0,
THS,EDUC_TNG,Y15-44,M,2012,LT,10.7,
THS,EDUC_TNG,Y15-44,M,2012,LU,2.0,u
THS,EDUC_TNG,Y15-44,M,2012,HU,35.6,
THS,EDUC_TNG,Y15-44,M,2012,NL,69.3,
THS,EDUC_TNG,Y15-44,M,2012,AT,19.3,u
THS,EDUC_TNG,Y15-44,M,2012,PL,151.9,
THS,EDUC_TNG,Y15-44,M,2012,PT,8.4,u
THS,EDUC_TNG,Y15-44,M,2012,RO,45.3,u
THS,EDUC_TNG,Y15-44,M,2012,SI,5.7,u
THS,EDUC_TNG,Y15-44,M,2012,SK,21.1,u
THS,EDUC_TNG,Y15-44,M,2012,FI,16.3,u
THS,EDUC_TNG,Y15-44,M,2012,SE,26.6,
THS,EDUC_TNG,Y15-44,M,2012,EEA,1983.2,e
THS,EDUC_TNG,Y15-44,M,2012,IS,1.2,u
THS,EDUC_TNG,Y15-44,M,2012,NO,42.9,
THS,EDUC_TNG,Y15-44,M,2012,UK,466.8,
THS,EDUC_TNG,Y15-44,T,2012,EU27_2007,4542.7,e
THS,EDUC_TNG,Y15-44,T,2012,BE,133.1,
THS,EDUC_TNG,Y15-44,T,2012,BG,29.8,u
THS,EDUC_TNG,Y15-44,T,2012,CZ,38.6,u
THS,EDUC_TNG,Y15-44,T,2012,DK,97.2,
THS,EDUC_TNG,Y15-44,T,2012,DE,1158.5,
THS,EDUC_TNG,Y15-44,T,2012,ES,381.3,
THS,EDUC_TNG,Y15-44,T,2012,FR,534.2,
THS,EDUC_TNG,Y15-44,T,2012,IT,163.2,u
THS,EDUC_TNG,Y15-44,T,2012,LV,11.3,
THS,EDUC_TNG,Y15-44,T,2012,LT,22.3,
THS,EDUC_TNG,Y15-44,T,2012,LU,4.2,u
THS,EDUC_TNG,Y15-44,T,2012,HU,65.0,
THS,EDUC_TNG,Y15-44,T,2012,NL,205.9,
THS,EDUC_TNG,Y15-44,T,2012,AT,40.4,u
THS,EDUC_TNG,Y15-44,T,2012,PL,286.2,
THS,EDUC_TNG,Y15-44,T,2012,PT,25.5,u
THS,EDUC_TNG,Y15-44,T,2012,RO,65.2,u
THS,EDUC_TNG,Y15-44,T,2012,SI,11.5,u
THS,EDUC_TNG,Y15-44,T,2012,SK,33.3,u
THS,EDUC_TNG,Y15-44,T,2012,FI,42.7,u
THS,EDUC_TNG,Y15-44,T,2012,SE,84.5,
THS,EDUC_TNG,Y15-44,T,2012,EEA,4657.2,e
THS,EDUC_TNG,Y15-44,T,2012,IS,3.4,u
THS,EDUC_TNG,Y15-44,T,2012,NO,111.1,
THS,EDUC_TNG,Y15-44,T,2012,UK,1074.9,
THS,EDUC_TNG,Y45-64,F,2012,EU27_2007,4649.9,e
THS,EDUC_TNG,Y45-64,F,2012,BE,130.7,
THS,EDUC_TNG,Y45-64,F,2012,BG,21.3,
THS,EDUC_TNG,Y45-64,F,2012,CZ,25.7,u
THS,EDUC_TNG,Y45-64,F,2012,DK,88.3,
THS,EDUC_TNG,Y45-64,F,2012,DE,1125.3,
THS,EDUC_TNG,Y45-64,F,2012,EE,9.5,
THS,EDUC_TNG,Y45-64,F,2012,EL,23.1,u
THS,EDUC_TNG,Y45-64,F,2012,ES,505.0,
THS,EDUC_TNG,Y45-64,F,2012,FR,631.9,
THS,EDUC_TNG,Y45-64,F,2012,IT,92.6,u
THS,EDUC_TNG,Y45-64,F,2012,CY,3.9,u
THS,EDUC_TNG,Y45-64,F,2012,LV,12.7,
THS,EDUC_TNG,Y45-64,F,2012,LT,33.2,
THS,EDUC_TNG,Y45-64,F,2012,LU,5.1,
THS,EDUC_TNG,Y45-64,F,2012,HU,74.8,
THS,EDUC_TNG,Y45-64,F,2012,MT,1.2,u
THS,EDUC_TNG,Y45-64,F,2012,NL,206.8,
THS,EDUC_TNG,Y45-64,F,2012,AT,50.4,
THS,EDUC_TNG,Y45-64,F,2012,PL,302.1,
THS,EDUC_TNG,Y45-64,F,2012,PT,36.6,
THS,EDUC_TNG,Y45-64,F,2012,RO,99.6,
THS,EDUC_TNG,Y45-64,F,2012,SI,12.6,
