unit,lev_limit,lev_satis,age,sex,geo\time,i,v,flag
PC_POP,NONE,GOOD,Y_GE65,M,ES,2007,69.6,
PC_POP,NONE,GOOD,Y_GE65,M,EU27_2007,2012,49.2,
PC_POP,NONE,GOOD,Y_GE65,M,EU27_2007,2007,47.0,
PC_POP,NONE,GOOD,Y_GE65,M,EU28,2012,49.4,
PC_POP,NONE,GOOD,Y_GE65,M,FI,2012,55.2,
PC_POP,NONE,GOOD,Y_GE65,M,FI,2007,51.1,
PC_POP,NONE,GOOD,Y_GE65,M,FR,2012,34.2,
PC_POP,NONE,GOOD,Y_GE65,M,FR,2007,49.2,
PC_POP,NONE,GOOD,Y_GE65,M,HR,2012,74.4,
PC_POP,NONE,GOOD,Y_GE65,M,HU,2012,74.4,
PC_POP,NONE,GOOD,Y_GE65,M,HU,2007,50.2,
PC_POP,NONE,GOOD,Y_GE65,M,IE,2012,38.5,
PC_POP,NONE,GOOD,Y_GE65,M,IE,2007,36.1,
PC_POP,NONE,GOOD,Y_GE65,M,IS,2012,38.7,
PC_POP,NONE,GOOD,Y_GE65,M,IS,2007,19.3,
PC_POP,NONE,GOOD,Y_GE65,M,IT,2012,71.2,
PC_POP,NONE,GOOD,Y_GE65,M,IT,2007,71.6,
PC_POP,NONE,GOOD,Y_GE65,M,LT,2012,82.0,
PC_POP,NONE,GOOD,Y_GE65,M,LT,2007,63.6,
PC_POP,NONE,GOOD,Y_GE65,M,LU,2012,31.7,
PC_POP,NONE,GOOD,Y_GE65,M,LU,2007,33.1,
PC_POP,NONE,GOOD,Y_GE65,M,LV,2012,71.4,
PC_POP,NONE,GOOD,Y_GE65,M,LV,2007,66.5,
PC_POP,NONE,GOOD,Y_GE65,M,MT,2012,59.0,
PC_POP,NONE,GOOD,Y_GE65,M,MT,2007,73.8,
PC_POP,NONE,GOOD,Y_GE65,M,NL,2012,22.2,
PC_POP,NONE,GOOD,Y_GE65,M,NL,2007,22.0,
PC_POP,NONE,GOOD,Y_GE65,M,NO,2012,45.6,
PC_POP,NONE,GOOD,Y_GE65,M,NO,2007,43.2,
PC_POP,NONE,GOOD,Y_GE65,M,PL,2012,68.3,
PC_POP,NONE,GOOD,Y_GE65,M,PL,2007,70.7,
PC_POP,NONE,GOOD,Y_GE65,M,PT,2012,71.5,
PC_POP,NONE,GOOD,Y_GE65,M,PT,2007,69.3,
PC_POP,NONE,GOOD,Y_GE65,M,RO,2012,89.7,
PC_POP,NONE,GOOD,Y_GE65,M,RO,2007,22.0,
PC_POP,NONE,GOOD,Y_GE65,M,SE,2012,33.1,
PC_POP,NONE,GOOD,Y_GE65,M,SE,2007,38.1,
PC_POP,NONE,GOOD,Y_GE65,M,SI,2012,51.7,
PC_POP,NONE,GOOD,Y_GE65,M,SI,2007,53.7,
PC_POP,NONE,GOOD,Y_GE65,M,SK,2012,71.5,
PC_POP,NONE,GOOD,Y_GE65,M,SK,2007,75.1,
PC_POP,NONE,GOOD,Y_GE65,M,TR,2007,60.5,
PC_POP,NONE,GOOD,Y_GE65,M,UK,2012,26.1,
PC_POP,NONE,GOOD,Y_GE65,M,UK,2007,21.4,
PC_POP,NONE,GOOD,Y_GE65,T,AT,2012,35.5,
PC_POP,NONE,GOOD,Y_GE65,T,AT,2007,43.1,
PC_POP,NONE,GOOD,Y_GE65,T,BE,2012,49.2,
PC_POP,NONE,GOOD,Y_GE65,T,BE,2007,48.6,
PC_POP,NONE,GOOD,Y_GE65,T,BG,2012,84.6,
PC_POP,NONE,GOOD,Y_GE65,T,BG,2007,68.6,
PC_POP,NONE,GOOD,Y_GE65,T,CH,2012,33.4,
PC_POP,NONE,GOOD,Y_GE65,T,CH,2007,29.7,
PC_POP,NONE,GOOD,Y_GE65,T,CY,2012,66.4,
PC_POP,NONE,GOOD,Y_GE65,T,CY,2007,66.6,
PC_POP,NONE,GOOD,Y_GE65,T,CZ,2012,70.6,u
PC_POP,NONE,GOOD,Y_GE65,T,CZ,2007,75.4,
PC_POP,NONE,GOOD,Y_GE65,T,DE,2012,46.3,
PC_POP,NONE,GOOD,Y_GE65,T,DE,2007,30.9,
PC_POP,NONE,GOOD,Y_GE65,T,DK,2012,22.1,
PC_POP,NONE,GOOD,Y_GE65,T,DK,2007,20.1,
PC_POP,NONE,GOOD,Y_GE65,T,EE,2012,75.4,
PC_POP,NONE,GOOD,Y_GE65,T,EE,2007,68.3,
PC_POP,NONE,GOOD,Y_GE65,T,EL,2012,74.0,
PC_POP,NONE,GOOD,Y_GE65,T,EL,2007,70.4,
PC_POP,NONE,GOOD,Y_GE65,T,ES,2012,57.6,
PC_POP,NONE,GOOD,Y_GE65,T,ES,2007,68.7,
PC_POP,NONE,GOOD,Y_GE65,T,EU27_2007,2012,49.0,
PC_POP,NONE,GOOD,Y_GE65,T,EU27_2007,2007,47.3,
PC_POP,NONE,GOOD,Y_GE65,T,EU28,2012,49.1,
PC_POP,NONE,GOOD,Y_GE65,T,FI,2012,54.1,
PC_POP,NONE,GOOD,Y_GE65,T,FI,2007,46.1,
PC_POP,NONE,GOOD,Y_GE65,T,FR,2012,33.1,
PC_POP,NONE,GOOD,Y_GE65,T,FR,2007,52.6,
PC_POP,NONE,GOOD,Y_GE65,T,HR,2012,71.7,
PC_POP,NONE,GOOD,Y_GE65,T,HU,2012,72.6,
PC_POP,NONE,GOOD,Y_GE65,T,HU,2007,52.1,
PC_POP,NONE,GOOD,Y_GE65,T,IE,2012,37.2,
PC_POP,NONE,GOOD,Y_GE65,T,IE,2007,34.7,
PC_POP,NONE,GOOD,Y_GE65,T,IS,2012,39.6,
PC_POP,NONE,GOOD,Y_GE65,T,IS,2007,20.0,
PC_POP,NONE,GOOD,Y_GE65,T,IT,2012,71.7,
PC_POP,NONE,GOOD,Y_GE65,T,IT,2007,72.5,
PC_POP,NONE,GOOD,Y_GE65,T,LT,2012,82.8,
PC_POP,NONE,GOOD,Y_GE65,T,LT,2007,66.2,
PC_POP,NONE,GOOD,Y_GE65,T,LU,2012,33.0,
PC_POP,NONE,GOOD,Y_GE65,T,LU,2007,30.2,
PC_POP,NONE,GOOD,Y_GE65,T,LV,2012,71.9,
PC_POP,NONE,GOOD,Y_GE65,T,LV,2007,67.9,
PC_POP,NONE,GOOD,Y_GE65,T,MT,2012,58.9,
PC_POP,NONE,GOOD,Y_GE65,T,MT,2007,73.1,
PC_POP,NONE,GOOD,Y_GE65,T,NL,2012,22.0,
PC_POP,NONE,GOOD,Y_GE65,T,NL,2007,21.7,
PC_POP,NONE,GOOD,Y_GE65,T,NO,2012,42.0,
PC_POP,NONE,GOOD,Y_GE65,T,NO,2007,40.6,
PC_POP,NONE,GOOD,Y_GE65,T,PL,2012,66.8,
PC_POP,NONE,GOOD,Y_GE65,T,PL,2007,71.3,
PC_POP,NONE,GOOD,Y_GE65,T,PT,2012,71.4,
PC_POP,NONE,GOOD,Y_GE65,T,PT,2007,67.5,
PC_POP,NONE,GOOD,Y_GE65,T,RO,2012,90.1,
PC_POP,NONE,GOOD,Y_GE65,T,RO,2007,21.7,
PC_POP,NONE,GOOD,Y_GE65,T,SE,2012,29.5,
PC_POP,NONE,GOOD,Y_GE65,T,SE,2007,38.1,
PC_POP,NONE,GOOD,Y_GE65,T,SI,2012,53.9,
PC_POP,NONE,GOOD,Y_GE65,T,SI,2007,57.0,
PC_POP,NONE,GOOD,Y_GE65,T,SK,2012,74.2,
PC_POP,NONE,GOOD,Y_GE65,T,SK,2007,72.4,
PC_POP,NONE,GOOD,Y_GE65,T,TR,2007,60.0,
PC_POP,NONE,GOOD,Y_GE65,T,UK,2012,25.0,
PC_POP,NONE,GOOD,Y_GE65,T,UK,2007,21.9,
PC_POP,NONE,LOW,Y16-24,F,AT,2012,5.7,
PC_POP,NONE,LOW,Y16-24,F,AT,2007,8.8,
PC_POP,NONE,LOW,Y16-24,F,BE,2012,7.5,
PC_POP,NONE,LOW,Y16-24,F,BE,2007,5.6,
PC_POP,NONE,LOW,Y16-24,F,BG,2012,19.9,
PC_POP,NONE,LOW,Y16-24,F,BG,2007,22.5,
PC_POP,NONE,LOW,Y16-24,F,CH,2012,6.2,
PC_POP,NONE,LOW,Y16-24,F,CH,2007,2.6,
PC_POP,NONE,LOW,Y16-24,F,CY,2012,9.1,
PC_POP,NONE,LOW,Y16-24,F,CY,2007,11.1,
PC_POP,NONE,LOW,Y16-24,F,CZ,2012,7.2,u
PC_POP,NONE,LOW,Y16-24,F,CZ,2007,13.4,
PC_POP,NONE,LOW,Y16-24,F,DE,2012,3.0,
PC_POP,NONE,LOW,Y16-24,F,DE,2007,7.8,
PC_POP,NONE,LOW,Y16-24,F,DK,2012,9.9,
PC_POP,NONE,LOW,Y16-24,F,DK,2007,4.1,
PC_POP,NONE,LOW,Y16-24,F,EE,2012,18.1,
PC_POP,NONE,LOW,Y16-24,F,EE,2007,30.4,
PC_POP,NONE,LOW,Y16-24,F,EL,2012,13.7,
PC_POP,NONE,LOW,Y16-24,F,EL,2007,12.4,
PC_POP,NONE,LOW,Y16-24,F,ES,2012,8.4,
PC_POP,NONE,LOW,Y16-24,F,ES,2007,10.4,
PC_POP,NONE,LOW,Y16-24,F,EU27_2007,2012,7.8,
PC_POP,NONE,LOW,Y16-24,F,EU27_2007,2007,14.6,
PC_POP,NONE,LOW,Y16-24,F,EU28,2012,7.8,
PC_POP,NONE,LOW,Y16-24,F,FI,2012,6.9,
PC_POP,NONE,LOW,Y16-24,F,FI,2007,6.3,
PC_POP,NONE,LOW,Y16-24,F,FR,2012,5.5,
PC_POP,NONE,LOW,Y16-24,F,FR,2007,7.7,
PC_POP,NONE,LOW,Y16-24,F,HR,2012,11.8,
PC_POP,NONE,LOW,Y16-24,F,HU,2012,16.4,
PC_POP,NONE,LOW,Y16-24,F,HU,2007,27.3,
PC_POP,NONE,LOW,Y16-24,F,IE,2012,4.4,
PC_POP,NONE,LOW,Y16-24,F,IE,2007,13.8,
PC_POP,NONE,LOW,Y16-24,F,IS,2012,0.9,
PC_POP,NONE,LOW,Y16-24,F,IS,2007,3.5,
PC_POP,NONE,LOW,Y16-24,F,IT,2012,7.3,
PC_POP,NONE,LOW,Y16-24,F,IT,2007,15.9,
PC_POP,NONE,LOW,Y16-24,F,LT,2012,18.2,
PC_POP,NONE,LOW,Y16-24,F,LT,2007,32.1,
PC_POP,NONE,LOW,Y16-24,F,LU,2012,4.8,
PC_POP,NONE,LOW,Y16-24,F,LU,2007,4.6,
PC_POP,NONE,LOW,Y16-24,F,LV,2012,14.2,
PC_POP,NONE,LOW,Y16-24,F,LV,2007,22.2,
PC_POP,NONE,LOW,Y16-24,F,MT,2012,10.0,
PC_POP,NONE,LOW,Y16-24,F,MT,2007,9.7,
PC_POP,NONE,LOW,Y16-24,F,NL,2012,1.0,
PC_POP,NONE,LOW,Y16-24,F,NL,2007,3.6,
PC_POP,NONE,LOW,Y16-24,F,NO,2012,1.7,
PC_POP,NONE,LOW,Y16-24,F,NO,2007,2.0,
PC_POP,NONE,LOW,Y16-24,F,PL,2012,14.5,
PC_POP,NONE,LOW,Y16-24,F,PL,2007,16.7,
PC_POP,NONE,LOW,Y16-24,F,PT,2012,8.0,
PC_POP,NONE,LOW,Y16-24,F,PT,2007,12.3,
PC_POP,NONE,LOW,Y16-24,F,RO,2012,13.0,
PC_POP,NONE,LOW,Y16-24,F,RO,2007,71.4,
PC_POP,NONE,LOW,Y16-24,F,SE,2012,4.4,
PC_POP,NONE,LOW,Y16-24,F,SE,2007,6.1,
PC_POP,NONE,LOW,Y16-24,F,SI,2012,2.6,
PC_POP,NONE,LOW,Y16-24,F,SI,2007,8.9,
PC_POP,NONE,LOW,Y16-24,F,SK,2012,9.1,
PC_POP,NONE,LOW,Y16-24,F,SK,2007,23.7,
PC_POP,NONE,LOW,Y16-24,F,TR,2007,31.1,
PC_POP,NONE,LOW,Y16-24,F,UK,2012,5.7,
PC_POP,NONE,LOW,Y16-24,F,UK,2007,6.6,
PC_POP,NONE,LOW,Y16-24,M,AT,2012,5.2,
PC_POP,NONE,LOW,Y16-24,M,AT,2007,6.9,
PC_POP,NONE,LOW,Y16-24,M,BE,2012,2.9,
PC_POP,NONE,LOW,Y16-24,M,BE,2007,4.5,
PC_POP,NONE,LOW,Y16-24,M,BG,2012,19.2,
PC_POP,NONE,LOW,Y16-24,M,BG,2007,22.5,
PC_POP,NONE,LOW,Y16-24,M,CH,2012,4.0,
PC_POP,NONE,LOW,Y16-24,M,CH,2007,3.5,
PC_POP,NONE,LOW,Y16-24,M,CY,2012,7.8,
PC_POP,NONE,LOW,Y16-24,M,CY,2007,11.2,
PC_POP,NONE,LOW,Y16-24,M,CZ,2012,8.7,u
PC_POP,NONE,LOW,Y16-24,M,CZ,2007,15.0,
PC_POP,NONE,LOW,Y16-24,M,DE,2012,3.7,
PC_POP,NONE,LOW,Y16-24,M,DE,2007,7.0,
PC_POP,NONE,LOW,Y16-24,M,DK,2012,8.4,
PC_POP,NONE,LOW,Y16-24,M,DK,2007,7.6,
PC_POP,NONE,LOW,Y16-24,M,EE,2012,18.0,
PC_POP,NONE,LOW,Y16-24,M,EE,2007,28.6,
PC_POP,NONE,LOW,Y16-24,M,EL,2012,14.5,
PC_POP,NONE,LOW,Y16-24,M,EL,2007,12.5,
PC_POP,NONE,LOW,Y16-24,M,ES,2012,7.0,
PC_POP,NONE,LOW,Y16-24,M,ES,2007,9.4,
PC_POP,NONE,LOW,Y16-24,M,EU27_2007,2012,7.7,
PC_POP,NONE,LOW,Y16-24,M,EU27_2007,2007,13.9,
PC_POP,NONE,LOW,Y16-24,M,EU28,2012,7.7,
PC_POP,NONE,LOW,Y16-24,M,FI,2012,3.9,
PC_POP,NONE,LOW,Y16-24,M,FI,2007,3.1,
PC_POP,NONE,LOW,Y16-24,M,FR,2012,7.6,
PC_POP,NONE,LOW,Y16-24,M,FR,2007,7.4,
PC_POP,NONE,LOW,Y16-24,M,HR,2012,7.6,
PC_POP,NONE,LOW,Y16-24,M,HU,2012,18.1,
PC_POP,NONE,LOW,Y16-24,M,HU,2007,26.0,
PC_POP,NONE,LOW,Y16-24,M,IE,2012,8.1,
PC_POP,NONE,LOW,Y16-24,M,IE,2007,9.3,
PC_POP,NONE,LOW,Y16-24,M,IS,2012,0.9,
PC_POP,NONE,LOW,Y16-24,M,IS,2007,1.2,
PC_POP,NONE,LOW,Y16-24,M,IT,2012,7.4,
PC_POP,NONE,LOW,Y16-24,M,IT,2007,17.0,
PC_POP,NONE,LOW,Y16-24,M,LT,2012,19.2,
PC_POP,NONE,LOW,Y16-24,M,LT,2007,29.5,
PC_POP,NONE,LOW,Y16-24,M,LU,2012,2.4,
PC_POP,NONE,LOW,Y16-24,M,LU,2007,4.3,
PC_POP,NONE,LOW,Y16-24,M,LV,2012,10.0,
PC_POP,NONE,LOW,Y16-24,M,LV,2007,25.4,
PC_POP,NONE,LOW,Y16-24,M,MT,2012,8.9,
PC_POP,NONE,LOW,Y16-24,M,MT,2007,7.3,
PC_POP,NONE,LOW,Y16-24,M,NL,2012,3.0,
PC_POP,NONE,LOW,Y16-24,M,NL,2007,3.3,
PC_POP,NONE,LOW,Y16-24,M,NO,2012,1.3,
PC_POP,NONE,LOW,Y16-24,M,NO,2007,3.0,
PC_POP,NONE,LOW,Y16-24,M,PL,2012,14.4,
PC_POP,NONE,LOW,Y16-24,M,PL,2007,17.2,
PC_POP,NONE,LOW,Y16-24,M,PT,2012,7.5,
PC_POP,NONE,LOW,Y16-24,M,PT,2007,15.8,
PC_POP,NONE,LOW,Y16-24,M,RO,2012,10.7,
PC_POP,NONE,LOW,Y16-24,M,RO,2007,68.9,
PC_POP,NONE,LOW,Y16-24,M,SE,2012,4.0,
PC_POP,NONE,LOW,Y16-24,M,SE,2007,6.1,
PC_POP,NONE,LOW,Y16-24,M,SI,2012,3.7,
PC_POP,NONE,LOW,Y16-24,M,SI,2007,7.5,
PC_POP,NONE,LOW,Y16-24,M,SK,2012,8.2,
PC_POP,NONE,LOW,Y16-24,M,SK,2007,21.1,
PC_POP,NONE,LOW,Y16-24,M,TR,2007,28.7,
PC_POP,NONE,LOW,Y16-24,M,UK,2012,6.5,
PC_POP,NONE,LOW,Y16-24,M,UK,2007,4.8,
PC_POP,NONE,LOW,Y16-24,T,AT,2012,5.5,
PC_POP,NONE,LOW,Y16-24,T,AT,2007,7.8,
PC_POP,NONE,LOW,Y16-24,T,BE,2012,5.1,
PC_POP,NONE,LOW,Y16-24,T,BE,2007,5.0,
PC_POP,NONE,LOW,Y16-24,T,BG,2012,19.6,
PC_POP,NONE,LOW,Y16-24,T,BG,2007,22.5,
PC_POP,NONE,LOW,Y16-24,T,CH,2012,5.0,
PC_POP,NONE,LOW,Y16-24,T,CH,2007,3.1,
PC_POP,NONE,LOW,Y16-24,T,CY,2012,8.5,
PC_POP,NONE,LOW,Y16-24,T,CY,2007,11.1,
PC_POP,NONE,LOW,Y16-24,T,CZ,2012,7.9,u
PC_POP,NONE,LOW,Y16-24,T,CZ,2007,14.2,
PC_POP,NONE,LOW,Y16-24,T,DE,2012,3.4,
PC_POP,NONE,LOW,Y16-24,T,DE,2007,7.4,
PC_POP,NONE,LOW,Y16-24,T,DK,2012,9.2,
PC_POP,NONE,LOW,Y16-24,T,DK,2007,5.9,
PC_POP,NONE,LOW,Y16-24,T,EE,2012,18.0,
PC_POP,NONE,LOW,Y16-24,T,EE,2007,29.5,
PC_POP,NONE,LOW,Y16-24,T,EL,2012,14.1,
PC_POP,NONE,LOW,Y16-24,T,EL,2007,12.4,
PC_POP,NONE,LOW,Y16-24,T,ES,2012,7.7,
PC_POP,NONE,LOW,Y16-24,T,ES,2007,9.9,
PC_POP,NONE,LOW,Y16-24,T,EU27_2007,2012,7.7,
PC_POP,NONE,LOW,Y16-24,T,EU27_2007,2007,14.2,
PC_POP,NONE,LOW,Y16-24,T,EU28,2012,7.8,
PC_POP,NONE,LOW,Y16-24,T,FI,2012,5.4,
PC_POP,NONE,LOW,Y16-24,T,FI,2007,4.8,
PC_POP,NONE,LOW,Y16-24,T,FR,2012,6.6,
PC_POP,NONE,LOW,Y16-24,T,FR,2007,7.6,
PC_POP,NONE,LOW,Y16-24,T,HR,2012,9.7,
PC_POP,NONE,LOW,Y16-24,T,HU,2012,17.3,
PC_POP,NONE,LOW,Y16-24,T,HU,2007,26.6,
PC_POP,NONE,LOW,Y16-24,T,IE,2012,6.4,
PC_POP,NONE,LOW,Y16-24,T,IE,2007,11.4,
PC_POP,NONE,LOW,Y16-24,T,IS,2012,0.9,
PC_POP,NONE,LOW,Y16-24,T,IS,2007,2.3,
PC_POP,NONE,LOW,Y16-24,T,IT,2012,7.4,
PC_POP,NONE,LOW,Y16-24,T,IT,2007,16.5,
PC_POP,NONE,LOW,Y16-24,T,LT,2012,18.7,
PC_POP,NONE,LOW,Y16-24,T,LT,2007,30.8,
PC_POP,NONE,LOW,Y16-24,T,LU,2012,3.6,
PC_POP,NONE,LOW,Y16-24,T,LU,2007,4.4,
PC_POP,NONE,LOW,Y16-24,T,LV,2012,12.1,
PC_POP,NONE,LOW,Y16-24,T,LV,2007,23.8,
PC_POP,NONE,LOW,Y16-24,T,MT,2012,9.4,
PC_POP,NONE,LOW,Y16-24,T,MT,2007,8.5,
PC_POP,NONE,LOW,Y16-24,T,NL,2012,2.0,
PC_POP,NONE,LOW,Y16-24,T,NL,2007,3.4,
PC_POP,NONE,LOW,Y16-24,T,NO,2012,1.5,
PC_POP,NONE,LOW,Y16-24,T,NO,2007,2.5,
PC_POP,NONE,LOW,Y16-24,T,PL,2012,14.5,
PC_POP,NONE,LOW,Y16-24,T,PL,2007,17.0,
PC_POP,NONE,LOW,Y16-24,T,PT,2012,7.8,
PC_POP,NONE,LOW,Y16-24,T,PT,2007,14.1,
PC_POP,NONE,LOW,Y16-24,T,RO,2012,12.0,
PC_POP,NONE,LOW,Y16-24,T,RO,2007,70.1,
PC_POP,NONE,LOW,Y16-24,T,SE,2012,4.2,
PC_POP,NONE,LOW,Y16-24,T,SE,2007,6.1,
PC_POP,NONE,LOW,Y16-24,T,SI,2012,3.2,
PC_POP,NONE,LOW,Y16-24,T,SI,2007,8.2,
PC_POP,NONE,LOW,Y16-24,T,SK,2012,8.6,
PC_POP,NONE,LOW,Y16-24,T,SK,2007,22.4,
PC_POP,NONE,LOW,Y16-24,T,TR,2007,30.0,
PC_POP,NONE,LOW,Y16-24,T,UK,2012,6.1,
PC_POP,NONE,LOW,Y16-24,T,UK,2007,5.7,
PC_POP,NONE,LOW,Y16-29,F,AT,2012,7.6,
PC_POP,NONE,LOW,Y16-29,F,AT,2007,8.8,
PC_POP,NONE,LOW,Y16-29,F,BE,2012,5.6,
PC_POP,NONE,LOW,Y16-29,F,BE,2007,5.8,
PC_POP,NONE,LOW,Y16-29,F,BG,2012,20.8,
PC_POP,NONE,LOW,Y16-29,F,BG,2007,23.2,
PC_POP,NONE,LOW,Y16-29,F,CH,2012,6.6,
PC_POP,NONE,LOW,Y16-29,F,CH,2007,2.6,
PC_POP,NONE,LOW,Y16-29,F,CY,2012,8.2,
PC_POP,NONE,LOW,Y16-29,F,CY,2007,10.6,
PC_POP,NONE,LOW,Y16-29,F,CZ,2012,9.0,u
PC_POP,NONE,LOW,Y16-29,F,CZ,2007,12.2,
PC_POP,NONE,LOW,Y16-29,F,DE,2012,4.8,
PC_POP,NONE,LOW,Y16-29,F,DE,2007,7.9,
PC_POP,NONE,LOW,Y16-29,F,DK,2012,9.1,
PC_POP,NONE,LOW,Y16-29,F,DK,2007,5.2,
PC_POP,NONE,LOW,Y16-29,F,EE,2012,17.5,
PC_POP,NONE,LOW,Y16-29,F,EE,2007,29.9,
PC_POP,NONE,LOW,Y16-29,F,EL,2012,13.1,
PC_POP,NONE,LOW,Y16-29,F,EL,2007,11.3,
PC_POP,NONE,LOW,Y16-29,F,ES,2012,9.0,
PC_POP,NONE,LOW,Y16-29,F,ES,2007,11.8,
PC_POP,NONE,LOW,Y16-29,F,EU27_2007,2012,8.2,
PC_POP,NONE,LOW,Y16-29,F,EU27_2007,2007,14.5,
PC_POP,NONE,LOW,Y16-29,F,EU28,2012,8.2,
PC_POP,NONE,LOW,Y16-29,F,FI,2012,7.5,
PC_POP,NONE,LOW,Y16-29,F,FI,2007,6.6,
PC_POP,NONE,LOW,Y16-29,F,FR,2012,6.0,
PC_POP,NONE,LOW,Y16-29,F,FR,2007,8.5,
PC_POP,NONE,LOW,Y16-29,F,HR,2012,9.8,
PC_POP,NONE,LOW,Y16-29,F,HU,2012,16.3,
PC_POP,NONE,LOW,Y16-29,F,HU,2007,26.8,
PC_POP,NONE,LOW,Y16-29,F,IE,2012,4.9,
PC_POP,NONE,LOW,Y16-29,F,IE,2007,12.8,
PC_POP,NONE,LOW,Y16-29,F,IS,2012,2.5,
PC_POP,NONE,LOW,Y16-29,F,IS,2007,2.2,
PC_POP,NONE,LOW,Y16-29,F,IT,2012,8.2,
PC_POP,NONE,LOW,Y16-29,F,IT,2007,14.7,
PC_POP,NONE,LOW,Y16-29,F,LT,2012,16.4,
PC_POP,NONE,LOW,Y16-29,F,LT,2007,31.2,
PC_POP,NONE,LOW,Y16-29,F,LU,2012,5.0,
PC_POP,NONE,LOW,Y16-29,F,LU,2007,5.8,
PC_POP,NONE,LOW,Y16-29,F,LV,2012,12.5,
PC_POP,NONE,LOW,Y16-29,F,LV,2007,22.1,
PC_POP,NONE,LOW,Y16-29,F,MT,2012,8.1,
PC_POP,NONE,LOW,Y16-29,F,MT,2007,8.5,
PC_POP,NONE,LOW,Y16-29,F,NL,2012,3.0,
PC_POP,NONE,LOW,Y16-29,F,NL,2007,3.6,
PC_POP,NONE,LOW,Y16-29,F,NO,2012,2.6,
PC_POP,NONE,LOW,Y16-29,F,NO,2007,1.9,
PC_POP,NONE,LOW,Y16-29,F,PL,2012,14.0,
PC_POP,NONE,LOW,Y16-29,F,PL,2007,16.8,
PC_POP,NONE,LOW,Y16-29,F,PT,2012,8.0,
PC_POP,NONE,LOW,Y16-29,F,PT,2007,11.8,
PC_POP,NONE,LOW,Y16-29,F,RO,2012,12.6,
PC_POP,NONE,LOW,Y16-29,F,RO,2007,70.9,
PC_POP,NONE,LOW,Y16-29,F,SE,2012,5.7,
PC_POP,NONE,LOW,Y16-29,F,SE,2007,5.7,
PC_POP,NONE,LOW,Y16-29,F,SI,2012,3.9,
PC_POP,NONE,LOW,Y16-29,F,SI,2007,8.4,
PC_POP,NONE,LOW,Y16-29,F,SK,2012,8.7,
PC_POP,NONE,LOW,Y16-29,F,SK,2007,23.9,
PC_POP,NONE,LOW,Y16-29,F,TR,2007,30.0,
PC_POP,NONE,LOW,Y16-29,F,UK,2012,5.9,
PC_POP,NONE,LOW,Y16-29,F,UK,2007,6.1,
PC_POP,NONE,LOW,Y16-29,M,AT,2012,6.3,
PC_POP,NONE,LOW,Y16-29,M,AT,2007,7.8,
PC_POP,NONE,LOW,Y16-29,M,BE,2012,3.1,
PC_POP,NONE,LOW,Y16-29,M,BE,2007,4.8,
PC_POP,NONE,LOW,Y16-29,M,BG,2012,19.5,
PC_POP,NONE,LOW,Y16-29,M,BG,2007,24.2,
PC_POP,NONE,LOW,Y16-29,M,CH,2012,5.3,
PC_POP,NONE,LOW,Y16-29,M,CH,2007,3.4,
PC_POP,NONE,LOW,Y16-29,M,CY,2012,7.2,
PC_POP,NONE,LOW,Y16-29,M,CY,2007,11.8,
PC_POP,NONE,LOW,Y16-29,M,CZ,2012,8.0,u
PC_POP,NONE,LOW,Y16-29,M,CZ,2007,14.0,
PC_POP,NONE,LOW,Y16-29,M,DE,2012,4.3,
PC_POP,NONE,LOW,Y16-29,M,DE,2007,7.0,
PC_POP,NONE,LOW,Y16-29,M,DK,2012,8.6,
PC_POP,NONE,LOW,Y16-29,M,DK,2007,8.2,
PC_POP,NONE,LOW,Y16-29,M,EE,2012,18.4,
PC_POP,NONE,LOW,Y16-29,M,EE,2007,27.4,
PC_POP,NONE,LOW,Y16-29,M,EL,2012,13.1,
PC_POP,NONE,LOW,Y16-29,M,EL,2007,12.3,
PC_POP,NONE,LOW,Y16-29,M,ES,2012,8.1,
PC_POP,NONE,LOW,Y16-29,M,ES,2007,9.4,
PC_POP,NONE,LOW,Y16-29,M,EU27_2007,2012,7.7,
PC_POP,NONE,LOW,Y16-29,M,EU27_2007,2007,14.1,
PC_POP,NONE,LOW,Y16-29,M,EU28,2012,7.7,
PC_POP,NONE,LOW,Y16-29,M,FI,2012,4.8,
PC_POP,NONE,LOW,Y16-29,M,FI,2007,5.1,
PC_POP,NONE,LOW,Y16-29,M,FR,2012,6.7,
PC_POP,NONE,LOW,Y16-29,M,FR,2007,8.1,
PC_POP,NONE,LOW,Y16-29,M,HR,2012,6.3,
PC_POP,NONE,LOW,Y16-29,M,HU,2012,16.6,
PC_POP,NONE,LOW,Y16-29,M,HU,2007,27.6,
PC_POP,NONE,LOW,Y16-29,M,IE,2012,7.9,
PC_POP,NONE,LOW,Y16-29,M,IE,2007,9.3,
PC_POP,NONE,LOW,Y16-29,M,IS,2012,1.0,
PC_POP,NONE,LOW,Y16-29,M,IS,2007,1.7,
PC_POP,NONE,LOW,Y16-29,M,IT,2012,7.8,
PC_POP,NONE,LOW,Y16-29,M,IT,2007,16.3,
PC_POP,NONE,LOW,Y16-29,M,LT,2012,15.7,
PC_POP,NONE,LOW,Y16-29,M,LT,2007,30.7,
PC_POP,NONE,LOW,Y16-29,M,LU,2012,3.1,
PC_POP,NONE,LOW,Y16-29,M,LU,2007,4.9,
PC_POP,NONE,LOW,Y16-29,M,LV,2012,9.2,
PC_POP,NONE,LOW,Y16-29,M,LV,2007,24.3,
PC_POP,NONE,LOW,Y16-29,M,MT,2012,8.1,
