unit,incgrp,lev_limit,tenure,geo\time,i,v,flag
PC,A_MD60,TOTAL,RENT_FR,IS,2011,9.3,
PC,A_MD60,TOTAL,RENT_FR,IS,2010,6.9,
PC,A_MD60,TOTAL,RENT_FR,IS,2009,6.3,
PC,A_MD60,TOTAL,RENT_FR,IS,2008,6.0,
PC,A_MD60,TOTAL,RENT_FR,IS,2007,6.5,
PC,A_MD60,TOTAL,RENT_FR,IS,2006,5.9,
PC,A_MD60,TOTAL,RENT_FR,IS,2005,6.5,
PC,A_MD60,TOTAL,RENT_FR,IT,2021,6.7,p
PC,A_MD60,TOTAL,RENT_FR,IT,2020,6.4,
PC,A_MD60,TOTAL,RENT_FR,IT,2019,6.5,
PC,A_MD60,TOTAL,RENT_FR,IT,2018,6.7,
PC,A_MD60,TOTAL,RENT_FR,IT,2017,7.2,
PC,A_MD60,TOTAL,RENT_FR,IT,2016,8.1,
PC,A_MD60,TOTAL,RENT_FR,IT,2015,9.2,
PC,A_MD60,TOTAL,RENT_FR,IT,2014,10.2,
PC,A_MD60,TOTAL,RENT_FR,IT,2013,10.3,
PC,A_MD60,TOTAL,RENT_FR,IT,2012,10.4,
PC,A_MD60,TOTAL,RENT_FR,IT,2011,11.1,
PC,A_MD60,TOTAL,RENT_FR,IT,2010,11.6,
PC,A_MD60,TOTAL,RENT_FR,IT,2009,12.0,
PC,A_MD60,TOTAL,RENT_FR,IT,2008,11.9,
PC,A_MD60,TOTAL,RENT_FR,IT,2007,12.0,
PC,A_MD60,TOTAL,RENT_FR,IT,2006,12.7,
PC,A_MD60,TOTAL,RENT_FR,IT,2005,12.3,
PC,A_MD60,TOTAL,RENT_FR,LT,2020,7.9,
PC,A_MD60,TOTAL,RENT_FR,LT,2019,6.3,
PC,A_MD60,TOTAL,RENT_FR,LT,2018,6.3,
PC,A_MD60,TOTAL,RENT_FR,LT,2017,5.6,
PC,A_MD60,TOTAL,RENT_FR,LT,2016,5.4,
PC,A_MD60,TOTAL,RENT_FR,LT,2015,6.5,
PC,A_MD60,TOTAL,RENT_FR,LT,2014,5.9,
PC,A_MD60,TOTAL,RENT_FR,LT,2013,4.7,
PC,A_MD60,TOTAL,RENT_FR,LT,2012,4.9,
PC,A_MD60,TOTAL,RENT_FR,LT,2011,4.2,
PC,A_MD60,TOTAL,RENT_FR,LT,2010,3.3,
PC,A_MD60,TOTAL,RENT_FR,LT,2009,5.0,
PC,A_MD60,TOTAL,RENT_FR,LT,2008,4.5,
PC,A_MD60,TOTAL,RENT_FR,LT,2007,6.8,
PC,A_MD60,TOTAL,RENT_FR,LT,2006,5.1,
PC,A_MD60,TOTAL,RENT_FR,LT,2005,6.6,
PC,A_MD60,TOTAL,RENT_FR,LU,2020,5.4,b
PC,A_MD60,TOTAL,RENT_FR,LU,2019,5.0,
PC,A_MD60,TOTAL,RENT_FR,LU,2018,4.0,
PC,A_MD60,TOTAL,RENT_FR,LU,2017,3.9,
PC,A_MD60,TOTAL,RENT_FR,LU,2016,3.6,
PC,A_MD60,TOTAL,RENT_FR,LU,2015,4.6,
PC,A_MD60,TOTAL,RENT_FR,LU,2014,5.1,
PC,A_MD60,TOTAL,RENT_FR,LU,2013,4.5,
PC,A_MD60,TOTAL,RENT_FR,LU,2012,3.9,
PC,A_MD60,TOTAL,RENT_FR,LU,2011,4.0,
PC,A_MD60,TOTAL,RENT_FR,LU,2010,3.9,
PC,A_MD60,TOTAL,RENT_FR,LU,2009,6.7,
PC,A_MD60,TOTAL,RENT_FR,LU,2008,6.3,
PC,A_MD60,TOTAL,RENT_FR,LU,2007,4.9,
PC,A_MD60,TOTAL,RENT_FR,LV,2021,7.5,
PC,A_MD60,TOTAL,RENT_FR,LV,2020,9.0,
PC,A_MD60,TOTAL,RENT_FR,LV,2019,10.1,
PC,A_MD60,TOTAL,RENT_FR,LV,2018,8.9,
PC,A_MD60,TOTAL,RENT_FR,LV,2017,8.2,
PC,A_MD60,TOTAL,RENT_FR,LV,2016,7.8,
PC,A_MD60,TOTAL,RENT_FR,LV,2015,8.5,
PC,A_MD60,TOTAL,RENT_FR,LV,2014,8.3,
PC,A_MD60,TOTAL,RENT_FR,LV,2013,8.1,
PC,A_MD60,TOTAL,RENT_FR,LV,2012,8.4,
PC,A_MD60,TOTAL,RENT_FR,LV,2011,7.1,
PC,A_MD60,TOTAL,RENT_FR,LV,2010,6.6,
PC,A_MD60,TOTAL,RENT_FR,LV,2009,4.3,
PC,A_MD60,TOTAL,RENT_FR,LV,2008,4.8,
PC,A_MD60,TOTAL,RENT_FR,LV,2007,6.7,
PC,A_MD60,TOTAL,RENT_FR,ME,2020,5.2,
PC,A_MD60,TOTAL,RENT_FR,ME,2019,3.7,
PC,A_MD60,TOTAL,RENT_FR,ME,2018,3.5,
PC,A_MD60,TOTAL,RENT_FR,ME,2017,3.6,
PC,A_MD60,TOTAL,RENT_FR,ME,2016,2.9,
PC,A_MD60,TOTAL,RENT_FR,ME,2015,4.5,
PC,A_MD60,TOTAL,RENT_FR,ME,2014,3.0,
PC,A_MD60,TOTAL,RENT_FR,ME,2013,3.3,
PC,A_MD60,TOTAL,RENT_FR,MK,2020,11.3,
PC,A_MD60,TOTAL,RENT_FR,MK,2019,12.1,
PC,A_MD60,TOTAL,RENT_FR,MK,2018,9.3,
PC,A_MD60,TOTAL,RENT_FR,MK,2017,9.1,
PC,A_MD60,TOTAL,RENT_FR,MK,2016,7.8,
PC,A_MD60,TOTAL,RENT_FR,MK,2015,7.5,
PC,A_MD60,TOTAL,RENT_FR,MK,2014,9.1,
PC,A_MD60,TOTAL,RENT_FR,MK,2013,10.0,
PC,A_MD60,TOTAL,RENT_FR,MK,2012,8.5,
PC,A_MD60,TOTAL,RENT_FR,MK,2011,7.7,
PC,A_MD60,TOTAL,RENT_FR,MT,2020,7.8,
PC,A_MD60,TOTAL,RENT_FR,MT,2019,10.2,
PC,A_MD60,TOTAL,RENT_FR,MT,2018,10.3,
PC,A_MD60,TOTAL,RENT_FR,MT,2017,12.0,
PC,A_MD60,TOTAL,RENT_FR,MT,2016,13.7,
PC,A_MD60,TOTAL,RENT_FR,MT,2015,15.8,
PC,A_MD60,TOTAL,RENT_FR,MT,2014,17.2,
PC,A_MD60,TOTAL,RENT_FR,MT,2013,17.2,
PC,A_MD60,TOTAL,RENT_FR,MT,2012,15.6,
PC,A_MD60,TOTAL,RENT_FR,MT,2011,17.9,
PC,A_MD60,TOTAL,RENT_FR,MT,2010,19.3,
PC,A_MD60,TOTAL,RENT_FR,MT,2009,19.6,
PC,A_MD60,TOTAL,RENT_FR,MT,2008,18.0,
PC,A_MD60,TOTAL,RENT_FR,MT,2007,19.3,
PC,A_MD60,TOTAL,RENT_FR,MT,2006,17.6,
PC,A_MD60,TOTAL,RENT_FR,MT,2005,19.2,
PC,A_MD60,TOTAL,RENT_FR,NL,2020,0.5,
PC,A_MD60,TOTAL,RENT_FR,NL,2019,0.7,
PC,A_MD60,TOTAL,RENT_FR,NL,2018,0.8,
PC,A_MD60,TOTAL,RENT_FR,NL,2017,0.6,
PC,A_MD60,TOTAL,RENT_FR,NL,2016,0.6,
PC,A_MD60,TOTAL,RENT_FR,NL,2015,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2014,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2013,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2012,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2011,0.3,
PC,A_MD60,TOTAL,RENT_FR,NL,2010,0.3,
PC,A_MD60,TOTAL,RENT_FR,NL,2009,0.6,
PC,A_MD60,TOTAL,RENT_FR,NL,2008,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2007,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2006,0.4,
PC,A_MD60,TOTAL,RENT_FR,NL,2005,0.3,
PC,A_MD60,TOTAL,RENT_FR,NO,2020,1.2,
PC,A_MD60,TOTAL,RENT_FR,NO,2019,2.1,
PC,A_MD60,TOTAL,RENT_FR,NO,2018,1.6,
PC,A_MD60,TOTAL,RENT_FR,NO,2017,4.5,
PC,A_MD60,TOTAL,RENT_FR,NO,2016,4.7,
PC,A_MD60,TOTAL,RENT_FR,NO,2015,4.7,
PC,A_MD60,TOTAL,RENT_FR,NO,2014,5.3,
PC,A_MD60,TOTAL,RENT_FR,NO,2013,5.4,
PC,A_MD60,TOTAL,RENT_FR,NO,2012,5.2,
PC,A_MD60,TOTAL,RENT_FR,NO,2011,4.5,
PC,A_MD60,TOTAL,RENT_FR,NO,2010,5.2,
PC,A_MD60,TOTAL,RENT_FR,NO,2009,3.0,
PC,A_MD60,TOTAL,RENT_FR,NO,2008,3.2,
PC,A_MD60,TOTAL,RENT_FR,NO,2007,4.8,
PC,A_MD60,TOTAL,RENT_FR,NO,2006,4.1,
PC,A_MD60,TOTAL,RENT_FR,NO,2005,4.8,
PC,A_MD60,TOTAL,RENT_FR,PL,2020,10.5,
PC,A_MD60,TOTAL,RENT_FR,PL,2019,10.7,
PC,A_MD60,TOTAL,RENT_FR,PL,2018,10.4,
PC,A_MD60,TOTAL,RENT_FR,PL,2017,10.4,
PC,A_MD60,TOTAL,RENT_FR,PL,2016,10.6,
PC,A_MD60,TOTAL,RENT_FR,PL,2015,10.4,
PC,A_MD60,TOTAL,RENT_FR,PL,2014,10.6,
PC,A_MD60,TOTAL,RENT_FR,PL,2013,10.4,
PC,A_MD60,TOTAL,RENT_FR,PL,2012,11.9,
PC,A_MD60,TOTAL,RENT_FR,PL,2011,13.3,
PC,A_MD60,TOTAL,RENT_FR,PL,2010,14.8,
PC,A_MD60,TOTAL,RENT_FR,PL,2009,29.5,
PC,A_MD60,TOTAL,RENT_FR,PL,2008,33.0,
PC,A_MD60,TOTAL,RENT_FR,PL,2007,36.5,
PC,A_MD60,TOTAL,RENT_FR,PT,2020,9.5,
PC,A_MD60,TOTAL,RENT_FR,PT,2019,10.6,
PC,A_MD60,TOTAL,RENT_FR,PT,2018,10.4,
PC,A_MD60,TOTAL,RENT_FR,PT,2017,9.8,
PC,A_MD60,TOTAL,RENT_FR,PT,2016,9.9,
PC,A_MD60,TOTAL,RENT_FR,PT,2015,10.1,
PC,A_MD60,TOTAL,RENT_FR,PT,2014,10.1,
PC,A_MD60,TOTAL,RENT_FR,PT,2013,11.8,
PC,A_MD60,TOTAL,RENT_FR,PT,2012,12.9,
PC,A_MD60,TOTAL,RENT_FR,PT,2011,10.8,
PC,A_MD60,TOTAL,RENT_FR,PT,2010,10.8,
PC,A_MD60,TOTAL,RENT_FR,PT,2009,13.1,
PC,A_MD60,TOTAL,RENT_FR,PT,2008,12.8,
PC,A_MD60,TOTAL,RENT_FR,PT,2007,14.2,
PC,A_MD60,TOTAL,RENT_FR,PT,2006,13.6,
PC,A_MD60,TOTAL,RENT_FR,PT,2005,12.9,
PC,A_MD60,TOTAL,RENT_FR,RO,2021,2.6,
PC,A_MD60,TOTAL,RENT_FR,RO,2020,1.8,
PC,A_MD60,TOTAL,RENT_FR,RO,2019,2.0,
PC,A_MD60,TOTAL,RENT_FR,RO,2018,1.9,
PC,A_MD60,TOTAL,RENT_FR,RO,2017,2.0,
PC,A_MD60,TOTAL,RENT_FR,RO,2016,2.2,
PC,A_MD60,TOTAL,RENT_FR,RO,2015,2.0,
PC,A_MD60,TOTAL,RENT_FR,RO,2014,2.3,
PC,A_MD60,TOTAL,RENT_FR,RO,2013,2.6,
PC,A_MD60,TOTAL,RENT_FR,RO,2012,2.1,
PC,A_MD60,TOTAL,RENT_FR,RO,2011,1.8,
PC,A_MD60,TOTAL,RENT_FR,RO,2010,1.1,
PC,A_MD60,TOTAL,RENT_FR,RO,2009,1.8,
PC,A_MD60,TOTAL,RENT_FR,RO,2008,2.2,
PC,A_MD60,TOTAL,RENT_FR,RO,2007,3.0,
PC,A_MD60,TOTAL,RENT_FR,RS,2020,9.6,
PC,A_MD60,TOTAL,RENT_FR,RS,2019,10.7,
PC,A_MD60,TOTAL,RENT_FR,RS,2018,10.1,
PC,A_MD60,TOTAL,RENT_FR,RS,2017,11.9,
PC,A_MD60,TOTAL,RENT_FR,RS,2016,11.3,
PC,A_MD60,TOTAL,RENT_FR,RS,2015,12.9,
PC,A_MD60,TOTAL,RENT_FR,RS,2014,12.9,
PC,A_MD60,TOTAL,RENT_FR,RS,2013,12.3,
PC,A_MD60,TOTAL,RENT_FR,SE,2021,0.5,
PC,A_MD60,TOTAL,RENT_FR,SE,2020,0.5,
PC,A_MD60,TOTAL,RENT_FR,SE,2019,0.6,
PC,A_MD60,TOTAL,RENT_FR,SE,2018,0.5,
PC,A_MD60,TOTAL,RENT_FR,SE,2017,0.5,
PC,A_MD60,TOTAL,RENT_FR,SE,2016,0.4,
PC,A_MD60,TOTAL,RENT_FR,SE,2015,0.2,
PC,A_MD60,TOTAL,RENT_FR,SE,2014,0.2,
PC,A_MD60,TOTAL,RENT_FR,SE,2013,0.2,
PC,A_MD60,TOTAL,RENT_FR,SE,2012,0.2,
PC,A_MD60,TOTAL,RENT_FR,SE,2011,0.2,
PC,A_MD60,TOTAL,RENT_FR,SE,2010,0.4,
PC,A_MD60,TOTAL,RENT_FR,SE,2009,0.3,
PC,A_MD60,TOTAL,RENT_FR,SE,2008,0.8,
PC,A_MD60,TOTAL,RENT_FR,SE,2007,2.0,
PC,A_MD60,TOTAL,RENT_FR,SE,2006,1.1,
PC,A_MD60,TOTAL,RENT_FR,SE,2005,0.1,
PC,A_MD60,TOTAL,RENT_FR,SI,2020,16.3,
PC,A_MD60,TOTAL,RENT_FR,SI,2019,15.4,
PC,A_MD60,TOTAL,RENT_FR,SI,2018,15.2,
PC,A_MD60,TOTAL,RENT_FR,SI,2017,15.1,
PC,A_MD60,TOTAL,RENT_FR,SI,2016,15.3,
PC,A_MD60,TOTAL,RENT_FR,SI,2015,15.1,
PC,A_MD60,TOTAL,RENT_FR,SI,2014,13.5,
PC,A_MD60,TOTAL,RENT_FR,SI,2013,14.3,
PC,A_MD60,TOTAL,RENT_FR,SI,2012,14.6,
PC,A_MD60,TOTAL,RENT_FR,SI,2011,13.3,
PC,A_MD60,TOTAL,RENT_FR,SI,2010,13.7,
PC,A_MD60,TOTAL,RENT_FR,SI,2009,11.7,
PC,A_MD60,TOTAL,RENT_FR,SI,2008,11.1,
PC,A_MD60,TOTAL,RENT_FR,SI,2007,10.6,
PC,A_MD60,TOTAL,RENT_FR,SI,2006,9.0,
PC,A_MD60,TOTAL,RENT_FR,SI,2005,8.7,
PC,A_MD60,TOTAL,RENT_FR,SK,2020,1.3,
PC,A_MD60,TOTAL,RENT_FR,SK,2019,1.1,
PC,A_MD60,TOTAL,RENT_FR,SK,2018,0.9,
PC,A_MD60,TOTAL,RENT_FR,SK,2017,1.0,
PC,A_MD60,TOTAL,RENT_FR,SK,2016,1.0,
PC,A_MD60,TOTAL,RENT_FR,SK,2015,0.9,
PC,A_MD60,TOTAL,RENT_FR,SK,2014,1.1,
PC,A_MD60,TOTAL,RENT_FR,SK,2013,1.2,
PC,A_MD60,TOTAL,RENT_FR,SK,2012,1.2,
PC,A_MD60,TOTAL,RENT_FR,SK,2011,1.4,
PC,A_MD60,TOTAL,RENT_FR,SK,2010,1.2,
PC,A_MD60,TOTAL,RENT_FR,SK,2009,1.1,
PC,A_MD60,TOTAL,RENT_FR,SK,2008,1.2,
PC,A_MD60,TOTAL,RENT_FR,SK,2007,1.4,
PC,A_MD60,TOTAL,RENT_FR,SK,2006,1.2,
PC,A_MD60,TOTAL,RENT_FR,SK,2005,5.0,
PC,A_MD60,TOTAL,RENT_FR,TR,2020,14.1,
PC,A_MD60,TOTAL,RENT_FR,TR,2019,13.4,
PC,A_MD60,TOTAL,RENT_FR,TR,2018,13.5,
PC,A_MD60,TOTAL,RENT_FR,TR,2017,13.7,
PC,A_MD60,TOTAL,RENT_FR,TR,2016,13.5,
PC,A_MD60,TOTAL,RENT_FR,TR,2015,14.2,
PC,A_MD60,TOTAL,RENT_FR,TR,2014,15.0,
PC,A_MD60,TOTAL,RENT_FR,TR,2013,15.7,
PC,A_MD60,TOTAL,RENT_FR,TR,2012,16.0,
PC,A_MD60,TOTAL,RENT_FR,TR,2011,15.4,
PC,A_MD60,TOTAL,RENT_FR,TR,2010,15.0,
PC,A_MD60,TOTAL,RENT_FR,TR,2009,14.7,
PC,A_MD60,TOTAL,RENT_FR,TR,2008,14.3,
PC,A_MD60,TOTAL,RENT_FR,TR,2007,14.3,
PC,A_MD60,TOTAL,RENT_FR,TR,2006,12.9,
PC,A_MD60,TOTAL,RENT_FR,UK,2018,4.2,
PC,A_MD60,TOTAL,RENT_FR,UK,2017,14.2,b
PC,A_MD60,TOTAL,RENT_FR,UK,2016,14.9,
PC,A_MD60,TOTAL,RENT_FR,UK,2015,14.6,
PC,A_MD60,TOTAL,RENT_FR,UK,2014,14.6,
PC,A_MD60,TOTAL,RENT_FR,UK,2013,14.8,
PC,A_MD60,TOTAL,RENT_FR,UK,2012,15.0,
PC,A_MD60,TOTAL,RENT_FR,UK,2011,15.2,
PC,A_MD60,TOTAL,RENT_FR,UK,2010,15.1,
PC,A_MD60,TOTAL,RENT_FR,UK,2009,13.5,
PC,A_MD60,TOTAL,RENT_FR,UK,2008,13.7,
PC,A_MD60,TOTAL,RENT_FR,UK,2007,14.2,
PC,A_MD60,TOTAL,RENT_FR,UK,2006,14.2,
PC,A_MD60,TOTAL,RENT_FR,UK,2005,9.5,
PC,A_MD60,TOTAL,RENT_FR,XK,2018,1.0,
PC,A_MD60,TOTAL,RENT_MKT,AL,2020,2.7,
PC,A_MD60,TOTAL,RENT_MKT,AL,2019,2.6,
PC,A_MD60,TOTAL,RENT_MKT,AL,2018,2.3,
PC,A_MD60,TOTAL,RENT_MKT,AL,2017,2.1,
PC,A_MD60,TOTAL,RENT_MKT,AT,2021,27.2,
PC,A_MD60,TOTAL,RENT_MKT,AT,2020,27.3,
PC,A_MD60,TOTAL,RENT_MKT,AT,2019,27.7,
PC,A_MD60,TOTAL,RENT_MKT,AT,2018,26.1,
PC,A_MD60,TOTAL,RENT_MKT,AT,2017,26.5,
PC,A_MD60,TOTAL,RENT_MKT,AT,2016,25.9,
PC,A_MD60,TOTAL,RENT_MKT,AT,2015,25.8,
PC,A_MD60,TOTAL,RENT_MKT,AT,2014,22.9,
PC,A_MD60,TOTAL,RENT_MKT,AT,2013,23.8,
PC,A_MD60,TOTAL,RENT_MKT,AT,2012,22.6,
PC,A_MD60,TOTAL,RENT_MKT,AT,2011,25.1,
PC,A_MD60,TOTAL,RENT_MKT,AT,2010,22.5,
PC,A_MD60,TOTAL,RENT_MKT,AT,2009,23.9,
PC,A_MD60,TOTAL,RENT_MKT,AT,2008,23.4,
PC,A_MD60,TOTAL,RENT_MKT,AT,2007,26.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2021,17.8,
PC,A_MD60,TOTAL,RENT_MKT,BE,2020,17.1,
PC,A_MD60,TOTAL,RENT_MKT,BE,2019,17.3,b
PC,A_MD60,TOTAL,RENT_MKT,BE,2018,15.4,
PC,A_MD60,TOTAL,RENT_MKT,BE,2017,15.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2016,17.1,
PC,A_MD60,TOTAL,RENT_MKT,BE,2015,16.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2014,16.2,
PC,A_MD60,TOTAL,RENT_MKT,BE,2013,15.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2012,15.9,
PC,A_MD60,TOTAL,RENT_MKT,BE,2011,15.8,
PC,A_MD60,TOTAL,RENT_MKT,BE,2010,17.3,
PC,A_MD60,TOTAL,RENT_MKT,BE,2009,16.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2008,16.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2007,16.5,
PC,A_MD60,TOTAL,RENT_MKT,BE,2006,16.3,
PC,A_MD60,TOTAL,RENT_MKT,BE,2005,16.9,
PC,A_MD60,TOTAL,RENT_MKT,BG,2021,2.3,
PC,A_MD60,TOTAL,RENT_MKT,BG,2020,2.7,
PC,A_MD60,TOTAL,RENT_MKT,BG,2019,3.1,
PC,A_MD60,TOTAL,RENT_MKT,BG,2018,2.9,
PC,A_MD60,TOTAL,RENT_MKT,BG,2017,3.2,
PC,A_MD60,TOTAL,RENT_MKT,BG,2016,3.1,
PC,A_MD60,TOTAL,RENT_MKT,BG,2015,3.6,
PC,A_MD60,TOTAL,RENT_MKT,BG,2014,2.9,
PC,A_MD60,TOTAL,RENT_MKT,BG,2013,2.2,
PC,A_MD60,TOTAL,RENT_MKT,BG,2012,1.5,
PC,A_MD60,TOTAL,RENT_MKT,BG,2011,1.9,
PC,A_MD60,TOTAL,RENT_MKT,BG,2010,2.4,
PC,A_MD60,TOTAL,RENT_MKT,BG,2009,2.3,
PC,A_MD60,TOTAL,RENT_MKT,BG,2008,1.7,
PC,A_MD60,TOTAL,RENT_MKT,BG,2007,2.2,
PC,A_MD60,TOTAL,RENT_MKT,BG,2006,3.6,
PC,A_MD60,TOTAL,RENT_MKT,BG,2005,3.6,
PC,A_MD60,TOTAL,RENT_MKT,CH,2020,51.1,
PC,A_MD60,TOTAL,RENT_MKT,CH,2019,51.1,
PC,A_MD60,TOTAL,RENT_MKT,CH,2018,48.8,
PC,A_MD60,TOTAL,RENT_MKT,CH,2017,49.0,
PC,A_MD60,TOTAL,RENT_MKT,CH,2016,48.6,
PC,A_MD60,TOTAL,RENT_MKT,CH,2015,47.2,
PC,A_MD60,TOTAL,RENT_MKT,CH,2014,48.2,
PC,A_MD60,TOTAL,RENT_MKT,CH,2013,50.8,
PC,A_MD60,TOTAL,RENT_MKT,CH,2012,50.4,
PC,A_MD60,TOTAL,RENT_MKT,CH,2011,49.4,
PC,A_MD60,TOTAL,RENT_MKT,CH,2010,47.6,
PC,A_MD60,TOTAL,RENT_MKT,CY,2020,12.8,
PC,A_MD60,TOTAL,RENT_MKT,CY,2019,13.2,
PC,A_MD60,TOTAL,RENT_MKT,CY,2018,12.7,
PC,A_MD60,TOTAL,RENT_MKT,CY,2017,11.9,
PC,A_MD60,TOTAL,RENT_MKT,CY,2016,11.1,
PC,A_MD60,TOTAL,RENT_MKT,CY,2015,10.6,
PC,A_MD60,TOTAL,RENT_MKT,CY,2014,9.8,
PC,A_MD60,TOTAL,RENT_MKT,CY,2013,9.0,
PC,A_MD60,TOTAL,RENT_MKT,CY,2012,9.9,
PC,A_MD60,TOTAL,RENT_MKT,CY,2011,9.5,
PC,A_MD60,TOTAL,RENT_MKT,CY,2010,9.8,
PC,A_MD60,TOTAL,RENT_MKT,CY,2009,8.8,
PC,A_MD60,TOTAL,RENT_MKT,CY,2008,9.5,
PC,A_MD60,TOTAL,RENT_MKT,CY,2007,8.9,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2021,13.8,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2020,14.8,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2019,15.4,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2018,15.5,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2017,14.8,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2016,14.4,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2015,14.6,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2014,14.9,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2013,15.5,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2012,11.6,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2011,11.3,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2010,4.4,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2009,4.8,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2008,4.2,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2007,3.9,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2006,3.8,
PC,A_MD60,TOTAL,RENT_MKT,CZ,2005,4.2,
PC,A_MD60,TOTAL,RENT_MKT,DE,2021,48.4,
PC,A_MD60,TOTAL,RENT_MKT,DE,2020,45.2,b
PC,A_MD60,TOTAL,RENT_MKT,DE,2019,38.5,
PC,A_MD60,TOTAL,RENT_MKT,DE,2018,37.8,
PC,A_MD60,TOTAL,RENT_MKT,DE,2017,37.7,
PC,A_MD60,TOTAL,RENT_MKT,DE,2016,37.2,
PC,A_MD60,TOTAL,RENT_MKT,DE,2015,36.3,
PC,A_MD60,TOTAL,RENT_MKT,DE,2014,35.9,
PC,A_MD60,TOTAL,RENT_MKT,DE,2013,35.3,
PC,A_MD60,TOTAL,RENT_MKT,DE,2012,34.8,
PC,A_MD60,TOTAL,RENT_MKT,DE,2011,36.8,
PC,A_MD60,TOTAL,RENT_MKT,DE,2010,36.8,
PC,A_MD60,TOTAL,RENT_MKT,DE,2005,32.7,
PC,A_MD60,TOTAL,RENT_MKT,DK,2021,39.3,
PC,A_MD60,TOTAL,RENT_MKT,DK,2020,38.8,
PC,A_MD60,TOTAL,RENT_MKT,DK,2019,36.7,
PC,A_MD60,TOTAL,RENT_MKT,DK,2018,36.2,
PC,A_MD60,TOTAL,RENT_MKT,DK,2017,34.9,
PC,A_MD60,TOTAL,RENT_MKT,DK,2016,35.8,
PC,A_MD60,TOTAL,RENT_MKT,DK,2015,34.3,
PC,A_MD60,TOTAL,RENT_MKT,DK,2014,34.2,
PC,A_MD60,TOTAL,RENT_MKT,DK,2013,33.2,
PC,A_MD60,TOTAL,RENT_MKT,DK,2012,19.7,
PC,A_MD60,TOTAL,RENT_MKT,DK,2011,16.5,
PC,A_MD60,TOTAL,RENT_MKT,DK,2010,32.0,
PC,A_MD60,TOTAL,RENT_MKT,DK,2009,32.9,
PC,A_MD60,TOTAL,RENT_MKT,DK,2008,32.6,
PC,A_MD60,TOTAL,RENT_MKT,DK,2007,31.8,
PC,A_MD60,TOTAL,RENT_MKT,DK,2006,31.4,
PC,A_MD60,TOTAL,RENT_MKT,DK,2005,31.5,
PC,A_MD60,TOTAL,RENT_MKT,EA,2020,18.4,
PC,A_MD60,TOTAL,RENT_MKT,EA,2019,21.2,
PC,A_MD60,TOTAL,RENT_MKT,EA,2018,20.7,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2017,20.7,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2016,20.3,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2015,20.1,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2014,19.6,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2013,19.6,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2012,19.3,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2011,19.4,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2010,19.4,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2009,13.5,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2008,13.6,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2007,14.8,e
PC,A_MD60,TOTAL,RENT_MKT,EA,2005,21.8,e
PC,A_MD60,TOTAL,RENT_MKT,EA18,2020,18.5,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2019,21.4,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2018,20.9,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2017,20.9,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2016,20.5,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2015,20.3,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2014,19.6,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2013,19.5,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2012,19.2,
PC,A_MD60,TOTAL,RENT_MKT,EA18,2011,19.3,
