unit,hlth_pb,age,sex,time\geo,i,v,flag
PC,PB1041,Y15-24,M,2011,SE,53.0,
PC,PB1041,Y15-24,M,2011,IS,82.5,
PC,PB1041,Y15-24,M,2011,CH,67.9,
PC,PB1041,Y15-24,M,2011,UK,68.7,
PC,PB1041,Y15-24,M,2011,TR,51.1,
PC,PB1041,Y15-24,T,2011,EU28,42.7,
PC,PB1041,Y15-24,T,2011,BE,30.0,
PC,PB1041,Y15-24,T,2011,BG,30.0,
PC,PB1041,Y15-24,T,2011,CZ,30.0,
PC,PB1041,Y15-24,T,2011,DK,69.4,
PC,PB1041,Y15-24,T,2011,DE,47.6,
PC,PB1041,Y15-24,T,2011,EE,40.0,
PC,PB1041,Y15-24,T,2011,IE,42.4,
PC,PB1041,Y15-24,T,2011,EL,29.3,
PC,PB1041,Y15-24,T,2011,ES,45.1,
PC,PB1041,Y15-24,T,2011,FR,37.4,
PC,PB1041,Y15-24,T,2011,HR,31.1,
PC,PB1041,Y15-24,T,2011,IT,26.8,
PC,PB1041,Y15-24,T,2011,CY,39.7,
PC,PB1041,Y15-24,T,2011,LV,39.2,
PC,PB1041,Y15-24,T,2011,LT,27.7,
PC,PB1041,Y15-24,T,2011,LU,24.1,
PC,PB1041,Y15-24,T,2011,HU,24.2,
PC,PB1041,Y15-24,T,2011,MT,50.5,
PC,PB1041,Y15-24,T,2011,NL,70.1,
PC,PB1041,Y15-24,T,2011,AT,57.7,
PC,PB1041,Y15-24,T,2011,PL,34.1,
PC,PB1041,Y15-24,T,2011,PT,37.8,
PC,PB1041,Y15-24,T,2011,RO,32.1,
PC,PB1041,Y15-24,T,2011,SI,35.8,
PC,PB1041,Y15-24,T,2011,SK,30.2,
PC,PB1041,Y15-24,T,2011,FI,51.2,
PC,PB1041,Y15-24,T,2011,SE,52.5,
PC,PB1041,Y15-24,T,2011,IS,86.4,
PC,PB1041,Y15-24,T,2011,CH,67.5,
PC,PB1041,Y15-24,T,2011,UK,65.5,
PC,PB1041,Y15-24,T,2011,TR,38.4,
PC,PB1041,Y15-64,F,2011,EU28,67.3,
PC,PB1041,Y15-64,F,2011,BE,64.9,
PC,PB1041,Y15-64,F,2011,BG,65.7,
PC,PB1041,Y15-64,F,2011,CZ,64.4,
PC,PB1041,Y15-64,F,2011,DK,81.8,
PC,PB1041,Y15-64,F,2011,DE,71.0,
PC,PB1041,Y15-64,F,2011,EE,73.7,
PC,PB1041,Y15-64,F,2011,IE,64.0,
PC,PB1041,Y15-64,F,2011,EL,59.7,
PC,PB1041,Y15-64,F,2011,ES,70.3,
PC,PB1041,Y15-64,F,2011,FR,67.1,
PC,PB1041,Y15-64,F,2011,HR,57.2,
PC,PB1041,Y15-64,F,2011,IT,53.1,
PC,PB1041,Y15-64,F,2011,CY,70.3,
PC,PB1041,Y15-64,F,2011,LV,72.8,
PC,PB1041,Y15-64,F,2011,LT,71.9,
PC,PB1041,Y15-64,F,2011,LU,61.1,
PC,PB1041,Y15-64,F,2011,HU,61.7,
PC,PB1041,Y15-64,F,2011,MT,46.1,
PC,PB1041,Y15-64,F,2011,NL,79.0,
PC,PB1041,Y15-64,F,2011,AT,73.0,
PC,PB1041,Y15-64,F,2011,PL,63.0,
PC,PB1041,Y15-64,F,2011,PT,73.7,
PC,PB1041,Y15-64,F,2011,RO,61.2,
PC,PB1041,Y15-64,F,2011,SI,70.4,
PC,PB1041,Y15-64,F,2011,SK,63.4,
PC,PB1041,Y15-64,F,2011,FI,76.2,
PC,PB1041,Y15-64,F,2011,SE,79.5,
PC,PB1041,Y15-64,F,2011,IS,90.8,
PC,PB1041,Y15-64,F,2011,CH,78.7,
PC,PB1041,Y15-64,F,2011,UK,75.7,
PC,PB1041,Y15-64,F,2011,TR,33.0,
PC,PB1041,Y15-64,M,2011,EU28,80.7,
PC,PB1041,Y15-64,M,2011,BE,76.3,
PC,PB1041,Y15-64,M,2011,BG,73.3,
PC,PB1041,Y15-64,M,2011,CZ,81.5,
PC,PB1041,Y15-64,M,2011,DK,86.2,
PC,PB1041,Y15-64,M,2011,DE,83.3,
PC,PB1041,Y15-64,M,2011,EE,81.6,
PC,PB1041,Y15-64,M,2011,IE,78.9,
PC,PB1041,Y15-64,M,2011,EL,80.5,
PC,PB1041,Y15-64,M,2011,ES,84.5,
PC,PB1041,Y15-64,M,2011,FR,77.4,
PC,PB1041,Y15-64,M,2011,HR,72.4,
PC,PB1041,Y15-64,M,2011,IT,74.8,
PC,PB1041,Y15-64,M,2011,CY,83.1,
PC,PB1041,Y15-64,M,2011,LV,78.9,
PC,PB1041,Y15-64,M,2011,LT,77.0,
PC,PB1041,Y15-64,M,2011,LU,75.3,
PC,PB1041,Y15-64,M,2011,HU,74.5,
PC,PB1041,Y15-64,M,2011,MT,80.8,
PC,PB1041,Y15-64,M,2011,NL,87.8,
PC,PB1041,Y15-64,M,2011,AT,84.2,
PC,PB1041,Y15-64,M,2011,PL,77.9,
PC,PB1041,Y15-64,M,2011,PT,81.0,
PC,PB1041,Y15-64,M,2011,RO,75.9,
PC,PB1041,Y15-64,M,2011,SI,77.3,
PC,PB1041,Y15-64,M,2011,SK,80.2,
PC,PB1041,Y15-64,M,2011,FI,82.0,
PC,PB1041,Y15-64,M,2011,SE,83.6,
PC,PB1041,Y15-64,M,2011,IS,92.1,
PC,PB1041,Y15-64,M,2011,CH,90.5,
PC,PB1041,Y15-64,M,2011,UK,87.9,
PC,PB1041,Y15-64,M,2011,TR,77.6,
PC,PB1041,Y15-64,T,2011,EU28,74.1,
PC,PB1041,Y15-64,T,2011,BE,70.7,
PC,PB1041,Y15-64,T,2011,BG,69.6,
PC,PB1041,Y15-64,T,2011,CZ,73.1,
PC,PB1041,Y15-64,T,2011,DK,84.1,
PC,PB1041,Y15-64,T,2011,DE,77.1,
PC,PB1041,Y15-64,T,2011,EE,77.6,
PC,PB1041,Y15-64,T,2011,IE,71.4,
PC,PB1041,Y15-64,T,2011,EL,70.2,
PC,PB1041,Y15-64,T,2011,ES,77.5,
PC,PB1041,Y15-64,T,2011,FR,72.4,
PC,PB1041,Y15-64,T,2011,HR,64.6,
PC,PB1041,Y15-64,T,2011,IT,64.0,
PC,PB1041,Y15-64,T,2011,CY,76.4,
PC,PB1041,Y15-64,T,2011,LV,75.8,
PC,PB1041,Y15-64,T,2011,LT,74.4,
PC,PB1041,Y15-64,T,2011,LU,68.5,
PC,PB1041,Y15-64,T,2011,HU,68.1,
PC,PB1041,Y15-64,T,2011,MT,63.9,
PC,PB1041,Y15-64,T,2011,NL,83.5,
PC,PB1041,Y15-64,T,2011,AT,78.6,
PC,PB1041,Y15-64,T,2011,PL,70.5,
PC,PB1041,Y15-64,T,2011,PT,77.5,
PC,PB1041,Y15-64,T,2011,RO,68.6,
PC,PB1041,Y15-64,T,2011,SI,74.0,
PC,PB1041,Y15-64,T,2011,SK,71.9,
PC,PB1041,Y15-64,T,2011,FI,79.2,
PC,PB1041,Y15-64,T,2011,SE,81.7,
PC,PB1041,Y15-64,T,2011,IS,91.5,
PC,PB1041,Y15-64,T,2011,CH,84.8,
PC,PB1041,Y15-64,T,2011,UK,81.9,
PC,PB1041,Y15-64,T,2011,TR,56.0,
PC,PB1041,Y20-64,F,2011,EU28,71.9,
PC,PB1041,Y20-64,F,2011,BE,71.2,
PC,PB1041,Y20-64,F,2011,BG,71.1,
PC,PB1041,Y20-64,F,2011,CZ,69.9,
PC,PB1041,Y20-64,F,2011,DK,84.1,
PC,PB1041,Y20-64,F,2011,DE,75.8,
PC,PB1041,Y20-64,F,2011,EE,80.2,
PC,PB1041,Y20-64,F,2011,IE,68.8,
PC,PB1041,Y20-64,F,2011,EL,64.5,
PC,PB1041,Y20-64,F,2011,ES,73.9,
PC,PB1041,Y20-64,F,2011,FR,73.9,
PC,PB1041,Y20-64,F,2011,HR,62.6,
PC,PB1041,Y20-64,F,2011,IT,57.1,
PC,PB1041,Y20-64,F,2011,CY,76.8,
PC,PB1041,Y20-64,F,2011,LV,80.1,
PC,PB1041,Y20-64,F,2011,LT,80.6,
PC,PB1041,Y20-64,F,2011,LU,67.6,
PC,PB1041,Y20-64,F,2011,HU,67.9,
PC,PB1041,Y20-64,F,2011,MT,48.9,
PC,PB1041,Y20-64,F,2011,NL,80.8,
PC,PB1041,Y20-64,F,2011,AT,77.4,
PC,PB1041,Y20-64,F,2011,PL,69.2,
PC,PB1041,Y20-64,F,2011,PT,79.9,
PC,PB1041,Y20-64,F,2011,RO,66.1,
PC,PB1041,Y20-64,F,2011,SI,76.0,
PC,PB1041,Y20-64,F,2011,SK,69.8,
PC,PB1041,Y20-64,F,2011,FI,81.5,
PC,PB1041,Y20-64,F,2011,SE,85.4,
PC,PB1041,Y20-64,F,2011,IS,91.3,
PC,PB1041,Y20-64,F,2011,CH,81.4,
PC,PB1041,Y20-64,F,2011,UK,78.1,
PC,PB1041,Y20-64,F,2011,TR,35.9,
PC,PB1041,Y20-64,M,2011,EU28,86.6,
PC,PB1041,Y20-64,M,2011,BE,83.6,
PC,PB1041,Y20-64,M,2011,BG,79.5,
PC,PB1041,Y20-64,M,2011,CZ,88.5,
PC,PB1041,Y20-64,M,2011,DK,89.4,
PC,PB1041,Y20-64,M,2011,DE,89.2,
PC,PB1041,Y20-64,M,2011,EE,89.0,
PC,PB1041,Y20-64,M,2011,IE,85.6,
PC,PB1041,Y20-64,M,2011,EL,86.7,
PC,PB1041,Y20-64,M,2011,ES,88.9,
PC,PB1041,Y20-64,M,2011,FR,85.2,
PC,PB1041,Y20-64,M,2011,HR,79.1,
PC,PB1041,Y20-64,M,2011,IT,80.7,
PC,PB1041,Y20-64,M,2011,CY,90.7,
PC,PB1041,Y20-64,M,2011,LV,87.0,
PC,PB1041,Y20-64,M,2011,LT,86.8,
PC,PB1041,Y20-64,M,2011,LU,82.5,
PC,PB1041,Y20-64,M,2011,HU,82.1,
PC,PB1041,Y20-64,M,2011,MT,86.3,
PC,PB1041,Y20-64,M,2011,NL,90.9,
PC,PB1041,Y20-64,M,2011,AT,88.5,
PC,PB1041,Y20-64,M,2011,PL,85.7,
PC,PB1041,Y20-64,M,2011,PT,87.7,
PC,PB1041,Y20-64,M,2011,RO,82.3,
PC,PB1041,Y20-64,M,2011,SI,83.2,
PC,PB1041,Y20-64,M,2011,SK,88.3,
PC,PB1041,Y20-64,M,2011,FI,88.3,
PC,PB1041,Y20-64,M,2011,SE,90.1,
PC,PB1041,Y20-64,M,2011,IS,93.3,
PC,PB1041,Y20-64,M,2011,CH,93.9,
PC,PB1041,Y20-64,M,2011,UK,91.3,
PC,PB1041,Y20-64,M,2011,TR,84.9,
PC,PB1041,Y20-64,T,2011,EU28,79.3,
PC,PB1041,Y20-64,T,2011,BE,77.5,
PC,PB1041,Y20-64,T,2011,BG,75.4,
PC,PB1041,Y20-64,T,2011,CZ,79.3,
PC,PB1041,Y20-64,T,2011,DK,86.8,
PC,PB1041,Y20-64,T,2011,DE,82.4,
PC,PB1041,Y20-64,T,2011,EE,84.5,
PC,PB1041,Y20-64,T,2011,IE,77.2,
PC,PB1041,Y20-64,T,2011,EL,75.7,
PC,PB1041,Y20-64,T,2011,ES,81.5,
PC,PB1041,Y20-64,T,2011,FR,79.6,
PC,PB1041,Y20-64,T,2011,HR,70.7,
PC,PB1041,Y20-64,T,2011,IT,68.9,
PC,PB1041,Y20-64,T,2011,CY,83.5,
PC,PB1041,Y20-64,T,2011,LV,83.5,
PC,PB1041,Y20-64,T,2011,LT,83.6,
PC,PB1041,Y20-64,T,2011,LU,75.4,
PC,PB1041,Y20-64,T,2011,HU,75.0,
PC,PB1041,Y20-64,T,2011,MT,68.1,
PC,PB1041,Y20-64,T,2011,NL,86.0,
PC,PB1041,Y20-64,T,2011,AT,83.0,
PC,PB1041,Y20-64,T,2011,PL,77.4,
PC,PB1041,Y20-64,T,2011,PT,83.9,
PC,PB1041,Y20-64,T,2011,RO,74.3,
PC,PB1041,Y20-64,T,2011,SI,79.7,
PC,PB1041,Y20-64,T,2011,SK,79.1,
PC,PB1041,Y20-64,T,2011,FI,85.1,
PC,PB1041,Y20-64,T,2011,SE,87.9,
PC,PB1041,Y20-64,T,2011,IS,92.4,
PC,PB1041,Y20-64,T,2011,CH,87.9,
PC,PB1041,Y20-64,T,2011,UK,84.8,
PC,PB1041,Y20-64,T,2011,TR,61.2,
PC,PB1041,Y25-54,F,2011,EU28,80.4,
PC,PB1041,Y25-54,F,2011,BE,83.2,
PC,PB1041,Y25-54,F,2011,BG,81.5,
PC,PB1041,Y25-54,F,2011,CZ,81.9,
PC,PB1041,Y25-54,F,2011,DK,90.1,
PC,PB1041,Y25-54,F,2011,DE,81.8,
PC,PB1041,Y25-54,F,2011,EE,85.7,
PC,PB1041,Y25-54,F,2011,IE,73.5,
PC,PB1041,Y25-54,F,2011,EL,73.5,
PC,PB1041,Y25-54,F,2011,ES,81.4,
PC,PB1041,Y25-54,F,2011,FR,85.4,
PC,PB1041,Y25-54,F,2011,HR,77.2,
PC,PB1041,Y25-54,F,2011,IT,65.9,
PC,PB1041,Y25-54,F,2011,CY,83.8,
PC,PB1041,Y25-54,F,2011,LV,87.2,
PC,PB1041,Y25-54,F,2011,LT,91.5,
PC,PB1041,Y25-54,F,2011,LU,78.6,
PC,PB1041,Y25-54,F,2011,HU,77.8,
PC,PB1041,Y25-54,F,2011,MT,56.6,
PC,PB1041,Y25-54,F,2011,NL,87.2,
PC,PB1041,Y25-54,F,2011,AT,86.3,
PC,PB1041,Y25-54,F,2011,PL,81.4,
PC,PB1041,Y25-54,F,2011,PT,88.3,
PC,PB1041,Y25-54,F,2011,RO,76.3,
PC,PB1041,Y25-54,F,2011,SI,91.5,
PC,PB1041,Y25-54,F,2011,SK,82.7,
PC,PB1041,Y25-54,F,2011,FI,86.6,
PC,PB1041,Y25-54,F,2011,SE,90.3,
PC,PB1041,Y25-54,F,2011,IS,91.7,
PC,PB1041,Y25-54,F,2011,CH,84.6,
PC,PB1041,Y25-54,F,2011,UK,83.2,
PC,PB1041,Y25-54,F,2011,TR,37.6,
PC,PB1041,Y25-54,M,2011,EU28,94.4,
PC,PB1041,Y25-54,M,2011,BE,95.1,
PC,PB1041,Y25-54,M,2011,BG,87.4,
PC,PB1041,Y25-54,M,2011,CZ,97.3,
PC,PB1041,Y25-54,M,2011,DK,94.8,
PC,PB1041,Y25-54,M,2011,DE,94.6,
PC,PB1041,Y25-54,M,2011,EE,95.6,
PC,PB1041,Y25-54,M,2011,IE,91.2,
PC,PB1041,Y25-54,M,2011,EL,95.6,
PC,PB1041,Y25-54,M,2011,ES,94.9,
PC,PB1041,Y25-54,M,2011,FR,96.4,
PC,PB1041,Y25-54,M,2011,HR,88.4,
PC,PB1041,Y25-54,M,2011,IT,91.3,
PC,PB1041,Y25-54,M,2011,CY,95.9,
PC,PB1041,Y25-54,M,2011,LV,93.3,
PC,PB1041,Y25-54,M,2011,LT,94.8,
PC,PB1041,Y25-54,M,2011,LU,95.0,
PC,PB1041,Y25-54,M,2011,HU,92.4,
PC,PB1041,Y25-54,M,2011,MT,96.7,
PC,PB1041,Y25-54,M,2011,NL,96.7,
PC,PB1041,Y25-54,M,2011,AT,95.6,
PC,PB1041,Y25-54,M,2011,PL,94.1,
PC,PB1041,Y25-54,M,2011,PT,95.3,
PC,PB1041,Y25-54,M,2011,RO,91.3,
PC,PB1041,Y25-54,M,2011,SI,94.2,
PC,PB1041,Y25-54,M,2011,SK,96.6,
PC,PB1041,Y25-54,M,2011,FI,94.8,
PC,PB1041,Y25-54,M,2011,SE,95.1,
PC,PB1041,Y25-54,M,2011,IS,95.1,
PC,PB1041,Y25-54,M,2011,CH,97.4,
PC,PB1041,Y25-54,M,2011,UK,95.8,
PC,PB1041,Y25-54,M,2011,TR,92.0,
PC,PB1041,Y25-54,T,2011,EU28,87.5,
PC,PB1041,Y25-54,T,2011,BE,89.3,
PC,PB1041,Y25-54,T,2011,BG,84.6,
PC,PB1041,Y25-54,T,2011,CZ,89.8,
PC,PB1041,Y25-54,T,2011,DK,92.5,
PC,PB1041,Y25-54,T,2011,DE,88.3,
PC,PB1041,Y25-54,T,2011,EE,90.6,
PC,PB1041,Y25-54,T,2011,IE,82.3,
PC,PB1041,Y25-54,T,2011,EL,84.7,
PC,PB1041,Y25-54,T,2011,ES,88.3,
PC,PB1041,Y25-54,T,2011,FR,91.1,
PC,PB1041,Y25-54,T,2011,HR,82.6,
PC,PB1041,Y25-54,T,2011,IT,78.6,
PC,PB1041,Y25-54,T,2011,CY,89.5,
PC,PB1041,Y25-54,T,2011,LV,90.2,
PC,PB1041,Y25-54,T,2011,LT,93.1,
PC,PB1041,Y25-54,T,2011,LU,87.1,
PC,PB1041,Y25-54,T,2011,HU,85.1,
PC,PB1041,Y25-54,T,2011,MT,77.2,
PC,PB1041,Y25-54,T,2011,NL,92.1,
PC,PB1041,Y25-54,T,2011,AT,91.0,
PC,PB1041,Y25-54,T,2011,PL,87.8,
PC,PB1041,Y25-54,T,2011,PT,91.8,
PC,PB1041,Y25-54,T,2011,RO,83.9,
PC,PB1041,Y25-54,T,2011,SI,92.9,
PC,PB1041,Y25-54,T,2011,SK,89.8,
PC,PB1041,Y25-54,T,2011,FI,90.8,
PC,PB1041,Y25-54,T,2011,SE,92.9,
PC,PB1041,Y25-54,T,2011,IS,93.5,
PC,PB1041,Y25-54,T,2011,CH,91.1,
PC,PB1041,Y25-54,T,2011,UK,89.6,
PC,PB1041,Y25-54,T,2011,TR,65.7,
PC,PB1041,Y55-64,F,2011,EU28,47.3,
PC,PB1041,Y55-64,F,2011,BE,40.1,
PC,PB1041,Y55-64,F,2011,BG,51.2,
PC,PB1041,Y55-64,F,2011,CZ,43.5,
PC,PB1041,Y55-64,F,2011,DK,66.0,
PC,PB1041,Y55-64,F,2011,DE,59.8,
PC,PB1041,Y55-64,F,2011,EE,76.0,
PC,PB1041,Y55-64,F,2011,IE,49.2,
PC,PB1041,Y55-64,F,2011,EL,34.5,
PC,PB1041,Y55-64,F,2011,ES,44.7,
PC,PB1041,Y55-64,F,2011,FR,44.3,
PC,PB1041,Y55-64,F,2011,HR,33.8,
PC,PB1041,Y55-64,F,2011,IT,30.9,
PC,PB1041,Y55-64,F,2011,CY,49.8,
PC,PB1041,Y55-64,F,2011,LV,66.8,
PC,PB1041,Y55-64,F,2011,LT,61.5,
PC,PB1041,Y55-64,F,2011,LU,32.5,
PC,PB1041,Y55-64,F,2011,HU,46.5,
PC,PB1041,Y55-64,F,2011,MT,14.3,
PC,PB1041,Y55-64,F,2011,NL,57.0,
PC,PB1041,Y55-64,F,2011,AT,37.1,
PC,PB1041,Y55-64,F,2011,PL,35.0,
PC,PB1041,Y55-64,F,2011,PT,52.3,
PC,PB1041,Y55-64,F,2011,RO,40.6,
PC,PB1041,Y55-64,F,2011,SI,27.4,
PC,PB1041,Y55-64,F,2011,SK,40.2,
PC,PB1041,Y55-64,F,2011,FI,70.5,
PC,PB1041,Y55-64,F,2011,SE,76.7,
PC,PB1041,Y55-64,F,2011,IS,86.6,
PC,PB1041,Y55-64,F,2011,CH,65.8,
PC,PB1041,Y55-64,F,2011,UK,60.2,
PC,PB1041,Y55-64,F,2011,TR,19.4,
PC,PB1041,Y55-64,M,2011,EU28,66.2,
PC,PB1041,Y55-64,M,2011,BE,55.6,
PC,PB1041,Y55-64,M,2011,BG,63.8,
PC,PB1041,Y55-64,M,2011,CZ,70.2,
PC,PB1041,Y55-64,M,2011,DK,76.5,
PC,PB1041,Y55-64,M,2011,DE,79.6,
PC,PB1041,Y55-64,M,2011,EE,79.8,
PC,PB1041,Y55-64,M,2011,IE,71.0,
PC,PB1041,Y55-64,M,2011,EL,63.0,
PC,PB1041,Y55-64,M,2011,ES,71.4,
PC,PB1041,Y55-64,M,2011,FR,49.2,
PC,PB1041,Y55-64,M,2011,HR,61.9,
PC,PB1041,Y55-64,M,2011,IT,52.4,
PC,PB1041,Y55-64,M,2011,CY,79.3,
PC,PB1041,Y55-64,M,2011,LV,72.7,
PC,PB1041,Y55-64,M,2011,LT,74.1,
PC,PB1041,Y55-64,M,2011,LU,52.3,
PC,PB1041,Y55-64,M,2011,HU,58.1,
PC,PB1041,Y55-64,M,2011,MT,56.5,
PC,PB1041,Y55-64,M,2011,NL,76.8,
PC,PB1041,Y55-64,M,2011,AT,57.8,
PC,PB1041,Y55-64,M,2011,PL,63.4,
PC,PB1041,Y55-64,M,2011,PT,65.9,
PC,PB1041,Y55-64,M,2011,RO,62.2,
PC,PB1041,Y55-64,M,2011,SI,48.9,
PC,PB1041,Y55-64,M,2011,SK,69.1,
PC,PB1041,Y55-64,M,2011,FI,72.4,
PC,PB1041,Y55-64,M,2011,SE,81.6,
PC,PB1041,Y55-64,M,2011,IS,93.2,
PC,PB1041,Y55-64,M,2011,CH,87.8,
PC,PB1041,Y55-64,M,2011,UK,78.4,
PC,PB1041,Y55-64,M,2011,TR,50.6,
PC,PB1041,Y55-64,T,2011,EU28,56.6,
PC,PB1041,Y55-64,T,2011,BE,47.8,
PC,PB1041,Y55-64,T,2011,BG,57.4,
PC,PB1041,Y55-64,T,2011,CZ,56.2,
PC,PB1041,Y55-64,T,2011,DK,71.4,
PC,PB1041,Y55-64,T,2011,DE,69.2,
PC,PB1041,Y55-64,T,2011,EE,77.6,
PC,PB1041,Y55-64,T,2011,IE,60.0,
PC,PB1041,Y55-64,T,2011,EL,48.9,
PC,PB1041,Y55-64,T,2011,ES,57.7,
PC,PB1041,Y55-64,T,2011,FR,46.7,
PC,PB1041,Y55-64,T,2011,HR,46.9,
PC,PB1041,Y55-64,T,2011,IT,41.7,
PC,PB1041,Y55-64,T,2011,CY,65.2,
PC,PB1041,Y55-64,T,2011,LV,69.6,
PC,PB1041,Y55-64,T,2011,LT,67.3,
PC,PB1041,Y55-64,T,2011,LU,43.1,
PC,PB1041,Y55-64,T,2011,HU,51.9,
PC,PB1041,Y55-64,T,2011,MT,35.4,
PC,PB1041,Y55-64,T,2011,NL,67.3,
PC,PB1041,Y55-64,T,2011,AT,47.1,
PC,PB1041,Y55-64,T,2011,PL,48.5,
PC,PB1041,Y55-64,T,2011,PT,59.3,
PC,PB1041,Y55-64,T,2011,RO,51.1,
PC,PB1041,Y55-64,T,2011,SI,38.3,
PC,PB1041,Y55-64,T,2011,SK,54.1,
PC,PB1041,Y55-64,T,2011,FI,71.5,
PC,PB1041,Y55-64,T,2011,SE,79.4,
PC,PB1041,Y55-64,T,2011,IS,90.1,
PC,PB1041,Y55-64,T,2011,CH,77.6,
PC,PB1041,Y55-64,T,2011,UK,69.3,
PC,PB1041,Y55-64,T,2011,TR,37.3,
PC,PB1070,Y15-24,F,2011,EU28,42.9,
PC,PB1070,Y15-24,F,2011,BE,32.9,u
PC,PB1070,Y15-24,F,2011,CZ,29.1,u
PC,PB1070,Y15-24,F,2011,DK,50.7,
PC,PB1070,Y15-24,F,2011,DE,56.6,
PC,PB1070,Y15-24,F,2011,IE,28.2,
PC,PB1070,Y15-24,F,2011,ES,39.6,
PC,PB1070,Y15-24,F,2011,FR,51.5,
PC,PB1070,Y15-24,F,2011,IT,15.5,u
PC,PB1070,Y15-24,F,2011,NL,46.1,u
PC,PB1070,Y15-24,F,2011,AT,60.2,u
PC,PB1070,Y15-24,F,2011,PL,14.8,u
PC,PB1070,Y15-24,F,2011,PT,25.1,
PC,PB1070,Y15-24,F,2011,SI,35.3,u
PC,PB1070,Y15-24,F,2011,FI,52.1,
PC,PB1070,Y15-24,F,2011,SE,52.6,
PC,PB1070,Y15-24,F,2011,IS,82.1,
PC,PB1070,Y15-24,F,2011,CH,68.2,
PC,PB1070,Y15-24,F,2011,UK,48.0,
PC,PB1070,Y15-24,F,2011,TR,23.8,
PC,PB1070,Y15-24,M,2011,EU28,41.4,
PC,PB1070,Y15-24,M,2011,BE,25.3,u
PC,PB1070,Y15-24,M,2011,CZ,37.9,
PC,PB1070,Y15-24,M,2011,DK,51.1,
PC,PB1070,Y15-24,M,2011,DE,54.0,
PC,PB1070,Y15-24,M,2011,IE,22.8,
PC,PB1070,Y15-24,M,2011,ES,40.2,
PC,PB1070,Y15-24,M,2011,FR,52.1,u
PC,PB1070,Y15-24,M,2011,IT,21.1,
PC,PB1070,Y15-24,M,2011,CY,34.8,u
PC,PB1070,Y15-24,M,2011,NL,46.3,u
PC,PB1070,Y15-24,M,2011,AT,59.3,u
PC,PB1070,Y15-24,M,2011,PL,22.7,u
PC,PB1070,Y15-24,M,2011,PT,32.8,
PC,PB1070,Y15-24,M,2011,SI,38.3,u
PC,PB1070,Y15-24,M,2011,SK,36.1,u
PC,PB1070,Y15-24,M,2011,FI,56.1,
PC,PB1070,Y15-24,M,2011,SE,47.8,
PC,PB1070,Y15-24,M,2011,IS,81.7,
PC,PB1070,Y15-24,M,2011,CH,68.5,
PC,PB1070,Y15-24,M,2011,UK,44.9,
PC,PB1070,Y15-24,M,2011,TR,46.6,
PC,PB1070,Y15-24,T,2011,EU28,42.2,
PC,PB1070,Y15-24,T,2011,BE,28.4,
PC,PB1070,Y15-24,T,2011,CZ,33.8,
PC,PB1070,Y15-24,T,2011,DK,50.9,
PC,PB1070,Y15-24,T,2011,DE,55.1,
PC,PB1070,Y15-24,T,2011,EE,37.2,u
PC,PB1070,Y15-24,T,2011,IE,25.1,
PC,PB1070,Y15-24,T,2011,ES,39.9,
PC,PB1070,Y15-24,T,2011,FR,51.7,
PC,PB1070,Y15-24,T,2011,IT,18.4,
PC,PB1070,Y15-24,T,2011,CY,35,u
PC,PB1070,Y15-24,T,2011,LU,25.8,u
PC,PB1070,Y15-24,T,2011,HU,14.4,u
PC,PB1070,Y15-24,T,2011,NL,46.2,
PC,PB1070,Y15-24,T,2011,AT,59.7,
PC,PB1070,Y15-24,T,2011,PL,19.3,
PC,PB1070,Y15-24,T,2011,PT,28.6,
PC,PB1070,Y15-24,T,2011,RO,16.5,u
PC,PB1070,Y15-24,T,2011,SI,36.8,u
PC,PB1070,Y15-24,T,2011,SK,32.4,
PC,PB1070,Y15-24,T,2011,FI,53.9,
PC,PB1070,Y15-24,T,2011,SE,50.6,
PC,PB1070,Y15-24,T,2011,IS,81.9,
PC,PB1070,Y15-24,T,2011,CH,68.4,
PC,PB1070,Y15-24,T,2011,UK,46.4,
PC,PB1070,Y15-24,T,2011,TR,35.7,
PC,PB1070,Y15-64,F,2011,EU28,43.4,
PC,PB1070,Y15-64,F,2011,BE,37.6,
PC,PB1070,Y15-64,F,2011,BG,21.0,
PC,PB1070,Y15-64,F,2011,CZ,40.6,
PC,PB1070,Y15-64,F,2011,DK,45.8,
PC,PB1070,Y15-64,F,2011,DE,43.2,
PC,PB1070,Y15-64,F,2011,EE,45.8,
PC,PB1070,Y15-64,F,2011,IE,25.3,
PC,PB1070,Y15-64,F,2011,EL,29.1,
PC,PB1070,Y15-64,F,2011,ES,41.2,
PC,PB1070,Y15-64,F,2011,FR,72.9,
PC,PB1070,Y15-64,F,2011,HR,33.8,
PC,PB1070,Y15-64,F,2011,IT,34.5,
PC,PB1070,Y15-64,F,2011,CY,39.6,
PC,PB1070,Y15-64,F,2011,LV,52.3,
PC,PB1070,Y15-64,F,2011,LT,45.2,
PC,PB1070,Y15-64,F,2011,LU,49.1,
PC,PB1070,Y15-64,F,2011,HU,24.5,
PC,PB1070,Y15-64,F,2011,MT,27.1,
PC,PB1070,Y15-64,F,2011,NL,40.8,
PC,PB1070,Y15-64,F,2011,AT,47.8,
PC,PB1070,Y15-64,F,2011,PL,28.1,
PC,PB1070,Y15-64,F,2011,PT,50.7,
PC,PB1070,Y15-64,F,2011,RO,24.0,
PC,PB1070,Y15-64,F,2011,SI,47.0,
PC,PB1070,Y15-64,F,2011,SK,34.0,
