unit,lev_limit,age,sex,geo,time,v,flag
PC,NONE,Y16-24,F,TR,2015,33.9,
PC,NONE,Y16-24,F,TR,2014,33.5,
PC,NONE,Y16-24,F,TR,2013,35.1,
PC,NONE,Y16-24,F,TR,2012,36.7,
PC,NONE,Y16-24,F,TR,2011,34.9,
PC,NONE,Y16-24,F,TR,2010,35.4,
PC,NONE,Y16-24,F,UK,2018,3.7,
PC,NONE,Y16-24,F,UK,2017,1.4,b
PC,NONE,Y16-24,F,UK,2016,3.0,
PC,NONE,Y16-24,F,UK,2015,3.6,
PC,NONE,Y16-24,F,UK,2014,4.9,
PC,NONE,Y16-24,F,UK,2013,3.1,
PC,NONE,Y16-24,F,UK,2012,5.4,
PC,NONE,Y16-24,F,UK,2011,4.7,
PC,NONE,Y16-24,F,UK,2010,7.0,
PC,NONE,Y16-24,F,XK,2018,24.1,
PC,NONE,Y16-24,M,AL,2020,19.7,
PC,NONE,Y16-24,M,AL,2019,27.8,
PC,NONE,Y16-24,M,AL,2018,32.2,
PC,NONE,Y16-24,M,AL,2017,30.6,
PC,NONE,Y16-24,M,AT,2020,4.6,
PC,NONE,Y16-24,M,AT,2019,6.7,
PC,NONE,Y16-24,M,AT,2018,4.7,
PC,NONE,Y16-24,M,AT,2017,5.8,
PC,NONE,Y16-24,M,AT,2016,4.9,
PC,NONE,Y16-24,M,AT,2015,7.0,
PC,NONE,Y16-24,M,AT,2014,5.1,
PC,NONE,Y16-24,M,AT,2013,5.0,
PC,NONE,Y16-24,M,AT,2012,3.9,
PC,NONE,Y16-24,M,AT,2011,6.4,
PC,NONE,Y16-24,M,AT,2010,5.9,
PC,NONE,Y16-24,M,BE,2020,4.4,
PC,NONE,Y16-24,M,BE,2019,2.9,b
PC,NONE,Y16-24,M,BE,2018,3.2,
PC,NONE,Y16-24,M,BE,2017,4.4,
PC,NONE,Y16-24,M,BE,2016,3.5,b
PC,NONE,Y16-24,M,BE,2015,0.9,
PC,NONE,Y16-24,M,BE,2014,1.5,
PC,NONE,Y16-24,M,BE,2013,3.0,
PC,NONE,Y16-24,M,BE,2012,0.4,
PC,NONE,Y16-24,M,BE,2011,1.8,
PC,NONE,Y16-24,M,BE,2010,3.4,
PC,NONE,Y16-24,M,BG,2020,15.3,
PC,NONE,Y16-24,M,BG,2019,16.3,
PC,NONE,Y16-24,M,BG,2018,16.6,
PC,NONE,Y16-24,M,BG,2017,18.5,
PC,NONE,Y16-24,M,BG,2016,18.4,
PC,NONE,Y16-24,M,BG,2015,18.9,
PC,NONE,Y16-24,M,BG,2014,18.8,
PC,NONE,Y16-24,M,BG,2013,18.7,
PC,NONE,Y16-24,M,BG,2012,17.9,
PC,NONE,Y16-24,M,BG,2011,19.2,
PC,NONE,Y16-24,M,BG,2010,20.1,
PC,NONE,Y16-24,M,CH,2020,2.2,
PC,NONE,Y16-24,M,CH,2019,3.2,
PC,NONE,Y16-24,M,CH,2018,5.2,
PC,NONE,Y16-24,M,CH,2017,3.1,
PC,NONE,Y16-24,M,CH,2016,1.8,
PC,NONE,Y16-24,M,CH,2015,2.9,
PC,NONE,Y16-24,M,CH,2014,3.0,
PC,NONE,Y16-24,M,CH,2013,3.5,
PC,NONE,Y16-24,M,CH,2012,2.4,
PC,NONE,Y16-24,M,CH,2011,3.2,
PC,NONE,Y16-24,M,CH,2010,1.1,
PC,NONE,Y16-24,M,CY,2020,3.2,
PC,NONE,Y16-24,M,CY,2019,3.2,
PC,NONE,Y16-24,M,CY,2018,1.2,
PC,NONE,Y16-24,M,CY,2017,2.7,
PC,NONE,Y16-24,M,CY,2016,4.1,
PC,NONE,Y16-24,M,CY,2015,0.7,
PC,NONE,Y16-24,M,CY,2014,4.0,
PC,NONE,Y16-24,M,CY,2013,3.8,
PC,NONE,Y16-24,M,CY,2012,2.6,
PC,NONE,Y16-24,M,CY,2011,4.4,
PC,NONE,Y16-24,M,CY,2010,6.1,
PC,NONE,Y16-24,M,CZ,2020,5.2,
PC,NONE,Y16-24,M,CZ,2019,1.8,
PC,NONE,Y16-24,M,CZ,2018,4.9,
PC,NONE,Y16-24,M,CZ,2017,5.1,
PC,NONE,Y16-24,M,CZ,2016,2.7,
PC,NONE,Y16-24,M,CZ,2015,3.8,
PC,NONE,Y16-24,M,CZ,2014,2.0,
PC,NONE,Y16-24,M,CZ,2013,5.3,
PC,NONE,Y16-24,M,CZ,2012,6.7,
PC,NONE,Y16-24,M,CZ,2011,9.3,
PC,NONE,Y16-24,M,CZ,2010,7.0,
PC,NONE,Y16-24,M,DE,2020,3.1,b
PC,NONE,Y16-24,M,DE,2019,3.3,
PC,NONE,Y16-24,M,DE,2018,3.2,
PC,NONE,Y16-24,M,DE,2017,1.9,
PC,NONE,Y16-24,M,DE,2016,2.4,
PC,NONE,Y16-24,M,DE,2015,3.0,
PC,NONE,Y16-24,M,DE,2014,3.3,
