unit,hlth_pb,worktime,age,sex,time\geo,i,v,flag
THS,PB1040,FT,TOTAL,T,2011,FR,3545.558,
THS,PB1040,FT,TOTAL,T,2011,HR,113.527,
THS,PB1040,FT,TOTAL,T,2011,IT,1171.975,
THS,PB1040,FT,TOTAL,T,2011,CY,21.302,
THS,PB1040,FT,TOTAL,T,2011,LV,109.896,
THS,PB1040,FT,TOTAL,T,2011,LT,95.135,
THS,PB1040,FT,TOTAL,T,2011,LU,35.022,
THS,PB1040,FT,TOTAL,T,2011,HU,155.048,
THS,PB1040,FT,TOTAL,T,2011,MT,5.521,
THS,PB1040,FT,TOTAL,T,2011,NL,251.438,
THS,PB1040,FT,TOTAL,T,2011,AT,616.035,
THS,PB1040,FT,TOTAL,T,2011,PL,1042.099,
THS,PB1040,FT,TOTAL,T,2011,PT,511.76,
THS,PB1040,FT,TOTAL,T,2011,RO,389.399,
THS,PB1040,FT,TOTAL,T,2011,SI,106.157,
THS,PB1040,FT,TOTAL,T,2011,SK,111.016,
THS,PB1040,FT,TOTAL,T,2011,FI,384.197,
THS,PB1040,FT,TOTAL,T,2011,SE,423.005,
THS,PB1040,FT,TOTAL,T,2011,IS,19.246,
THS,PB1040,FT,TOTAL,T,2011,CH,373.739,
THS,PB1040,FT,TOTAL,T,2011,UK,2162.553,
THS,PB1040,FT,TOTAL,T,2011,TR,2784.269,
THS,PB1040,FT,Y15-24,F,2011,EU28,239.741,
THS,PB1040,FT,Y15-24,F,2011,BE,3.125,u
THS,PB1040,FT,Y15-24,F,2011,CZ,2.076,u
THS,PB1040,FT,Y15-24,F,2011,DK,3.625,u
THS,PB1040,FT,Y15-24,F,2011,DE,61.716,
THS,PB1040,FT,Y15-24,F,2011,ES,6.759,u
THS,PB1040,FT,Y15-24,F,2011,FR,51.055,u
THS,PB1040,FT,Y15-24,F,2011,NL,2.834,u
THS,PB1040,FT,Y15-24,F,2011,AT,14.448,u
THS,PB1040,FT,Y15-24,F,2011,PL,7.629,u
THS,PB1040,FT,Y15-24,F,2011,FI,3.097,u
THS,PB1040,FT,Y15-24,F,2011,SE,9.17,
THS,PB1040,FT,Y15-24,F,2011,IS,1.722,
THS,PB1040,FT,Y15-24,F,2011,CH,29.915,
THS,PB1040,FT,Y15-24,F,2011,UK,57.362,
THS,PB1040,FT,Y15-24,F,2011,TR,39.472,
THS,PB1040,FT,Y15-24,M,2011,EU28,315.425,
THS,PB1040,FT,Y15-24,M,2011,BE,7.517,u
THS,PB1040,FT,Y15-24,M,2011,CZ,1.491,u
THS,PB1040,FT,Y15-24,M,2011,DK,4.622,u
THS,PB1040,FT,Y15-24,M,2011,DE,90.06,
THS,PB1040,FT,Y15-24,M,2011,ES,7.389,u
THS,PB1040,FT,Y15-24,M,2011,FR,64.831,u
THS,PB1040,FT,Y15-24,M,2011,IT,7.129,u
THS,PB1040,FT,Y15-24,M,2011,LU,0.625,u
THS,PB1040,FT,Y15-24,M,2011,NL,7.551,u
THS,PB1040,FT,Y15-24,M,2011,AT,21.423,
THS,PB1040,FT,Y15-24,M,2011,PL,11.044,u
THS,PB1040,FT,Y15-24,M,2011,FI,7.494,
THS,PB1040,FT,Y15-24,M,2011,SE,11.809,
THS,PB1040,FT,Y15-24,M,2011,IS,1.337,
THS,PB1040,FT,Y15-24,M,2011,CH,32.071,
THS,PB1040,FT,Y15-24,M,2011,UK,56.212,
THS,PB1040,FT,Y15-24,M,2011,TR,100.892,
THS,PB1040,FT,Y15-24,T,2011,EU28,555.166,
THS,PB1040,FT,Y15-24,T,2011,BE,10.642,
THS,PB1040,FT,Y15-24,T,2011,CZ,3.567,u
THS,PB1040,FT,Y15-24,T,2011,DK,8.248,
THS,PB1040,FT,Y15-24,T,2011,DE,151.776,
THS,PB1040,FT,Y15-24,T,2011,EE,2.733,u
THS,PB1040,FT,Y15-24,T,2011,IE,1.007,
THS,PB1040,FT,Y15-24,T,2011,ES,14.148,
THS,PB1040,FT,Y15-24,T,2011,FR,115.887,
THS,PB1040,FT,Y15-24,T,2011,IT,9.449,
THS,PB1040,FT,Y15-24,T,2011,CY,0.563,u
THS,PB1040,FT,Y15-24,T,2011,LU,1.026,u
THS,PB1040,FT,Y15-24,T,2011,NL,10.385,u
THS,PB1040,FT,Y15-24,T,2011,AT,35.87,
THS,PB1040,FT,Y15-24,T,2011,PL,18.672,u
THS,PB1040,FT,Y15-24,T,2011,PT,10.619,
THS,PB1040,FT,Y15-24,T,2011,SI,1.119,u
THS,PB1040,FT,Y15-24,T,2011,FI,10.592,
THS,PB1040,FT,Y15-24,T,2011,SE,20.979,
THS,PB1040,FT,Y15-24,T,2011,IS,3.06,
THS,PB1040,FT,Y15-24,T,2011,CH,61.986,
THS,PB1040,FT,Y15-24,T,2011,UK,113.574,
THS,PB1040,FT,Y15-24,T,2011,TR,140.363,
THS,PB1040,FT,Y25-34,F,2011,EU28,798.606,
THS,PB1040,FT,Y25-34,F,2011,BE,16.873,
THS,PB1040,FT,Y25-34,F,2011,CZ,4.466,u
THS,PB1040,FT,Y25-34,F,2011,DK,7.533,
THS,PB1040,FT,Y25-34,F,2011,DE,114.42,
THS,PB1040,FT,Y25-34,F,2011,EE,4.805,u
THS,PB1040,FT,Y25-34,F,2011,IE,3.166,
THS,PB1040,FT,Y25-34,F,2011,EL,4.388,u
THS,PB1040,FT,Y25-34,F,2011,ES,60.304,
THS,PB1040,FT,Y25-34,F,2011,FR,183.873,
THS,PB1040,FT,Y25-34,F,2011,IT,41.713,
THS,PB1040,FT,Y25-34,F,2011,CY,0.727,u
THS,PB1040,FT,Y25-34,F,2011,LV,5.495,u
THS,PB1040,FT,Y25-34,F,2011,LU,3.166,
THS,PB1040,FT,Y25-34,F,2011,HU,4.849,u
THS,PB1040,FT,Y25-34,F,2011,NL,12.521,u
THS,PB1040,FT,Y25-34,F,2011,AT,35.861,
THS,PB1040,FT,Y25-34,F,2011,PL,41.248,
THS,PB1040,FT,Y25-34,F,2011,PT,36.01,
THS,PB1040,FT,Y25-34,F,2011,RO,15.329,
THS,PB1040,FT,Y25-34,F,2011,SI,4.228,u
THS,PB1040,FT,Y25-34,F,2011,FI,24.271,
THS,PB1040,FT,Y25-34,F,2011,SE,29.834,
THS,PB1040,FT,Y25-34,F,2011,CH,24.188,
THS,PB1040,FT,Y25-34,F,2011,UK,130.944,
THS,PB1040,FT,Y25-34,F,2011,TR,115.44,
THS,PB1040,FT,Y25-34,M,2011,EU28,1126.974,
THS,PB1040,FT,Y25-34,M,2011,BE,26.253,
THS,PB1040,FT,Y25-34,M,2011,CZ,10.596,
THS,PB1040,FT,Y25-34,M,2011,DK,19.479,
THS,PB1040,FT,Y25-34,M,2011,DE,217.498,
THS,PB1040,FT,Y25-34,M,2011,EE,4.62,u
THS,PB1040,FT,Y25-34,M,2011,IE,2.492,
THS,PB1040,FT,Y25-34,M,2011,EL,6.607,u
THS,PB1040,FT,Y25-34,M,2011,ES,49.117,
THS,PB1040,FT,Y25-34,M,2011,FR,285.06,
THS,PB1040,FT,Y25-34,M,2011,IT,71.887,
THS,PB1040,FT,Y25-34,M,2011,CY,1.033,u
THS,PB1040,FT,Y25-34,M,2011,LU,4.165,
THS,PB1040,FT,Y25-34,M,2011,HU,7.727,
THS,PB1040,FT,Y25-34,M,2011,NL,21.102,u
THS,PB1040,FT,Y25-34,M,2011,AT,52.834,
THS,PB1040,FT,Y25-34,M,2011,PL,58.608,
THS,PB1040,FT,Y25-34,M,2011,PT,23.295,
THS,PB1040,FT,Y25-34,M,2011,RO,11.354,u
THS,PB1040,FT,Y25-34,M,2011,SI,6.51,u
THS,PB1040,FT,Y25-34,M,2011,SK,3.888,u
THS,PB1040,FT,Y25-34,M,2011,FI,28.094,
THS,PB1040,FT,Y25-34,M,2011,SE,31.739,
THS,PB1040,FT,Y25-34,M,2011,IS,1.9,
THS,PB1040,FT,Y25-34,M,2011,CH,31.619,
THS,PB1040,FT,Y25-34,M,2011,UK,170.037,
THS,PB1040,FT,Y25-34,M,2011,TR,385.427,
THS,PB1040,FT,Y25-34,T,2011,EU28,1925.58,
THS,PB1040,FT,Y25-34,T,2011,BE,43.126,
THS,PB1040,FT,Y25-34,T,2011,BG,7.111,u
THS,PB1040,FT,Y25-34,T,2011,CZ,15.061,
THS,PB1040,FT,Y25-34,T,2011,DK,27.012,
THS,PB1040,FT,Y25-34,T,2011,DE,331.917,
THS,PB1040,FT,Y25-34,T,2011,EE,9.425,
THS,PB1040,FT,Y25-34,T,2011,IE,5.657,
THS,PB1040,FT,Y25-34,T,2011,EL,10.995,
THS,PB1040,FT,Y25-34,T,2011,ES,109.421,
THS,PB1040,FT,Y25-34,T,2011,FR,468.933,
THS,PB1040,FT,Y25-34,T,2011,HR,5.438,u
THS,PB1040,FT,Y25-34,T,2011,IT,113.6,
THS,PB1040,FT,Y25-34,T,2011,CY,1.76,
THS,PB1040,FT,Y25-34,T,2011,LV,9.377,
THS,PB1040,FT,Y25-34,T,2011,LT,5.668,u
THS,PB1040,FT,Y25-34,T,2011,LU,7.331,
THS,PB1040,FT,Y25-34,T,2011,HU,12.576,
THS,PB1040,FT,Y25-34,T,2011,NL,33.623,u
THS,PB1040,FT,Y25-34,T,2011,AT,88.694,
THS,PB1040,FT,Y25-34,T,2011,PL,99.855,
THS,PB1040,FT,Y25-34,T,2011,PT,59.305,
THS,PB1040,FT,Y25-34,T,2011,RO,26.683,
THS,PB1040,FT,Y25-34,T,2011,SI,10.738,
THS,PB1040,FT,Y25-34,T,2011,SK,5.993,
THS,PB1040,FT,Y25-34,T,2011,FI,52.365,
THS,PB1040,FT,Y25-34,T,2011,SE,61.574,
THS,PB1040,FT,Y25-34,T,2011,IS,2.784,
THS,PB1040,FT,Y25-34,T,2011,CH,55.807,
THS,PB1040,FT,Y25-34,T,2011,UK,300.981,
THS,PB1040,FT,Y25-34,T,2011,TR,500.867,
THS,PB1040,FT,Y35-44,F,2011,EU28,1381.368,
THS,PB1040,FT,Y35-44,F,2011,BE,16.59,
THS,PB1040,FT,Y35-44,F,2011,BG,13.892,u
THS,PB1040,FT,Y35-44,F,2011,CZ,17.455,
THS,PB1040,FT,Y35-44,F,2011,DK,18.164,
THS,PB1040,FT,Y35-44,F,2011,DE,154.49,
THS,PB1040,FT,Y35-44,F,2011,EE,7.353,
THS,PB1040,FT,Y35-44,F,2011,IE,3.281,
THS,PB1040,FT,Y35-44,F,2011,EL,12.148,
THS,PB1040,FT,Y35-44,F,2011,ES,79.416,
THS,PB1040,FT,Y35-44,F,2011,FR,367.563,
THS,PB1040,FT,Y35-44,F,2011,HR,9.428,u
THS,PB1040,FT,Y35-44,F,2011,IT,117.209,
THS,PB1040,FT,Y35-44,F,2011,CY,1.765,
THS,PB1040,FT,Y35-44,F,2011,LV,10.964,
THS,PB1040,FT,Y35-44,F,2011,LT,11.381,
THS,PB1040,FT,Y35-44,F,2011,LU,3.408,
THS,PB1040,FT,Y35-44,F,2011,HU,13.828,
THS,PB1040,FT,Y35-44,F,2011,NL,14.871,u
THS,PB1040,FT,Y35-44,F,2011,AT,39.773,
THS,PB1040,FT,Y35-44,F,2011,PL,94.968,
THS,PB1040,FT,Y35-44,F,2011,PT,59.234,
THS,PB1040,FT,Y35-44,F,2011,RO,44.304,
THS,PB1040,FT,Y35-44,F,2011,SI,14.012,
THS,PB1040,FT,Y35-44,F,2011,SK,13.008,
THS,PB1040,FT,Y35-44,F,2011,FI,39.277,
THS,PB1040,FT,Y35-44,F,2011,SE,38.765,
THS,PB1040,FT,Y35-44,F,2011,IS,1.646,
THS,PB1040,FT,Y35-44,F,2011,CH,19.213,
THS,PB1040,FT,Y35-44,F,2011,UK,164.26,
THS,PB1040,FT,Y35-44,F,2011,TR,221.505,
THS,PB1040,FT,Y35-44,M,2011,EU28,2009.172,
THS,PB1040,FT,Y35-44,M,2011,BE,47.403,
THS,PB1040,FT,Y35-44,M,2011,BG,10.387,u
THS,PB1040,FT,Y35-44,M,2011,CZ,24.394,
THS,PB1040,FT,Y35-44,M,2011,DK,20.738,
THS,PB1040,FT,Y35-44,M,2011,DE,360.338,
THS,PB1040,FT,Y35-44,M,2011,EE,5.346,u
THS,PB1040,FT,Y35-44,M,2011,IE,5.787,
THS,PB1040,FT,Y35-44,M,2011,EL,16.541,
THS,PB1040,FT,Y35-44,M,2011,ES,125.647,
THS,PB1040,FT,Y35-44,M,2011,FR,450.018,
THS,PB1040,FT,Y35-44,M,2011,HR,7.186,u
THS,PB1040,FT,Y35-44,M,2011,IT,194.958,
THS,PB1040,FT,Y35-44,M,2011,CY,2.463,
THS,PB1040,FT,Y35-44,M,2011,LV,9.585,
THS,PB1040,FT,Y35-44,M,2011,LT,7.74,u
THS,PB1040,FT,Y35-44,M,2011,LU,5.753,
THS,PB1040,FT,Y35-44,M,2011,HU,11.713,
THS,PB1040,FT,Y35-44,M,2011,NL,43.684,
THS,PB1040,FT,Y35-44,M,2011,AT,99.309,
THS,PB1040,FT,Y35-44,M,2011,PL,98.279,
THS,PB1040,FT,Y35-44,M,2011,PT,61.25,
THS,PB1040,FT,Y35-44,M,2011,RO,35.193,
THS,PB1040,FT,Y35-44,M,2011,SI,11.952,
THS,PB1040,FT,Y35-44,M,2011,SK,12.558,
THS,PB1040,FT,Y35-44,M,2011,FI,36.239,
THS,PB1040,FT,Y35-44,M,2011,SE,49.351,
THS,PB1040,FT,Y35-44,M,2011,IS,2.016,
THS,PB1040,FT,Y35-44,M,2011,CH,49.612,
THS,PB1040,FT,Y35-44,M,2011,UK,254.446,
THS,PB1040,FT,Y35-44,M,2011,TR,602.553,
THS,PB1040,FT,Y35-44,T,2011,EU28,3390.54,
THS,PB1040,FT,Y35-44,T,2011,BE,63.993,
THS,PB1040,FT,Y35-44,T,2011,BG,24.28,
THS,PB1040,FT,Y35-44,T,2011,CZ,41.849,
THS,PB1040,FT,Y35-44,T,2011,DK,38.903,
THS,PB1040,FT,Y35-44,T,2011,DE,514.828,
THS,PB1040,FT,Y35-44,T,2011,EE,12.699,
THS,PB1040,FT,Y35-44,T,2011,IE,9.068,
THS,PB1040,FT,Y35-44,T,2011,EL,28.689,
THS,PB1040,FT,Y35-44,T,2011,ES,205.064,
THS,PB1040,FT,Y35-44,T,2011,FR,817.581,
THS,PB1040,FT,Y35-44,T,2011,HR,16.614,u
THS,PB1040,FT,Y35-44,T,2011,IT,312.167,
THS,PB1040,FT,Y35-44,T,2011,CY,4.228,
THS,PB1040,FT,Y35-44,T,2011,LV,20.549,
THS,PB1040,FT,Y35-44,T,2011,LT,19.121,
THS,PB1040,FT,Y35-44,T,2011,LU,9.161,
THS,PB1040,FT,Y35-44,T,2011,HU,25.541,
THS,PB1040,FT,Y35-44,T,2011,NL,58.555,
THS,PB1040,FT,Y35-44,T,2011,AT,139.082,
THS,PB1040,FT,Y35-44,T,2011,PL,193.248,
THS,PB1040,FT,Y35-44,T,2011,PT,120.484,
THS,PB1040,FT,Y35-44,T,2011,RO,79.497,
THS,PB1040,FT,Y35-44,T,2011,SI,25.964,
THS,PB1040,FT,Y35-44,T,2011,SK,25.566,
THS,PB1040,FT,Y35-44,T,2011,FI,75.516,
THS,PB1040,FT,Y35-44,T,2011,SE,88.116,
THS,PB1040,FT,Y35-44,T,2011,IS,3.662,
THS,PB1040,FT,Y35-44,T,2011,CH,68.825,
THS,PB1040,FT,Y35-44,T,2011,UK,418.706,
THS,PB1040,FT,Y35-44,T,2011,TR,824.059,
THS,PB1040,FT,Y45-54,F,2011,EU28,2503.491,
THS,PB1040,FT,Y45-54,F,2011,BE,30.858,
THS,PB1040,FT,Y45-54,F,2011,BG,31.811,
THS,PB1040,FT,Y45-54,F,2011,CZ,37.116,
THS,PB1040,FT,Y45-54,F,2011,DK,25.034,
THS,PB1040,FT,Y45-54,F,2011,DE,235.889,
THS,PB1040,FT,Y45-54,F,2011,EE,13.634,
THS,PB1040,FT,Y45-54,F,2011,IE,3.612,
THS,PB1040,FT,Y45-54,F,2011,EL,24.761,
THS,PB1040,FT,Y45-54,F,2011,ES,134.537,
THS,PB1040,FT,Y45-54,F,2011,FR,644.871,
THS,PB1040,FT,Y45-54,F,2011,HR,22.771,u
THS,PB1040,FT,Y45-54,F,2011,IT,192.065,
THS,PB1040,FT,Y45-54,F,2011,CY,4.082,
THS,PB1040,FT,Y45-54,F,2011,LV,27.211,
THS,PB1040,FT,Y45-54,F,2011,LT,22.976,
THS,PB1040,FT,Y45-54,F,2011,LU,4.477,
THS,PB1040,FT,Y45-54,F,2011,HU,31.163,
THS,PB1040,FT,Y45-54,F,2011,NL,17.133,u
THS,PB1040,FT,Y45-54,F,2011,AT,91.976,
THS,PB1040,FT,Y45-54,F,2011,PL,226.208,
THS,PB1040,FT,Y45-54,F,2011,PT,94.145,
THS,PB1040,FT,Y45-54,F,2011,RO,74.419,
THS,PB1040,FT,Y45-54,F,2011,SI,24.406,
THS,PB1040,FT,Y45-54,F,2011,SK,22.144,
THS,PB1040,FT,Y45-54,F,2011,FI,76.656,
THS,PB1040,FT,Y45-54,F,2011,SE,66.207,
THS,PB1040,FT,Y45-54,F,2011,IS,2.741,
THS,PB1040,FT,Y45-54,F,2011,CH,28.047,
THS,PB1040,FT,Y45-54,F,2011,UK,323.094,
THS,PB1040,FT,Y45-54,F,2011,TR,281.095,
THS,PB1040,FT,Y45-54,M,2011,EU28,3236.041,
THS,PB1040,FT,Y45-54,M,2011,BE,59.301,
THS,PB1040,FT,Y45-54,M,2011,BG,21.583,
THS,PB1040,FT,Y45-54,M,2011,CZ,35.322,
THS,PB1040,FT,Y45-54,M,2011,DK,27.854,
THS,PB1040,FT,Y45-54,M,2011,DE,559.476,
THS,PB1040,FT,Y45-54,M,2011,EE,11.882,
THS,PB1040,FT,Y45-54,M,2011,IE,6.501,
THS,PB1040,FT,Y45-54,M,2011,EL,30.282,
THS,PB1040,FT,Y45-54,M,2011,ES,177.041,
THS,PB1040,FT,Y45-54,M,2011,FR,758.539,
THS,PB1040,FT,Y45-54,M,2011,HR,27.17,u
THS,PB1040,FT,Y45-54,M,2011,IT,259.454,
THS,PB1040,FT,Y45-54,M,2011,CY,3.535,
THS,PB1040,FT,Y45-54,M,2011,LV,19.148,
THS,PB1040,FT,Y45-54,M,2011,LT,14.927,
THS,PB1040,FT,Y45-54,M,2011,LU,8.398,
THS,PB1040,FT,Y45-54,M,2011,HU,30.074,
THS,PB1040,FT,Y45-54,M,2011,NL,68.422,
THS,PB1040,FT,Y45-54,M,2011,AT,150.634,
THS,PB1040,FT,Y45-54,M,2011,PL,190.487,
THS,PB1040,FT,Y45-54,M,2011,PT,90.485,
THS,PB1040,FT,Y45-54,M,2011,RO,69.176,
THS,PB1040,FT,Y45-54,M,2011,SI,24.232,
THS,PB1040,FT,Y45-54,M,2011,SK,24.794,
THS,PB1040,FT,Y45-54,M,2011,FI,63.518,
THS,PB1040,FT,Y45-54,M,2011,SE,68.211,
THS,PB1040,FT,Y45-54,M,2011,IS,1.947,
THS,PB1040,FT,Y45-54,M,2011,CH,75.217,
THS,PB1040,FT,Y45-54,M,2011,UK,434.485,
THS,PB1040,FT,Y45-54,M,2011,TR,569.68,
THS,PB1040,FT,Y45-54,T,2011,EU28,5739.532,
THS,PB1040,FT,Y45-54,T,2011,BE,90.159,
THS,PB1040,FT,Y45-54,T,2011,BG,53.393,
THS,PB1040,FT,Y45-54,T,2011,CZ,72.438,
THS,PB1040,FT,Y45-54,T,2011,DK,52.887,
THS,PB1040,FT,Y45-54,T,2011,DE,795.365,
THS,PB1040,FT,Y45-54,T,2011,EE,25.517,
THS,PB1040,FT,Y45-54,T,2011,IE,10.113,
THS,PB1040,FT,Y45-54,T,2011,EL,55.043,
THS,PB1040,FT,Y45-54,T,2011,ES,311.579,
THS,PB1040,FT,Y45-54,T,2011,FR,1403.41,
THS,PB1040,FT,Y45-54,T,2011,HR,49.941,
THS,PB1040,FT,Y45-54,T,2011,IT,451.52,
THS,PB1040,FT,Y45-54,T,2011,CY,7.617,
THS,PB1040,FT,Y45-54,T,2011,LV,46.359,
THS,PB1040,FT,Y45-54,T,2011,LT,37.902,
THS,PB1040,FT,Y45-54,T,2011,LU,12.875,
THS,PB1040,FT,Y45-54,T,2011,HU,61.237,
THS,PB1040,FT,Y45-54,T,2011,NL,85.555,
THS,PB1040,FT,Y45-54,T,2011,AT,242.61,
THS,PB1040,FT,Y45-54,T,2011,PL,416.694,
THS,PB1040,FT,Y45-54,T,2011,PT,184.631,
THS,PB1040,FT,Y45-54,T,2011,RO,143.595,
THS,PB1040,FT,Y45-54,T,2011,SI,48.638,
THS,PB1040,FT,Y45-54,T,2011,SK,46.938,
THS,PB1040,FT,Y45-54,T,2011,FI,140.174,
THS,PB1040,FT,Y45-54,T,2011,SE,134.418,
THS,PB1040,FT,Y45-54,T,2011,IS,4.689,
THS,PB1040,FT,Y45-54,T,2011,CH,103.263,
THS,PB1040,FT,Y45-54,T,2011,UK,757.579,
THS,PB1040,FT,Y45-54,T,2011,TR,850.774,
THS,PB1040,FT,Y55-64,F,2011,EU28,1561.994,
THS,PB1040,FT,Y55-64,F,2011,BE,12.435,
THS,PB1040,FT,Y55-64,F,2011,BG,29.927,
THS,PB1040,FT,Y55-64,F,2011,CZ,23.097,
THS,PB1040,FT,Y55-64,F,2011,DK,15.106,
THS,PB1040,FT,Y55-64,F,2011,DE,204.551,
THS,PB1040,FT,Y55-64,F,2011,EE,12.844,
THS,PB1040,FT,Y55-64,F,2011,IE,1.834,
THS,PB1040,FT,Y55-64,F,2011,EL,22.012,
THS,PB1040,FT,Y55-64,F,2011,ES,95.14,
THS,PB1040,FT,Y55-64,F,2011,FR,322.372,
THS,PB1040,FT,Y55-64,F,2011,HR,13.306,u
THS,PB1040,FT,Y55-64,F,2011,IT,110.456,
THS,PB1040,FT,Y55-64,F,2011,CY,3.068,
THS,PB1040,FT,Y55-64,F,2011,LV,21.387,
THS,PB1040,FT,Y55-64,F,2011,LT,18.534,
THS,PB1040,FT,Y55-64,F,2011,LU,1.768,
THS,PB1040,FT,Y55-64,F,2011,HU,29.68,
THS,PB1040,FT,Y55-64,F,2011,NL,11.969,u
THS,PB1040,FT,Y55-64,F,2011,AT,36.53,
THS,PB1040,FT,Y55-64,F,2011,PL,118.583,
THS,PB1040,FT,Y55-64,F,2011,PT,68.109,
THS,PB1040,FT,Y55-64,F,2011,RO,59.618,
THS,PB1040,FT,Y55-64,F,2011,SI,5.724,u
THS,PB1040,FT,Y55-64,F,2011,SK,13.339,
THS,PB1040,FT,Y55-64,F,2011,FI,57.268,
THS,PB1040,FT,Y55-64,F,2011,SE,53.713,
THS,PB1040,FT,Y55-64,F,2011,IS,2.028,
THS,PB1040,FT,Y55-64,F,2011,CH,22.997,
THS,PB1040,FT,Y55-64,F,2011,UK,199.499,
THS,PB1040,FT,Y55-64,F,2011,TR,169.971,
THS,PB1040,FT,Y55-64,M,2011,EU28,2386.557,
THS,PB1040,FT,Y55-64,M,2011,BE,35.499,
THS,PB1040,FT,Y55-64,M,2011,BG,30.644,
THS,PB1040,FT,Y55-64,M,2011,CZ,45.335,
THS,PB1040,FT,Y55-64,M,2011,DK,17.864,
THS,PB1040,FT,Y55-64,M,2011,DE,427.013,
