unit,hlth_pb,worktime,age,sex,time\geo,i,v,flag
THS,PB1040,TOTAL,Y35-44,T,2011,HR,18.406,u
THS,PB1040,TOTAL,Y35-44,T,2011,IT,381.237,
THS,PB1040,TOTAL,Y35-44,T,2011,CY,5.089,
THS,PB1040,TOTAL,Y35-44,T,2011,LV,22.599,
THS,PB1040,TOTAL,Y35-44,T,2011,LT,21.604,
THS,PB1040,TOTAL,Y35-44,T,2011,LU,12.413,
THS,PB1040,TOTAL,Y35-44,T,2011,HU,35.287,
THS,PB1040,TOTAL,Y35-44,T,2011,MT,1.845,u
THS,PB1040,TOTAL,Y35-44,T,2011,NL,137.145,
THS,PB1040,TOTAL,Y35-44,T,2011,AT,183.247,
THS,PB1040,TOTAL,Y35-44,T,2011,PL,216.408,
THS,PB1040,TOTAL,Y35-44,T,2011,PT,133.162,
THS,PB1040,TOTAL,Y35-44,T,2011,RO,92.669,
THS,PB1040,TOTAL,Y35-44,T,2011,SI,29.38,
THS,PB1040,TOTAL,Y35-44,T,2011,SK,29.981,
THS,PB1040,TOTAL,Y35-44,T,2011,FI,85.166,
THS,PB1040,TOTAL,Y35-44,T,2011,SE,130.216,
THS,PB1040,TOTAL,Y35-44,T,2011,IS,5.172,
THS,PB1040,TOTAL,Y35-44,T,2011,CH,117.697,
THS,PB1040,TOTAL,Y35-44,T,2011,UK,609.946,
THS,PB1040,TOTAL,Y35-44,T,2011,TR,992.399,
THS,PB1040,TOTAL,Y45-54,F,2011,EU28,3906.971,
THS,PB1040,TOTAL,Y45-54,F,2011,BE,71.689,
THS,PB1040,TOTAL,Y45-54,F,2011,BG,32.84,
THS,PB1040,TOTAL,Y45-54,F,2011,CZ,43.757,
THS,PB1040,TOTAL,Y45-54,F,2011,DK,43.55,
THS,PB1040,TOTAL,Y45-54,F,2011,DE,533.291,
THS,PB1040,TOTAL,Y45-54,F,2011,EE,16.069,
THS,PB1040,TOTAL,Y45-54,F,2011,IE,7.046,
THS,PB1040,TOTAL,Y45-54,F,2011,EL,27.306,
THS,PB1040,TOTAL,Y45-54,F,2011,ES,174.224,
THS,PB1040,TOTAL,Y45-54,F,2011,FR,1001.983,
THS,PB1040,TOTAL,Y45-54,F,2011,HR,27.345,u
THS,PB1040,TOTAL,Y45-54,F,2011,IT,280.257,
THS,PB1040,TOTAL,Y45-54,F,2011,CY,4.752,
THS,PB1040,TOTAL,Y45-54,F,2011,LV,30.939,
THS,PB1040,TOTAL,Y45-54,F,2011,LT,26.409,
THS,PB1040,TOTAL,Y45-54,F,2011,LU,8.364,
THS,PB1040,TOTAL,Y45-54,F,2011,HU,42.579,
THS,PB1040,TOTAL,Y45-54,F,2011,NL,109.154,
THS,PB1040,TOTAL,Y45-54,F,2011,AT,153.815,
THS,PB1040,TOTAL,Y45-54,F,2011,PL,258.414,
THS,PB1040,TOTAL,Y45-54,F,2011,PT,119.88,
THS,PB1040,TOTAL,Y45-54,F,2011,RO,85.767,
THS,PB1040,TOTAL,Y45-54,F,2011,SI,27.884,
THS,PB1040,TOTAL,Y45-54,F,2011,SK,25.375,
THS,PB1040,TOTAL,Y45-54,F,2011,FI,86.402,
THS,PB1040,TOTAL,Y45-54,F,2011,SE,114.11,
THS,PB1040,TOTAL,Y45-54,F,2011,IS,3.699,
THS,PB1040,TOTAL,Y45-54,F,2011,CH,102.722,
THS,PB1040,TOTAL,Y45-54,F,2011,UK,553.21,
THS,PB1040,TOTAL,Y45-54,F,2011,TR,431.44,
THS,PB1040,TOTAL,Y45-54,M,2011,EU28,3610.38,
THS,PB1040,TOTAL,Y45-54,M,2011,BE,73.058,
THS,PB1040,TOTAL,Y45-54,M,2011,BG,21.583,
THS,PB1040,TOTAL,Y45-54,M,2011,CZ,38.35,
THS,PB1040,TOTAL,Y45-54,M,2011,DK,34.273,
THS,PB1040,TOTAL,Y45-54,M,2011,DE,644.221,
THS,PB1040,TOTAL,Y45-54,M,2011,EE,12.186,
THS,PB1040,TOTAL,Y45-54,M,2011,IE,7.943,
THS,PB1040,TOTAL,Y45-54,M,2011,EL,31.417,
THS,PB1040,TOTAL,Y45-54,M,2011,ES,182.831,
THS,PB1040,TOTAL,Y45-54,M,2011,FR,827.078,
THS,PB1040,TOTAL,Y45-54,M,2011,HR,29.61,u
THS,PB1040,TOTAL,Y45-54,M,2011,IT,283.09,
THS,PB1040,TOTAL,Y45-54,M,2011,CY,3.689,
THS,PB1040,TOTAL,Y45-54,M,2011,LV,21.698,
THS,PB1040,TOTAL,Y45-54,M,2011,LT,16.622,
THS,PB1040,TOTAL,Y45-54,M,2011,LU,8.833,
THS,PB1040,TOTAL,Y45-54,M,2011,HU,39.161,
THS,PB1040,TOTAL,Y45-54,M,2011,NL,93.817,
THS,PB1040,TOTAL,Y45-54,M,2011,AT,155.954,
THS,PB1040,TOTAL,Y45-54,M,2011,PL,218.187,
THS,PB1040,TOTAL,Y45-54,M,2011,PT,98.013,
THS,PB1040,TOTAL,Y45-54,M,2011,RO,80.461,
THS,PB1040,TOTAL,Y45-54,M,2011,SI,27.761,
THS,PB1040,TOTAL,Y45-54,M,2011,SK,26.677,
THS,PB1040,TOTAL,Y45-54,M,2011,FI,69.06,
THS,PB1040,TOTAL,Y45-54,M,2011,SE,81.273,
THS,PB1040,TOTAL,Y45-54,M,2011,IS,2.025,
THS,PB1040,TOTAL,Y45-54,M,2011,CH,89.428,
THS,PB1040,TOTAL,Y45-54,M,2011,UK,482.364,
THS,PB1040,TOTAL,Y45-54,M,2011,TR,634.394,
THS,PB1040,TOTAL,Y45-54,T,2011,EU28,7517.351,
THS,PB1040,TOTAL,Y45-54,T,2011,BE,144.747,
THS,PB1040,TOTAL,Y45-54,T,2011,BG,54.423,
THS,PB1040,TOTAL,Y45-54,T,2011,CZ,82.107,
THS,PB1040,TOTAL,Y45-54,T,2011,DK,77.823,
THS,PB1040,TOTAL,Y45-54,T,2011,DE,1177.512,
THS,PB1040,TOTAL,Y45-54,T,2011,EE,28.255,
THS,PB1040,TOTAL,Y45-54,T,2011,IE,14.989,
THS,PB1040,TOTAL,Y45-54,T,2011,EL,58.723,
THS,PB1040,TOTAL,Y45-54,T,2011,ES,357.055,
THS,PB1040,TOTAL,Y45-54,T,2011,FR,1829.062,
THS,PB1040,TOTAL,Y45-54,T,2011,HR,56.955,
THS,PB1040,TOTAL,Y45-54,T,2011,IT,563.347,
THS,PB1040,TOTAL,Y45-54,T,2011,CY,8.441,
THS,PB1040,TOTAL,Y45-54,T,2011,LV,52.637,
THS,PB1040,TOTAL,Y45-54,T,2011,LT,43.031,
THS,PB1040,TOTAL,Y45-54,T,2011,LU,17.197,
THS,PB1040,TOTAL,Y45-54,T,2011,HU,81.74,
THS,PB1040,TOTAL,Y45-54,T,2011,MT,1.728,u
THS,PB1040,TOTAL,Y45-54,T,2011,NL,202.971,
THS,PB1040,TOTAL,Y45-54,T,2011,AT,309.769,
THS,PB1040,TOTAL,Y45-54,T,2011,PL,476.601,
THS,PB1040,TOTAL,Y45-54,T,2011,PT,217.893,
THS,PB1040,TOTAL,Y45-54,T,2011,RO,166.228,
THS,PB1040,TOTAL,Y45-54,T,2011,SI,55.645,
THS,PB1040,TOTAL,Y45-54,T,2011,SK,52.052,
THS,PB1040,TOTAL,Y45-54,T,2011,FI,155.462,
THS,PB1040,TOTAL,Y45-54,T,2011,SE,195.383,
THS,PB1040,TOTAL,Y45-54,T,2011,IS,5.724,
THS,PB1040,TOTAL,Y45-54,T,2011,CH,192.15,
THS,PB1040,TOTAL,Y45-54,T,2011,UK,1035.574,
THS,PB1040,TOTAL,Y45-54,T,2011,TR,1065.834,
THS,PB1040,TOTAL,Y55-64,F,2011,EU28,2716.144,
THS,PB1040,TOTAL,Y55-64,F,2011,BE,34.353,
THS,PB1040,TOTAL,Y55-64,F,2011,BG,31.6,
THS,PB1040,TOTAL,Y55-64,F,2011,CZ,31.752,
THS,PB1040,TOTAL,Y55-64,F,2011,DK,32.028,
THS,PB1040,TOTAL,Y55-64,F,2011,DE,422.175,
THS,PB1040,TOTAL,Y55-64,F,2011,EE,16.365,
THS,PB1040,TOTAL,Y55-64,F,2011,IE,5.161,
THS,PB1040,TOTAL,Y55-64,F,2011,EL,26.276,
THS,PB1040,TOTAL,Y55-64,F,2011,ES,136.617,
THS,PB1040,TOTAL,Y55-64,F,2011,FR,547.81,
THS,PB1040,TOTAL,Y55-64,F,2011,HR,19.341,u
THS,PB1040,TOTAL,Y55-64,F,2011,IT,148.134,
THS,PB1040,TOTAL,Y55-64,F,2011,CY,3.935,
THS,PB1040,TOTAL,Y55-64,F,2011,LV,24.734,
THS,PB1040,TOTAL,Y55-64,F,2011,LT,21.392,
THS,PB1040,TOTAL,Y55-64,F,2011,LU,3.165,
THS,PB1040,TOTAL,Y55-64,F,2011,HU,42.618,
THS,PB1040,TOTAL,Y55-64,F,2011,NL,75.762,
THS,PB1040,TOTAL,Y55-64,F,2011,AT,64.881,
THS,PB1040,TOTAL,Y55-64,F,2011,PL,169.443,
THS,PB1040,TOTAL,Y55-64,F,2011,PT,107.587,
THS,PB1040,TOTAL,Y55-64,F,2011,RO,101.019,
THS,PB1040,TOTAL,Y55-64,F,2011,SI,10.341,
THS,PB1040,TOTAL,Y55-64,F,2011,SK,15.633,
THS,PB1040,TOTAL,Y55-64,F,2011,FI,81.819,
THS,PB1040,TOTAL,Y55-64,F,2011,SE,112.156,
THS,PB1040,TOTAL,Y55-64,F,2011,IS,3.27,
THS,PB1040,TOTAL,Y55-64,F,2011,CH,86.861,
THS,PB1040,TOTAL,Y55-64,F,2011,UK,429.722,
THS,PB1040,TOTAL,Y55-64,F,2011,TR,292.903,
THS,PB1040,TOTAL,Y55-64,M,2011,EU28,2901.066,
THS,PB1040,TOTAL,Y55-64,M,2011,BE,49.116,
THS,PB1040,TOTAL,Y55-64,M,2011,BG,31.711,
THS,PB1040,TOTAL,Y55-64,M,2011,CZ,50.558,
THS,PB1040,TOTAL,Y55-64,M,2011,DK,23.274,
THS,PB1040,TOTAL,Y55-64,M,2011,DE,507.695,
THS,PB1040,TOTAL,Y55-64,M,2011,EE,10.492,
THS,PB1040,TOTAL,Y55-64,M,2011,IE,6.684,
THS,PB1040,TOTAL,Y55-64,M,2011,EL,33.868,
THS,PB1040,TOTAL,Y55-64,M,2011,ES,137.299,
THS,PB1040,TOTAL,Y55-64,M,2011,FR,479.006,
THS,PB1040,TOTAL,Y55-64,M,2011,HR,35.676,u
THS,PB1040,TOTAL,Y55-64,M,2011,IT,193.859,
THS,PB1040,TOTAL,Y55-64,M,2011,CY,4.421,
THS,PB1040,TOTAL,Y55-64,M,2011,LV,12.526,
THS,PB1040,TOTAL,Y55-64,M,2011,LT,13.51,
THS,PB1040,TOTAL,Y55-64,M,2011,LU,3.214,
THS,PB1040,TOTAL,Y55-64,M,2011,HU,32.81,
THS,PB1040,TOTAL,Y55-64,M,2011,NL,91.984,
THS,PB1040,TOTAL,Y55-64,M,2011,AT,86.567,
THS,PB1040,TOTAL,Y55-64,M,2011,PL,238.558,
THS,PB1040,TOTAL,Y55-64,M,2011,PT,86.796,
THS,PB1040,TOTAL,Y55-64,M,2011,RO,106.048,
THS,PB1040,TOTAL,Y55-64,M,2011,SI,16.136,
THS,PB1040,TOTAL,Y55-64,M,2011,SK,18.294,
THS,PB1040,TOTAL,Y55-64,M,2011,FI,62.891,
THS,PB1040,TOTAL,Y55-64,M,2011,SE,86.462,
THS,PB1040,TOTAL,Y55-64,M,2011,IS,3.314,
THS,PB1040,TOTAL,Y55-64,M,2011,CH,73.017,
THS,PB1040,TOTAL,Y55-64,M,2011,UK,480.324,
THS,PB1040,TOTAL,Y55-64,M,2011,TR,382.754,
THS,PB1040,TOTAL,Y55-64,T,2011,EU28,5617.209,
THS,PB1040,TOTAL,Y55-64,T,2011,BE,83.469,
THS,PB1040,TOTAL,Y55-64,T,2011,BG,63.312,
THS,PB1040,TOTAL,Y55-64,T,2011,CZ,82.31,
THS,PB1040,TOTAL,Y55-64,T,2011,DK,55.302,
THS,PB1040,TOTAL,Y55-64,T,2011,DE,929.87,
THS,PB1040,TOTAL,Y55-64,T,2011,EE,26.857,
THS,PB1040,TOTAL,Y55-64,T,2011,IE,11.845,
THS,PB1040,TOTAL,Y55-64,T,2011,EL,60.144,
THS,PB1040,TOTAL,Y55-64,T,2011,ES,273.916,
THS,PB1040,TOTAL,Y55-64,T,2011,FR,1026.817,
THS,PB1040,TOTAL,Y55-64,T,2011,HR,55.017,
THS,PB1040,TOTAL,Y55-64,T,2011,IT,341.992,
THS,PB1040,TOTAL,Y55-64,T,2011,CY,8.356,
THS,PB1040,TOTAL,Y55-64,T,2011,LV,37.26,
THS,PB1040,TOTAL,Y55-64,T,2011,LT,34.902,
THS,PB1040,TOTAL,Y55-64,T,2011,LU,6.38,
THS,PB1040,TOTAL,Y55-64,T,2011,HU,75.428,
THS,PB1040,TOTAL,Y55-64,T,2011,MT,1.609,u
THS,PB1040,TOTAL,Y55-64,T,2011,NL,167.746,
THS,PB1040,TOTAL,Y55-64,T,2011,AT,151.448,
THS,PB1040,TOTAL,Y55-64,T,2011,PL,408.001,
THS,PB1040,TOTAL,Y55-64,T,2011,PT,194.384,
THS,PB1040,TOTAL,Y55-64,T,2011,RO,207.066,
THS,PB1040,TOTAL,Y55-64,T,2011,SI,26.477,
THS,PB1040,TOTAL,Y55-64,T,2011,SK,33.927,
THS,PB1040,TOTAL,Y55-64,T,2011,FI,144.71,
THS,PB1040,TOTAL,Y55-64,T,2011,SE,198.618,
THS,PB1040,TOTAL,Y55-64,T,2011,IS,6.584,
THS,PB1040,TOTAL,Y55-64,T,2011,CH,159.878,
THS,PB1040,TOTAL,Y55-64,T,2011,UK,910.046,
THS,PB1040,TOTAL,Y55-64,T,2011,TR,675.657,
THS,PB1041,FT,TOTAL,F,2011,EU28,56582.432,
THS,PB1041,FT,TOTAL,F,2011,BE,1033.805,
THS,PB1041,FT,TOTAL,F,2011,BG,1243.253,
THS,PB1041,FT,TOTAL,F,2011,CZ,1805.256,
THS,PB1041,FT,TOTAL,F,2011,DK,719.934,
THS,PB1041,FT,TOTAL,F,2011,DE,6896.776,
THS,PB1041,FT,TOTAL,F,2011,EE,215.182,
THS,PB1041,FT,TOTAL,F,2011,IE,539.838,
THS,PB1041,FT,TOTAL,F,2011,EL,1284.001,
THS,PB1041,FT,TOTAL,F,2011,ES,5354.332,
THS,PB1041,FT,TOTAL,F,2011,FR,6578.546,
THS,PB1041,FT,TOTAL,F,2011,HR,533.867,
THS,PB1041,FT,TOTAL,F,2011,IT,5595.196,
THS,PB1041,FT,TOTAL,F,2011,CY,155.941,
THS,PB1041,FT,TOTAL,F,2011,LV,325.434,
THS,PB1041,FT,TOTAL,F,2011,LT,522.218,
THS,PB1041,FT,TOTAL,F,2011,LU,48.396,
THS,PB1041,FT,TOTAL,F,2011,HU,1491.263,
THS,PB1041,FT,TOTAL,F,2011,MT,41.776,
THS,PB1041,FT,TOTAL,F,2011,NL,847.474,
THS,PB1041,FT,TOTAL,F,2011,AT,873.07,
THS,PB1041,FT,TOTAL,F,2011,PL,5642.629,
THS,PB1041,FT,TOTAL,F,2011,PT,1636.769,
THS,PB1041,FT,TOTAL,F,2011,RO,3328.168,
THS,PB1041,FT,TOTAL,F,2011,SI,324.121,
THS,PB1041,FT,TOTAL,F,2011,SK,902.453,
THS,PB1041,FT,TOTAL,F,2011,FI,744.061,
THS,PB1041,FT,TOTAL,F,2011,SE,1114.419,
THS,PB1041,FT,TOTAL,F,2011,IS,46.064,
THS,PB1041,FT,TOTAL,F,2011,CH,722.695,
THS,PB1041,FT,TOTAL,F,2011,UK,6784.255,
THS,PB1041,FT,TOTAL,F,2011,TR,4486.042,
THS,PB1041,FT,TOTAL,M,2011,EU28,92076.306,
THS,PB1041,FT,TOTAL,M,2011,BE,1985.174,
THS,PB1041,FT,TOTAL,M,2011,BG,1404.966,
THS,PB1041,FT,TOTAL,M,2011,CZ,2551.142,
THS,PB1041,FT,TOTAL,M,2011,DK,1091.123,
THS,PB1041,FT,TOTAL,M,2011,DE,13417.666,
THS,PB1041,FT,TOTAL,M,2011,EE,245.85,
THS,PB1041,FT,TOTAL,M,2011,IE,814.942,
THS,PB1041,FT,TOTAL,M,2011,EL,2037.032,
THS,PB1041,FT,TOTAL,M,2011,ES,8250.03,
THS,PB1041,FT,TOTAL,M,2011,FR,10516.597,
THS,PB1041,FT,TOTAL,M,2011,HR,677.623,
THS,PB1041,FT,TOTAL,M,2011,IT,11018.671,
THS,PB1041,FT,TOTAL,M,2011,CY,178.688,
THS,PB1041,FT,TOTAL,M,2011,LV,330.97,
THS,PB1041,FT,TOTAL,M,2011,LT,513.257,
THS,PB1041,FT,TOTAL,M,2011,LU,97.778,
THS,PB1041,FT,TOTAL,M,2011,HU,1852.685,
THS,PB1041,FT,TOTAL,M,2011,MT,98.568,
THS,PB1041,FT,TOTAL,M,2011,NL,3138.052,
THS,PB1041,FT,TOTAL,M,2011,AT,1643.616,
THS,PB1041,FT,TOTAL,M,2011,PL,7589.296,
THS,PB1041,FT,TOTAL,M,2011,PT,1998.098,
THS,PB1041,FT,TOTAL,M,2011,RO,4231.116,
THS,PB1041,FT,TOTAL,M,2011,SI,402.971,
THS,PB1041,FT,TOTAL,M,2011,SK,1186.12,
THS,PB1041,FT,TOTAL,M,2011,FI,929.718,
THS,PB1041,FT,TOTAL,M,2011,SE,1874.637,
THS,PB1041,FT,TOTAL,M,2011,IS,63.757,
THS,PB1041,FT,TOTAL,M,2011,CH,1761.566,
THS,PB1041,FT,TOTAL,M,2011,UK,11999.922,
THS,PB1041,FT,TOTAL,M,2011,TR,13765.237,
THS,PB1041,FT,TOTAL,T,2011,EU28,148658.739,
THS,PB1041,FT,TOTAL,T,2011,BE,3018.979,
THS,PB1041,FT,TOTAL,T,2011,BG,2648.218,
THS,PB1041,FT,TOTAL,T,2011,CZ,4356.397,
THS,PB1041,FT,TOTAL,T,2011,DK,1811.057,
THS,PB1041,FT,TOTAL,T,2011,DE,20314.442,
THS,PB1041,FT,TOTAL,T,2011,EE,461.032,
THS,PB1041,FT,TOTAL,T,2011,IE,1354.781,
THS,PB1041,FT,TOTAL,T,2011,EL,3321.033,
THS,PB1041,FT,TOTAL,T,2011,ES,13604.362,
THS,PB1041,FT,TOTAL,T,2011,FR,17095.143,
THS,PB1041,FT,TOTAL,T,2011,HR,1211.49,
THS,PB1041,FT,TOTAL,T,2011,IT,16613.866,
THS,PB1041,FT,TOTAL,T,2011,CY,334.629,
THS,PB1041,FT,TOTAL,T,2011,LV,656.405,
THS,PB1041,FT,TOTAL,T,2011,LT,1035.475,
THS,PB1041,FT,TOTAL,T,2011,LU,146.174,
THS,PB1041,FT,TOTAL,T,2011,HU,3343.948,
THS,PB1041,FT,TOTAL,T,2011,MT,140.344,
THS,PB1041,FT,TOTAL,T,2011,NL,3985.526,
THS,PB1041,FT,TOTAL,T,2011,AT,2516.685,
THS,PB1041,FT,TOTAL,T,2011,PL,13231.925,
THS,PB1041,FT,TOTAL,T,2011,PT,3634.866,
THS,PB1041,FT,TOTAL,T,2011,RO,7559.284,
THS,PB1041,FT,TOTAL,T,2011,SI,727.092,
THS,PB1041,FT,TOTAL,T,2011,SK,2088.573,
THS,PB1041,FT,TOTAL,T,2011,FI,1673.778,
THS,PB1041,FT,TOTAL,T,2011,SE,2989.056,
THS,PB1041,FT,TOTAL,T,2011,IS,109.821,
THS,PB1041,FT,TOTAL,T,2011,CH,2484.262,
THS,PB1041,FT,TOTAL,T,2011,UK,18784.177,
THS,PB1041,FT,TOTAL,T,2011,TR,18251.279,
THS,PB1041,FT,Y15-24,F,2011,EU28,4968.913,
THS,PB1041,FT,Y15-24,F,2011,BE,92.646,
THS,PB1041,FT,Y15-24,F,2011,BG,71.863,
THS,PB1041,FT,Y15-24,F,2011,CZ,101.545,
THS,PB1041,FT,Y15-24,F,2011,DK,50.58,
THS,PB1041,FT,Y15-24,F,2011,DE,1117.129,
THS,PB1041,FT,Y15-24,F,2011,EE,17.242,
THS,PB1041,FT,Y15-24,F,2011,IE,44.112,
THS,PB1041,FT,Y15-24,F,2011,EL,47.648,
THS,PB1041,FT,Y15-24,F,2011,ES,249.706,
THS,PB1041,FT,Y15-24,F,2011,FR,614.002,
THS,PB1041,FT,Y15-24,F,2011,HR,30.007,u
THS,PB1041,FT,Y15-24,F,2011,IT,258.867,
THS,PB1041,FT,Y15-24,F,2011,CY,14.168,
THS,PB1041,FT,Y15-24,F,2011,LV,27.434,
THS,PB1041,FT,Y15-24,F,2011,LT,29.829,
THS,PB1041,FT,Y15-24,F,2011,LU,3.85,
THS,PB1041,FT,Y15-24,F,2011,HU,80.901,
THS,PB1041,FT,Y15-24,F,2011,MT,8.163,
THS,PB1041,FT,Y15-24,F,2011,NL,100.087,
THS,PB1041,FT,Y15-24,F,2011,AT,169.125,
THS,PB1041,FT,Y15-24,F,2011,PL,382.799,
THS,PB1041,FT,Y15-24,F,2011,PT,102.248,
THS,PB1041,FT,Y15-24,F,2011,RO,239.536,
THS,PB1041,FT,Y15-24,F,2011,SI,13.469,
THS,PB1041,FT,Y15-24,F,2011,SK,48.609,
THS,PB1041,FT,Y15-24,F,2011,FI,62.728,
THS,PB1041,FT,Y15-24,F,2011,SE,82.55,
THS,PB1041,FT,Y15-24,F,2011,IS,7.273,
THS,PB1041,FT,Y15-24,F,2011,CH,173.515,
THS,PB1041,FT,Y15-24,F,2011,UK,908.07,
THS,PB1041,FT,Y15-24,F,2011,TR,955.664,
THS,PB1041,FT,Y15-24,M,2011,EU28,7300.193,
THS,PB1041,FT,Y15-24,M,2011,BE,138.217,
THS,PB1041,FT,Y15-24,M,2011,BG,104.306,
THS,PB1041,FT,Y15-24,M,2011,CZ,172.677,
THS,PB1041,FT,Y15-24,M,2011,DK,87.895,
THS,PB1041,FT,Y15-24,M,2011,DE,1365.921,
THS,PB1041,FT,Y15-24,M,2011,EE,25.167,
THS,PB1041,FT,Y15-24,M,2011,IE,47.142,
THS,PB1041,FT,Y15-24,M,2011,EL,84.886,
THS,PB1041,FT,Y15-24,M,2011,ES,369.137,
THS,PB1041,FT,Y15-24,M,2011,FR,953.991,
THS,PB1041,FT,Y15-24,M,2011,HR,62.866,
THS,PB1041,FT,Y15-24,M,2011,IT,539.298,
THS,PB1041,FT,Y15-24,M,2011,CY,13.053,
THS,PB1041,FT,Y15-24,M,2011,LV,34.335,
THS,PB1041,FT,Y15-24,M,2011,LT,38.617,
THS,PB1041,FT,Y15-24,M,2011,LU,5.411,
THS,PB1041,FT,Y15-24,M,2011,HU,107.684,
THS,PB1041,FT,Y15-24,M,2011,MT,11.713,
THS,PB1041,FT,Y15-24,M,2011,NL,199.444,
THS,PB1041,FT,Y15-24,M,2011,AT,238.822,
THS,PB1041,FT,Y15-24,M,2011,PL,635.714,
THS,PB1041,FT,Y15-24,M,2011,PT,143.204,
THS,PB1041,FT,Y15-24,M,2011,RO,333.129,
THS,PB1041,FT,Y15-24,M,2011,SI,28.088,
THS,PB1041,FT,Y15-24,M,2011,SK,92.967,
THS,PB1041,FT,Y15-24,M,2011,FI,78.554,
THS,PB1041,FT,Y15-24,M,2011,SE,159.684,
THS,PB1041,FT,Y15-24,M,2011,IS,8.302,
THS,PB1041,FT,Y15-24,M,2011,CH,222.751,
THS,PB1041,FT,Y15-24,M,2011,UK,1228.273,
THS,PB1041,FT,Y15-24,M,2011,TR,2117.167,
THS,PB1041,FT,Y15-24,T,2011,EU28,12269.106,
THS,PB1041,FT,Y15-24,T,2011,BE,230.864,
THS,PB1041,FT,Y15-24,T,2011,BG,176.17,
THS,PB1041,FT,Y15-24,T,2011,CZ,274.222,
THS,PB1041,FT,Y15-24,T,2011,DK,138.475,
THS,PB1041,FT,Y15-24,T,2011,DE,2483.05,
THS,PB1041,FT,Y15-24,T,2011,EE,42.41,
THS,PB1041,FT,Y15-24,T,2011,IE,91.254,
THS,PB1041,FT,Y15-24,T,2011,EL,132.534,
THS,PB1041,FT,Y15-24,T,2011,ES,618.842,
THS,PB1041,FT,Y15-24,T,2011,FR,1567.993,
THS,PB1041,FT,Y15-24,T,2011,HR,92.872,
THS,PB1041,FT,Y15-24,T,2011,IT,798.165,
THS,PB1041,FT,Y15-24,T,2011,CY,27.221,
THS,PB1041,FT,Y15-24,T,2011,LV,61.768,
THS,PB1041,FT,Y15-24,T,2011,LT,68.446,
THS,PB1041,FT,Y15-24,T,2011,LU,9.261,
THS,PB1041,FT,Y15-24,T,2011,HU,188.585,
THS,PB1041,FT,Y15-24,T,2011,MT,19.876,
THS,PB1041,FT,Y15-24,T,2011,NL,299.531,
THS,PB1041,FT,Y15-24,T,2011,AT,407.947,
THS,PB1041,FT,Y15-24,T,2011,PL,1018.512,
THS,PB1041,FT,Y15-24,T,2011,PT,245.452,
THS,PB1041,FT,Y15-24,T,2011,RO,572.664,
THS,PB1041,FT,Y15-24,T,2011,SI,41.557,
THS,PB1041,FT,Y15-24,T,2011,SK,141.575,
THS,PB1041,FT,Y15-24,T,2011,FI,141.282,
THS,PB1041,FT,Y15-24,T,2011,SE,242.234,
THS,PB1041,FT,Y15-24,T,2011,IS,15.574,
THS,PB1041,FT,Y15-24,T,2011,CH,396.267,
THS,PB1041,FT,Y15-24,T,2011,UK,2136.343,
THS,PB1041,FT,Y15-24,T,2011,TR,3072.83,
THS,PB1041,FT,Y25-34,F,2011,EU28,15409.687,
THS,PB1041,FT,Y25-34,F,2011,BE,320.28,
THS,PB1041,FT,Y25-34,F,2011,BG,295.21,
THS,PB1041,FT,Y25-34,F,2011,CZ,423.591,
THS,PB1041,FT,Y25-34,F,2011,DK,154.647,
THS,PB1041,FT,Y25-34,F,2011,DE,1678.705,
THS,PB1041,FT,Y25-34,F,2011,EE,53.463,
THS,PB1041,FT,Y25-34,F,2011,IE,205.207,
THS,PB1041,FT,Y25-34,F,2011,EL,332.848,
THS,PB1041,FT,Y25-34,F,2011,ES,1543.279,
THS,PB1041,FT,Y25-34,F,2011,FR,1856.868,
THS,PB1041,FT,Y25-34,F,2011,HR,123.12,
THS,PB1041,FT,Y25-34,F,2011,IT,1344.945,
THS,PB1041,FT,Y25-34,F,2011,CY,52.03,
THS,PB1041,FT,Y25-34,F,2011,LV,85.807,
THS,PB1041,FT,Y25-34,F,2011,LT,132.749,
THS,PB1041,FT,Y25-34,F,2011,LU,18.986,
THS,PB1041,FT,Y25-34,F,2011,HU,383.85,
THS,PB1041,FT,Y25-34,F,2011,MT,16.808,
THS,PB1041,FT,Y25-34,F,2011,NL,295.239,
THS,PB1041,FT,Y25-34,F,2011,AT,240.714,
THS,PB1041,FT,Y25-34,F,2011,PL,1699.626,
THS,PB1041,FT,Y25-34,F,2011,PT,495.797,
THS,PB1041,FT,Y25-34,F,2011,RO,1009.83,
THS,PB1041,FT,Y25-34,F,2011,SI,103.06,
THS,PB1041,FT,Y25-34,F,2011,SK,241.206,
THS,PB1041,FT,Y25-34,F,2011,FI,169.534,
THS,PB1041,FT,Y25-34,F,2011,SE,265.103,
THS,PB1041,FT,Y25-34,F,2011,IS,9.621,
THS,PB1041,FT,Y25-34,F,2011,CH,207.251,
THS,PB1041,FT,Y25-34,F,2011,UK,1867.184,
THS,PB1041,FT,Y25-34,F,2011,TR,1555.656,
THS,PB1041,FT,Y25-34,M,2011,EU28,23325.377,
THS,PB1041,FT,Y25-34,M,2011,BE,520.592,
THS,PB1041,FT,Y25-34,M,2011,BG,360.489,
THS,PB1041,FT,Y25-34,M,2011,CZ,713.12,
THS,PB1041,FT,Y25-34,M,2011,DK,210.83,
THS,PB1041,FT,Y25-34,M,2011,DE,2774.8,
THS,PB1041,FT,Y25-34,M,2011,EE,71.897,
