unit,hlth_pb,age,sex,time\geo,i,v
PC,PB1040,TOTAL,T,2011,AT ,6.0 
PC,PB1040,TOTAL,T,2011,PL ,11.5 
PC,PB1040,TOTAL,T,2011,PT ,14.4 
PC,PB1040,TOTAL,T,2011,RO ,8.1 
PC,PB1040,TOTAL,T,2011,SI ,9.9 
PC,PB1040,TOTAL,T,2011,SK ,19.0 
PC,PB1040,TOTAL,T,2011,FI ,9.1 
PC,PB1040,TOTAL,T,2011,SE ,9.6 
PC,PB1040,TOTAL,T,2011,IS ,9.8 
PC,PB1040,TOTAL,T,2011,CH ,6.1 
PC,PB1040,TOTAL,T,2011,UK ,10.6 
PC,PB1040,TOTAL,T,2011,TR ,7.5 
PC,PB1040,Y15-24,F,2011,EU28 ,21.9 
PC,PB1040,Y15-24,F,2011,ES ,38.5 u
PC,PB1040,Y15-24,F,2011,IT ,48.7 u
PC,PB1040,Y15-24,F,2011,NL ,14.7 u
PC,PB1040,Y15-24,F,2011,FI ,33.4 u
PC,PB1040,Y15-24,F,2011,SE ,28.3 
PC,PB1040,Y15-24,F,2011,CH ,7.8 u
PC,PB1040,Y15-24,F,2011,UK ,23.1 
PC,PB1040,Y15-24,F,2011,TR ,14.8 
PC,PB1040,Y15-24,M,2011,EU28 ,25.5 
PC,PB1040,Y15-24,M,2011,CZ ,37.9 u
PC,PB1040,Y15-24,M,2011,IE ,53.1 
PC,PB1040,Y15-24,M,2011,ES ,51.7 
PC,PB1040,Y15-24,M,2011,NL ,13.4 u
PC,PB1040,Y15-24,M,2011,PL ,31 u
PC,PB1040,Y15-24,M,2011,FI ,36.1 
PC,PB1040,Y15-24,M,2011,SE ,33.3 
PC,PB1040,Y15-24,M,2011,CH ,11.2 u
PC,PB1040,Y15-24,M,2011,UK ,32.2 
PC,PB1040,Y15-24,M,2011,TR ,14.2 
PC,PB1040,Y15-24,T,2011,EU28 ,23.7 
PC,PB1040,Y15-24,T,2011,BE ,19.6 u
PC,PB1040,Y15-24,T,2011,CZ ,32.5 u
PC,PB1040,Y15-24,T,2011,DK ,16.4 u
PC,PB1040,Y15-24,T,2011,IE ,50.9 
PC,PB1040,Y15-24,T,2011,ES ,45.3 
PC,PB1040,Y15-24,T,2011,FR ,26.5 u
PC,PB1040,Y15-24,T,2011,IT ,39.0 
PC,PB1040,Y15-24,T,2011,NL ,14.1 u
PC,PB1040,Y15-24,T,2011,PL ,30.7 u
PC,PB1040,Y15-24,T,2011,FI ,35.0 
PC,PB1040,Y15-24,T,2011,SE ,30.3 
PC,PB1040,Y15-24,T,2011,IS ,22.1 
PC,PB1040,Y15-24,T,2011,CH ,9.4 
PC,PB1040,Y15-24,T,2011,UK ,27.2 
PC,PB1040,Y15-24,T,2011,TR ,14.4 
PC,PB1040,Y25-34,F,2011,EU28 ,17.0 
PC,PB1040,Y25-34,F,2011,BE ,18.1 u
PC,PB1040,Y25-34,F,2011,CZ ,26.7 u
PC,PB1040,Y25-34,F,2011,EL ,35.2 u
PC,PB1040,Y25-34,F,2011,ES ,20.5 
PC,PB1040,Y25-34,F,2011,FR ,22.3 u
PC,PB1040,Y25-34,F,2011,IT ,13.7 
PC,PB1040,Y25-34,F,2011,NL ,5.9 u
PC,PB1040,Y25-34,F,2011,PL ,10.9 u
PC,PB1040,Y25-34,F,2011,PT ,19.4 
PC,PB1040,Y25-34,F,2011,FI ,7 u
PC,PB1040,Y25-34,F,2011,SE ,13.1 
PC,PB1040,Y25-34,F,2011,CH ,4.7 u
PC,PB1040,Y25-34,F,2011,UK ,12.5 
PC,PB1040,Y25-34,F,2011,TR ,14.0 
PC,PB1040,Y25-34,M,2011,EU28 ,13.9 
PC,PB1040,Y25-34,M,2011,BE ,15.1 u
PC,PB1040,Y25-34,M,2011,CZ ,17.2 u
PC,PB1040,Y25-34,M,2011,ES ,37.1 
PC,PB1040,Y25-34,M,2011,IT ,10.7 
PC,PB1040,Y25-34,M,2011,NL ,21.2 u
PC,PB1040,Y25-34,M,2011,PL ,12.5 u
PC,PB1040,Y25-34,M,2011,SI ,14.2 u
PC,PB1040,Y25-34,M,2011,SK ,47 u
PC,PB1040,Y25-34,M,2011,FI ,11.8 
PC,PB1040,Y25-34,M,2011,SE ,13.3 u
PC,PB1040,Y25-34,M,2011,UK ,14.0 
PC,PB1040,Y25-34,M,2011,TR ,9.2 
PC,PB1040,Y25-34,T,2011,EU28 ,15.4 
PC,PB1040,Y25-34,T,2011,BE ,16.6 
PC,PB1040,Y25-34,T,2011,CZ ,21.3 u
PC,PB1040,Y25-34,T,2011,DK ,12.2 u
PC,PB1040,Y25-34,T,2011,DE ,13.8 
PC,PB1040,Y25-34,T,2011,IE ,18.0 
PC,PB1040,Y25-34,T,2011,EL ,26.8 u
PC,PB1040,Y25-34,T,2011,ES ,27.9 
PC,PB1040,Y25-34,T,2011,FR ,16.9 
PC,PB1040,Y25-34,T,2011,IT ,12.0 
PC,PB1040,Y25-34,T,2011,CY ,19.8 u
PC,PB1040,Y25-34,T,2011,HU ,22.4 u
PC,PB1040,Y25-34,T,2011,NL ,12.4 u
PC,PB1040,Y25-34,T,2011,AT ,6.9 u
PC,PB1040,Y25-34,T,2011,PL ,11.8 u
PC,PB1040,Y25-34,T,2011,PT ,18.8 
PC,PB1040,Y25-34,T,2011,SI ,13.3 u
PC,PB1040,Y25-34,T,2011,SK ,40.9 
PC,PB1040,Y25-34,T,2011,FI ,9.5 
PC,PB1040,Y25-34,T,2011,SE ,13.2 
PC,PB1040,Y25-34,T,2011,CH ,4.5 u
PC,PB1040,Y25-34,T,2011,UK ,13.3 
PC,PB1040,Y25-34,T,2011,TR ,10.7 
PC,PB1040,Y25-64,F,2011,EU28 ,11.5 
PC,PB1040,Y25-64,F,2011,BE ,11.1 
PC,PB1040,Y25-64,F,2011,BG ,13.7 u
PC,PB1040,Y25-64,F,2011,CZ ,16.8 
PC,PB1040,Y25-64,F,2011,DK ,10.4 
PC,PB1040,Y25-64,F,2011,DE ,12.2 
PC,PB1040,Y25-64,F,2011,EE ,14.4 
PC,PB1040,Y25-64,F,2011,IE ,13.7 
PC,PB1040,Y25-64,F,2011,EL ,15.6 
PC,PB1040,Y25-64,F,2011,ES ,22.6 
PC,PB1040,Y25-64,F,2011,FR ,13.2 
PC,PB1040,Y25-64,F,2011,HR ,15 u
PC,PB1040,Y25-64,F,2011,IT ,7.0 
PC,PB1040,Y25-64,F,2011,CY ,9.8 u
PC,PB1040,Y25-64,F,2011,LV ,13.3 
PC,PB1040,Y25-64,F,2011,LT ,21.4 
PC,PB1040,Y25-64,F,2011,LU ,4.6 u
PC,PB1040,Y25-64,F,2011,HU ,18.4 
PC,PB1040,Y25-64,F,2011,NL ,6.3 u
PC,PB1040,Y25-64,F,2011,AT ,5.6 
PC,PB1040,Y25-64,F,2011,PL ,10.7 
PC,PB1040,Y25-64,F,2011,PT ,14.5 
PC,PB1040,Y25-64,F,2011,RO ,6.3 
PC,PB1040,Y25-64,F,2011,SI ,8.6 u
PC,PB1040,Y25-64,F,2011,SK ,19.0 
PC,PB1040,Y25-64,F,2011,FI ,6.5 
PC,PB1040,Y25-64,F,2011,SE ,7.5 
PC,PB1040,Y25-64,F,2011,CH ,5.8 
PC,PB1040,Y25-64,F,2011,UK ,7.9 
PC,PB1040,Y25-64,F,2011,TR ,6.1 
PC,PB1040,Y25-64,M,2011,EU28 ,11.5 
PC,PB1040,Y25-64,M,2011,BE ,8.6 
PC,PB1040,Y25-64,M,2011,BG ,14.5 u
PC,PB1040,Y25-64,M,2011,CZ ,14.0 
PC,PB1040,Y25-64,M,2011,DK ,10.0 
PC,PB1040,Y25-64,M,2011,DE ,12.5 
PC,PB1040,Y25-64,M,2011,EE ,22.0 
PC,PB1040,Y25-64,M,2011,IE ,17.3 
PC,PB1040,Y25-64,M,2011,EL ,12.8 
PC,PB1040,Y25-64,M,2011,ES ,22.7 
PC,PB1040,Y25-64,M,2011,FR ,9.8 
PC,PB1040,Y25-64,M,2011,HR ,15.5 u
PC,PB1040,Y25-64,M,2011,IT ,8.3 
PC,PB1040,Y25-64,M,2011,CY ,8.7 u
PC,PB1040,Y25-64,M,2011,LV ,22.9 
PC,PB1040,Y25-64,M,2011,LT ,26.1 
PC,PB1040,Y25-64,M,2011,LU ,3.4 u
PC,PB1040,Y25-64,M,2011,HU ,19.3 
PC,PB1040,Y25-64,M,2011,NL ,10.1 u
PC,PB1040,Y25-64,M,2011,AT ,5.7 
PC,PB1040,Y25-64,M,2011,PL ,11.4 
PC,PB1040,Y25-64,M,2011,PT ,13.7 
PC,PB1040,Y25-64,M,2011,RO ,8.8 
PC,PB1040,Y25-64,M,2011,SI ,10.5 u
PC,PB1040,Y25-64,M,2011,SK ,18.3 
PC,PB1040,Y25-64,M,2011,FI ,9.0 
PC,PB1040,Y25-64,M,2011,SE ,7.9 
PC,PB1040,Y25-64,M,2011,CH ,5.3 
PC,PB1040,Y25-64,M,2011,UK ,10.4 
PC,PB1040,Y25-64,M,2011,TR ,7.8 
PC,PB1040,Y25-64,T,2011,EU28 ,11.5 
PC,PB1040,Y25-64,T,2011,BE ,9.7 
PC,PB1040,Y25-64,T,2011,BG ,14.1 
PC,PB1040,Y25-64,T,2011,CZ ,15.3 
PC,PB1040,Y25-64,T,2011,DK ,10.2 
PC,PB1040,Y25-64,T,2011,DE ,12.4 
PC,PB1040,Y25-64,T,2011,EE ,17.7 
PC,PB1040,Y25-64,T,2011,IE ,15.7 
PC,PB1040,Y25-64,T,2011,EL ,14.1 
PC,PB1040,Y25-64,T,2011,ES ,22.6 
PC,PB1040,Y25-64,T,2011,FR ,11.7 
PC,PB1040,Y25-64,T,2011,HR ,15.3 u
PC,PB1040,Y25-64,T,2011,IT ,7.7 
PC,PB1040,Y25-64,T,2011,CY ,9.3 
PC,PB1040,Y25-64,T,2011,LV ,17.4 
PC,PB1040,Y25-64,T,2011,LT ,23.3 
PC,PB1040,Y25-64,T,2011,LU ,4.0 
PC,PB1040,Y25-64,T,2011,HU ,18.8 
PC,PB1040,Y25-64,T,2011,NL ,8.1 
PC,PB1040,Y25-64,T,2011,AT ,5.7 
PC,PB1040,Y25-64,T,2011,PL ,11.0 
PC,PB1040,Y25-64,T,2011,PT ,14.2 
PC,PB1040,Y25-64,T,2011,RO ,7.5 
PC,PB1040,Y25-64,T,2011,SI ,9.6 
PC,PB1040,Y25-64,T,2011,SK ,18.7 
PC,PB1040,Y25-64,T,2011,FI ,7.7 
PC,PB1040,Y25-64,T,2011,SE ,7.6 
PC,PB1040,Y25-64,T,2011,IS ,6.5 
PC,PB1040,Y25-64,T,2011,CH ,5.6 
PC,PB1040,Y25-64,T,2011,UK ,9.2 
PC,PB1040,Y25-64,T,2011,TR ,7.1 
PC,PB1040,Y35-44,F,2011,EU28 ,13.1 
PC,PB1040,Y35-44,F,2011,BE ,8.9 u
PC,PB1040,Y35-44,F,2011,CZ ,19.7 u
PC,PB1040,Y35-44,F,2011,DK ,12.6 u
PC,PB1040,Y35-44,F,2011,EL ,21.6 u
PC,PB1040,Y35-44,F,2011,ES ,24.7 
PC,PB1040,Y35-44,F,2011,FR ,17.3 
PC,PB1040,Y35-44,F,2011,IT ,8.1 
PC,PB1040,Y35-44,F,2011,HU ,25.6 
PC,PB1040,Y35-44,F,2011,NL ,6.1 u
PC,PB1040,Y35-44,F,2011,AT ,8 u
PC,PB1040,Y35-44,F,2011,PL ,13.9 u
PC,PB1040,Y35-44,F,2011,PT ,17.6 
PC,PB1040,Y35-44,F,2011,SI ,8 u
PC,PB1040,Y35-44,F,2011,SK ,20.4 u
PC,PB1040,Y35-44,F,2011,FI ,8.3 
PC,PB1040,Y35-44,F,2011,SE ,7.5 u
PC,PB1040,Y35-44,F,2011,CH ,5.3 u
PC,PB1040,Y35-44,F,2011,UK ,9.9 
PC,PB1040,Y35-44,F,2011,TR ,7.7 
PC,PB1040,Y35-44,M,2011,EU28 ,12.3 
PC,PB1040,Y35-44,M,2011,BE ,8.4 u
PC,PB1040,Y35-44,M,2011,CZ ,12.8 u
PC,PB1040,Y35-44,M,2011,DE ,12.3 
PC,PB1040,Y35-44,M,2011,IE ,17.3 
PC,PB1040,Y35-44,M,2011,EL ,13.2 u
PC,PB1040,Y35-44,M,2011,ES ,19.1 
PC,PB1040,Y35-44,M,2011,FR ,12.9 u
PC,PB1040,Y35-44,M,2011,HR ,35.7 u
PC,PB1040,Y35-44,M,2011,IT ,10.2 
PC,PB1040,Y35-44,M,2011,HU ,24.0 
PC,PB1040,Y35-44,M,2011,NL ,12.7 u
PC,PB1040,Y35-44,M,2011,PL ,11.4 u
PC,PB1040,Y35-44,M,2011,PT ,12.2 
PC,PB1040,Y35-44,M,2011,SI ,12.1 u
PC,PB1040,Y35-44,M,2011,FI ,11.1 
PC,PB1040,Y35-44,M,2011,CH ,6.7 u
PC,PB1040,Y35-44,M,2011,UK ,10.6 
PC,PB1040,Y35-44,M,2011,TR ,7.3 
PC,PB1040,Y35-44,T,2011,EU28 ,12.7 
PC,PB1040,Y35-44,T,2011,BE ,8.7 u
PC,PB1040,Y35-44,T,2011,CZ ,16.1 
PC,PB1040,Y35-44,T,2011,DK ,11.1 
PC,PB1040,Y35-44,T,2011,DE ,10.9 
PC,PB1040,Y35-44,T,2011,EE ,19.6 u
PC,PB1040,Y35-44,T,2011,IE ,15.5 
PC,PB1040,Y35-44,T,2011,EL ,17.1 u
PC,PB1040,Y35-44,T,2011,ES ,21.8 
PC,PB1040,Y35-44,T,2011,FR ,15.3 
PC,PB1040,Y35-44,T,2011,HR ,24.2 u
PC,PB1040,Y35-44,T,2011,IT ,9.3 
PC,PB1040,Y35-44,T,2011,CY ,15.7 u
PC,PB1040,Y35-44,T,2011,LV ,15.2 u
PC,PB1040,Y35-44,T,2011,LT ,24.6 u
PC,PB1040,Y35-44,T,2011,LU ,4 u
PC,PB1040,Y35-44,T,2011,HU ,24.9 
PC,PB1040,Y35-44,T,2011,NL ,9 u
PC,PB1040,Y35-44,T,2011,AT ,6.3 u
PC,PB1040,Y35-44,T,2011,PL ,12.7 
PC,PB1040,Y35-44,T,2011,PT ,14.9 
PC,PB1040,Y35-44,T,2011,RO ,10.5 u
PC,PB1040,Y35-44,T,2011,SI ,9.8 u
PC,PB1040,Y35-44,T,2011,SK ,17.4 
PC,PB1040,Y35-44,T,2011,FI ,9.6 
PC,PB1040,Y35-44,T,2011,SE ,6.9 
PC,PB1040,Y35-44,T,2011,CH ,6.0 
PC,PB1040,Y35-44,T,2011,UK ,10.3 
PC,PB1040,Y35-44,T,2011,TR ,7.4 
PC,PB1040,Y45-54,F,2011,EU28 ,10.5 
PC,PB1040,Y45-54,F,2011,BE ,9.1 u
PC,PB1040,Y45-54,F,2011,CZ ,14.9 
PC,PB1040,Y45-54,F,2011,DK ,9.9 u
PC,PB1040,Y45-54,F,2011,DE ,13.4 
PC,PB1040,Y45-54,F,2011,EE ,19.3 u
PC,PB1040,Y45-54,F,2011,IE ,14.5 
PC,PB1040,Y45-54,F,2011,EL ,16.3 u
PC,PB1040,Y45-54,F,2011,ES ,24.3 
PC,PB1040,Y45-54,F,2011,FR ,9.3 
PC,PB1040,Y45-54,F,2011,HR ,15 u
PC,PB1040,Y45-54,F,2011,IT ,6.1 
PC,PB1040,Y45-54,F,2011,LT ,21.3 u
PC,PB1040,Y45-54,F,2011,HU ,20.8 
PC,PB1040,Y45-54,F,2011,NL ,6.9 u
PC,PB1040,Y45-54,F,2011,AT ,4 u
PC,PB1040,Y45-54,F,2011,PL ,11.0 
PC,PB1040,Y45-54,F,2011,PT ,13.8 
PC,PB1040,Y45-54,F,2011,RO ,8.8 u
PC,PB1040,Y45-54,F,2011,SI ,9.9 u
PC,PB1040,Y45-54,F,2011,SK ,19.2 
PC,PB1040,Y45-54,F,2011,FI ,5.8 
PC,PB1040,Y45-54,F,2011,SE ,7.1 
PC,PB1040,Y45-54,F,2011,CH ,6.7 
PC,PB1040,Y45-54,F,2011,UK ,7.0 
PC,PB1040,Y45-54,F,2011,TR ,4.3 
PC,PB1040,Y45-54,M,2011,EU28 ,10.8 
PC,PB1040,Y45-54,M,2011,BE ,6.9 u
PC,PB1040,Y45-54,M,2011,CZ ,19.1 
PC,PB1040,Y45-54,M,2011,DE ,11.9 
PC,PB1040,Y45-54,M,2011,EE ,19.2 u
PC,PB1040,Y45-54,M,2011,IE ,14.4 
PC,PB1040,Y45-54,M,2011,EL ,10.8 u
PC,PB1040,Y45-54,M,2011,ES ,22.8 
PC,PB1040,Y45-54,M,2011,FR ,8.7 u
PC,PB1040,Y45-54,M,2011,IT ,7.6 
PC,PB1040,Y45-54,M,2011,LV ,16.9 u
PC,PB1040,Y45-54,M,2011,LT ,25.7 u
PC,PB1040,Y45-54,M,2011,HU ,19.7 
PC,PB1040,Y45-54,M,2011,NL ,7.1 u
PC,PB1040,Y45-54,M,2011,AT ,5 u
PC,PB1040,Y45-54,M,2011,PL ,13.1 
PC,PB1040,Y45-54,M,2011,PT ,10.6 
PC,PB1040,Y45-54,M,2011,RO ,10 u
PC,PB1040,Y45-54,M,2011,SI ,7.9 u
PC,PB1040,Y45-54,M,2011,SK ,15.4 
PC,PB1040,Y45-54,M,2011,FI ,7.0 
PC,PB1040,Y45-54,M,2011,SE ,8.0 
PC,PB1040,Y45-54,M,2011,CH ,6.6 u
PC,PB1040,Y45-54,M,2011,UK ,9.5 
PC,PB1040,Y45-54,M,2011,TR ,8.1 
PC,PB1040,Y45-54,T,2011,EU28 ,10.6 
PC,PB1040,Y45-54,T,2011,BE ,8.0 
PC,PB1040,Y45-54,T,2011,BG ,13.3 u
PC,PB1040,Y45-54,T,2011,CZ ,16.9 
PC,PB1040,Y45-54,T,2011,DK ,8.3 
PC,PB1040,Y45-54,T,2011,DE ,12.6 
PC,PB1040,Y45-54,T,2011,EE ,19.3 
PC,PB1040,Y45-54,T,2011,IE ,14.4 
PC,PB1040,Y45-54,T,2011,EL ,13.4 u
PC,PB1040,Y45-54,T,2011,ES ,23.5 
PC,PB1040,Y45-54,T,2011,FR ,9.0 
PC,PB1040,Y45-54,T,2011,HR ,13 u
PC,PB1040,Y45-54,T,2011,IT ,6.8 
PC,PB1040,Y45-54,T,2011,CY ,7.6 u
PC,PB1040,Y45-54,T,2011,LV ,13.8 
PC,PB1040,Y45-54,T,2011,LT ,23.1 
PC,PB1040,Y45-54,T,2011,LU ,4.5 u
PC,PB1040,Y45-54,T,2011,HU ,20.3 
PC,PB1040,Y45-54,T,2011,NL ,7 u
PC,PB1040,Y45-54,T,2011,AT ,4.5 u
PC,PB1040,Y45-54,T,2011,PL ,12.0 
PC,PB1040,Y45-54,T,2011,PT ,12.4 
PC,PB1040,Y45-54,T,2011,RO ,9.4 
PC,PB1040,Y45-54,T,2011,SI ,8.9 u
PC,PB1040,Y45-54,T,2011,SK ,17.3 
PC,PB1040,Y45-54,T,2011,FI ,6.3 
PC,PB1040,Y45-54,T,2011,SE ,7.5 
PC,PB1040,Y45-54,T,2011,CH ,6.6 
PC,PB1040,Y45-54,T,2011,UK ,8.2 
PC,PB1040,Y45-54,T,2011,TR ,6.6 
PC,PB1040,Y55-64,F,2011,EU28 ,8.8 
PC,PB1040,Y55-64,F,2011,BE ,11.6 u
PC,PB1040,Y55-64,F,2011,CZ ,14.8 u
PC,PB1040,Y55-64,F,2011,ES ,19.8 
PC,PB1040,Y55-64,F,2011,FR ,10 u
PC,PB1040,Y55-64,F,2011,IT ,4.4 u
PC,PB1040,Y55-64,F,2011,LV ,19.6 u
PC,PB1040,Y55-64,F,2011,LT ,20.1 u
PC,PB1040,Y55-64,F,2011,HU ,11.2 
PC,PB1040,Y55-64,F,2011,NL ,6 u
PC,PB1040,Y55-64,F,2011,PL ,7.9 u
PC,PB1040,Y55-64,F,2011,PT ,11.4 
PC,PB1040,Y55-64,F,2011,FI ,6.1 
PC,PB1040,Y55-64,F,2011,SE ,5.2 u
PC,PB1040,Y55-64,F,2011,CH ,5.8 u
PC,PB1040,Y55-64,F,2011,UK ,5.3 
PC,PB1040,Y55-64,F,2011,TR ,1.3 
PC,PB1040,Y55-64,M,2011,EU28 ,10.8 
PC,PB1040,Y55-64,M,2011,BE ,7 u
PC,PB1040,Y55-64,M,2011,CZ ,9.5 u
PC,PB1040,Y55-64,M,2011,DK ,15.7 u
PC,PB1040,Y55-64,M,2011,DE ,15.0 
PC,PB1040,Y55-64,M,2011,EE ,24 u
PC,PB1040,Y55-64,M,2011,IE ,19.3 
PC,PB1040,Y55-64,M,2011,EL ,13 u
PC,PB1040,Y55-64,M,2011,ES ,18.5 
PC,PB1040,Y55-64,M,2011,HR ,11.1 u
PC,PB1040,Y55-64,M,2011,IT ,6.3 
PC,PB1040,Y55-64,M,2011,LV ,26.8 u
PC,PB1040,Y55-64,M,2011,HU ,15.2 
PC,PB1040,Y55-64,M,2011,NL ,7 u
PC,PB1040,Y55-64,M,2011,PL ,9.4 
PC,PB1040,Y55-64,M,2011,PT ,16.8 
PC,PB1040,Y55-64,M,2011,RO ,6.4 u
PC,PB1040,Y55-64,M,2011,SI ,11.9 u
PC,PB1040,Y55-64,M,2011,SK ,14.6 u
PC,PB1040,Y55-64,M,2011,FI ,8.5 
PC,PB1040,Y55-64,M,2011,SE ,6.5 u
PC,PB1040,Y55-64,M,2011,CH ,2.9 u
PC,PB1040,Y55-64,M,2011,UK ,9.6 
PC,PB1040,Y55-64,M,2011,TR ,6.3 
PC,PB1040,Y55-64,T,2011,EU28 ,9.8 
PC,PB1040,Y55-64,T,2011,BE ,9 u
PC,PB1040,Y55-64,T,2011,BG ,11.7 u
PC,PB1040,Y55-64,T,2011,CZ ,11.6 
PC,PB1040,Y55-64,T,2011,DK ,10.3 u
PC,PB1040,Y55-64,T,2011,DE ,12.6 
PC,PB1040,Y55-64,T,2011,EE ,15 u
PC,PB1040,Y55-64,T,2011,IE ,15.9 
PC,PB1040,Y55-64,T,2011,EL ,10.1 u
PC,PB1040,Y55-64,T,2011,ES ,19.1 
PC,PB1040,Y55-64,T,2011,FR ,9.0 
PC,PB1040,Y55-64,T,2011,HR ,12.1 u
PC,PB1040,Y55-64,T,2011,IT ,5.5 
PC,PB1040,Y55-64,T,2011,LV ,22.2 
PC,PB1040,Y55-64,T,2011,LT ,20.1 
PC,PB1040,Y55-64,T,2011,HU ,13.0 
PC,PB1040,Y55-64,T,2011,NL ,6.6 u
PC,PB1040,Y55-64,T,2011,AT ,6.3 u
PC,PB1040,Y55-64,T,2011,PL ,8.8 
PC,PB1040,Y55-64,T,2011,PT ,13.9 
PC,PB1040,Y55-64,T,2011,RO ,3.7 u
PC,PB1040,Y55-64,T,2011,SI ,9 u
PC,PB1040,Y55-64,T,2011,SK ,13.7 
PC,PB1040,Y55-64,T,2011,FI ,7.2 
PC,PB1040,Y55-64,T,2011,SE ,5.8 
PC,PB1040,Y55-64,T,2011,CH ,4.5 
PC,PB1040,Y55-64,T,2011,UK ,7.6 
PC,PB1040,Y55-64,T,2011,TR ,4.2 
PC,PB1041,TOTAL,F,2011,EU28 ,9.8 
PC,PB1041,TOTAL,F,2011,BE ,6.1 
PC,PB1041,TOTAL,F,2011,BG ,9.9 
