unit,lev_limit,age,sex,geo,time,v,flag
PC,NONE,Y16-24,F,EA,2015,10.2,e
PC,NONE,Y16-24,F,EA,2014,10.9,e
PC,NONE,Y16-24,F,EA,2013,9.6,e
PC,NONE,Y16-24,F,EA,2012,9.8,e
PC,NONE,Y16-24,F,EA,2011,9.7,e
PC,NONE,Y16-24,F,EA,2010,9.7,e
PC,NONE,Y16-24,F,EA18,2020,8.7,
PC,NONE,Y16-24,F,EA18,2019,8.4,
PC,NONE,Y16-24,F,EA18,2018,9.1,
PC,NONE,Y16-24,F,EA18,2017,9.3,
PC,NONE,Y16-24,F,EA18,2016,10.7,
PC,NONE,Y16-24,F,EA18,2015,10.2,
PC,NONE,Y16-24,F,EA18,2014,10.9,
PC,NONE,Y16-24,F,EA18,2013,9.6,
PC,NONE,Y16-24,F,EA18,2012,9.8,
PC,NONE,Y16-24,F,EA18,2011,9.7,
PC,NONE,Y16-24,F,EA18,2010,9.6,
PC,NONE,Y16-24,F,EA19,2020,8.7,
PC,NONE,Y16-24,F,EA19,2019,8.4,
PC,NONE,Y16-24,F,EA19,2018,9.1,
PC,NONE,Y16-24,F,EA19,2017,9.2,
PC,NONE,Y16-24,F,EA19,2016,10.7,
PC,NONE,Y16-24,F,EA19,2015,10.2,
PC,NONE,Y16-24,F,EA19,2014,10.8,
PC,NONE,Y16-24,F,EA19,2013,9.6,
PC,NONE,Y16-24,F,EA19,2012,9.8,
PC,NONE,Y16-24,F,EA19,2011,9.7,
PC,NONE,Y16-24,F,EA19,2010,9.6,
PC,NONE,Y16-24,F,EE,2021,2.9,
PC,NONE,Y16-24,F,EE,2020,2.0,
PC,NONE,Y16-24,F,EE,2019,2.5,
PC,NONE,Y16-24,F,EE,2018,5.6,
PC,NONE,Y16-24,F,EE,2017,4.9,
PC,NONE,Y16-24,F,EE,2016,5.5,
PC,NONE,Y16-24,F,EE,2015,7.3,
PC,NONE,Y16-24,F,EE,2014,4.3,
PC,NONE,Y16-24,F,EE,2013,3.4,
PC,NONE,Y16-24,F,EE,2012,7.8,
PC,NONE,Y16-24,F,EE,2011,6.9,
PC,NONE,Y16-24,F,EE,2010,7.2,
PC,NONE,Y16-24,F,EL,2020,13.3,
PC,NONE,Y16-24,F,EL,2019,13.0,
PC,NONE,Y16-24,F,EL,2018,16.4,
PC,NONE,Y16-24,F,EL,2017,17.3,
PC,NONE,Y16-24,F,EL,2016,19.0,
PC,NONE,Y16-24,F,EL,2015,18.1,
PC,NONE,Y16-24,F,EL,2014,18.3,
PC,NONE,Y16-24,F,EL,2013,16.1,
PC,NONE,Y16-24,F,EL,2012,16.7,
PC,NONE,Y16-24,F,EL,2011,9.4,
PC,NONE,Y16-24,F,EL,2010,9.3,
PC,NONE,Y16-24,F,ES,2021,12.2,
PC,NONE,Y16-24,F,ES,2020,8.4,
PC,NONE,Y16-24,F,ES,2019,11.5,
PC,NONE,Y16-24,F,ES,2018,13.1,
PC,NONE,Y16-24,F,ES,2017,14.1,
PC,NONE,Y16-24,F,ES,2016,17.4,
PC,NONE,Y16-24,F,ES,2015,17.1,
PC,NONE,Y16-24,F,ES,2014,17.8,
PC,NONE,Y16-24,F,ES,2013,14.8,
PC,NONE,Y16-24,F,ES,2012,15.4,
PC,NONE,Y16-24,F,ES,2011,13.4,
PC,NONE,Y16-24,F,ES,2010,9.5,
PC,NONE,Y16-24,F,EU,2019,7.8,e
PC,NONE,Y16-24,F,EU,2018,8.5,
PC,NONE,Y16-24,F,EU,2017,8.9,
PC,NONE,Y16-24,F,EU,2016,10.2,
PC,NONE,Y16-24,F,EU,2015,9.5,
PC,NONE,Y16-24,F,EU,2014,10.2,
PC,NONE,Y16-24,F,EU,2013,9.5,
PC,NONE,Y16-24,F,EU,2012,9.8,
PC,NONE,Y16-24,F,EU,2011,9.2,
PC,NONE,Y16-24,F,EU,2010,9.4,
PC,NONE,Y16-24,F,EU27_2007,2019,7.8,e
PC,NONE,Y16-24,F,EU27_2007,2018,8.5,
PC,NONE,Y16-24,F,EU27_2007,2017,8.9,
PC,NONE,Y16-24,F,EU27_2007,2016,10.2,
PC,NONE,Y16-24,F,EU27_2007,2015,9.5,
PC,NONE,Y16-24,F,EU27_2007,2014,10.2,
PC,NONE,Y16-24,F,EU27_2007,2013,9.5,
PC,NONE,Y16-24,F,EU27_2007,2012,9.8,
PC,NONE,Y16-24,F,EU27_2007,2011,9.2,
PC,NONE,Y16-24,F,EU27_2007,2010,9.4,
PC,NONE,Y16-24,F,EU27_2020,2020,8.2,
PC,NONE,Y16-24,F,EU27_2020,2019,7.7,e
PC,NONE,Y16-24,F,EU27_2020,2018,8.5,e
PC,NONE,Y16-24,F,EU27_2020,2017,8.6,e
PC,NONE,Y16-24,F,EU27_2020,2016,10.0,e
PC,NONE,Y16-24,F,EU27_2020,2015,9.4,e
PC,NONE,Y16-24,F,EU27_2020,2014,10.0,e
PC,NONE,Y16-24,F,EU27_2020,2013,9.1,e
PC,NONE,Y16-24,F,EU27_2020,2012,9.2,e
PC,NONE,Y16-24,F,EU27_2020,2011,9.0,e
PC,NONE,Y16-24,F,EU27_2020,2010,8.9,e
PC,NONE,Y16-24,F,EU28,2019,7.8,e
PC,NONE,Y16-24,F,EU28,2018,8.5,
PC,NONE,Y16-24,F,EU28,2017,8.9,
PC,NONE,Y16-24,F,EU28,2016,10.2,
PC,NONE,Y16-24,F,EU28,2015,9.5,
PC,NONE,Y16-24,F,EU28,2014,10.2,
PC,NONE,Y16-24,F,EU28,2013,9.5,
PC,NONE,Y16-24,F,EU28,2012,9.8,
PC,NONE,Y16-24,F,EU28,2011,9.2,
PC,NONE,Y16-24,F,EU28,2010,9.4,
PC,NONE,Y16-24,F,FI,2021,12.5,
PC,NONE,Y16-24,F,FI,2020,7.1,
PC,NONE,Y16-24,F,FI,2019,8.8,
PC,NONE,Y16-24,F,FI,2018,5.8,
PC,NONE,Y16-24,F,FI,2017,9.3,
PC,NONE,Y16-24,F,FI,2016,9.8,
PC,NONE,Y16-24,F,FI,2015,9.5,
PC,NONE,Y16-24,F,FI,2014,8.7,
PC,NONE,Y16-24,F,FI,2013,6.8,
PC,NONE,Y16-24,F,FI,2012,7.4,
PC,NONE,Y16-24,F,FI,2011,9.4,
PC,NONE,Y16-24,F,FI,2010,9.6,
PC,NONE,Y16-24,F,FR,2020,7.7,b
PC,NONE,Y16-24,F,FR,2019,6.4,
PC,NONE,Y16-24,F,FR,2018,7.3,
PC,NONE,Y16-24,F,FR,2017,7.3,
PC,NONE,Y16-24,F,FR,2016,10.5,
PC,NONE,Y16-24,F,FR,2015,7.4,
PC,NONE,Y16-24,F,FR,2014,8.5,
PC,NONE,Y16-24,F,FR,2013,8.0,
PC,NONE,Y16-24,F,FR,2012,6.8,
PC,NONE,Y16-24,F,FR,2011,8.6,
PC,NONE,Y16-24,F,FR,2010,9.9,
PC,NONE,Y16-24,F,HR,2021,8.3,
PC,NONE,Y16-24,F,HR,2020,6.9,
PC,NONE,Y16-24,F,HR,2019,7.9,
PC,NONE,Y16-24,F,HR,2018,9.7,
PC,NONE,Y16-24,F,HR,2017,9.8,
PC,NONE,Y16-24,F,HR,2016,11.2,
PC,NONE,Y16-24,F,HR,2015,12.6,
PC,NONE,Y16-24,F,HR,2014,11.5,
PC,NONE,Y16-24,F,HR,2013,13.4,
PC,NONE,Y16-24,F,HR,2012,14.4,
PC,NONE,Y16-24,F,HR,2011,11.2,
PC,NONE,Y16-24,F,HR,2010,18.6,
PC,NONE,Y16-24,F,HU,2020,4.3,
PC,NONE,Y16-24,F,HU,2019,3.3,
PC,NONE,Y16-24,F,HU,2018,5.0,
PC,NONE,Y16-24,F,HU,2017,4.7,
PC,NONE,Y16-24,F,HU,2016,6.1,
PC,NONE,Y16-24,F,HU,2015,7.7,
PC,NONE,Y16-24,F,HU,2014,12.1,
PC,NONE,Y16-24,F,HU,2013,12.6,
PC,NONE,Y16-24,F,HU,2012,12.2,
PC,NONE,Y16-24,F,HU,2011,10.0,
PC,NONE,Y16-24,F,HU,2010,10.3,
PC,NONE,Y16-24,F,IE,2021,10.7,
PC,NONE,Y16-24,F,IE,2020,11.2,b
PC,NONE,Y16-24,F,IE,2019,17.4,
PC,NONE,Y16-24,F,IE,2018,10.7,
PC,NONE,Y16-24,F,IE,2017,21.8,
PC,NONE,Y16-24,F,IE,2016,17.6,
PC,NONE,Y16-24,F,IE,2015,18.4,
PC,NONE,Y16-24,F,IE,2014,21.0,
PC,NONE,Y16-24,F,IE,2013,25.9,
PC,NONE,Y16-24,F,IE,2012,26.4,
PC,NONE,Y16-24,F,IE,2011,27.9,
PC,NONE,Y16-24,F,IE,2010,27.6,
PC,NONE,Y16-24,F,IS,2018,2.3,
PC,NONE,Y16-24,F,IS,2017,4.6,
PC,NONE,Y16-24,F,IS,2016,2.4,
PC,NONE,Y16-24,F,IS,2015,3.2,
PC,NONE,Y16-24,F,IS,2014,3.7,
PC,NONE,Y16-24,F,IS,2013,6.2,
PC,NONE,Y16-24,F,IS,2012,3.5,
PC,NONE,Y16-24,F,IS,2011,3.0,
PC,NONE,Y16-24,F,IS,2010,4.9,
PC,NONE,Y16-24,F,IT,2021,13.2,p
PC,NONE,Y16-24,F,IT,2020,11.8,
PC,NONE,Y16-24,F,IT,2019,10.0,
PC,NONE,Y16-24,F,IT,2018,12.3,
PC,NONE,Y16-24,F,IT,2017,11.8,
PC,NONE,Y16-24,F,IT,2016,11.4,
PC,NONE,Y16-24,F,IT,2015,13.6,
PC,NONE,Y16-24,F,IT,2014,13.0,
PC,NONE,Y16-24,F,IT,2013,11.2,
PC,NONE,Y16-24,F,IT,2012,12.2,
PC,NONE,Y16-24,F,IT,2011,11.4,
PC,NONE,Y16-24,F,IT,2010,12.6,
PC,NONE,Y16-24,F,LT,2020,7.0,
PC,NONE,Y16-24,F,LT,2019,7.2,
PC,NONE,Y16-24,F,LT,2018,11.1,
PC,NONE,Y16-24,F,LT,2017,6.9,
PC,NONE,Y16-24,F,LT,2016,9.1,
PC,NONE,Y16-24,F,LT,2015,5.3,
PC,NONE,Y16-24,F,LT,2014,4.1,
PC,NONE,Y16-24,F,LT,2013,9.5,
PC,NONE,Y16-24,F,LT,2012,8.7,
PC,NONE,Y16-24,F,LT,2011,11.6,
PC,NONE,Y16-24,F,LT,2010,7.0,
PC,NONE,Y16-24,F,LU,2020,11.5,b
PC,NONE,Y16-24,F,LU,2019,8.2,
PC,NONE,Y16-24,F,LU,2018,8.4,
PC,NONE,Y16-24,F,LU,2017,6.6,
PC,NONE,Y16-24,F,LU,2016,3.6,
PC,NONE,Y16-24,F,LU,2015,3.2,
PC,NONE,Y16-24,F,LU,2014,4.5,
PC,NONE,Y16-24,F,LU,2013,6.2,
PC,NONE,Y16-24,F,LU,2012,6.2,
PC,NONE,Y16-24,F,LU,2011,7.5,
PC,NONE,Y16-24,F,LU,2010,5.8,
PC,NONE,Y16-24,F,LV,2021,4.9,
PC,NONE,Y16-24,F,LV,2020,8.6,
PC,NONE,Y16-24,F,LV,2019,6.4,
PC,NONE,Y16-24,F,LV,2018,5.8,
PC,NONE,Y16-24,F,LV,2017,6.0,
PC,NONE,Y16-24,F,LV,2016,5.5,
PC,NONE,Y16-24,F,LV,2015,6.8,
PC,NONE,Y16-24,F,LV,2014,6.8,
PC,NONE,Y16-24,F,LV,2013,7.7,
PC,NONE,Y16-24,F,LV,2012,9.2,
PC,NONE,Y16-24,F,LV,2011,9.6,
PC,NONE,Y16-24,F,LV,2010,8.2,
PC,NONE,Y16-24,F,ME,2020,17.1,
PC,NONE,Y16-24,F,ME,2019,21.7,
PC,NONE,Y16-24,F,ME,2018,23.8,
PC,NONE,Y16-24,F,ME,2017,23.2,
PC,NONE,Y16-24,F,ME,2016,24.2,
PC,NONE,Y16-24,F,ME,2015,21.0,
PC,NONE,Y16-24,F,ME,2014,24.2,
PC,NONE,Y16-24,F,ME,2013,24.8,
PC,NONE,Y16-24,F,MK,2020,13.3,
PC,NONE,Y16-24,F,MK,2019,14.0,
PC,NONE,Y16-24,F,MK,2018,17.9,
PC,NONE,Y16-24,F,MK,2017,18.0,
PC,NONE,Y16-24,F,MK,2016,16.9,
PC,NONE,Y16-24,F,MK,2015,18.5,
PC,NONE,Y16-24,F,MK,2014,17.3,
PC,NONE,Y16-24,F,MK,2013,16.4,
PC,NONE,Y16-24,F,MK,2012,19.7,
PC,NONE,Y16-24,F,MK,2011,19.2,
PC,NONE,Y16-24,F,MT,2020,4.6,
PC,NONE,Y16-24,F,MT,2019,3.8,
PC,NONE,Y16-24,F,MT,2018,3.7,
PC,NONE,Y16-24,F,MT,2017,6.3,
PC,NONE,Y16-24,F,MT,2016,3.6,
PC,NONE,Y16-24,F,MT,2015,7.4,
PC,NONE,Y16-24,F,MT,2014,6.8,
PC,NONE,Y16-24,F,MT,2013,8.0,
PC,NONE,Y16-24,F,MT,2012,6.7,
PC,NONE,Y16-24,F,MT,2011,7.6,
PC,NONE,Y16-24,F,MT,2010,8.6,
PC,NONE,Y16-24,F,NL,2020,9.2,
PC,NONE,Y16-24,F,NL,2019,11.6,
PC,NONE,Y16-24,F,NL,2018,14.7,
PC,NONE,Y16-24,F,NL,2017,10.7,
PC,NONE,Y16-24,F,NL,2016,12.5,
PC,NONE,Y16-24,F,NL,2015,16.6,
PC,NONE,Y16-24,F,NL,2014,10.3,
PC,NONE,Y16-24,F,NL,2013,7.7,
PC,NONE,Y16-24,F,NL,2012,6.8,
PC,NONE,Y16-24,F,NL,2011,5.0,
PC,NONE,Y16-24,F,NL,2010,7.7,
PC,NONE,Y16-24,F,NO,2020,5.8,
PC,NONE,Y16-24,F,NO,2019,6.9,
PC,NONE,Y16-24,F,NO,2018,8.0,
PC,NONE,Y16-24,F,NO,2017,8.3,
PC,NONE,Y16-24,F,NO,2016,6.9,
PC,NONE,Y16-24,F,NO,2015,6.8,
PC,NONE,Y16-24,F,NO,2014,5.1,
PC,NONE,Y16-24,F,NO,2013,5.4,
PC,NONE,Y16-24,F,NO,2012,5.8,
PC,NONE,Y16-24,F,NO,2011,6.3,
PC,NONE,Y16-24,F,NO,2010,7.1,
PC,NONE,Y16-24,F,PL,2020,3.5,
PC,NONE,Y16-24,F,PL,2019,3.0,
PC,NONE,Y16-24,F,PL,2018,4.8,
PC,NONE,Y16-24,F,PL,2017,4.1,
PC,NONE,Y16-24,F,PL,2016,6.2,
PC,NONE,Y16-24,F,PL,2015,4.5,
PC,NONE,Y16-24,F,PL,2014,6.2,
PC,NONE,Y16-24,F,PL,2013,5.5,
PC,NONE,Y16-24,F,PL,2012,4.7,
PC,NONE,Y16-24,F,PL,2011,4.9,
PC,NONE,Y16-24,F,PL,2010,6.1,
PC,NONE,Y16-24,F,PT,2020,4.3,
PC,NONE,Y16-24,F,PT,2019,3.8,
PC,NONE,Y16-24,F,PT,2018,5.0,
PC,NONE,Y16-24,F,PT,2017,7.1,
PC,NONE,Y16-24,F,PT,2016,7.4,
PC,NONE,Y16-24,F,PT,2015,8.2,
PC,NONE,Y16-24,F,PT,2014,11.1,
PC,NONE,Y16-24,F,PT,2013,11.0,
PC,NONE,Y16-24,F,PT,2012,10.6,
PC,NONE,Y16-24,F,PT,2011,7.9,
PC,NONE,Y16-24,F,PT,2010,5.8,
PC,NONE,Y16-24,F,RO,2021,4.5,
PC,NONE,Y16-24,F,RO,2020,8.1,
PC,NONE,Y16-24,F,RO,2019,6.1,
PC,NONE,Y16-24,F,RO,2018,6.1,
PC,NONE,Y16-24,F,RO,2017,5.6,
PC,NONE,Y16-24,F,RO,2016,6.9,
PC,NONE,Y16-24,F,RO,2015,5.9,
PC,NONE,Y16-24,F,RO,2014,5.2,
PC,NONE,Y16-24,F,RO,2013,5.7,
PC,NONE,Y16-24,F,RO,2012,6.3,
PC,NONE,Y16-24,F,RO,2011,5.5,
PC,NONE,Y16-24,F,RO,2010,5.4,
PC,NONE,Y16-24,F,RS,2020,15.5,
PC,NONE,Y16-24,F,RS,2019,17.3,
PC,NONE,Y16-24,F,RS,2018,15.7,
PC,NONE,Y16-24,F,RS,2017,17.2,
PC,NONE,Y16-24,F,RS,2016,18.7,
PC,NONE,Y16-24,F,RS,2015,19.2,
PC,NONE,Y16-24,F,RS,2014,18.5,
PC,NONE,Y16-24,F,RS,2013,16.0,
PC,NONE,Y16-24,F,SE,2021,9.1,
PC,NONE,Y16-24,F,SE,2020,9.6,
PC,NONE,Y16-24,F,SE,2019,6.0,
PC,NONE,Y16-24,F,SE,2018,5.9,
PC,NONE,Y16-24,F,SE,2017,11.2,
PC,NONE,Y16-24,F,SE,2016,7.3,
PC,NONE,Y16-24,F,SE,2015,8.3,
PC,NONE,Y16-24,F,SE,2014,5.9,
PC,NONE,Y16-24,F,SE,2013,6.3,
PC,NONE,Y16-24,F,SE,2012,10.5,
PC,NONE,Y16-24,F,SE,2011,10.3,
PC,NONE,Y16-24,F,SE,2010,10.0,
PC,NONE,Y16-24,F,SI,2020,2.0,
PC,NONE,Y16-24,F,SI,2019,4.7,
PC,NONE,Y16-24,F,SI,2018,8.1,
PC,NONE,Y16-24,F,SI,2017,4.2,
PC,NONE,Y16-24,F,SI,2016,6.4,
PC,NONE,Y16-24,F,SI,2015,4.8,
PC,NONE,Y16-24,F,SI,2014,11.3,
PC,NONE,Y16-24,F,SI,2013,5.3,
PC,NONE,Y16-24,F,SI,2012,7.6,
PC,NONE,Y16-24,F,SI,2011,6.6,
PC,NONE,Y16-24,F,SI,2010,4.7,
PC,NONE,Y16-24,F,SK,2020,3.4,
PC,NONE,Y16-24,F,SK,2019,6.3,
PC,NONE,Y16-24,F,SK,2018,5.0,
PC,NONE,Y16-24,F,SK,2017,4.8,
PC,NONE,Y16-24,F,SK,2016,6.7,
PC,NONE,Y16-24,F,SK,2015,6.5,
PC,NONE,Y16-24,F,SK,2014,5.1,
PC,NONE,Y16-24,F,SK,2013,5.9,
PC,NONE,Y16-24,F,SK,2012,5.0,
PC,NONE,Y16-24,F,SK,2011,4.0,
PC,NONE,Y16-24,F,SK,2010,5.6,
PC,NONE,Y16-24,F,TR,2020,13.2,
PC,NONE,Y16-24,F,TR,2019,11.5,
PC,NONE,Y16-24,F,TR,2018,10.6,
PC,NONE,Y16-24,F,TR,2017,10.6,
PC,NONE,Y16-24,F,TR,2016,11.4,
PC,NONE,Y16-24,F,TR,2015,13.0,
PC,NONE,Y16-24,F,TR,2014,10.9,
PC,NONE,Y16-24,F,TR,2013,11.9,
PC,NONE,Y16-24,F,TR,2012,12.9,
PC,NONE,Y16-24,F,TR,2011,12.8,
PC,NONE,Y16-24,F,TR,2010,13.4,
PC,NONE,Y16-24,F,UK,2018,8.6,
PC,NONE,Y16-24,F,UK,2017,10.6,b
PC,NONE,Y16-24,F,UK,2016,11.5,
PC,NONE,Y16-24,F,UK,2015,10.2,
PC,NONE,Y16-24,F,UK,2014,11.4,
PC,NONE,Y16-24,F,UK,2013,12.1,
PC,NONE,Y16-24,F,UK,2012,13.4,
PC,NONE,Y16-24,F,UK,2011,11.0,
PC,NONE,Y16-24,F,UK,2010,12.7,
PC,NONE,Y16-24,F,XK,2018,40.1,
PC,NONE,Y16-24,M,AL,2020,11.2,
PC,NONE,Y16-24,M,AL,2019,11.5,
PC,NONE,Y16-24,M,AL,2018,12.5,
PC,NONE,Y16-24,M,AL,2017,13.9,
PC,NONE,Y16-24,M,AT,2021,5.7,
PC,NONE,Y16-24,M,AT,2020,4.3,
PC,NONE,Y16-24,M,AT,2019,4.2,
PC,NONE,Y16-24,M,AT,2018,3.3,
PC,NONE,Y16-24,M,AT,2017,3.8,
PC,NONE,Y16-24,M,AT,2016,5.9,
PC,NONE,Y16-24,M,AT,2015,5.6,
PC,NONE,Y16-24,M,AT,2014,3.6,
PC,NONE,Y16-24,M,AT,2013,3.9,
PC,NONE,Y16-24,M,AT,2012,4.2,
PC,NONE,Y16-24,M,AT,2011,6.0,
PC,NONE,Y16-24,M,AT,2010,5.8,
PC,NONE,Y16-24,M,BE,2021,12.4,
PC,NONE,Y16-24,M,BE,2020,10.1,
PC,NONE,Y16-24,M,BE,2019,11.7,b
PC,NONE,Y16-24,M,BE,2018,12.3,
PC,NONE,Y16-24,M,BE,2017,14.1,
PC,NONE,Y16-24,M,BE,2016,15.4,
PC,NONE,Y16-24,M,BE,2015,13.5,
PC,NONE,Y16-24,M,BE,2014,15.9,
PC,NONE,Y16-24,M,BE,2013,15.2,
PC,NONE,Y16-24,M,BE,2012,11.6,
PC,NONE,Y16-24,M,BE,2011,10.6,
PC,NONE,Y16-24,M,BE,2010,10.2,
PC,NONE,Y16-24,M,BG,2021,9.8,
PC,NONE,Y16-24,M,BG,2020,12.6,
PC,NONE,Y16-24,M,BG,2019,12.1,
PC,NONE,Y16-24,M,BG,2018,12.0,
PC,NONE,Y16-24,M,BG,2017,13.8,
PC,NONE,Y16-24,M,BG,2016,10.9,
PC,NONE,Y16-24,M,BG,2015,13.3,
PC,NONE,Y16-24,M,BG,2014,10.7,
PC,NONE,Y16-24,M,BG,2013,12.2,
PC,NONE,Y16-24,M,BG,2012,9.4,
PC,NONE,Y16-24,M,BG,2011,9.8,
PC,NONE,Y16-24,M,BG,2010,7.5,
PC,NONE,Y16-24,M,CH,2020,4.2,
PC,NONE,Y16-24,M,CH,2019,5.7,
PC,NONE,Y16-24,M,CH,2018,5.9,
PC,NONE,Y16-24,M,CH,2017,2.7,
PC,NONE,Y16-24,M,CH,2016,5.1,
PC,NONE,Y16-24,M,CH,2015,3.1,
PC,NONE,Y16-24,M,CH,2014,2.5,
PC,NONE,Y16-24,M,CH,2013,3.0,
PC,NONE,Y16-24,M,CH,2012,3.2,
PC,NONE,Y16-24,M,CH,2011,2.7,
PC,NONE,Y16-24,M,CH,2010,2.4,
PC,NONE,Y16-24,M,CY,2020,6.4,
PC,NONE,Y16-24,M,CY,2019,6.6,
PC,NONE,Y16-24,M,CY,2018,9.1,
PC,NONE,Y16-24,M,CY,2017,7.7,
PC,NONE,Y16-24,M,CY,2016,8.1,
PC,NONE,Y16-24,M,CY,2015,11.3,
PC,NONE,Y16-24,M,CY,2014,10.2,
PC,NONE,Y16-24,M,CY,2013,9.3,
PC,NONE,Y16-24,M,CY,2012,7.5,
PC,NONE,Y16-24,M,CY,2011,4.5,
PC,NONE,Y16-24,M,CY,2010,6.1,
