unit,hlth_pb,age,sex,time\geo,i,v
PC,PB1041,Y15-24,T,2011,SE,40.9
PC,PB1041,Y15-24,T,2011,IS,71.3
PC,PB1041,Y15-24,T,2011,CH,62.8
PC,PB1041,Y15-24,T,2011,UK,52.0
PC,PB1041,Y15-24,T,2011,TR,32.2
PC,PB1041,Y15-64,F,2011,EU28,60.7
PC,PB1041,Y15-64,F,2011,BE,61.0
PC,PB1041,Y15-64,F,2011,BG,59.2
PC,PB1041,Y15-64,F,2011,CZ,59.6
PC,PB1041,Y15-64,F,2011,DK,76.3
PC,PB1041,Y15-64,F,2011,DE,66.7
PC,PB1041,Y15-64,F,2011,EE,65.6
PC,PB1041,Y15-64,F,2011,IE,57.1
PC,PB1041,Y15-64,F,2011,EL,47.5
PC,PB1041,Y15-64,F,2011,ES,54.5
PC,PB1041,Y15-64,F,2011,FR,60.9
PC,PB1041,Y15-64,F,2011,HR,49.5
PC,PB1041,Y15-64,F,2011,IT,48.2
PC,PB1041,Y15-64,F,2011,CY,65.4
PC,PB1041,Y15-64,F,2011,LV,62.3
PC,PB1041,Y15-64,F,2011,LT,63.5
PC,PB1041,Y15-64,F,2011,LU,57.0
PC,PB1041,Y15-64,F,2011,HU,55.3
PC,PB1041,Y15-64,F,2011,MT,42.3
PC,PB1041,Y15-64,F,2011,NL,75.7
PC,PB1041,Y15-64,F,2011,AT,70.1
PC,PB1041,Y15-64,F,2011,PL,56.6
PC,PB1041,Y15-64,F,2011,PT,64.5
PC,PB1041,Y15-64,F,2011,RO,56.8
PC,PB1041,Y15-64,F,2011,SI,65.3
PC,PB1041,Y15-64,F,2011,SK,55.5
PC,PB1041,Y15-64,F,2011,FI,70.9
PC,PB1041,Y15-64,F,2011,SE,73.8
PC,PB1041,Y15-64,F,2011,IS,84.3
PC,PB1041,Y15-64,F,2011,CH,75.4
PC,PB1041,Y15-64,F,2011,UK,70.3
PC,PB1041,Y15-64,F,2011,TR,29.5
PC,PB1041,Y15-64,M,2011,EU28,73.0
PC,PB1041,Y15-64,M,2011,BE,71.7
PC,PB1041,Y15-64,M,2011,BG,64.3
PC,PB1041,Y15-64,M,2011,CZ,77.1
PC,PB1041,Y15-64,M,2011,DK,79.8
PC,PB1041,Y15-64,M,2011,DE,77.7
PC,PB1041,Y15-64,M,2011,EE,71.8
PC,PB1041,Y15-64,M,2011,IE,64.6
PC,PB1041,Y15-64,M,2011,EL,69.3
PC,PB1041,Y15-64,M,2011,ES,66.3
PC,PB1041,Y15-64,M,2011,FR,71.1
PC,PB1041,Y15-64,M,2011,HR,62.4
PC,PB1041,Y15-64,M,2011,IT,69.6
PC,PB1041,Y15-64,M,2011,CY,76.8
PC,PB1041,Y15-64,M,2011,LV,62.9
PC,PB1041,Y15-64,M,2011,LT,62.8
PC,PB1041,Y15-64,M,2011,LU,72.1
PC,PB1041,Y15-64,M,2011,HU,66.9
PC,PB1041,Y15-64,M,2011,MT,75.3
PC,PB1041,Y15-64,M,2011,NL,84.3
PC,PB1041,Y15-64,M,2011,AT,81.2
PC,PB1041,Y15-64,M,2011,PL,71.1
PC,PB1041,Y15-64,M,2011,PT,70.9
PC,PB1041,Y15-64,M,2011,RO,70.1
PC,PB1041,Y15-64,M,2011,SI,71.4
PC,PB1041,Y15-64,M,2011,SK,69.6
PC,PB1041,Y15-64,M,2011,FI,75.4
PC,PB1041,Y15-64,M,2011,SE,77.4
PC,PB1041,Y15-64,M,2011,IS,83.7
PC,PB1041,Y15-64,M,2011,CH,87.3
PC,PB1041,Y15-64,M,2011,UK,80.4
PC,PB1041,Y15-64,M,2011,TR,71.2
PC,PB1041,Y15-64,T,2011,EU28,66.9
PC,PB1041,Y15-64,T,2011,BE,66.4
PC,PB1041,Y15-64,T,2011,BG,61.8
PC,PB1041,Y15-64,T,2011,CZ,68.5
PC,PB1041,Y15-64,T,2011,DK,78.1
PC,PB1041,Y15-64,T,2011,DE,72.1
PC,PB1041,Y15-64,T,2011,EE,68.6
PC,PB1041,Y15-64,T,2011,IE,60.9
PC,PB1041,Y15-64,T,2011,EL,58.5
PC,PB1041,Y15-64,T,2011,ES,60.5
PC,PB1041,Y15-64,T,2011,FR,66.1
PC,PB1041,Y15-64,T,2011,HR,55.8
PC,PB1041,Y15-64,T,2011,IT,58.9
PC,PB1041,Y15-64,T,2011,CY,70.9
PC,PB1041,Y15-64,T,2011,LV,62.6
PC,PB1041,Y15-64,T,2011,LT,63.2
PC,PB1041,Y15-64,T,2011,LU,64.9
PC,PB1041,Y15-64,T,2011,HU,61.1
PC,PB1041,Y15-64,T,2011,MT,59.2
PC,PB1041,Y15-64,T,2011,NL,80.1
PC,PB1041,Y15-64,T,2011,AT,75.6
PC,PB1041,Y15-64,T,2011,PL,63.9
PC,PB1041,Y15-64,T,2011,PT,67.8
PC,PB1041,Y15-64,T,2011,RO,63.5
PC,PB1041,Y15-64,T,2011,SI,68.4
PC,PB1041,Y15-64,T,2011,SK,62.6
PC,PB1041,Y15-64,T,2011,FI,73.2
PC,PB1041,Y15-64,T,2011,SE,75.7
PC,PB1041,Y15-64,T,2011,IS,84.0
PC,PB1041,Y15-64,T,2011,CH,81.6
PC,PB1041,Y15-64,T,2011,UK,75.4
PC,PB1041,Y15-64,T,2011,TR,51.0
PC,PB1041,Y20-64,F,2011,EU28,65.2
PC,PB1041,Y20-64,F,2011,BE,67.0
PC,PB1041,Y20-64,F,2011,BG,64.2
PC,PB1041,Y20-64,F,2011,CZ,64.9
PC,PB1041,Y20-64,F,2011,DK,79.0
PC,PB1041,Y20-64,F,2011,DE,71.2
PC,PB1041,Y20-64,F,2011,EE,71.5
PC,PB1041,Y20-64,F,2011,IE,61.9
PC,PB1041,Y20-64,F,2011,EL,51.5
PC,PB1041,Y20-64,F,2011,ES,57.7
PC,PB1041,Y20-64,F,2011,FR,67.4
PC,PB1041,Y20-64,F,2011,HR,54.6
PC,PB1041,Y20-64,F,2011,IT,52.0
PC,PB1041,Y20-64,F,2011,CY,71.8
PC,PB1041,Y20-64,F,2011,LV,69.0
PC,PB1041,Y20-64,F,2011,LT,71.3
PC,PB1041,Y20-64,F,2011,LU,63.2
PC,PB1041,Y20-64,F,2011,HU,61.0
PC,PB1041,Y20-64,F,2011,MT,45.5
PC,PB1041,Y20-64,F,2011,NL,77.9
PC,PB1041,Y20-64,F,2011,AT,74.7
PC,PB1041,Y20-64,F,2011,PL,62.3
PC,PB1041,Y20-64,F,2011,PT,70.3
PC,PB1041,Y20-64,F,2011,RO,61.5
PC,PB1041,Y20-64,F,2011,SI,70.5
PC,PB1041,Y20-64,F,2011,SK,61.3
PC,PB1041,Y20-64,F,2011,FI,76.9
PC,PB1041,Y20-64,F,2011,SE,80.5
PC,PB1041,Y20-64,F,2011,IS,85.6
PC,PB1041,Y20-64,F,2011,CH,78.3
PC,PB1041,Y20-64,F,2011,UK,73.4
PC,PB1041,Y20-64,F,2011,TR,32.2
PC,PB1041,Y20-64,M,2011,EU28,78.8
PC,PB1041,Y20-64,M,2011,BE,78.7
PC,PB1041,Y20-64,M,2011,BG,69.8
PC,PB1041,Y20-64,M,2011,CZ,83.9
PC,PB1041,Y20-64,M,2011,DK,83.6
PC,PB1041,Y20-64,M,2011,DE,83.3
PC,PB1041,Y20-64,M,2011,EE,78.9
PC,PB1041,Y20-64,M,2011,IE,70.6
PC,PB1041,Y20-64,M,2011,EL,74.9
PC,PB1041,Y20-64,M,2011,ES,70.4
PC,PB1041,Y20-64,M,2011,FR,78.6
PC,PB1041,Y20-64,M,2011,HR,68.7
PC,PB1041,Y20-64,M,2011,IT,75.3
PC,PB1041,Y20-64,M,2011,CY,83.9
PC,PB1041,Y20-64,M,2011,LV,69.9
PC,PB1041,Y20-64,M,2011,LT,71.2
PC,PB1041,Y20-64,M,2011,LU,79.2
PC,PB1041,Y20-64,M,2011,HU,73.8
PC,PB1041,Y20-64,M,2011,MT,81.3
PC,PB1041,Y20-64,M,2011,NL,87.6
PC,PB1041,Y20-64,M,2011,AT,85.5
PC,PB1041,Y20-64,M,2011,PL,78.3
PC,PB1041,Y20-64,M,2011,PT,77.2
PC,PB1041,Y20-64,M,2011,RO,76.2
PC,PB1041,Y20-64,M,2011,SI,76.9
PC,PB1041,Y20-64,M,2011,SK,77.0
PC,PB1041,Y20-64,M,2011,FI,82.0
PC,PB1041,Y20-64,M,2011,SE,84.4
PC,PB1041,Y20-64,M,2011,IS,86.1
PC,PB1041,Y20-64,M,2011,CH,90.9
PC,PB1041,Y20-64,M,2011,UK,84.8
PC,PB1041,Y20-64,M,2011,TR,78.2
PC,PB1041,Y20-64,T,2011,EU28,72.1
PC,PB1041,Y20-64,T,2011,BE,72.9
PC,PB1041,Y20-64,T,2011,BG,67.1
PC,PB1041,Y20-64,T,2011,CZ,74.5
PC,PB1041,Y20-64,T,2011,DK,81.4
PC,PB1041,Y20-64,T,2011,DE,77.2
PC,PB1041,Y20-64,T,2011,EE,75.1
PC,PB1041,Y20-64,T,2011,IE,66.2
PC,PB1041,Y20-64,T,2011,EL,63.3
PC,PB1041,Y20-64,T,2011,ES,64.2
PC,PB1041,Y20-64,T,2011,FR,73.1
PC,PB1041,Y20-64,T,2011,HR,61.5
PC,PB1041,Y20-64,T,2011,IT,63.7
PC,PB1041,Y20-64,T,2011,CY,77.6
PC,PB1041,Y20-64,T,2011,LV,69.5
PC,PB1041,Y20-64,T,2011,LT,71.2
PC,PB1041,Y20-64,T,2011,LU,71.6
PC,PB1041,Y20-64,T,2011,HU,67.3
PC,PB1041,Y20-64,T,2011,MT,63.9
PC,PB1041,Y20-64,T,2011,NL,82.9
PC,PB1041,Y20-64,T,2011,AT,80.1
PC,PB1041,Y20-64,T,2011,PL,70.3
PC,PB1041,Y20-64,T,2011,PT,73.8
PC,PB1041,Y20-64,T,2011,RO,68.9
PC,PB1041,Y20-64,T,2011,SI,73.8
PC,PB1041,Y20-64,T,2011,SK,69.2
PC,PB1041,Y20-64,T,2011,FI,79.5
PC,PB1041,Y20-64,T,2011,SE,82.6
PC,PB1041,Y20-64,T,2011,IS,85.9
PC,PB1041,Y20-64,T,2011,CH,84.8
PC,PB1041,Y20-64,T,2011,UK,79.2
PC,PB1041,Y20-64,T,2011,TR,55.9
PC,PB1041,Y25-54,F,2011,EU28,73.4
PC,PB1041,Y25-54,F,2011,BE,78.8
PC,PB1041,Y25-54,F,2011,BG,74.2
PC,PB1041,Y25-54,F,2011,CZ,76.1
PC,PB1041,Y25-54,F,2011,DK,84.7
PC,PB1041,Y25-54,F,2011,DE,77.4
PC,PB1041,Y25-54,F,2011,EE,77.1
PC,PB1041,Y25-54,F,2011,IE,66.6
PC,PB1041,Y25-54,F,2011,EL,59.4
PC,PB1041,Y25-54,F,2011,ES,64.3
PC,PB1041,Y25-54,F,2011,FR,78.7
PC,PB1041,Y25-54,F,2011,HR,68.1
PC,PB1041,Y25-54,F,2011,IT,60.5
PC,PB1041,Y25-54,F,2011,CY,79.2
PC,PB1041,Y25-54,F,2011,LV,76.5
PC,PB1041,Y25-54,F,2011,LT,81.7
PC,PB1041,Y25-54,F,2011,LU,74.0
PC,PB1041,Y25-54,F,2011,HU,70.3
PC,PB1041,Y25-54,F,2011,MT,53.2
PC,PB1041,Y25-54,F,2011,NL,84.3
PC,PB1041,Y25-54,F,2011,AT,83.5
PC,PB1041,Y25-54,F,2011,PL,74.2
PC,PB1041,Y25-54,F,2011,PT,78.4
PC,PB1041,Y25-54,F,2011,RO,71.6
PC,PB1041,Y25-54,F,2011,SI,85.4
PC,PB1041,Y25-54,F,2011,SK,73.4
PC,PB1041,Y25-54,F,2011,FI,82.2
PC,PB1041,Y25-54,F,2011,SE,85.8
PC,PB1041,Y25-54,F,2011,IS,86.7
PC,PB1041,Y25-54,F,2011,CH,81.3
PC,PB1041,Y25-54,F,2011,UK,78.7
PC,PB1041,Y25-54,F,2011,TR,34.4
PC,PB1041,Y25-54,M,2011,EU28,86.7
PC,PB1041,Y25-54,M,2011,BE,89.8
PC,PB1041,Y25-54,M,2011,BG,77.5
PC,PB1041,Y25-54,M,2011,CZ,93.3
PC,PB1041,Y25-54,M,2011,DK,89.3
PC,PB1041,Y25-54,M,2011,DE,88.9
PC,PB1041,Y25-54,M,2011,EE,85.8
PC,PB1041,Y25-54,M,2011,IE,75.8
PC,PB1041,Y25-54,M,2011,EL,82.9
PC,PB1041,Y25-54,M,2011,ES,76.3
PC,PB1041,Y25-54,M,2011,FR,89.9
PC,PB1041,Y25-54,M,2011,HR,78.4
PC,PB1041,Y25-54,M,2011,IT,85.8
PC,PB1041,Y25-54,M,2011,CY,89.8
PC,PB1041,Y25-54,M,2011,LV,76.1
PC,PB1041,Y25-54,M,2011,LT,79.4
PC,PB1041,Y25-54,M,2011,LU,91.8
PC,PB1041,Y25-54,M,2011,HU,84.0
PC,PB1041,Y25-54,M,2011,MT,91.7
PC,PB1041,Y25-54,M,2011,NL,93.5
PC,PB1041,Y25-54,M,2011,AT,92.6
PC,PB1041,Y25-54,M,2011,PL,87.5
PC,PB1041,Y25-54,M,2011,PT,85.0
PC,PB1041,Y25-54,M,2011,RO,85.7
PC,PB1041,Y25-54,M,2011,SI,87.4
PC,PB1041,Y25-54,M,2011,SK,85.7
PC,PB1041,Y25-54,M,2011,FI,88.9
PC,PB1041,Y25-54,M,2011,SE,90.4
PC,PB1041,Y25-54,M,2011,IS,89.3
PC,PB1041,Y25-54,M,2011,CH,94.4
PC,PB1041,Y25-54,M,2011,UK,90.2
PC,PB1041,Y25-54,M,2011,TR,85.6
PC,PB1041,Y25-54,T,2011,EU28,80.1
PC,PB1041,Y25-54,T,2011,BE,84.4
PC,PB1041,Y25-54,T,2011,BG,75.9
PC,PB1041,Y25-54,T,2011,CZ,84.9
PC,PB1041,Y25-54,T,2011,DK,87.1
PC,PB1041,Y25-54,T,2011,DE,83.2
PC,PB1041,Y25-54,T,2011,EE,81.4
PC,PB1041,Y25-54,T,2011,IE,71.2
PC,PB1041,Y25-54,T,2011,EL,71.3
PC,PB1041,Y25-54,T,2011,ES,70.4
PC,PB1041,Y25-54,T,2011,FR,84.5
PC,PB1041,Y25-54,T,2011,HR,73.1
PC,PB1041,Y25-54,T,2011,IT,73.2
PC,PB1041,Y25-54,T,2011,CY,84.2
PC,PB1041,Y25-54,T,2011,LV,76.3
PC,PB1041,Y25-54,T,2011,LT,80.6
PC,PB1041,Y25-54,T,2011,LU,83.2
PC,PB1041,Y25-54,T,2011,HU,77.2
PC,PB1041,Y25-54,T,2011,MT,72.9
PC,PB1041,Y25-54,T,2011,NL,89.1
PC,PB1041,Y25-54,T,2011,AT,88.0
PC,PB1041,Y25-54,T,2011,PL,80.9
PC,PB1041,Y25-54,T,2011,PT,81.7
PC,PB1041,Y25-54,T,2011,RO,78.8
PC,PB1041,Y25-54,T,2011,SI,86.4
PC,PB1041,Y25-54,T,2011,SK,79.6
PC,PB1041,Y25-54,T,2011,FI,85.7
PC,PB1041,Y25-54,T,2011,SE,88.3
PC,PB1041,Y25-54,T,2011,IS,88.1
PC,PB1041,Y25-54,T,2011,CH,88.0
PC,PB1041,Y25-54,T,2011,UK,84.5
PC,PB1041,Y25-54,T,2011,TR,60.9
PC,PB1041,Y55-64,F,2011,EU28,44.6
PC,PB1041,Y55-64,F,2011,BE,38.7
PC,PB1041,Y55-64,F,2011,BG,47.3
PC,PB1041,Y55-64,F,2011,CZ,41.6
PC,PB1041,Y55-64,F,2011,DK,63.4
PC,PB1041,Y55-64,F,2011,DE,55.8
PC,PB1041,Y55-64,F,2011,EE,69.4
PC,PB1041,Y55-64,F,2011,IE,46.6
PC,PB1041,Y55-64,F,2011,EL,31.6
PC,PB1041,Y55-64,F,2011,ES,38.6
PC,PB1041,Y55-64,F,2011,FR,41.6
PC,PB1041,Y55-64,F,2011,HR,30.9
PC,PB1041,Y55-64,F,2011,IT,29.9
PC,PB1041,Y55-64,F,2011,CY,48.0
PC,PB1041,Y55-64,F,2011,LV,60.6
PC,PB1041,Y55-64,F,2011,LT,56.1
PC,PB1041,Y55-64,F,2011,LU,31.8
PC,PB1041,Y55-64,F,2011,HU,43.1
PC,PB1041,Y55-64,F,2011,MT,13.8
PC,PB1041,Y55-64,F,2011,NL,55.0
PC,PB1041,Y55-64,F,2011,AT,36.3
PC,PB1041,Y55-64,F,2011,PL,33.2
PC,PB1041,Y55-64,F,2011,PT,47.0
PC,PB1041,Y55-64,F,2011,RO,39.8
PC,PB1041,Y55-64,F,2011,SI,25.6
PC,PB1041,Y55-64,F,2011,SK,37.0
PC,PB1041,Y55-64,F,2011,FI,67.1
PC,PB1041,Y55-64,F,2011,SE,73.9
PC,PB1041,Y55-64,F,2011,IS,82.7
PC,PB1041,Y55-64,F,2011,CH,64.5
PC,PB1041,Y55-64,F,2011,UK,58.5
PC,PB1041,Y55-64,F,2011,TR,19.0
PC,PB1041,Y55-64,M,2011,EU28,61.6
PC,PB1041,Y55-64,M,2011,BE,54.4
PC,PB1041,Y55-64,M,2011,BG,57.9
PC,PB1041,Y55-64,M,2011,CZ,66.4
PC,PB1041,Y55-64,M,2011,DK,72.1
PC,PB1041,Y55-64,M,2011,DE,74.9
PC,PB1041,Y55-64,M,2011,EE,70.2
PC,PB1041,Y55-64,M,2011,IE,63.1
PC,PB1041,Y55-64,M,2011,EL,58.7
PC,PB1041,Y55-64,M,2011,ES,60.4
PC,PB1041,Y55-64,M,2011,FR,45.6
PC,PB1041,Y55-64,M,2011,HR,56.0
PC,PB1041,Y55-64,M,2011,IT,50.4
PC,PB1041,Y55-64,M,2011,CY,75.8
PC,PB1041,Y55-64,M,2011,LV,59.7
PC,PB1041,Y55-64,M,2011,LT,62.4
PC,PB1041,Y55-64,M,2011,LU,50.4
PC,PB1041,Y55-64,M,2011,HU,53.1
PC,PB1041,Y55-64,M,2011,MT,53.9
PC,PB1041,Y55-64,M,2011,NL,73.6
PC,PB1041,Y55-64,M,2011,AT,56.5
PC,PB1041,Y55-64,M,2011,PL,58.9
PC,PB1041,Y55-64,M,2011,PT,58.2
PC,PB1041,Y55-64,M,2011,RO,58.6
PC,PB1041,Y55-64,M,2011,SI,45.6
PC,PB1041,Y55-64,M,2011,SK,61.8
PC,PB1041,Y55-64,M,2011,FI,67.3
PC,PB1041,Y55-64,M,2011,SE,77.6
PC,PB1041,Y55-64,M,2011,IS,85.2
PC,PB1041,Y55-64,M,2011,CH,85.6
PC,PB1041,Y55-64,M,2011,UK,74.2
PC,PB1041,Y55-64,M,2011,TR,47.5
PC,PB1041,Y55-64,T,2011,EU28,53.0
PC,PB1041,Y55-64,T,2011,BE,46.4
PC,PB1041,Y55-64,T,2011,BG,52.5
PC,PB1041,Y55-64,T,2011,CZ,53.4
PC,PB1041,Y55-64,T,2011,DK,67.9
PC,PB1041,Y55-64,T,2011,DE,64.9
PC,PB1041,Y55-64,T,2011,EE,69.7
PC,PB1041,Y55-64,T,2011,IE,54.8
PC,PB1041,Y55-64,T,2011,EL,45.3
PC,PB1041,Y55-64,T,2011,ES,49.2
PC,PB1041,Y55-64,T,2011,FR,43.6
PC,PB1041,Y55-64,T,2011,HR,42.6
PC,PB1041,Y55-64,T,2011,IT,40.3
PC,PB1041,Y55-64,T,2011,CY,62.5
PC,PB1041,Y55-64,T,2011,LV,60.2
PC,PB1041,Y55-64,T,2011,LT,59.0
PC,PB1041,Y55-64,T,2011,LU,41.8
PC,PB1041,Y55-64,T,2011,HU,47.8
PC,PB1041,Y55-64,T,2011,MT,33.9
PC,PB1041,Y55-64,T,2011,NL,64.7
PC,PB1041,Y55-64,T,2011,AT,46.1
PC,PB1041,Y55-64,T,2011,PL,45.4
PC,PB1041,Y55-64,T,2011,PT,52.8
PC,PB1041,Y55-64,T,2011,RO,49.0
PC,PB1041,Y55-64,T,2011,SI,35.7
PC,PB1041,Y55-64,T,2011,SK,48.9
PC,PB1041,Y55-64,T,2011,FI,67.2
PC,PB1041,Y55-64,T,2011,SE,75.9
PC,PB1041,Y55-64,T,2011,IS,84.0
PC,PB1041,Y55-64,T,2011,CH,75.8
PC,PB1041,Y55-64,T,2011,UK,66.3
PC,PB1041,Y55-64,T,2011,TR,35.3
PC,PB1070,Y15-24,F,2011,EU28,30.2
PC,PB1070,Y15-24,F,2011,BE,21.2 u
PC,PB1070,Y15-24,F,2011,CZ,16.4 u
PC,PB1070,Y15-24,F,2011,DK,47.0
PC,PB1070,Y15-24,F,2011,IE,17.5
PC,PB1070,Y15-24,F,2011,ES,21.7
PC,PB1070,Y15-24,F,2011,FR,33 u
PC,PB1070,Y15-24,F,2011,NL,39.9 u
PC,PB1070,Y15-24,F,2011,AT,50.5 u
PC,PB1070,Y15-24,F,2011,PL,8.9 u
PC,PB1070,Y15-24,F,2011,SI,23.8 u
PC,PB1070,Y15-24,F,2011,FI,37.2
PC,PB1070,Y15-24,F,2011,SE,39.7
PC,PB1070,Y15-24,F,2011,IS,67.2
PC,PB1070,Y15-24,F,2011,CH,64.6
PC,PB1070,Y15-24,F,2011,UK,37.4
PC,PB1070,Y15-24,F,2011,TR,20.5
PC,PB1070,Y15-24,M,2011,EU28,27.0
PC,PB1070,Y15-24,M,2011,BE,18.6 u
PC,PB1070,Y15-24,M,2011,CZ,25.8 u
PC,PB1070,Y15-24,M,2011,DK,34.8
PC,PB1070,Y15-24,M,2011,ES,15.0
PC,PB1070,Y15-24,M,2011,IT,13 u
PC,PB1070,Y15-24,M,2011,CY,26.9 u
PC,PB1070,Y15-24,M,2011,NL,39.7 u
PC,PB1070,Y15-24,M,2011,AT,53.6 u
PC,PB1070,Y15-24,M,2011,PL,16.4 u
PC,PB1070,Y15-24,M,2011,SI,36.2 u
PC,PB1070,Y15-24,M,2011,FI,38.5
PC,PB1070,Y15-24,M,2011,SE,29.2
PC,PB1070,Y15-24,M,2011,IS,59.1
PC,PB1070,Y15-24,M,2011,CH,62.4
PC,PB1070,Y15-24,M,2011,UK,27.0
PC,PB1070,Y15-24,M,2011,TR,40.0
PC,PB1070,Y15-24,T,2011,EU28,28.7
PC,PB1070,Y15-24,T,2011,BE,19.7 u
PC,PB1070,Y15-24,T,2011,CZ,21.4
PC,PB1070,Y15-24,T,2011,DK,41.4
PC,PB1070,Y15-24,T,2011,DE,37.0
PC,PB1070,Y15-24,T,2011,IE,13.6
PC,PB1070,Y15-24,T,2011,ES,18.1
PC,PB1070,Y15-24,T,2011,FR,33.7
PC,PB1070,Y15-24,T,2011,IT,10.2
PC,PB1070,Y15-24,T,2011,CY,26.1 u
PC,PB1070,Y15-24,T,2011,LU,18.9 u
PC,PB1070,Y15-24,T,2011,NL,39.8
PC,PB1070,Y15-24,T,2011,AT,52.1
PC,PB1070,Y15-24,T,2011,PL,13.2 u
PC,PB1070,Y15-24,T,2011,PT,18.4
PC,PB1070,Y15-24,T,2011,SI,30 u
PC,PB1070,Y15-24,T,2011,SK,19.3 u
PC,PB1070,Y15-24,T,2011,FI,37.8
PC,PB1070,Y15-24,T,2011,SE,35.4
PC,PB1070,Y15-24,T,2011,IS,64.1
PC,PB1070,Y15-24,T,2011,CH,63.5
PC,PB1070,Y15-24,T,2011,UK,32.3
PC,PB1070,Y15-24,T,2011,TR,30.6
PC,PB1070,Y15-64,F,2011,EU28,36.0
PC,PB1070,Y15-64,F,2011,BE,32.3
PC,PB1070,Y15-64,F,2011,BG,16.1
PC,PB1070,Y15-64,F,2011,CZ,32.0
PC,PB1070,Y15-64,F,2011,DK,40.5
PC,PB1070,Y15-64,F,2011,DE,34.6
PC,PB1070,Y15-64,F,2011,EE,35.9
PC,PB1070,Y15-64,F,2011,IE,21.2
PC,PB1070,Y15-64,F,2011,EL,24.5
PC,PB1070,Y15-64,F,2011,ES,28.8
PC,PB1070,Y15-64,F,2011,FR,57.3
PC,PB1070,Y15-64,F,2011,HR,26.4
PC,PB1070,Y15-64,F,2011,IT,31.0
PC,PB1070,Y15-64,F,2011,CY,35.1
PC,PB1070,Y15-64,F,2011,LV,42.5
PC,PB1070,Y15-64,F,2011,LT,34.8
PC,PB1070,Y15-64,F,2011,LU,45.2
PC,PB1070,Y15-64,F,2011,HU,18.6
PC,PB1070,Y15-64,F,2011,MT,25.1
PC,PB1070,Y15-64,F,2011,NL,37.7
PC,PB1070,Y15-64,F,2011,AT,43.5
PC,PB1070,Y15-64,F,2011,PL,23.8
PC,PB1070,Y15-64,F,2011,PT,42.5
PC,PB1070,Y15-64,F,2011,RO,22.1
PC,PB1070,Y15-64,F,2011,SI,41.7
PC,PB1070,Y15-64,F,2011,SK,27.2
PC,PB1070,Y15-64,F,2011,FI,51.7
PC,PB1070,Y15-64,F,2011,SE,59.7
PC,PB1070,Y15-64,F,2011,IS,65.7
PC,PB1070,Y15-64,F,2011,CH,60.1
PC,PB1070,Y15-64,F,2011,UK,34.7
PC,PB1070,Y15-64,F,2011,TR,27.0
PC,PB1070,Y15-64,M,2011,EU28,40.7
PC,PB1070,Y15-64,M,2011,BE,34.7
PC,PB1070,Y15-64,M,2011,BG,19.9
PC,PB1070,Y15-64,M,2011,CZ,37.4
PC,PB1070,Y15-64,M,2011,DK,42.8
PC,PB1070,Y15-64,M,2011,DE,37.1
PC,PB1070,Y15-64,M,2011,EE,30.8
PC,PB1070,Y15-64,M,2011,IE,21.9
PC,PB1070,Y15-64,M,2011,EL,35.7
PC,PB1070,Y15-64,M,2011,ES,40.8
PC,PB1070,Y15-64,M,2011,FR,62.4
PC,PB1070,Y15-64,M,2011,HR,37.0
PC,PB1070,Y15-64,M,2011,IT,44.6
PC,PB1070,Y15-64,M,2011,CY,48.6
PC,PB1070,Y15-64,M,2011,LV,38.0
PC,PB1070,Y15-64,M,2011,LT,29.7
PC,PB1070,Y15-64,M,2011,LU,52.7
PC,PB1070,Y15-64,M,2011,HU,17.6
PC,PB1070,Y15-64,M,2011,MT,35.7
PC,PB1070,Y15-64,M,2011,NL,41.9
PC,PB1070,Y15-64,M,2011,AT,53.0
PC,PB1070,Y15-64,M,2011,PL,28.7
PC,PB1070,Y15-64,M,2011,PT,46.1
PC,PB1070,Y15-64,M,2011,RO,26.5
PC,PB1070,Y15-64,M,2011,SI,46.0
PC,PB1070,Y15-64,M,2011,SK,31.5
PC,PB1070,Y15-64,M,2011,FI,49.3
PC,PB1070,Y15-64,M,2011,SE,64.1
PC,PB1070,Y15-64,M,2011,IS,68.5
PC,PB1070,Y15-64,M,2011,CH,71.1
PC,PB1070,Y15-64,M,2011,UK,37.6
PC,PB1070,Y15-64,M,2011,TR,58.2
PC,PB1070,Y15-64,T,2011,EU28,38.1
PC,PB1070,Y15-64,T,2011,BE,33.4
PC,PB1070,Y15-64,T,2011,BG,17.8
PC,PB1070,Y15-64,T,2011,CZ,34.5
PC,PB1070,Y15-64,T,2011,DK,41.4
PC,PB1070,Y15-64,T,2011,DE,35.8
PC,PB1070,Y15-64,T,2011,EE,33.6
PC,PB1070,Y15-64,T,2011,IE,21.6
PC,PB1070,Y15-64,T,2011,EL,29.8
PC,PB1070,Y15-64,T,2011,ES,33.8
PC,PB1070,Y15-64,T,2011,FR,59.6
PC,PB1070,Y15-64,T,2011,HR,31.6
PC,PB1070,Y15-64,T,2011,IT,37.0
PC,PB1070,Y15-64,T,2011,CY,41.4
PC,PB1070,Y15-64,T,2011,LV,40.7
PC,PB1070,Y15-64,T,2011,LT,32.5
PC,PB1070,Y15-64,T,2011,LU,48.3
PC,PB1070,Y15-64,T,2011,HU,18.1
PC,PB1070,Y15-64,T,2011,MT,29.9
PC,PB1070,Y15-64,T,2011,NL,39.4
PC,PB1070,Y15-64,T,2011,AT,48.2
PC,PB1070,Y15-64,T,2011,PL,26.2
PC,PB1070,Y15-64,T,2011,PT,44.0
PC,PB1070,Y15-64,T,2011,RO,23.9
